,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES
0,BUM00015502,2021-01,43.983,22.85,595.0,"VIDIN, BU",15.0,"1,S",11.0,"1,S",1.0,"1,S",20210111.0,",1,S",28.4,"1,,S,11,",121.4,"1,,,S"
1,BUM00015502,2021-02,43.983,22.85,595.0,"VIDIN, BU",5.0,"5,S",0.0,"5,S",0.0,"5,S",20210210.0,",5,S",1.5,"5,,S,10,",3.1,"5,,,S"
2,BUM00015502,2021-03,43.983,22.85,595.0,"VIDIN, BU",11.0,",S",7.0,",S",0.0,",S",20210316.0,",,S",16.5,",,S,16,",75.2,",,,S"
3,BUM00015502,2021-04,43.983,22.85,595.0,"VIDIN, BU",11.0,",S",4.0,",S",0.0,",S",20210418.0,",,S",11.7,",,S,18,",36.8,",,,S"
4,BUM00015502,2021-05,43.983,22.85,595.0,"VIDIN, BU",10.0,",S",4.0,",S",0.0,",S",20210518.0,",,S",14.5,",,S,18,",45.5,",,,S"
5,BUM00015502,2021-06,43.983,22.85,595.0,"VIDIN, BU",8.0,",S",5.0,",S",0.0,",S",20210618.0,",,S",16.5,",,S,18,",49.2,",,,S"
6,BUM00015502,2021-07,43.983,22.85,595.0,"VIDIN, BU",4.0,",S",3.0,",S",0.0,",S",20210719.0,",,S",13.0,",,S,19,",27.5,",,,S"
7,BUM00015502,2021-08,43.983,22.85,595.0,"VIDIN, BU",3.0,",S",2.0,",S",0.0,",S",20210829.0,",,S",3.8,",,S,29,",7.7,",,,S"
8,BUM00015502,2021-09,43.983,22.85,595.0,"VIDIN, BU",3.0,",S",2.0,",S",0.0,",S",20210929.0,",,S",4.8,",,S,29,",8.4,",,,S"
9,BUM00015502,2021-10,43.983,22.85,595.0,"VIDIN, BU",9.0,",S",8.0,",S",1.0,",S",20211016.0,",,S",27.2,",,S,16,",98.5,",,,S"
10,BUM00015502,2021-11,43.983,22.85,595.0,"VIDIN, BU",8.0,",S",4.0,",S",0.0,",S",20211103.0,",,S",6.1,",,S,03,",18.4,",,,S"
11,BUM00015502,2021-12,43.983,22.85,595.0,"VIDIN, BU",10.0,",S",6.0,",S",1.0,",S",20211212.0,",,S",25.9,",,S,12,",60.8,",,,S"
12,BUM00015502,2022-01,43.983,22.85,595.0,"VIDIN, BU",8.0,",S",2.0,",S",0.0,",S",20220111.0,",,S",16.0,",,S,11,",22.9,",,,S"
13,BUM00015502,2022-02,43.983,22.85,595.0,"VIDIN, BU",5.0,",S",1.0,",S",0.0,",S",20220221.0,",,S",2.8,",,S,21,",6.7,",,,S"
14,BUM00015502,2022-03,43.983,22.85,595.0,"VIDIN, BU",8.0,",S",2.0,",S",0.0,",S",20220307.0,",,S",10.7,",,S,07,",17.5,",,,S"
15,BUM00015502,2022-04,43.983,22.85,595.0,"VIDIN, BU",15.0,",S",2.0,",S",0.0,",S",20220418.0,",,S",9.1,",,S,18,",25.1,",,,S"
16,BUM00015502,2022-05,43.983,22.85,595.0,"VIDIN, BU",6.0,",S",2.0,",S",0.0,",S",20220530.0,",,S",17.0,",,S,30,",38.4,",,,S"
17,BUM00015502,2022-06,43.983,22.85,595.0,"VIDIN, BU",9.0,",S",6.0,",S",0.0,",S",20220611.0,",,S",21.1,",,S,11,",59.2,",,,S"
18,BUM00015502,2022-07,43.983,22.85,595.0,"VIDIN, BU",6.0,",S",5.0,",S",0.0,",S",20220706.0,",,S",16.0,",,S,06,",38.9,",,,S"
19,BUM00015502,2022-08,43.983,22.85,595.0,"VIDIN, BU",10.0,",S",5.0,",S",0.0,",S",20220815.0,",,S",15.5,",,S,15,",52.4,",,,S"
20,BUM00015502,2022-09,43.983,22.85,595.0,"VIDIN, BU",10.0,",S",6.0,",S",0.0,",S",20220927.0,",,S",21.8,",,S,27,",64.0,",,,S"
21,BUM00015502,2022-10,43.983,22.85,595.0,"VIDIN, BU",2.0,",S",0.0,",S",0.0,",S",20221002.0,",,S",2.3,",,S,02,",3.3,",,,S"
22,BUM00015502,2022-11,43.983,22.85,595.0,"VIDIN, BU",14.0,",S",6.0,",S",1.0,",S",20221121.0,",,S",38.4,",,S,21,",81.8,",,,S"
23,BUM00015502,2022-12,43.983,22.85,595.0,"VIDIN, BU",14.0,",S",7.0,",S",0.0,",S",20221215.0,",,S",11.4,",,S,15,",46.5,",,,S"
