,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
98,SF000068994,2021-01,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20210116.0,",,S",20210124.0,"+,,S",0.7,",S,16,",18.6,",S,24,+",10.87,",,,S",4.19,",,,S"
99,SF000068994,2021-02,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,"4,S",0.0,"4,S",0.0,"4,S",0.0,"4,S",0.0,"4,S",20210214.0,",4,S",20210228.0,",4,S",0.8,"4,S,14,",15.6,"4,S,28,",10.79,"4,,,S",4.18,"4,,,S"
100,SF000068994,2021-03,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20210331.0,",,S",20210302.0,"+,,S",0.7,",S,31,",20.8,",S,02,+",11.8,",,,S",4.62,",,,S"
101,SF000068994,2021-04,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20210416.0,",,S",20210418.0,"+,,S",1.5,",S,16,",13.5,",S,18,+",10.19,",,,S",3.69,",,,S"
102,SF000068994,2021-05,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,",S",5.0,",S",0.0,",S",0.0,",S",0.0,",S",20210531.0,",,S",20210525.0,"+,,S",-2.6,",S,31,",13.7,",S,25,+",9.29,",,,S",1.95,",,,S"
103,SF000068994,2021-06,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,",S",2.0,",S",0.0,",S",0.0,",S",0.0,",S",20210613.0,"+,,S",20210606.0,",,S",-0.2,",S,13,+",15.9,",S,06,",9.46,",,,S",2.65,",,,S"
104,SF000068994,2021-07,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,",S",8.0,",S",0.0,",S",0.0,",S",0.0,",S",20210705.0,",,S",20210725.0,"+,,S",-1.4,",S,05,",12.8,",S,25,+",8.62,",,,S",2.11,",,,S"
105,SF000068994,2021-08,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,",S",9.0,",S",0.0,"2,S",0.0,"2,S",0.0,"2,S",20210831.0,",,S",20210818.0,",2,S",-1.9,",S,31,",10.2,"2,S,18,",7.76,"2,,,S",1.4,",,,S"
106,SF000068994,2021-09,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,",S",12.0,",S",0.0,",S",0.0,",S",0.0,",S",20210901.0,",,S",20210925.0,"+,,S",-4.0,",S,01,",14.0,",S,25,+",8.3,",,,S",1.11,",,,S"
107,SF000068994,2021-10,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,",S",3.0,",S",0.0,",S",0.0,",S",0.0,",S",20211010.0,",,S",20211010.0,"+,,S",-1.0,",S,10,",13.9,",S,10,+",9.87,",,,S",2.22,",,,S"
108,SF000068994,2021-11,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,"1,S",4.0,"1,S",0.0,",S",0.0,",S",0.0,",S",20211113.0,"+,1,S",20211107.0,",,S",-1.5,"1,S,13,+",16.0,",S,07,",10.53,",,,S",3.17,"1,,,S"
109,SF000068994,2021-12,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,"1,S",2.0,"1,S",0.0,"1,S",0.0,"1,S",0.0,"1,S",20211225.0,",1,S",20211212.0,"+,1,S",-0.5,"1,S,25,",12.5,"1,S,12,+",10.19,"1,,,S",3.32,"1,,,S"
110,SF000068994,2022-01,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,"2,S",0.0,"2,S",0.0,",S",0.0,",S",0.0,",S",20220131.0,",2,S",20220125.0,"+,,S",2.1,"2,S,31,",18.1,",S,25,+",13.76,",,,S",5.33,"2,,,S"
111,SF000068994,2022-03,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,",S",1.0,",S",0.0,",S",0.0,",S",0.0,",S",20220302.0,",,S",20220306.0,",,S",-0.6,",S,02,",18.9,",S,06,",12.37,",,,S",5.36,",,,S"
112,SF000068994,2022-04,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20220427.0,",,S",20220422.0,"+,,S",0.5,",S,27,",12.6,",S,22,+",10.45,",,,S",3.43,",,,S"
113,SF000068994,2022-05,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,",S",5.0,",S",0.0,",S",0.0,",S",0.0,",S",20220531.0,"+,,S",20220519.0,"+,,S",-1.5,",S,31,+",17.5,",S,19,+",11.36,",,,S",2.65,",,,S"
114,SF000068994,2022-06,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,"3,S",6.0,"3,S",0.0,"3,S",0.0,"3,S",0.0,"3,S",20220608.0,"+,3,S",20220628.0,",3,S",-2.7,"3,S,08,+",14.1,"3,S,28,",8.35,"3,,,S",1.38,"3,,,S"
115,SF000068994,2022-07,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,",S",5.0,",S",0.0,",S",0.0,",S",0.0,",S",20220716.0,",,S",20220703.0,"+,,S",-4.0,",S,16,",14.5,",S,03,+",8.38,",,,S",1.41,",,,S"
116,SF000068994,2022-08,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,"1,S",8.0,"1,S",0.0,"1,S",0.0,"1,S",0.0,"1,S",20220817.0,"+,1,S",20220831.0,",1,S",-3.4,"1,S,17,+",13.2,"1,S,31,",8.15,"1,,,S",0.97,"1,,,S"
117,SF000068994,2022-09,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,",S",6.0,",S",0.0,",S",0.0,",S",0.0,",S",20220927.0,"+,,S",20220929.0,"+,,S",-3.9,",S,27,+",13.5,",S,29,+",9.61,",,,S",1.13,",,,S"
118,SF000068994,2022-10,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,",S",4.0,",S",0.0,",S",0.0,",S",0.0,",S",20221001.0,",,S",20221021.0,"+,,S",-1.3,",S,01,",13.0,",S,21,+",10.05,",,,S",2.43,",,,S"
119,SF000068994,2022-11,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,",S",4.0,",S",0.0,",S",0.0,",S",0.0,",S",20221107.0,",,S",20221117.0,"+,,S",-2.1,",S,07,",16.8,",S,17,+",11.77,",,,S",2.3,",,,S"
120,SF000068994,2022-12,-46.883,37.867,21.0,"MARION ISLAND, SF",0.0,",S",0.0,",S",0.0,",S",4.0,",S",0.0,",S",20221220.0,",,S",20221214.0,"+,,S",0.7,",S,20,",22.9,",S,14,+",14.21,",,,S",4.62,",,,S"
121,SF000104560,2021-01,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,",S",0.0,",S",0.0,",S",31.0,",S",9.0,",S",20210128.0,",,S",20210123.0,"+,,S",10.1,",S,28,",36.5,",S,23,+",30.94,",,,S",16.73,",,,S"
122,SF000104560,2021-02,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,"4,S",0.0,"4,S",0.0,"4,S",24.0,"4,S",11.0,"4,S",20210222.0,",4,S",20210218.0,"+,4,S",11.5,"4,S,22,",35.1,"4,S,18,+",31.28,"4,,,S",15.79,"4,,,S"
123,SF000104560,2021-03,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,",S",0.0,",S",0.0,"2,S",29.0,"2,S",4.0,"2,S",20210328.0,",,S",20210307.0,"+,2,S",9.8,",S,28,",33.3,"2,S,07,+",28.86,"2,,,S",15.12,",,,S"
124,SF000104560,2021-04,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,",S",0.0,",S",0.0,"2,S",27.0,"2,S",3.0,"2,S",20210417.0,",,S",20210418.0,",2,S",8.4,",S,17,",39.4,"2,S,18,",26.87,"2,,,S",12.55,",,,S"
125,SF000104560,2021-05,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,",S",0.0,",S",0.0,",S",23.0,",S",2.0,",S",20210522.0,",,S",20210504.0,"+,,S",4.2,",S,22,",33.9,",S,04,+",24.23,",,,S",9.73,",,,S"
126,SF000104560,2021-06,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,",S",0.0,",S",0.0,",S",21.0,",S",0.0,",S",20210605.0,",,S",20210621.0,"+,,S",3.0,",S,05,",29.8,",S,21,+",23.42,",,,S",8.53,",,,S"
127,SF000104560,2021-07,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,",S",0.0,",S",0.0,",S",14.0,",S",0.0,",S",20210706.0,",,S",20210731.0,",,S",0.6,",S,06,",26.8,",S,31,",20.59,",,,S",4.52,",,,S"
128,SF000104560,2021-08,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,",S",0.0,",S",0.0,",S",16.0,",S",0.0,",S",20210829.0,",,S",20210804.0,"+,,S",0.4,",S,29,",27.6,",S,04,+",21.3,",,,S",5.96,",,,S"
129,SF000104560,2021-09,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,"1,S",0.0,"1,S",0.0,"1,S",19.0,"1,S",0.0,"1,S",20210907.0,",1,S",20210924.0,"+,1,S",2.7,"1,S,07,",30.6,"1,S,24,+",22.81,"1,,,S",7.94,"1,,,S"
130,SF000104560,2021-10,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,",S",0.0,",S",0.0,",S",23.0,",S",3.0,",S",20211018.0,",,S",20211011.0,",,S",4.7,",S,18,",35.7,",S,11,",25.47,",,,S",10.6,",,,S"
131,SF000104560,2021-11,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,"1,S",0.0,"1,S",0.0,"1,S",28.0,"1,S",0.0,"1,S",20211103.0,",1,S",20211101.0,",1,S",7.7,"1,S,03,",32.0,"1,S,01,",25.38,"1,,,S",12.34,"1,,,S"
132,SF000104560,2021-12,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,",S",0.0,",S",0.0,",S",30.0,",S",0.0,",S",20211203.0,",,S",20211231.0,",,S",9.8,",S,03,",30.8,",S,31,",25.25,",,,S",14.51,",,,S"
133,SF000104560,2022-01,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,"1,S",0.0,"1,S",0.0,"2,S",29.0,"2,S",12.0,"2,S",20220103.0,",1,S",20220123.0,",2,S",10.8,"1,S,03,",43.1,"2,S,23,",31.28,"2,,,S",16.73,"1,,,S"
134,SF000104560,2022-02,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,",S",0.0,",S",0.0,",S",28.0,",S",18.0,",S",20220217.0,",,S",20220207.0,"+,,S",10.8,",S,17,",38.2,",S,07,+",32.66,",,,S",16.84,",,,S"
135,SF000104560,2022-03,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,"2,S",0.0,"2,S",0.0,"2,S",28.0,"2,S",10.0,"2,S",20220315.0,",2,S",20220312.0,",2,S",10.2,"2,S,15,",39.1,"2,S,12,",29.99,"2,,,S",15.31,"2,,,S"
136,SF000104560,2022-04,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,",S",0.0,",S",0.0,",S",22.0,",S",3.0,",S",20220427.0,",,S",20220420.0,",,S",6.0,",S,27,",35.1,",S,20,",24.54,",,,S",10.82,",,,S"
137,SF000104560,2022-05,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,",S",0.0,",S",0.0,"2,S",19.0,"2,S",3.0,"2,S",20220521.0,",,S",20220517.0,",2,S",4.4,",S,21,",34.3,"2,S,17,",23.84,"2,,,S",8.48,",,,S"
138,SF000104560,2022-06,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,",S",0.0,",S",0.0,",S",19.0,",S",0.0,",S",20220616.0,",,S",20220609.0,"+,,S",0.2,",S,16,",29.6,",S,09,+",23.45,",,,S",6.29,",,,S"
139,SF000104560,2022-07,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,"1,S",0.0,"1,S",0.0,"4,S",10.0,"4,S",0.0,"4,S",20220713.0,",1,S",20220717.0,",4,S",2.6,"1,S,13,",30.4,"4,S,17,",21.09,"4,,,S",6.49,"1,,,S"
140,SF000104560,2022-08,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,",S",0.0,",S",0.0,"2,S",9.0,"2,S",1.0,"2,S",20220801.0,",,S",20220824.0,",2,S",0.5,",S,01,",33.0,"2,S,24,",20.91,"2,,,S",6.68,",,,S"
141,SF000104560,2022-09,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,"2,S",0.0,"2,S",0.0,"5,S",17.0,"5,S",0.0,"5,S",20220922.0,",2,S",20220914.0,",5,S",2.9,"2,S,22,",31.7,"5,S,14,",23.16,"5,,,S",8.46,"2,,,S"
142,SF000104560,2022-10,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,"2,S",0.0,"2,S",0.0,"1,S",30.0,"1,S",2.0,"1,S",20221005.0,",2,S",20221019.0,",1,S",5.8,"2,S,05,",34.1,"1,S,19,",26.45,"1,,,S",12.83,"2,,,S"
143,SF000104560,2022-11,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,"2,S",0.0,"2,S",0.0,"2,S",28.0,"2,S",1.0,"2,S",20221126.0,",2,S",20221129.0,",2,S",8.6,"2,S,26,",37.5,"2,S,29,",27.43,"2,,,S",13.21,"2,,,S"
144,SF000104560,2022-12,-34.083,21.25,116.0,"RIVERSDALE, SF",0.0,",S",0.0,",S",0.0,",S",30.0,",S",2.0,",S",20221206.0,",,S",20221223.0,"+,,S",10.3,",S,06,",35.7,",S,23,+",28.18,",,,S",15.47,",,,S"
145,SF000227590,2021-01,-33.617,19.467,270.0,"WORCESTER, SF",0.0,",S",0.0,",S",0.0,",S",31.0,",S",28.0,",S",20210102.0,",,S",20210115.0,"+,,S",13.4,",S,02,",39.2,",S,15,+",34.49,",,,S",17.7,",,,S"
146,SF000227590,2021-02,-33.617,19.467,270.0,"WORCESTER, SF",0.0,"4,S",0.0,"4,S",0.0,"4,S",24.0,"4,S",16.0,"4,S",20210223.0,"+,4,S",20210207.0,"+,4,S",12.5,"4,S,23,+",36.7,"4,S,07,+",33.42,"4,,,S",16.37,"4,,,S"
147,SF000227590,2021-03,-33.617,19.467,270.0,"WORCESTER, SF",0.0,",S",0.0,",S",0.0,",S",31.0,",S",12.0,",S",20210309.0,",,S",20210301.0,",,S",12.3,",S,09,",35.7,",S,01,",30.52,",,,S",15.3,",,,S"
148,SF000227590,2021-04,-33.617,19.467,270.0,"WORCESTER, SF",0.0,",S",0.0,",S",0.0,"1,S",29.0,"1,S",7.0,"1,S",20210430.0,",,S",20210418.0,",1,S",8.7,",S,30,",38.3,"1,S,18,",30.15,"1,,,S",13.07,",,,S"
149,SF000227590,2021-05,-33.617,19.467,270.0,"WORCESTER, SF",0.0,",S",0.0,",S",0.0,",S",23.0,",S",2.0,",S",20210522.0,",,S",20210504.0,"+,,S",3.7,",S,22,",32.7,",S,04,+",24.48,",,,S",8.95,",,,S"
150,SF000227590,2021-06,-33.617,19.467,270.0,"WORCESTER, SF",0.0,"1,S",0.0,"1,S",0.0,",S",17.0,",S",0.0,",S",20210606.0,",1,S",20210622.0,"+,,S",1.3,"1,S,06,",29.9,",S,22,+",22.22,",,,S",8.16,"1,,,S"
151,SF000227590,2021-07,-33.617,19.467,270.0,"WORCESTER, SF",0.0,",S",0.0,",S",0.0,",S",6.0,",S",0.0,",S",20210717.0,",,S",20210731.0,",,S",0.3,",S,17,",26.2,",S,31,",18.84,",,,S",5.06,",,,S"
152,SF000227590,2021-08,-33.617,19.467,270.0,"WORCESTER, SF",0.0,",S",0.0,",S",0.0,",S",13.0,",S",0.0,",S",20210811.0,",,S",20210801.0,",,S",0.3,",S,11,",26.2,",S,01,",20.23,",,,S",6.0,",,,S"
153,SF000227590,2021-09,-33.617,19.467,270.0,"WORCESTER, SF",0.0,",S",0.0,",S",0.0,",S",19.0,",S",0.0,",S",20210908.0,",,S",20210923.0,"+,,S",3.5,",S,08,",29.0,",S,23,+",23.42,",,,S",8.59,",,,S"
154,SF000227590,2021-10,-33.617,19.467,270.0,"WORCESTER, SF",0.0,"2,S",0.0,"2,S",0.0,"2,S",25.0,"2,S",8.0,"2,S",20211003.0,",2,S",20211012.0,"+,2,S",5.9,"2,S,03,",36.3,"2,S,12,+",27.8,"2,,,S",11.28,"2,,,S"
155,SF000227590,2021-11,-33.617,19.467,270.0,"WORCESTER, SF",0.0,"2,S",0.0,"2,S",0.0,"2,S",28.0,"2,S",2.0,"2,S",20211110.0,",2,S",20211115.0,",2,S",9.1,"2,S,10,",34.0,"2,S,15,",27.92,"2,,,S",13.75,"2,,,S"
156,SF000227590,2021-12,-33.617,19.467,270.0,"WORCESTER, SF",0.0,"2,S",0.0,"2,S",0.0,"2,S",29.0,"2,S",8.0,"2,S",20211230.0,",2,S",20211222.0,"+,2,S",12.5,"2,S,30,",36.3,"2,S,22,+",30.0,"2,,,S",16.5,"2,,,S"
157,SF000227590,2022-01,-33.617,19.467,270.0,"WORCESTER, SF",0.0,",S",0.0,",S",0.0,",S",31.0,",S",25.0,",S",20220102.0,",,S",20220124.0,"+,,S",10.3,",S,02,",42.3,",S,24,+",35.6,",,,S",18.24,",,,S"
158,SF000227590,2022-02,-33.617,19.467,270.0,"WORCESTER, SF",0.0,",S",0.0,",S",0.0,",S",28.0,",S",24.0,",S",20220207.0,",,S",20220228.0,"+,,S",11.9,",S,07,",39.8,",S,28,+",35.24,",,,S",17.16,",,,S"
159,SF000227590,2022-03,-33.617,19.467,270.0,"WORCESTER, SF",0.0,",S",0.0,",S",0.0,"1,S",30.0,"1,S",15.0,"1,S",20220314.0,",,S",20220307.0,"+,1,S",9.7,",S,14,",38.9,"1,S,07,+",32.05,"1,,,S",16.56,",,,S"
160,SF000227590,2022-04,-33.617,19.467,270.0,"WORCESTER, SF",0.0,",S",0.0,",S",0.0,"1,S",25.0,"1,S",3.0,"1,S",20220428.0,",,S",20220420.0,",1,S",5.7,",S,28,",35.3,"1,S,20,",26.13,"1,,,S",11.14,",,,S"
161,SF000227590,2022-05,-33.617,19.467,270.0,"WORCESTER, SF",0.0,"4,S",0.0,"4,S",0.0,"4,S",22.0,"4,S",2.0,"4,S",20220516.0,",4,S",20220518.0,"+,4,S",3.6,"4,S,16,",32.8,"4,S,18,+",25.35,"4,,,S",9.01,"4,,,S"
162,SF000227590,2022-06,-33.617,19.467,270.0,"WORCESTER, SF",0.0,",S",0.0,",S",0.0,"4,S",14.0,"4,S",0.0,"4,S",20220603.0,",,S",20220612.0,",4,S",0.2,",S,03,",30.4,"4,S,12,",21.49,"4,,,S",5.46,",,,S"
163,SF000227590,2022-07,-33.617,19.467,270.0,"WORCESTER, SF",0.0,",S",0.0,",S",0.0,",S",9.0,",S",0.0,",S",20220721.0,",,S",20220717.0,"+,,S",1.0,",S,21,",25.7,",S,17,+",20.5,",,,S",6.26,",,,S"
164,SF000227590,2022-08,-33.617,19.467,270.0,"WORCESTER, SF",0.0,",S",0.0,",S",0.0,",S",8.0,",S",0.0,",S",20220801.0,",,S",20220824.0,"+,,S",0.9,",S,01,",27.2,",S,24,+",20.18,",,,S",6.38,",,,S"
165,SF000227590,2022-09,-33.617,19.467,270.0,"WORCESTER, SF",0.0,",S",0.0,",S",0.0,",S",21.0,",S",0.0,",S",20220907.0,",,S",20220915.0,"+,,S",4.2,",S,07,",30.9,",S,15,+",24.1,",,,S",8.13,",,,S"
166,SF000227590,2022-10,-33.617,19.467,270.0,"WORCESTER, SF",0.0,"1,S",0.0,"1,S",0.0,"1,S",30.0,"1,S",7.0,"1,S",20221005.0,",1,S",20221030.0,"+,1,S",5.3,"1,S,05,",35.1,"1,S,30,+",29.91,"1,,,S",12.98,"1,,,S"
167,SF000227590,2022-11,-33.617,19.467,270.0,"WORCESTER, SF",0.0,"4,S",0.0,"4,S",0.0,"4,S",26.0,"4,S",6.0,"4,S",20221120.0,",4,S",20221130.0,"+,4,S",10.5,"4,S,20,",36.2,"4,S,30,+",30.3,"4,,,S",14.23,"4,,,S"
168,SF000236780,2021-01,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,",S",0.0,",S",0.0,"2,S",29.0,"2,S",23.0,"2,S",20210128.0,",,S",20210123.0,"+,2,S",10.2,",S,28,",40.6,"2,S,23,+",34.94,"2,,,S",16.92,",,,S"
169,SF000236780,2021-02,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,"4,S",0.0,"4,S",0.0,"4,S",24.0,"4,S",18.0,"4,S",20210222.0,",4,S",20210214.0,"+,4,S",10.8,"4,S,22,",38.0,"4,S,14,+",33.7,"4,,,S",15.88,"4,,,S"
170,SF000236780,2021-03,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,",S",0.0,",S",0.0,",S",31.0,",S",11.0,",S",20210321.0,",,S",20210302.0,"+,,S",10.2,",S,21,",37.9,",S,02,+",31.04,",,,S",14.84,",,,S"
171,SF000236780,2021-04,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,",S",0.0,",S",0.0,"2,S",28.0,"2,S",5.0,"2,S",20210430.0,",,S",20210418.0,",2,S",7.4,",S,30,",38.1,"2,S,18,",29.39,"2,,,S",12.46,",,,S"
172,SF000236780,2021-05,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,",S",0.0,",S",0.0,",S",25.0,",S",2.0,",S",20210522.0,",,S",20210504.0,"+,,S",2.2,",S,22,",33.3,",S,04,+",24.58,",,,S",9.09,",,,S"
173,SF000236780,2021-06,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,",S",0.0,",S",0.0,",S",20.0,",S",0.0,",S",20210625.0,",,S",20210622.0,"+,,S",3.7,",S,25,",30.0,",S,22,+",22.93,",,,S",8.6,",,,S"
174,SF000236780,2021-07,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,",S",1.0,",S",0.0,",S",9.0,",S",0.0,",S",20210723.0,",,S",20210727.0,"+,,S",-0.5,",S,23,",25.7,",S,27,+",19.71,",,,S",4.89,",,,S"
175,SF000236780,2021-08,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,",S",0.0,",S",0.0,",S",14.0,",S",0.0,",S",20210829.0,",,S",20210817.0,"+,,S",0.7,",S,29,",26.2,",S,17,+",21.34,",,,S",5.98,",,,S"
176,SF000236780,2021-09,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,",S",0.0,",S",0.0,",S",24.0,",S",0.0,",S",20210921.0,",,S",20210926.0,"+,,S",1.6,",S,21,",31.6,",S,26,+",25.38,",,,S",7.55,",,,S"
177,SF000236780,2021-10,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,"1,S",0.0,"1,S",0.0,",S",29.0,",S",10.0,",S",20211005.0,",1,S",20211011.0,",,S",4.5,"1,S,05,",37.5,",S,11,",28.3,",,,S",10.54,"1,,,S"
178,SF000236780,2021-11,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,",S",0.0,",S",0.0,"1,S",29.0,"1,S",5.0,"1,S",20211106.0,",,S",20211116.0,"+,1,S",8.2,",S,06,",36.7,"1,S,16,+",29.08,"1,,,S",12.98,",,,S"
179,SF000236780,2021-12,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,"1,S",0.0,"1,S",0.0,"1,S",30.0,"1,S",7.0,"1,S",20211203.0,",1,S",20211222.0,"+,1,S",9.1,"1,S,03,",36.1,"1,S,22,+",29.86,"1,,,S",15.86,"1,,,S"
180,SF000236780,2022-01,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,",S",0.0,",S",0.0,"2,S",29.0,"2,S",24.0,"2,S",20220102.0,",,S",20220123.0,",2,S",10.4,",S,02,",45.9,"2,S,23,",35.09,"2,,,S",17.6,",,,S"
181,SF000236780,2022-02,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,",S",0.0,",S",0.0,",S",28.0,",S",20.0,",S",20220217.0,",,S",20220202.0,"+,,S",10.2,",S,17,",38.8,",S,02,+",34.47,",,,S",15.68,",,,S"
182,SF000236780,2022-03,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,",S",0.0,",S",0.0,"1,S",30.0,"1,S",14.0,"1,S",20220315.0,",,S",20220307.0,"+,1,S",7.1,",S,15,",37.9,"1,S,07,+",31.05,"1,,,S",14.69,",,,S"
183,SF000236780,2022-04,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,",S",0.0,",S",0.0,",S",25.0,",S",4.0,",S",20220416.0,",,S",20220421.0,"+,,S",4.7,",S,16,",34.0,",S,21,+",25.37,",,,S",9.47,",,,S"
184,SF000236780,2022-05,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,",S",0.0,",S",0.0,"2,S",21.0,"2,S",2.0,"2,S",20220530.0,",,S",20220518.0,"+,2,S",1.3,",S,30,",33.7,"2,S,18,+",24.68,"2,,,S",7.49,",,,S"
185,SF000236780,2022-06,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,",S",0.0,",S",0.0,",S",21.0,",S",0.0,",S",20220601.0,",,S",20220612.0,"+,,S",0.4,",S,01,",30.4,",S,12,+",22.99,",,,S",5.23,",,,S"
186,SF000236780,2022-07,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,",S",0.0,",S",0.0,",S",16.0,",S",0.0,",S",20220721.0,",,S",20220718.0,"+,,S",0.9,",S,21,",28.3,",S,18,+",21.9,",,,S",5.55,",,,S"
187,SF000236780,2022-08,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,",S",1.0,",S",0.0,",S",13.0,",S",0.0,",S",20220801.0,",,S",20220824.0,"+,,S",-0.3,",S,01,",27.1,",S,24,+",21.17,",,,S",5.82,",,,S"
188,SF000236780,2022-09,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,",S",0.0,",S",0.0,",S",26.0,",S",2.0,",S",20220906.0,",,S",20220915.0,"+,,S",2.6,",S,06,",32.9,",S,15,+",25.75,",,,S",7.86,",,,S"
189,SF000236780,2022-10,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,",S",0.0,",S",0.0,"3,S",28.0,"3,S",7.0,"3,S",20221004.0,",,S",20221019.0,",3,S",4.6,",S,04,",36.2,"3,S,19,",29.83,"3,,,S",12.13,",,,S"
190,SF000236780,2022-11,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,"1,S",0.0,"1,S",0.0,"2,S",28.0,"2,S",11.0,"2,S",20221101.0,",1,S",20221129.0,",2,S",7.1,"1,S,01,",40.5,"2,S,29,",30.75,"2,,,S",13.0,"1,,,S"
191,SF000236780,2022-12,-33.8,19.9,204.0,"ROBERTSON, SF",0.0,",S",0.0,",S",0.0,",S",31.0,",S",14.0,",S",20221207.0,",,S",20221228.0,"+,,S",10.3,",S,07,",35.9,",S,28,+",31.79,",,,S",14.81,",,,S"
192,SF000288380,2021-01,-34.017,22.383,190.0,"GEORGE AIRPORT, SF",,,,,0.0,"5,S",24.0,"5,S",0.0,"5,S",,,20210131.0,",5,S",,,29.9,"5,S,31,",24.69,"5,,,S",,
193,SF000288380,2021-03,-34.017,22.383,190.0,"GEORGE AIRPORT, SF",0.0,"5,S",0.0,"5,S",,,,,,,20210328.0,",5,S",,,9.6,"5,S,28,",,,,,14.05,"5,,,S"
194,SF000288380,2021-05,-34.017,22.383,190.0,"GEORGE AIRPORT, SF",,,,,0.0,"4,S",8.0,"4,S",0.0,"4,S",,,20210503.0,",4,S",,,31.2,"4,S,03,",20.73,"4,,,S",,
