,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES
0,HR000142360,2021-01,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",13.0,",E",9.0,",E",0.0,",E",20210124.0,",,E",20.2,",,E,24,",74.5,",,,E"
1,HR000142360,2021-02,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",5.0,",E",5.0,",E",0.0,",E",20210210.0,",,E",7.5,",,E,10,",25.4,",,,E"
2,HR000142360,2021-03,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",3.0,",E",3.0,",E",0.0,",E",20210312.0,",,E",16.1,",,E,12,",29.8,",,,E"
3,HR000142360,2021-04,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",12.0,",E",7.0,",E",0.0,",E",20210402.0,",,E",18.6,",,E,02,",57.0,",,,E"
4,HR000142360,2021-05,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",20.0,",E",11.0,",E",0.0,",E",20210507.0,",,E",20.4,",,E,07,",117.7,",,,E"
5,HR000142360,2021-06,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",4.0,",E",3.0,",E",0.0,",E",20210606.0,",,E",20.5,",,E,06,",32.4,",,,E"
6,HR000142360,2021-07,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",9.0,",E",6.0,",E",1.0,",E",20210716.0,",,E",33.8,",,E,16,",68.8,",,,E"
7,HR000142360,2021-08,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",11.0,",E",9.0,",E",0.0,",E",20210826.0,",,E",10.5,",,E,26,",44.2,",,,E"
8,HR000142360,2021-09,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",5.0,",E",2.0,",E",0.0,",E",20210917.0,",,E",14.6,",,E,17,",29.9,",,,E"
9,HR000142360,2021-10,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",10.0,",E",9.0,",E",1.0,",E",20211007.0,",,E",26.1,",,E,07,",74.5,",,,E"
10,HR000142360,2021-11,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",14.0,",E",10.0,",E",0.0,",E",20211126.0,",,E",16.6,",,E,26,",91.6,",,,E"
11,HR000142360,2021-12,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",12.0,"1,E",6.0,"1,E",1.0,"1,E",20211202.0,",1,E",31.9,"1,,E,02,",79.1,"1,,,E"
12,HR000142360,2022-01,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",8.0,",S",3.0,",S",0.0,",S",20220106.0,",,S",14.7,",,S,06,",27.2,",,,S"
13,HR000142360,2022-02,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",11.0,",S",6.0,",S",0.0,",S",20220216.0,",,S",11.2,",,S,16,",41.0,",,,S"
14,HR000142360,2022-03,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",1.0,"1,S",1.0,"1,S",0.0,"1,S",20220331.0,",1,S",23.6,"1,,S,31,",23.6,"1,,,S"
15,HR000142360,2022-04,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",11.0,",S",7.0,",S",0.0,",S",20220401.0,",,S",22.9,",,S,01,",70.7,",,,S"
16,HR000142360,2022-05,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",10.0,",S",5.0,",S",0.0,",S",20220528.0,",,S",15.0,",,S,28,",55.8,",,,S"
17,HR000142360,2022-06,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",11.0,",S",5.0,",S",1.0,",S",20220608.0,",,S",30.5,",,S,08,",55.7,",,,S"
18,HR000142360,2022-07,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",10.0,"1,S",5.0,"1,S",0.0,"1,S",20220708.0,",1,S",20.8,"1,,S,08,",51.1,"1,,,S"
19,HR000142360,2022-08,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",8.0,",S",4.0,",S",0.0,",S",20220823.0,",,S",6.4,",,S,23,",18.7,",,,S"
20,HR000142360,2022-09,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",17.0,",S",13.0,",S",3.0,",S",20220916.0,",,S",48.5,",,S,16,",235.9,",,,S"
21,HR000142360,2022-10,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",6.0,",S",4.0,",S",0.0,",S",20221001.0,",,S",8.1,",,S,01,",27.9,",,,S"
22,HR000142360,2022-11,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",14.0,",S",9.0,",S",1.0,",S",20221120.0,",,S",29.2,",,S,20,",95.1,",,,S"
23,HR000142360,2022-12,45.8167,15.9781,157.0,"ZAGREB GRIC, HR",18.0,"3,S",10.0,"3,S",0.0,"3,S",20221210.0,",3,S",20.8,"3,,S,10,",108.0,"3,,,S"
24,HRE00105182,2021-01,44.55,15.3667,564.0,"GOSPIC, HR",20.0,",E",16.0,",E",4.0,",E",20210103.0,",,E",51.5,",,E,03,",281.9,",,,E"
25,HRE00105182,2021-02,44.55,15.3667,564.0,"GOSPIC, HR",6.0,",E",4.0,",E",0.0,",E",20210207.0,",,E",24.5,",,E,07,",69.3,",,,E"
26,HRE00105182,2021-03,44.55,15.3667,564.0,"GOSPIC, HR",3.0,",E",2.0,",E",1.0,",E",20210314.0,",,E",28.9,",,E,14,",54.9,",,,E"
27,HRE00105182,2021-04,44.55,15.3667,564.0,"GOSPIC, HR",10.0,",E",8.0,",E",1.0,",E",20210412.0,",,E",32.1,",,E,12,",100.4,",,,E"
28,HRE00105182,2021-05,44.55,15.3667,564.0,"GOSPIC, HR",14.0,",E",6.0,",E",0.0,",E",20210519.0,",,E",13.7,",,E,19,",63.6,",,,E"
29,HRE00105182,2021-06,44.55,15.3667,564.0,"GOSPIC, HR",2.0,",E",1.0,",E",0.0,",E",20210607.0,",,E",14.0,",,E,07,",16.4,",,,E"
30,HRE00105182,2021-07,44.55,15.3667,564.0,"GOSPIC, HR",9.0,",E",6.0,",E",2.0,",E",20210716.0,",,E",41.2,",,E,16,",110.5,",,,E"
31,HRE00105182,2021-08,44.55,15.3667,564.0,"GOSPIC, HR",10.0,",E",6.0,",E",1.0,",E",20210805.0,",,E",28.3,",,E,05,",76.6,",,,E"
32,HRE00105182,2021-09,44.55,15.3667,564.0,"GOSPIC, HR",4.0,",E",3.0,",E",1.0,",E",20210919.0,",,E",30.8,",,E,19,",62.7,",,,E"
33,HRE00105182,2021-10,44.55,15.3667,564.0,"GOSPIC, HR",8.0,",E",6.0,",E",0.0,",E",20211006.0,",,E",25.3,",,E,06,",92.4,",,,E"
34,HRE00105182,2021-11,44.55,15.3667,564.0,"GOSPIC, HR",16.0,",E",11.0,",E",3.0,",E",20211103.0,",,E",78.0,",,E,03,",240.4,",,,E"
35,HRE00105182,2021-12,44.55,15.3667,564.0,"GOSPIC, HR",14.0,"1,E",11.0,"1,E",3.0,"1,E",20211225.0,",1,E",46.8,"1,,E,25,",198.1,"1,,,E"
36,HRE00105189,2021-01,43.1667,16.45,20.0,"HVAR, HR",18.0,",E",10.0,",E",0.0,",E",20210125.0,",,E",21.3,",,E,25,",111.3,",,,E"
37,HRE00105189,2021-02,43.1667,16.45,20.0,"HVAR, HR",5.0,",E",2.0,",E",0.0,",E",20210207.0,",,E",14.3,",,E,07,",22.8,",,,E"
38,HRE00105189,2021-03,43.1667,16.45,20.0,"HVAR, HR",3.0,",E",3.0,",E",0.0,",E",20210314.0,",,E",11.7,",,E,14,",21.0,",,,E"
39,HRE00105189,2021-04,43.1667,16.45,20.0,"HVAR, HR",7.0,",E",6.0,",E",1.0,",E",20210427.0,",,E",27.5,",,E,27,",54.3,",,,E"
40,HRE00105189,2021-05,43.1667,16.45,20.0,"HVAR, HR",5.0,",E",3.0,",E",0.0,",E",20210512.0,",,E",10.7,",,E,12,",24.7,",,,E"
41,HRE00105189,2021-06,43.1667,16.45,20.0,"HVAR, HR",2.0,",E",0.0,",E",0.0,",E",20210607.0,",,E",1.4,",,E,07,",2.0,",,,E"
42,HRE00105189,2021-07,43.1667,16.45,20.0,"HVAR, HR",2.0,",E",1.0,",E",0.0,",E",20210704.0,",,E",4.0,",,E,04,",6.3,",,,E"
43,HRE00105189,2021-08,43.1667,16.45,20.0,"HVAR, HR",5.0,",E",4.0,",E",1.0,",E",20210827.0,",,E",27.0,",,E,27,",41.8,",,,E"
44,HRE00105189,2021-09,43.1667,16.45,20.0,"HVAR, HR",2.0,",E",2.0,",E",0.0,",E",20210918.0,",,E",5.0,",,E,18,",10.1,",,,E"
45,HRE00105189,2021-10,43.1667,16.45,20.0,"HVAR, HR",7.0,",E",5.0,",E",2.0,",E",20211007.0,",,E",67.4,",,E,07,",125.6,",,,E"
46,HRE00105189,2021-11,43.1667,16.45,20.0,"HVAR, HR",18.0,",E",15.0,",E",2.0,",E",20211114.0,",,E",139.2,",,E,14,",328.9,",,,E"
47,HRE00105189,2021-12,43.1667,16.45,20.0,"HVAR, HR",11.0,"1,E",11.0,"1,E",0.0,"1,E",20211210.0,",1,E",24.8,"1,,E,10,",84.3,"1,,,E"
48,HRE00105196,2021-01,42.7667,16.8994,186.0,"LASTOVO, HR",18.0,",E",12.0,",E",0.0,",E",20210110.0,",,E",15.8,",,E,10,",105.4,",,,E"
49,HRE00105196,2021-02,42.7667,16.8994,186.0,"LASTOVO, HR",5.0,",E",4.0,",E",0.0,",E",20210210.0,",,E",10.8,",,E,10,",26.5,",,,E"
50,HRE00105196,2021-03,42.7667,16.8994,186.0,"LASTOVO, HR",4.0,",E",2.0,",E",0.0,",E",20210309.0,",,E",23.2,",,E,09,",34.2,",,,E"
51,HRE00105196,2021-04,42.7667,16.8994,186.0,"LASTOVO, HR",5.0,",E",3.0,",E",0.0,",E",20210422.0,",,E",18.8,",,E,22,",26.2,",,,E"
52,HRE00105196,2021-05,42.7667,16.8994,186.0,"LASTOVO, HR",7.0,",E",4.0,",E",0.0,",E",20210515.0,",,E",17.4,",,E,15,",33.9,",,,E"
53,HRE00105196,2021-06,42.7667,16.8994,186.0,"LASTOVO, HR",1.0,",E",1.0,",E",0.0,",E",20210606.0,",,E",13.1,",,E,06,",13.1,",,,E"
54,HRE00105196,2021-07,42.7667,16.8994,186.0,"LASTOVO, HR",1.0,",E",1.0,",E",0.0,",E",20210717.0,",,E",11.6,",,E,17,",11.9,",,,E"
55,HRE00105196,2021-08,42.7667,16.8994,186.0,"LASTOVO, HR",5.0,",E",4.0,",E",1.0,",E",20210827.0,",,E",55.3,",,E,27,",70.6,",,,E"
56,HRE00105196,2021-09,42.7667,16.8994,186.0,"LASTOVO, HR",0.0,",E",0.0,",E",0.0,",E",20210930.0,"+,,E",0.0,",,E,30,+",0.0,",,,E"
57,HRE00105196,2021-10,42.7667,16.8994,186.0,"LASTOVO, HR",6.0,",E",5.0,",E",1.0,",E",20211007.0,",,E",44.7,",,E,07,",72.5,",,,E"
58,HRE00105196,2021-11,42.7667,16.8994,186.0,"LASTOVO, HR",17.0,",E",14.0,",E",1.0,",E",20211125.0,",,E",29.0,",,E,25,",133.4,",,,E"
59,HRE00105196,2021-12,42.7667,16.8994,186.0,"LASTOVO, HR",15.0,"1,E",10.0,"1,E",0.0,"1,E",20211210.0,",1,E",16.6,"1,,E,10,",87.2,"1,,,E"
60,HRE00105203,2021-01,45.5331,18.6331,88.0,"OSIJEK, HR",14.0,",E",6.0,",E",1.0,",E",20210124.0,",,E",27.4,",,E,24,",79.5,",,,E"
61,HRE00105203,2021-02,45.5331,18.6331,88.0,"OSIJEK, HR",5.0,",E",2.0,",E",0.0,",E",20210208.0,",,E",5.7,",,E,08,",13.7,",,,E"
62,HRE00105203,2021-03,45.5331,18.6331,88.0,"OSIJEK, HR",8.0,",E",2.0,",E",0.0,",E",20210312.0,",,E",14.9,",,E,12,",34.4,",,,E"
63,HRE00105203,2021-04,45.5331,18.6331,88.0,"OSIJEK, HR",16.0,",E",6.0,",E",0.0,",E",20210402.0,",,E",19.6,",,E,02,",61.6,",,,E"
64,HRE00105203,2021-05,45.5331,18.6331,88.0,"OSIJEK, HR",13.0,",E",7.0,",E",0.0,",E",20210507.0,",,E",12.8,",,E,07,",64.3,",,,E"
65,HRE00105203,2021-06,45.5331,18.6331,88.0,"OSIJEK, HR",4.0,",E",2.0,",E",0.0,",E",20210608.0,",,E",7.3,",,E,08,",12.8,",,,E"
66,HRE00105203,2021-07,45.5331,18.6331,88.0,"OSIJEK, HR",4.0,",E",4.0,",E",2.0,",E",20210717.0,",,E",33.9,",,E,17,",96.0,",,,E"
67,HRE00105203,2021-08,45.5331,18.6331,88.0,"OSIJEK, HR",8.0,",E",6.0,",E",0.0,",E",20210826.0,",,E",22.5,",,E,26,",74.3,",,,E"
68,HRE00105203,2021-09,45.5331,18.6331,88.0,"OSIJEK, HR",5.0,",E",2.0,",E",0.0,",E",20210919.0,",,E",11.2,",,E,19,",21.4,",,,E"
69,HRE00105203,2021-10,45.5331,18.6331,88.0,"OSIJEK, HR",11.0,",E",6.0,",E",0.0,",E",20211009.0,",,E",16.8,",,E,09,",72.6,",,,E"
70,HRE00105203,2021-11,45.5331,18.6331,88.0,"OSIJEK, HR",13.0,",E",7.0,",E",0.0,",E",20211126.0,",,E",17.5,",,E,26,",71.0,",,,E"
71,HRE00105203,2021-12,45.5331,18.6331,88.0,"OSIJEK, HR",13.0,"1,E",7.0,"1,E",0.0,"1,E",20211225.0,",1,E",18.3,"1,,E,25,",75.6,"1,,,E"
72,HRE00105210,2021-01,45.3331,14.45,120.0,"RIJEKA, HR",16.0,",E",14.0,",E",0.0,",E",20210105.0,",,E",25.2,",,E,05,",182.5,",,,E"
73,HRE00105210,2021-02,45.3331,14.45,120.0,"RIJEKA, HR",10.0,",E",6.0,",E",3.0,",E",20210208.0,",,E",33.1,",,E,08,",122.3,",,,E"
74,HRE00105210,2021-03,45.3331,14.45,120.0,"RIJEKA, HR",5.0,",E",3.0,",E",1.0,",E",20210312.0,",,E",67.1,",,E,12,",104.6,",,,E"
75,HRE00105210,2021-04,45.3331,14.45,120.0,"RIJEKA, HR",14.0,",E",9.0,",E",1.0,",E",20210412.0,",,E",33.2,",,E,12,",112.5,",,,E"
76,HRE00105210,2021-05,45.3331,14.45,120.0,"RIJEKA, HR",17.0,",E",12.0,",E",2.0,",E",20210512.0,",,E",37.9,",,E,12,",156.0,",,,E"
77,HRE00105210,2021-06,45.3331,14.45,120.0,"RIJEKA, HR",2.0,",E",1.0,",E",0.0,",E",20210606.0,",,E",3.2,",,E,06,",5.1,",,,E"
78,HRE00105210,2021-07,45.3331,14.45,120.0,"RIJEKA, HR",9.0,",E",6.0,",E",1.0,",E",20210713.0,",,E",35.9,",,E,13,",108.6,",,,E"
79,HRE00105210,2021-08,45.3331,14.45,120.0,"RIJEKA, HR",8.0,",E",3.0,",E",0.0,",E",20210805.0,",,E",14.5,",,E,05,",31.8,",,,E"
80,HRE00105210,2021-09,45.3331,14.45,120.0,"RIJEKA, HR",5.0,",E",4.0,",E",0.0,",E",20210916.0,",,E",23.3,",,E,16,",53.1,",,,E"
81,HRE00105210,2021-10,45.3331,14.45,120.0,"RIJEKA, HR",7.0,",E",3.0,",E",1.0,",E",20211021.0,",,E",44.4,",,E,21,",84.0,",,,E"
82,HRE00105210,2021-11,45.3331,14.45,120.0,"RIJEKA, HR",10.0,",E",6.0,",E",2.0,",E",20211101.0,",,E",69.2,",,E,01,",193.0,",,,E"
83,HRE00105210,2021-12,45.3331,14.45,120.0,"RIJEKA, HR",12.0,"1,E",8.0,"1,E",3.0,"1,E",20211208.0,",1,E",47.4,"1,,E,08,",177.3,"1,,,E"
