,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES
20,AU000005010,2022-09,48.05,14.1331,383.0,"KREMSMUENSTER, AU",0.0,",E",11.0,",E",0.0,",E",20220914.0,"+,,E",26.8,",E,14,+",18.72,",,,E"
21,AU000005010,2022-10,48.05,14.1331,383.0,"KREMSMUENSTER, AU",0.0,",E",3.0,",E",0.0,",E",20221016.0,",,E",22.0,",E,16,",17.05,",,,E"
22,AU000005010,2022-11,48.05,14.1331,383.0,"KREMSMUENSTER, AU",0.0,",E",0.0,",E",0.0,",E",20221102.0,",,E",16.2,",E,02,",9.0,",,,E"
23,AU000005010,2022-12,48.05,14.1331,383.0,"KREMSMUENSTER, AU",7.0,",E",0.0,",E",0.0,",E",20221224.0,",,E",12.9,",E,24,",3.55,",,,E"
24,AU000005901,2021-01,48.2331,16.35,199.0,"WIEN, AU",2.0,",E",0.0,",E",0.0,",E",20210130.0,",,E",11.7,",E,30,",4.36,",,,E"
25,AU000005901,2021-02,48.2331,16.35,199.0,"WIEN, AU",3.0,",E",0.0,",E",0.0,",E",20210226.0,",,E",20.1,",E,26,",6.6,",,,E"
26,AU000005901,2021-03,48.2331,16.35,199.0,"WIEN, AU",0.0,",E",2.0,",E",0.0,",E",20210330.0,",,E",23.8,",E,30,",10.97,",,,E"
27,AU000005901,2021-04,48.2331,16.35,199.0,"WIEN, AU",0.0,",E",2.0,",E",0.0,",E",20210401.0,",,E",25.3,",E,01,",14.64,",,,E"
28,AU000005901,2021-05,48.2331,16.35,199.0,"WIEN, AU",0.0,",E",7.0,",E",0.0,",E",20210511.0,",,E",29.0,",E,11,",19.0,",,,E"
29,AU000005901,2021-06,48.2331,16.35,199.0,"WIEN, AU",0.0,",E",29.0,",E",4.0,",E",20210620.0,",,E",33.1,",E,20,",28.21,",,,E"
30,AU000005901,2021-07,48.2331,16.35,199.0,"WIEN, AU",0.0,",E",30.0,",E",4.0,",E",20210708.0,",,E",36.7,",E,08,",28.66,",,,E"
31,AU000005901,2021-08,48.2331,16.35,199.0,"WIEN, AU",0.0,",E",22.0,",E",2.0,",E",20210815.0,"+,,E",32.7,",E,15,+",24.7,",,,E"
32,AU000005901,2021-09,48.2331,16.35,199.0,"WIEN, AU",0.0,",E",21.0,",E",0.0,",E",20210916.0,",,E",27.2,",E,16,",22.77,",,,E"
33,AU000005901,2021-10,48.2331,16.35,199.0,"WIEN, AU",0.0,",E",4.0,",E",0.0,",E",20211005.0,",,E",25.1,",E,05,",15.79,",,,E"
34,AU000005901,2021-11,48.2331,16.35,199.0,"WIEN, AU",0.0,",E",0.0,",E",0.0,",E",20211101.0,",,E",15.0,",E,01,",8.53,",,,E"
35,AU000005901,2021-12,48.2331,16.35,199.0,"WIEN, AU",2.0,",E",0.0,",E",0.0,",E",20211231.0,",,E",16.3,",E,31,",5.47,",,,E"
36,AU000005901,2022-01,48.2331,16.35,199.0,"WIEN, AU",0.0,"5,S",0.0,"5,S",0.0,"5,S",20220105.0,",5,S",15.7,"5,S,05,",6.58,"5,,,S"
37,AU000005901,2022-02,48.2331,16.35,199.0,"WIEN, AU",0.0,",S",0.0,",S",0.0,",S",20220217.0,",,S",18.3,",S,17,",10.68,",,,S"
38,AU000005901,2022-03,48.2331,16.35,199.0,"WIEN, AU",0.0,",S",1.0,",S",0.0,",S",20220329.0,",,S",22.2,",S,29,",12.29,",,,S"
39,AU000005901,2022-04,48.2331,16.35,199.0,"WIEN, AU",0.0,"2,S",1.0,"2,S",0.0,"2,S",20220414.0,",2,S",23.2,"2,S,14,",15.19,"2,,,S"
40,AU000005901,2022-05,48.2331,16.35,199.0,"WIEN, AU",0.0,",S",23.0,",S",0.0,",S",20220520.0,",,S",31.4,",S,20,",23.37,",,,S"
41,AU000005901,2022-06,48.2331,16.35,199.0,"WIEN, AU",0.0,",S",30.0,",S",3.0,",S",20220629.0,",,S",33.9,",S,29,",27.79,",,,S"
42,AU000005901,2022-07,48.2331,16.35,199.0,"WIEN, AU",0.0,",S",30.0,",S",7.0,",S",20220720.0,",,S",35.5,",S,20,",28.83,",,,S"
43,AU000005901,2022-08,48.2331,16.35,199.0,"WIEN, AU",0.0,"1,S",27.0,"1,S",4.0,"1,S",20220805.0,",1,S",36.3,"1,S,05,",28.47,"1,,,S"
44,AU000005901,2022-09,48.2331,16.35,199.0,"WIEN, AU",0.0,",E",14.0,",E",0.0,",E",20220907.0,",,E",27.9,",E,07,",20.33,",,,E"
45,AU000005901,2022-10,48.2331,16.35,199.0,"WIEN, AU",0.0,",E",3.0,",E",0.0,",E",20221006.0,",,E",23.9,",E,06,",17.19,",,,E"
46,AU000005901,2022-11,48.2331,16.35,199.0,"WIEN, AU",0.0,",E",0.0,",E",0.0,",E",20221102.0,",,E",19.1,",E,02,",10.0,",,,E"
47,AU000005901,2022-12,48.2331,16.35,199.0,"WIEN, AU",5.0,",E",0.0,",E",0.0,",E",20221224.0,",,E",13.3,",E,24,",4.35,",,,E"
48,AU000006306,2021-01,47.8,13.0,437.0,"SALZBURG, AU",8.0,",E",0.0,",E",0.0,",E",20210122.0,",,E",13.1,",E,22,",3.61,",,,E"
49,AU000006306,2021-02,47.8,13.0,437.0,"SALZBURG, AU",3.0,",E",0.0,",E",0.0,",E",20210225.0,",,E",20.3,",E,25,",9.33,",,,E"
50,AU000006306,2021-03,47.8,13.0,437.0,"SALZBURG, AU",1.0,",E",2.0,",E",0.0,",E",20210331.0,",,E",22.7,",E,31,",10.21,",,,E"
51,AU000006306,2021-04,47.8,13.0,437.0,"SALZBURG, AU",0.0,",E",1.0,",E",0.0,",E",20210401.0,",,E",23.2,",E,01,",13.29,",,,E"
52,AU000006306,2021-05,47.8,13.0,437.0,"SALZBURG, AU",0.0,",E",3.0,",E",0.0,",E",20210510.0,",,E",30.5,",E,10,",17.42,",,,E"
53,AU000006306,2021-06,47.8,13.0,437.0,"SALZBURG, AU",0.0,",E",27.0,",E",0.0,",E",20210619.0,",,E",32.0,",E,19,",26.31,",,,E"
54,AU000006306,2021-07,47.8,13.0,437.0,"SALZBURG, AU",0.0,",E",28.0,",E",0.0,",E",20210706.0,",,E",32.0,",E,06,",24.73,",,,E"
55,AU000006306,2021-08,47.8,13.0,437.0,"SALZBURG, AU",0.0,",E",16.0,",E",0.0,",E",20210815.0,",,E",31.4,",E,15,",22.22,",,,E"
56,AU000006306,2021-09,47.8,13.0,437.0,"SALZBURG, AU",0.0,",E",20.0,",E",0.0,",E",20210914.0,"+,,E",27.0,",E,14,+",21.99,",,,E"
57,AU000006306,2021-10,47.8,13.0,437.0,"SALZBURG, AU",0.0,",E",2.0,",E",0.0,",E",20211003.0,",,E",25.8,",E,03,",14.65,",,,E"
58,AU000006306,2021-11,47.8,13.0,437.0,"SALZBURG, AU",0.0,",E",0.0,",E",0.0,",E",20211101.0,",,E",14.6,",E,01,",6.89,",,,E"
59,AU000006306,2021-12,47.8,13.0,437.0,"SALZBURG, AU",0.0,",E",0.0,",E",0.0,",E",20211230.0,",,E",11.9,",E,30,",4.85,",,,E"
60,AU000006306,2022-08,47.8,13.0,437.0,"SALZBURG, AU",0.0,"4,S",26.0,"4,S",2.0,"4,S",20220804.0,",4,S",33.0,"4,S,04,",26.46,"4,,,S"
61,AU000006306,2022-09,47.8,13.0,437.0,"SALZBURG, AU",0.0,",E",10.0,",E",0.0,",E",20220914.0,",,E",27.3,",E,14,",18.53,",,,E"
62,AU000006306,2022-10,47.8,13.0,437.0,"SALZBURG, AU",0.0,",E",10.0,",E",0.0,",E",20221016.0,",,E",25.0,",E,16,",19.19,",,,E"
63,AU000006306,2022-11,47.8,13.0,437.0,"SALZBURG, AU",0.0,",E",0.0,",E",0.0,",E",20221114.0,",,E",19.3,",E,14,",10.85,",,,E"
64,AU000006306,2022-12,47.8,13.0,437.0,"SALZBURG, AU",5.0,",E",0.0,",E",0.0,",E",20221231.0,",,E",15.5,",E,31,",4.49,",,,E"
65,AU000011801,2021-01,47.2667,11.4,577.0,"INNSBRUCK, AU",6.0,",E",0.0,",E",0.0,",E",20210122.0,",,E",11.3,",E,22,",3.01,",,,E"
66,AU000011801,2021-02,47.2667,11.4,577.0,"INNSBRUCK, AU",2.0,",E",0.0,",E",0.0,",E",20210225.0,",,E",20.2,",E,25,",11.12,",,,E"
67,AU000011801,2021-03,47.2667,11.4,577.0,"INNSBRUCK, AU",0.0,",E",3.0,",E",0.0,",E",20210331.0,",,E",25.5,",E,31,",12.38,",,,E"
68,AU000011801,2021-04,47.2667,11.4,577.0,"INNSBRUCK, AU",0.0,",E",7.0,",E",0.0,",E",20210401.0,",,E",24.8,",E,01,",16.1,",,,E"
69,AU000011801,2021-05,47.2667,11.4,577.0,"INNSBRUCK, AU",0.0,",E",8.0,",E",0.0,",E",20210509.0,",,E",26.7,",E,09,",19.26,",,,E"
70,AU000011801,2021-06,47.2667,11.4,577.0,"INNSBRUCK, AU",0.0,",E",29.0,",E",6.0,",E",20210618.0,",,E",34.5,",E,18,",28.43,",,,E"
71,AU000011801,2021-07,47.2667,11.4,577.0,"INNSBRUCK, AU",0.0,",E",26.0,",E",1.0,",E",20210706.0,",,E",32.9,",E,06,",26.08,",,,E"
72,AU000011801,2021-08,47.2667,11.4,577.0,"INNSBRUCK, AU",0.0,",E",24.0,",E",4.0,",E",20210815.0,",,E",33.6,",E,15,",24.07,",,,E"
73,AU000011801,2021-09,47.2667,11.4,577.0,"INNSBRUCK, AU",0.0,",E",23.0,",E",0.0,",E",20210914.0,",,E",28.6,",E,14,",23.74,",,,E"
74,AU000011801,2021-10,47.2667,11.4,577.0,"INNSBRUCK, AU",0.0,",E",6.0,",E",0.0,",E",20211020.0,",,E",24.2,",E,20,",16.6,",,,E"
75,AU000011801,2021-11,47.2667,11.4,577.0,"INNSBRUCK, AU",0.0,",E",0.0,",E",0.0,",E",20211110.0,",,E",18.1,",E,10,",9.22,",,,E"
76,AU000011801,2021-12,47.2667,11.4,577.0,"INNSBRUCK, AU",0.0,",E",0.0,",E",0.0,",E",20211230.0,",,E",9.5,",E,30,",4.53,",,,E"
77,AU000011801,2022-06,47.2667,11.4,577.0,"INNSBRUCK, AU",0.0,"5,S",23.0,"5,S",3.0,"5,S",20220619.0,",5,S",34.4,"5,S,19,",27.12,"5,,,S"
78,AU000011801,2022-08,47.2667,11.4,577.0,"INNSBRUCK, AU",0.0,"5,S",25.0,"5,S",1.0,"5,S",20220804.0,",5,S",33.1,"5,S,04,",26.84,"5,,,S"
79,AU000011801,2022-09,47.2667,11.4,577.0,"INNSBRUCK, AU",0.0,",E",12.0,",E",0.0,",E",20220905.0,",,E",28.3,",E,05,",20.31,",,,E"
80,AU000011801,2022-10,47.2667,11.4,577.0,"INNSBRUCK, AU",0.0,",E",15.0,",E",0.0,",E",20221017.0,",,E",24.4,",E,17,",19.76,",,,E"
81,AU000011801,2022-11,47.2667,11.4,577.0,"INNSBRUCK, AU",0.0,",E",0.0,",E",0.0,",E",20221103.0,",,E",18.6,",E,03,",10.84,",,,E"
82,AU000011801,2022-12,47.2667,11.4,577.0,"INNSBRUCK, AU",2.0,",E",0.0,",E",0.0,",E",20221226.0,",,E",9.7,",E,26,",4.48,",,,E"
83,AU000015410,2021-01,47.05,12.95,3106.0,"SONNBLICK, AU",31.0,",E",0.0,",E",0.0,",E",20210128.0,",,E",-6.4,",E,28,",-12.22,",,,E"
84,AU000015410,2021-02,47.05,12.95,3106.0,"SONNBLICK, AU",24.0,",E",0.0,",E",0.0,",E",20210221.0,",,E",1.5,",E,21,",-6.01,",,,E"
85,AU000015410,2021-03,47.05,12.95,3106.0,"SONNBLICK, AU",30.0,",E",0.0,",E",0.0,",E",20210331.0,",,E",2.1,",E,31,",-8.02,",,,E"
86,AU000015410,2021-04,47.05,12.95,3106.0,"SONNBLICK, AU",30.0,",E",0.0,",E",0.0,",E",20210401.0,",,E",-0.9,",E,01,",-6.9,",,,E"
87,AU000015410,2021-05,47.05,12.95,3106.0,"SONNBLICK, AU",28.0,",E",0.0,",E",0.0,",E",20210510.0,",,E",1.9,",E,10,",-2.57,",,,E"
88,AU000015410,2021-06,47.05,12.95,3106.0,"SONNBLICK, AU",0.0,",E",0.0,",E",0.0,",E",20210620.0,",,E",12.2,",E,20,",6.03,",,,E"
89,AU000015410,2021-07,47.05,12.95,3106.0,"SONNBLICK, AU",0.0,",E",0.0,",E",0.0,",E",20210724.0,",,E",10.5,",E,24,",6.31,",,,E"
90,AU000015410,2021-08,47.05,12.95,3106.0,"SONNBLICK, AU",5.0,",E",0.0,",E",0.0,",E",20210814.0,",,E",13.8,",E,14,",4.87,",,,E"
91,AU000015410,2021-09,47.05,12.95,3106.0,"SONNBLICK, AU",4.0,",E",0.0,",E",0.0,",E",20210926.0,",,E",7.9,",E,26,",3.41,",,,E"
92,AU000015410,2021-10,47.05,12.95,3106.0,"SONNBLICK, AU",20.0,",E",0.0,",E",0.0,",E",20211020.0,",,E",4.6,",E,20,",-1.72,",,,E"
93,AU000015410,2021-11,47.05,12.95,3106.0,"SONNBLICK, AU",23.0,",E",0.0,",E",0.0,",E",20211120.0,",,E",2.3,",E,20,",-3.8,",,,E"
94,AU000015410,2021-12,47.05,12.95,3106.0,"SONNBLICK, AU",30.0,",E",0.0,",E",0.0,",E",20211231.0,",,E",1.2,",E,31,",-7.76,",,,E"
95,AU000015410,2022-09,47.05,12.95,3106.0,"SONNBLICK, AU",14.0,",E",0.0,",E",0.0,",E",20220905.0,",,E",7.3,",E,05,",1.0,",,,E"
96,AU000015410,2022-10,47.05,12.95,3106.0,"SONNBLICK, AU",8.0,",E",0.0,",E",0.0,",E",20221006.0,",,E",6.5,",E,06,",1.97,",,,E"
97,AU000015410,2022-11,47.05,12.95,3106.0,"SONNBLICK, AU",24.0,"1,E",0.0,"1,E",0.0,"1,E",20221112.0,",1,E",2.3,"1,E,12,",-4.58,"1,,,E"
98,AU000015410,2022-12,47.05,12.95,3106.0,"SONNBLICK, AU",28.0,",E",0.0,",E",0.0,",E",20221220.0,",,E",2.5,",E,20,",-6.05,",,,E"
99,AU000016402,2021-01,47.0831,15.45,366.0,"GRAZ, AU",3.0,",E",0.0,",E",0.0,",E",20210122.0,",,E",12.4,",E,22,",4.51,",,,E"
100,AU000016402,2021-02,47.0831,15.45,366.0,"GRAZ, AU",1.0,",E",0.0,",E",0.0,",E",20210226.0,",,E",20.4,",E,26,",10.37,",,,E"
101,AU000016402,2021-03,47.0831,15.45,366.0,"GRAZ, AU",0.0,",E",2.0,",E",0.0,",E",20210331.0,",,E",24.1,",E,31,",12.16,",,,E"
102,AU000016402,2021-04,47.0831,15.45,366.0,"GRAZ, AU",0.0,",E",2.0,",E",0.0,",E",20210401.0,",,E",25.8,",E,01,",14.74,",,,E"
103,AU000016402,2021-05,47.0831,15.45,366.0,"GRAZ, AU",0.0,",E",8.0,",E",0.0,",E",20210510.0,",,E",28.5,",E,10,",19.03,",,,E"
104,AU000016402,2021-06,47.0831,15.45,366.0,"GRAZ, AU",0.0,",E",29.0,",E",4.0,",E",20210624.0,",,E",34.7,",E,24,",28.06,",,,E"
105,AU000016402,2021-07,47.0831,15.45,366.0,"GRAZ, AU",0.0,",E",31.0,",E",4.0,",E",20210713.0,",,E",33.1,",E,13,",28.46,",,,E"
106,AU000016402,2021-08,47.0831,15.45,366.0,"GRAZ, AU",0.0,",E",25.0,",E",0.0,",E",20210814.0,",,E",31.8,",E,14,",25.19,",,,E"
107,AU000016402,2021-09,47.0831,15.45,366.0,"GRAZ, AU",0.0,",E",22.0,",E",0.0,",E",20210915.0,",,E",28.4,",E,15,",23.28,",,,E"
108,AU000016402,2021-10,47.0831,15.45,366.0,"GRAZ, AU",0.0,",E",4.0,",E",0.0,",E",20211004.0,",,E",25.7,",E,04,",15.45,",,,E"
109,AU000016402,2021-11,47.0831,15.45,366.0,"GRAZ, AU",0.0,",E",0.0,",E",0.0,",E",20211104.0,",,E",17.2,",E,04,",8.55,",,,E"
110,AU000016402,2021-12,47.0831,15.45,366.0,"GRAZ, AU",2.0,",E",0.0,",E",0.0,",E",20211231.0,",,E",13.9,",E,31,",5.29,",,,E"
111,AU000016402,2022-02,47.0831,15.45,366.0,"GRAZ, AU",,,,,,,,,,,,
112,AU000016402,2022-09,47.0831,15.45,366.0,"GRAZ, AU",0.0,",E",14.0,",E",0.0,",E",20220914.0,",,E",28.7,",E,14,",20.26,",,,E"
113,AU000016402,2022-10,47.0831,15.45,366.0,"GRAZ, AU",0.0,",E",10.0,",E",0.0,",E",20221030.0,",,E",23.3,",E,30,",19.3,",,,E"
114,AU000016402,2022-11,47.0831,15.45,366.0,"GRAZ, AU",0.0,",E",0.0,",E",0.0,",E",20221101.0,",,E",19.6,",E,01,",10.82,",,,E"
115,AU000016402,2022-12,47.0831,15.45,366.0,"GRAZ, AU",3.0,",E",0.0,",E",0.0,",E",20221227.0,",,E",12.9,",E,27,",4.98,",,,E"
116,AUM00011155,2021-01,47.817,13.717,1620.1,"FEUERKOGEL, AU",17.0,"5,S",0.0,"5,S",0.0,"5,S",20210122.0,",5,S",5.4,"5,S,22,",-2.41,"5,,,S"
117,AUM00011155,2021-03,47.817,13.717,1620.1,"FEUERKOGEL, AU",11.0,"3,S",0.0,"3,S",0.0,"3,S",20210331.0,",3,S",13.4,"3,S,31,",1.89,"3,,,S"
118,AUM00011155,2021-04,47.817,13.717,1620.1,"FEUERKOGEL, AU",8.0,"2,S",0.0,"2,S",0.0,"2,S",20210401.0,",2,S",10.9,"2,S,01,",3.8,"2,,,S"
119,AUM00011155,2021-05,47.817,13.717,1620.1,"FEUERKOGEL, AU",0.0,"1,S",0.0,"1,S",0.0,"1,S",20210510.0,",1,S",19.7,"1,S,10,",8.03,"1,,,S"
120,AUM00011155,2021-06,47.817,13.717,1620.1,"FEUERKOGEL, AU",0.0,"1,S",4.0,"1,S",0.0,"1,S",20210620.0,",1,S",22.5,"1,S,20,",16.96,"1,,,S"
121,AUM00011155,2021-07,47.817,13.717,1620.1,"FEUERKOGEL, AU",0.0,",S",4.0,",S",0.0,",S",20210713.0,",,S",23.1,",S,13,",16.5,",,,S"
122,AUM00011155,2021-08,47.817,13.717,1620.1,"FEUERKOGEL, AU",0.0,"1,S",2.0,"1,S",0.0,"1,S",20210813.0,",1,S",21.7,"1,S,13,",13.64,"1,,,S"
123,AUM00011155,2021-09,47.817,13.717,1620.1,"FEUERKOGEL, AU",0.0,"1,S",0.0,"1,S",0.0,"1,S",20210915.0,",1,S",19.6,"1,S,15,",13.27,"1,,,S"
124,AUM00011155,2021-10,47.817,13.717,1620.1,"FEUERKOGEL, AU",1.0,"4,S",0.0,"4,S",0.0,"4,S",20211020.0,",4,S",18.8,"4,S,20,",9.71,"4,,,S"
125,AUM00011155,2021-11,47.817,13.717,1620.1,"FEUERKOGEL, AU",4.0,"5,S",0.0,"5,S",0.0,"5,S",20211111.0,",5,S",14.1,"5,S,11,",5.17,"5,,,S"
126,AUM00011155,2022-01,47.817,13.717,1620.1,"FEUERKOGEL, AU",,,,,,,,,,,,
127,AUM00011155,2022-03,47.817,13.717,1620.1,"FEUERKOGEL, AU",7.0,"1,S",0.0,"1,S",0.0,"1,S",20220323.0,",1,S",10.1,"1,S,23,",3.55,"1,,,S"
128,AUM00011155,2022-04,47.817,13.717,1620.1,"FEUERKOGEL, AU",5.0,"5,S",0.0,"5,S",0.0,"5,S",20220414.0,",5,S",14.3,"5,S,14,",5.21,"5,,,S"
129,AUM00011155,2022-05,47.817,13.717,1620.1,"FEUERKOGEL, AU",0.0,",S",1.0,",S",0.0,",S",20220520.0,",,S",21.7,",S,20,",12.4,",,,S"
130,AUM00011155,2022-06,47.817,13.717,1620.1,"FEUERKOGEL, AU",0.0,",S",5.0,",S",0.0,",S",20220619.0,",,S",25.1,",S,19,",17.36,",,,S"
131,AUM00011155,2022-07,47.817,13.717,1620.1,"FEUERKOGEL, AU",0.0,",S",7.0,",S",0.0,",S",20220725.0,",,S",25.0,",S,25,",17.3,",,,S"
132,AUM00011155,2022-08,47.817,13.717,1620.1,"FEUERKOGEL, AU",0.0,"1,S",3.0,"1,S",0.0,"1,S",20220805.0,",1,S",23.6,"1,S,05,",16.44,"1,,,S"
133,AUM00011155,2022-09,47.817,13.717,1620.1,"FEUERKOGEL, AU",0.0,"2,S",0.0,"2,S",0.0,"2,S",20220907.0,",2,S",18.5,"2,S,07,",10.13,"2,,,S"
134,AUM00011155,2022-10,47.817,13.717,1620.1,"FEUERKOGEL, AU",0.0,"2,S",0.0,"2,S",0.0,"2,S",20221030.0,",2,S",20.4,"2,S,30,",13.78,"2,,,S"
135,AUM00011155,2022-11,47.817,13.717,1620.1,"FEUERKOGEL, AU",6.0,"3,S",0.0,"3,S",0.0,"3,S",20221101.0,",3,S",15.0,"3,S,01,",5.66,"3,,,S"
136,AUM00011231,2021-01,46.65,14.333,452.0,"KLAGENFURT CIV MIL, AU",,,,,,,,,,,,
137,AUM00011231,2021-12,46.65,14.333,452.0,"KLAGENFURT CIV MIL, AU",,,,,,,,,,,,
138,AUM00011231,2022-01,46.65,14.333,452.0,"KLAGENFURT CIV MIL, AU",,,,,,,,,,,,
139,AUM00011231,2022-05,46.65,14.333,452.0,"KLAGENFURT CIV MIL, AU",0.0,"4,S",21.0,"4,S",0.0,"4,S",20220520.0,",4,S",30.3,"4,S,20,",23.39,"4,,,S"
140,AUM00011231,2022-06,46.65,14.333,452.0,"KLAGENFURT CIV MIL, AU",0.0,"4,S",25.0,"4,S",1.0,"4,S",20220627.0,",4,S",34.5,"4,S,27,",27.67,"4,,,S"
141,AUM00011343,2021-03,47.05,12.95,3113.8,"SONNBLICK AUTOM., AU",27.0,"3,S",0.0,"3,S",0.0,"3,S",20210331.0,",3,S",2.1,"3,S,31,",-8.29,"3,,,S"
142,AUM00011343,2021-04,47.05,12.95,3113.8,"SONNBLICK AUTOM., AU",28.0,"2,S",0.0,"2,S",0.0,"2,S",20210401.0,",2,S",-0.5,"2,S,01,",-6.68,"2,,,S"
143,AUM00011343,2021-05,47.05,12.95,3113.8,"SONNBLICK AUTOM., AU",26.0,"2,S",0.0,"2,S",0.0,"2,S",20210510.0,",2,S",1.9,"2,S,10,",-2.42,"2,,,S"
144,AUM00011343,2021-06,47.05,12.95,3113.8,"SONNBLICK AUTOM., AU",0.0,"1,S",0.0,"1,S",0.0,"1,S",20210620.0,",1,S",12.2,"1,S,20,",6.16,"1,,,S"
145,AUM00011343,2021-07,47.05,12.95,3113.8,"SONNBLICK AUTOM., AU",0.0,"2,S",0.0,"2,S",0.0,"2,S",20210724.0,",2,S",10.5,"2,S,24,",6.46,"2,,,S"
146,AUM00011343,2021-08,47.05,12.95,3113.8,"SONNBLICK AUTOM., AU",5.0,",S",0.0,",S",0.0,",S",20210814.0,",,S",13.8,",S,14,",4.9,",,,S"
147,AUM00011343,2021-09,47.05,12.95,3113.8,"SONNBLICK AUTOM., AU",4.0,"3,S",0.0,"3,S",0.0,"3,S",20210926.0,",3,S",7.9,"3,S,26,",3.24,"3,,,S"
148,AUM00011343,2021-11,47.05,12.95,3113.8,"SONNBLICK AUTOM., AU",19.0,"4,S",0.0,"4,S",0.0,"4,S",20211120.0,",4,S",2.3,"4,S,20,",-3.32,"4,,,S"
