,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME
0,BR000082861,2021-03,-8.25,-49.28,,"CONCEICAO DO ARAGUAIA, BR"
1,BR000352000,2021-01,-3.2,-52.2,112.0,"ALTAMIRA, BR"
2,BR000352000,2021-03,-3.2,-52.2,112.0,"ALTAMIRA, BR"
3,BR000352000,2021-04,-3.2,-52.2,112.0,"ALTAMIRA, BR"
4,BR000352000,2021-05,-3.2,-52.2,112.0,"ALTAMIRA, BR"
5,BR000352000,2021-06,-3.2,-52.2,112.0,"ALTAMIRA, BR"
6,BR000352000,2022-12,-3.2,-52.2,112.0,"ALTAMIRA, BR"
7,BR002554002,2021-01,-25.733,-54.467,279.0,"IGUAZU AERO, BR"
8,BR002554002,2021-04,-25.733,-54.467,279.0,"IGUAZU AERO, BR"
9,BR002554002,2021-05,-25.733,-54.467,279.0,"IGUAZU AERO, BR"
10,BR002554002,2021-06,-25.733,-54.467,279.0,"IGUAZU AERO, BR"
11,BR002554002,2021-07,-25.733,-54.467,279.0,"IGUAZU AERO, BR"
12,BR002554002,2021-08,-25.733,-54.467,279.0,"IGUAZU AERO, BR"
13,BR002554002,2021-11,-25.733,-54.467,279.0,"IGUAZU AERO, BR"
14,BR002554002,2021-12,-25.733,-54.467,279.0,"IGUAZU AERO, BR"
15,BR002554002,2022-01,-25.733,-54.467,279.0,"IGUAZU AERO, BR"
16,BR002554002,2022-02,-25.733,-54.467,279.0,"IGUAZU AERO, BR"
17,BR002554002,2022-07,-25.733,-54.467,279.0,"IGUAZU AERO, BR"
18,BR00E3-0520,2021-01,-23.617,-46.65,802.0,"SAO PAULO AEROPORT, BR"
19,BR00E3-0520,2021-02,-23.617,-46.65,802.0,"SAO PAULO AEROPORT, BR"
20,BR00E3-0520,2021-03,-23.617,-46.65,802.0,"SAO PAULO AEROPORT, BR"
21,BR00E3-0520,2021-04,-23.617,-46.65,802.0,"SAO PAULO AEROPORT, BR"
22,BR00E3-0520,2021-05,-23.617,-46.65,802.0,"SAO PAULO AEROPORT, BR"
23,BR00E3-0520,2021-06,-23.617,-46.65,802.0,"SAO PAULO AEROPORT, BR"
24,BR00E3-0520,2021-07,-23.617,-46.65,802.0,"SAO PAULO AEROPORT, BR"
25,BR00E3-0520,2021-08,-23.617,-46.65,802.0,"SAO PAULO AEROPORT, BR"
26,BR00E3-0520,2021-09,-23.617,-46.65,802.0,"SAO PAULO AEROPORT, BR"
27,BR00E3-0520,2021-10,-23.617,-46.65,802.0,"SAO PAULO AEROPORT, BR"
28,BR00E3-0520,2021-11,-23.617,-46.65,802.0,"SAO PAULO AEROPORT, BR"
29,BR00E3-0520,2021-12,-23.617,-46.65,802.0,"SAO PAULO AEROPORT, BR"
30,BR00E3-0520,2022-01,-23.617,-46.65,802.0,"SAO PAULO AEROPORT, BR"
31,BR00E3-0520,2022-02,-23.617,-46.65,802.0,"SAO PAULO AEROPORT, BR"
32,BR00E3-0520,2022-03,-23.617,-46.65,802.0,"SAO PAULO AEROPORT, BR"
33,BR00E3-0520,2022-04,-23.617,-46.65,802.0,"SAO PAULO AEROPORT, BR"
34,BR00E3-0520,2022-05,-23.617,-46.65,802.0,"SAO PAULO AEROPORT, BR"
