"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00058431","1978-05","37.18333","-104.51667","1844.0","TRINIDAD RIVER, CO US","","","12",",0","9",",0","1",",0","","","","","","","","","","","","","","","","","","","","","","","19780502",",,0","","","","","","","","","25.7",",,0,02,","","","","","90.1",",,,0","","","","","","","",""
"USC00058431","1978-06","37.18333","-104.51667","1844.0","TRINIDAD RIVER, CO US","","","8",",0","5",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","19780630","+,,0","19780630","+,,0","19780627",",,0","","","","","0",",,0,30,+","0",",,0,30,+","38.1",",,0,27,","","","","","91.4",",,,0","0",",,,0","","","","","",""
"USC00058431","1978-07","37.18333","-104.51667","1844.0","TRINIDAD RIVER, CO US","","","4",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19780731","+,,0","19780731","+,,0","19780710",",,0","","","","","0",",,0,31,+","0",",,0,31,+","24.4",",,0,10,","","","","","47.2",",,,0","0",",,,0","","","","","",""
"USC00058431","1978-08","37.18333","-104.51667","1844.0","TRINIDAD RIVER, CO US","","","9",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19780831","+,,0","19780831","+,,0","19780810",",,0","","","","","0",",,0,31,+","0",",,0,31,+","7.4",",,0,10,","","","","","32.1",",,,0","0",",,,0","","","","","",""
"USC00058431","1978-09","37.18333","-104.51667","1844.0","TRINIDAD RIVER, CO US","","","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19780930","+,,0","19780930","+,,0","19780924",",,0","","","","","0",",,0,30,+","0",",,0,30,+","9.7",",,0,24,","","","","","9.7",",,,0","0",",,,0","","","","","",""
"USC00058431","1978-10","37.18333","-104.51667","1844.0","TRINIDAD RIVER, CO US","","","3",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19781031","+,,0","19781022",",,0","19781022",",,0","","","","","0",",,0,31,+","0",",T,0,22,","5.6",",,0,22,","","","","","10.2",",,,0","0",",T,,0","","","","","",""
"USC00058431","1978-11","37.18333","-104.51667","1844.0","TRINIDAD RIVER, CO US","","","7",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19781130","+,,0","19781126","+,,0","19781126",",,0","","","","","0",",,0,30,+","0",",T,0,26,+","1.3",",,0,26,","","","","","4.7",",,,0","0",",T,,0","","","","","",""
"USC00058431","1978-12","37.18333","-104.51667","1844.0","TRINIDAD RIVER, CO US","0.0",",0","4",",0","2",",0","0",",0","","","","","5",",0","29",",0","8",",0","0",",0","0",",0","","","19781208",",,0","","","","","19781203",",,0","19781218",",,0","-26.1",",0,08,","","","","","3.0",",,0,03,","16.7",",0,18,","644.6",",0","8.6",",,,0","","","-2.46",",0","5.52",",,,0","-10.44",",,,0"
"USC00058431","1979-01","37.18333","-104.51667","1844.0","TRINIDAD RIVER, CO US","","","11",",0","4",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","19790122",",,0","","","","","","","","","6.9",",,0,22,","","","","","26.8",",,,0","","","","","","","",""
"USC00058431","1979-02","37.18333","-104.51667","1844.0","TRINIDAD RIVER, CO US","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19790228","+,,0","19790228","+,,0","19790228","+,,0","","","","","0",",,0,28,+","0",",,0,28,+","0.0",",,0,28,+","","","","","0.0",",,,0","0",",,,0","","","","","",""
"USC00058431","1979-04","37.18333","-104.51667","1844.0","TRINIDAD RIVER, CO US","","","4",",0","1",",0","0",",0","","","1",",0","","","","","","","","","","","","","","","","","19790402",",,0","19790402",",,0","","","","","","","127",",,0,02,","14.2",",,0,02,","","","","","17.1",",,,0","127",",,,0","","","","","",""
"USC00058431","1979-05","37.18333","-104.51667","1844.0","TRINIDAD RIVER, CO US","","","15",",0","9",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","19790531","+,,0","19790531","+,,0","19790530",",,0","","","","","0",",,0,31,+","0",",,0,31,+","35.1",",,0,30,","","","","","150.5",",,,0","0",",,,0","","","","","",""
