"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00206371","1888-11","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","6",",6","1",",6","1",",6","","","","","","","","","","","","","","","18881118",",,6","","","18881108",",,6","","","","","76",",,6,18,","55.6",",,6,08,","","","","","88.9",",,,6","110",",,,6","","","","","",""
"USC00206371","1888-12","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","7",",6","0",",6","2",",6","","","","","","","","","","","","","","","18881205",",,6","","","18881216",",,6","","","","","38",",,6,05,","15.5",",,6,16,","","","","","62.8",",,,6","71",",,,6","","","","","",""
"USC00206371","1889-01","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","6",",6","0",",6","4",",6","","","","","","","","","","","","","","","18890109",",,6","","","18890116",",,6","","","","","102",",,6,09,","17.8",",,6,16,","","","","","65.9",",,,6","327",",,,6","","","","","",""
"USC00206371","1889-02","42.01667","-85.55","265.2","PARKVILLE, MI US","","","15",",6","10",",6","0",",6","7",",6","","","","","","","","","","","","","","","18890218",",,6","","","18890218",",,6","","","","","152",",,6,18,","15.2",",,6,18,","","","","","67.2",",,,6","496",",,,6","","","","","",""
"USC00206371","1889-03","42.01667","-85.55","265.2","PARKVILLE, MI US","","","7",",6","7",",6","0",",6","6",",6","","","","","","","","","","","","","","","18890330","+,,6","","","18890330",",,6","","","","","51",",,6,30,+","22.1",",,6,30,","","","","","64.0",",,,6","215",",,,6","","","","","",""
"USC00206371","1889-04","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","5",",6","0",",6","1",",6","","","","","","","","","","","","","","","18890405",",,6","","","18890411",",,6","","","","","25",",,6,05,","10.2",",,6,11,","","","","","28.0",",,,6","25",",,,6","","","","","",""
"USC00206371","1889-05","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","7",",6","2",",6","0","1,6","","","","","","","","","","","","","","","18890521",",1,6","","","18890529",",,6","","","","","0","1,T,6,21,","56.9",",,6,29,","","","","","129.2",",,,6","0","1,T,,6","","","","","",""
"USC00206371","1889-06","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18890616",",,6","","","","","","","27.9",",,6,16,","","","","","84.4",",,,6","","","","","","","",""
"USC00206371","1889-07","42.01667","-85.55","265.2","PARKVILLE, MI US","","","11",",6","7",",6","3",",6","","","","","","","","","","","","","","","","","","","","","18890718",",,6","","","","","","","130.8",",,6,18,","","","","","277.7",",,,6","","","","","","","",""
"USC00206371","1889-08","42.01667","-85.55","265.2","PARKVILLE, MI US","","","4",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18890809",",,6","","","","","","","25.4",",,6,09,","","","","","29.2",",,,6","","","","","","","",""
"USC00206371","1889-09","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18890905",",,6","","","","","","","8.9",",,6,05,","","","","","33.7",",,,6","","","","","","","",""
"USC00206371","1889-10","42.01667","-85.55","265.2","PARKVILLE, MI US","","","7",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18891030",",,6","","","","","","","13.0",",,6,30,","","","","","46.6",",,,6","","","","","","","",""
"USC00206371","1891-10","42.01667","-85.55","265.2","PARKVILLE, MI US","8.9",",6","8",",6","4",",6","0",",6","","","0",",6","4",",6","0",",6","4",",6","0",",6","","","18911028",",,6","","","","","18911015","+,,6","18911002",",,6","-4.4",",6,28,","","","7.6",",,6,15,+","30.6",",6,02,","262.3",",6","28.0",",,,6","","","10.16",",6","15.73",",,,6","4.59",",,,6"
"USC00206371","1891-12","42.01667","-85.55","265.2","PARKVILLE, MI US","0.0","2,6","8",",6","3",",6","0",",6","4",",6","0","2,6","20","2,6","4","2,6","0","2,6","0","2,6","","","18911227",",2,6","18911206",",,6","","","18911206",",,6","18911203",",2,6","-11.7","2,6,27,","127",",,6,06,","13.5",",,6,06,","13.9","2,6,03,","477.7","2,6","38.7",",,,6","254",",,,6","1.86","2,6","6.74","2,,,6","-3.02","2,,,6"
"USC00206371","1892-03","42.01667","-85.55","265.2","PARKVILLE, MI US","","","8",",6","7",",6","0",",6","4",",6","","","","","","","","","","","","","","","18920319","+,,6","","","18920322",",,6","","","","","25",",,6,19,+","17.8",",,6,22,","","","","","54.0",",,,6","113",",,,6","","","","","",""
"USC00206371","1892-04","42.01667","-85.55","265.2","PARKVILLE, MI US","","","11",",6","8",",6","0",",6","2",",6","","","","","","","","","","","","","","","18920414",",,6","","","18920403",",,6","","","","","76",",,6,14,","15.2",",,6,03,","","","","","79.5",",,,6","127",",,,6","","","","","",""
"USC00206371","1892-06","42.01667","-85.55","265.2","PARKVILLE, MI US","","","19",",6","15",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18920626","+,,6","","","","","","","17.8",",,6,26,+","","","","","151.8",",,,6","","","","","","","",""
"USC00206371","1892-07","42.01667","-85.55","265.2","PARKVILLE, MI US","","","8",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","7","","18920702",",,6","","","","","","","27.9",",,6,02,","","","","","59.9",",,,6","","","","","","","",""
"USC00206371","1892-08","42.01667","-85.55","265.2","PARKVILLE, MI US","","","7",",6","3",",6","0",",6","","","","","","","","","","","","","1","","","","","","5","","18920801",",,6","","","","","","","12.7",",,6,01,","","","","","25.1",",,,6","","","","","","","",""
"USC00206371","1892-09","42.01667","-85.55","265.2","PARKVILLE, MI US","","","7",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18920913",",,6","","","","","","","35.6",",,6,13,","","","","","87.6",",,,6","","","","","","","",""
"USC00206371","1892-10","42.01667","-85.55","265.2","PARKVILLE, MI US","","","8",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18921031","+,,6","","","","","","","5.1",",,6,31,+","","","","","16.1",",,,6","","","","","","","",""
"USC00206371","1892-11","42.01667","-85.55","265.2","PARKVILLE, MI US","","","11",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18921117",",,6","","","","","","","45.7",",,6,17,","","","","","70.9",",,,6","","","","","","","",""
"USC00206371","1892-12","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","11",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18921206",",,6","","","","","","","17.8",",,6,06,","","","","","61.3",",,,6","","","","","","","",""
"USC00206371","1893-01","42.01667","-85.55","265.2","PARKVILLE, MI US","","","14",",6","12",",6","0",",6","10",",6","","","","","","","","","","","","","","","18930124","+,,6","","","18930124","+,,6","","","","","76",",,6,24,+","7.6",",,6,24,+","","","","","55.0",",,,6","404",",,,6","","","","","",""
"USC00206371","1893-02","42.01667","-85.55","265.2","PARKVILLE, MI US","","","11",",6","11",",6","0",",6","7",",6","","","","","","","","","","","","","","","18930217",",,6","","","18930206",",,6","","","","","76",",,6,17,","22.4",",,6,06,","","","","","87.8",",,,6","278",",,,6","","","","","",""
"USC00206371","1893-03","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","8",",6","2",",6","1",",6","","","","","","","","","","","","","","","18930318",",,6","","","18930323",",,6","","","","","25",",,6,18,","35.6",",,6,23,","","","","","102.8",",,,6","38",",,,6","","","","","",""
"USC00206371","1893-04","42.01667","-85.55","265.2","PARKVILLE, MI US","","","16",",6","13",",6","2",",6","1",",6","","","","","","","","","","","","","","","18930421",",,6","","","18930419",",,6","","","","","51",",,6,21,","38.1",",,6,19,","","","","","193.9",",,,6","64",",,,6","","","","","",""
"USC00206371","1893-05","42.01667","-85.55","265.2","PARKVILLE, MI US","","","10",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18930511",",,6","","","","","","","30.5",",,6,11,","","","","","117.5",",,,6","","","","","","","",""
"USC00206371","1893-06","42.01667","-85.55","265.2","PARKVILLE, MI US","","","10",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18930610",",,6","","","","","","","31.5",",,6,10,","","","","","91.6",",,,6","","","","","","","",""
"USC00206371","1893-07","42.01667","-85.55","265.2","PARKVILLE, MI US","","","8",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18930713",",,6","","","","","","","41.9",",,6,13,","","","","","85.3",",,,6","","","","","","","",""
"USC00206371","1893-08","42.01667","-85.55","265.2","PARKVILLE, MI US","","","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18930827","+,,6","","","","","","","5.1",",,6,27,+","","","","","13.5",",,,6","","","","","","","",""
"USC00206371","1893-09","42.01667","-85.55","265.2","PARKVILLE, MI US","","","8",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18930930",",,6","","","","","","","29.2",",,6,30,","","","","","87.7",",,,6","","","","","","","",""
"USC00206371","1893-10","42.01667","-85.55","265.2","PARKVILLE, MI US","","","7",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18931003",",,6","","","","","","","27.2",",,6,03,","","","","","77.4",",,,6","","","","","","","",""
"USC00206371","1893-11","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9","1,6","7","1,6","1","1,6","4",",6","","","","","","","","","","","","","","","18931115",",,6","","","18931127",",1,6","","","","","102",",,6,15,","36.3","1,,6,27,","","","","","89.0","1,,,6","306",",,,6","","","","","",""
"USC00206371","1893-12","42.01667","-85.55","265.2","PARKVILLE, MI US","","","16",",6","9",",6","1",",6","6",",6","","","","","","","","","","","","","","","18931202",",,6","","","18931215",",,6","","","","","152",",,6,02,","30.5",",,6,15,","","","","","81.6",",,,6","406",",,,6","","","","","",""
"USC00206371","1894-01","42.01667","-85.55","265.2","PARKVILLE, MI US","","","7",",6","5",",6","0",",6","1",",6","","","","","","","","","","","","","","","18940123",",,6","","","18940120",",,6","","","","","127",",,6,23,","20.3",",,6,20,","","","","","46.5",",,,6","166",",,,6","","","","","",""
"USC00206371","1894-02","42.01667","-85.55","265.2","PARKVILLE, MI US","","","10",",6","7",",6","0",",6","5",",6","","","","","","","","","","","","","","","18940212",",,6","","","18940208",",,6","","","","","127",",,6,12,","13.2",",,6,08,","","","","","53.9",",,,6","305",",,,6","","","","","",""
"USC00206371","1894-03","42.01667","-85.55","265.2","PARKVILLE, MI US","","","10",",6","9",",6","0",",6","3",",6","","","","","","","","","","","","","","","18940328",",,6","","","18940328",",,6","","","","","127",",,6,28,","12.7",",,6,28,","","","","","51.4",",,,6","255",",,,6","","","","","",""
"USC00206371","1894-04","42.01667","-85.55","265.2","PARKVILLE, MI US","","","13",",6","10",",6","0",",6","0",",6","","","","","","","","","","","","","","","18940410",",,6","","","18940430","+,,6","","","","","13",",,6,10,","20.3",",,6,30,+","","","","","100.4",",,,6","13",",,,6","","","","","",""
"USC00206371","1894-05","42.01667","-85.55","265.2","PARKVILLE, MI US","","","16",",6","12",",6","2",",6","0",",6","","","","","","","","","","","","","","","18940519","+,,6","","","18940515",",,6","","","","","0",",T,6,19,+","68.1",",,6,15,","","","","","185.1",",,,6","0",",T,,6","","","","","",""
"USC00206371","1894-06","42.01667","-85.55","265.2","PARKVILLE, MI US","","","10",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18940628",",,6","","","","","","","10.2",",,6,28,","","","","","51.4",",,,6","","","","","","","",""
"USC00206371","1894-07","42.01667","-85.55","265.2","PARKVILLE, MI US","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18940701",",,6","","","","","","","18.8",",,6,01,","","","","","35.3",",,,6","","","","","","","",""
"USC00206371","1894-08","42.01667","-85.55","265.2","PARKVILLE, MI US","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18940801",",,6","","","","","","","6.1",",,6,01,","","","","","7.4",",,,6","","","","","","","",""
"USC00206371","1894-09","42.01667","-85.55","265.2","PARKVILLE, MI US","","","8",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18940909",",,6","","","","","","","41.9",",,6,09,","","","","","104.0",",,,6","","","","","","","",""
"USC00206371","1894-10","42.01667","-85.55","265.2","PARKVILLE, MI US","","","16",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18941004","+,,6","","","","","","","8.9",",,6,04,+","","","","","63.2",",,,6","","","","","","","",""
"USC00206371","1894-11","42.01667","-85.55","265.2","PARKVILLE, MI US","","","11",",6","6",",6","0",",6","3",",6","","","","","","","","","","","","","","","18941109",",,6","","","18941102",",,6","","","","","102",",,6,09,","10.7",",,6,02,","","","","","48.2",",,,6","255",",,,6","","","","","",""
"USC00206371","1894-12","42.01667","-85.55","265.2","PARKVILLE, MI US","","","10",",6","5",",6","0",",6","2",",6","","","","","","","","","","","","","","","18941230",",,6","","","18941210",",,6","","","","","38",",,6,30,","17.3",",,6,10,","","","","","35.0",",,,6","76",",,,6","","","","","",""
"USC00206371","1895-01","42.01667","-85.55","265.2","PARKVILLE, MI US","","","13",",6","13",",6","0",",6","11",",6","","","","","","","","","","","","","","","18950110",",,6","","","18950110",",,6","","","","","127",",,6,10,","12.7",",,6,10,","","","","","70.1",",,,6","531",",,,6","","","","","",""
"USC00206371","1895-02","42.01667","-85.55","265.2","PARKVILLE, MI US","","","8",",6","6",",6","0",",6","5",",6","","","","","","","","","","","","","","","18950220","+,,6","","","18950220",",,6","","","","","25",",,6,20,+","8.9",",,6,20,","","","","","28.6",",,,6","151",",,,6","","","","","",""
"USC00206371","1895-03","42.01667","-85.55","265.2","PARKVILLE, MI US","","","7",",6","5",",6","0",",6","2",",6","","","","","","","","","","","","","","","18950304",",,6","","","18950331",",,6","","","","","51",",,6,04,","8.9",",,6,31,","","","","","27.7",",,,6","102",",,,6","","","","","",""
"USC00206371","1895-04","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18950408",",,6","","","","","","","15.5",",,6,08,","","","","","34.6",",,,6","","","","","","","",""
"USC00206371","1895-05","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","6",",6","0",",6","0",",6","","","","","","","","","","","","","","","18950513",",,6","","","18950518",",,6","","","","","13",",,6,13,","13.7",",,6,18,","","","","","46.4",",,,6","13",",,,6","","","","","",""
"USC00206371","1895-06","42.01667","-85.55","265.2","PARKVILLE, MI US","","","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18950604",",,6","","","","","","","15.2",",,6,04,","","","","","35.7",",,,6","","","","","","","",""
"USC00206371","1895-07","42.01667","-85.55","265.2","PARKVILLE, MI US","","","6",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18950719",",,6","","","","","","","38.1",",,6,19,","","","","","52.2",",,,6","","","","","","","",""
"USC00206371","1895-08","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","","","18950823",",,6","","","","","","","55.1",",,6,23,","","","","","120.1",",,,6","","","","","","","",""
"USC00206371","1895-09","42.01667","-85.55","265.2","PARKVILLE, MI US","","","7",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18950917",",,6","","","","","","","10.2",",,6,17,","","","","","25.4",",,,6","","","","","","","",""
"USC00206371","1895-10","42.01667","-85.55","265.2","PARKVILLE, MI US","","","8",",6","4",",6","0",",6","1",",6","","","","","","","","","","","","","","","18951020",",,6","","","18951011",",,6","","","","","25",",,6,20,","11.7",",,6,11,","","","","","30.6",",,,6","25",",,,6","","","","","",""
"USC00206371","1895-11","42.01667","-85.55","265.2","PARKVILLE, MI US","","","11",",6","11",",6","1",",6","6",",6","","","","","","","","","","","","","","","18951119","+,,6","","","18951125",",,6","","","","","76",",,6,19,+","33.0",",,6,25,","","","","","98.5",",,,6","304",",,,6","","","","","",""
"USC00206371","1895-12","42.01667","-85.55","265.2","PARKVILLE, MI US","","","13",",6","11",",6","3",",6","4",",6","","","","","","","","","","","","","","","18951230","+,,6","","","18951218",",,6","","","","","127",",,6,30,+","61.0",",,6,18,","","","","","208.9",",,,6","356",",,,6","","","","","",""
"USC00206371","1896-01","42.01667","-85.55","265.2","PARKVILLE, MI US","","","7",",6","6",",6","0",",6","2",",6","","","","","","","","","","","","","","","18960124",",,6","","","18960124",",,6","","","","","114",",,6,24,","11.4",",,6,24,","","","","","40.8",",,,6","152",",,,6","","","","","",""
"USC00206371","1896-02","42.01667","-85.55","265.2","PARKVILLE, MI US","","","6",",6","6",",6","0",",6","5",",6","","","","","","","","","","","","","","","18960212","+,,6","","","18960212","+,,6","","","","","102",",,6,12,+","10.2",",,6,12,+","","","","","35.6",",,,6","331",",,,6","","","","","",""
"USC00206371","1896-03","42.01667","-85.55","265.2","PARKVILLE, MI US","","","10",",6","9",",6","0",",6","7",",6","","","","","","","","","","","","","","","18960309",",,6","","","18960328",",,6","","","","","76",",,6,09,","13.2",",,6,28,","","","","","47.5",",,,6","252",",,,6","","","","","",""
"USC00206371","1896-04","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","7",",6","1",",6","1",",6","","","","","","","","","","","","","","","18960402",",,6","","","18960420",",,6","","","","","25",",,6,02,","39.4",",,6,20,","","","","","78.4",",,,6","25",",,,6","","","","","",""
"USC00206371","1896-05","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18960518",",,6","","","","","","","17.8",",,6,18,","","","","","74.4",",,,6","","","","","","","",""
"USC00206371","1896-06","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18960615",",,6","","","","","","","20.3",",,6,15,","","","","","68.6",",,,6","","","","","","","",""
"USC00206371","1896-07","42.01667","-85.55","265.2","PARKVILLE, MI US","","","10",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","","","18960726",",,6","","","","","","","56.1",",,6,26,","","","","","157.1",",,,6","","","","","","","",""
"USC00206371","1896-08","42.01667","-85.55","265.2","PARKVILLE, MI US","","","7",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","","","18960811",",,6","","","","","","","116.3",",,6,11,","","","","","178.4",",,,6","","","","","","","",""
"USC00206371","1896-09","42.01667","-85.55","265.2","PARKVILLE, MI US","","","13",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18960929",",,6","","","","","","","90.2",",,6,29,","","","","","173.8",",,,6","","","","","","","",""
"USC00206371","1896-10","42.01667","-85.55","265.2","PARKVILLE, MI US","","","4",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","18961018","+,,6","","","18961019",",,6","","","","","0",",T,6,18,+","8.1",",,6,19,","","","","","21.4",",,,6","0",",T,,6","","","","","",""
"USC00206371","1896-11","42.01667","-85.55","265.2","PARKVILLE, MI US","","","13",",6","10",",6","1",",6","3",",6","","","","","","","","","","","","","","","18961128","+,,6","","","18961104",",,6","","","","","51",",,6,28,+","29.2",",,6,04,","","","","","83.2",",,,6","127",",,,6","","","","","",""
"USC00206371","1896-12","42.01667","-85.55","265.2","PARKVILLE, MI US","","","8",",6","6",",6","0",",6","4",",6","","","","","","","","","","","","","","","18961222",",,6","","","18961222",",,6","","","","","51",",,6,22,","5.1",",,6,22,","","","","","20.7",",,,6","126",",,,6","","","","","",""
"USC00206371","1897-01","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","12",",6","2",",6","8",",6","","","","","","","","","","","","","","","18970120",",,6","","","18970102",",,6","","","","","102",",,6,20,","43.2",",,6,02,","","","","","133.6",",,,6","381",",,,6","","","","","",""
"USC00206371","1897-02","42.01667","-85.55","265.2","PARKVILLE, MI US","","","8",",6","8",",6","0",",6","6",",6","","","","","","","","","","","","","","","18970211",",,6","","","18970220",",,6","","","","","76",",,6,11,","8.9",",,6,20,","","","","","38.0",",,,6","227",",,,6","","","","","",""
"USC00206371","1897-03","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","12",",6","0",",6","4",",6","","","","","","","","","","","","","","","18970323",",,6","","","18970309",",,6","","","","","76",",,6,23,","20.8",",,6,09,","","","","","97.4",",,,6","203",",,,6","","","","","",""
"USC00206371","1897-04","42.01667","-85.55","265.2","PARKVILLE, MI US","","","15",",6","7",",6","0",",6","1",",6","","","","","","","","","","","","","","","18970414",",,6","","","18970424",",,6","","","","","25",",,6,14,","16.5",",,6,24,","","","","","73.0",",,,6","25",",,,6","","","","","",""
"USC00206371","1897-05","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18970522",",,6","","","","","","","34.3",",,6,22,","","","","","95.1",",,,6","","","","","","","",""
"USC00206371","1897-06","42.01667","-85.55","265.2","PARKVILLE, MI US","","","8",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18970616",",,6","","","","","","","24.9",",,6,16,","","","","","49.7",",,,6","","","","","","","",""
"USC00206371","1897-07","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18970716",",,6","","","","","","","33.0",",,6,16,","","","","","100.2",",,,6","","","","","","","",""
"USC00206371","1897-08","42.01667","-85.55","265.2","PARKVILLE, MI US","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18970801",",,6","","","","","","","10.2",",,6,01,","","","","","31.9",",,,6","","","","","","","",""
"USC00206371","1897-09","42.01667","-85.55","265.2","PARKVILLE, MI US","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18970901",",,6","","","","","","","14.2",",,6,01,","","","","","18.5",",,,6","","","","","","","",""
"USC00206371","1897-10","42.01667","-85.55","265.2","PARKVILLE, MI US","","","6",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18971011",",,6","","","","","","","38.1",",,6,11,","","","","","58.1",",,,6","","","","","","","",""
"USC00206371","1897-11","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","9",",6","1",",6","2",",6","","","","","","","","","","","","","","","18971129","+,,6","","","18971125",",,6","","","","","25",",,6,29,+","25.4",",,6,25,","","","","","123.2",",,,6","63",",,,6","","","","","",""
"USC00206371","1897-12","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","10",",6","0",",6","7",",6","","","","","","","","","","","","","","","18971217",",,6","","","18971210",",,6","","","","","102",",,6,17,","24.4",",,6,10,","","","","","69.3",",,,6","265",",,,6","","","","","",""
"USC00206371","1898-01","42.01667","-85.55","265.2","PARKVILLE, MI US","","","10",",6","10",",6","0",",6","7",",6","","","","","","","","","","","","","","","18980122",",,6","","","18980122",",,6","","","","","152",",,6,22,","20.3",",,6,22,","","","","","91.4",",,,6","456",",,,6","","","","","",""
"USC00206371","1898-02","42.01667","-85.55","265.2","PARKVILLE, MI US","","","15",",6","12",",6","0",",6","7",",6","","","","","","","","","","","","","","","18980220",",,6","","","18980217",",,6","","","","","102",",,6,20,","12.7",",,6,17,","","","","","73.2",",,,6","356",",,,6","","","","","",""
