"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00040232","1963-08","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","328.4","0","121.1","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","20","1,0","","","19630825",",,0","19630831","+,,0","19630831","+,,0","19630831","+,,0","19630816",",1,0","8.3",",0,25,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","38.3","1,0,16,","258.2",",,,0","2.5","0","2.0","1,0","0.0",",,,0","0",",,,0","22.33","1,0","32.05","1,,,0","12.60",",,,0"
"USC00040232","1963-09","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","438.3","0","109.9",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","","","19630924",",,0","19630930","+,,0","19630930","+,,0","19630913",",,0","19630904",",,0","8.9",",0,24,","0",",,0,30,+","0",",,0,30,+","2.5",",,0,13,","37.8",",0,04,","184.1",",,,0","2.5","0","0.0",",0","2.5",",,,0","0",",,,0","22.00",",0","30.53",",,,0","13.46",",,,0"
"USC00040232","1963-10","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","445.6","0","7.3",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","19631027",",,0","19631031","+,,0","19631031","+,,0","19631016",",,0","19631003",",,0","5.6",",0,27,","0",",,0,31,+","0",",,0,31,+","7.4",",,0,16,","30.6",",0,03,","108.2",",,,0","51.8","0","49.3",",0","13.8",",,,0","0",",,,0","16.98",",0","23.93",",,,0","10.04",",,,0"
"USC00040232","1963-11","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","445.6","0","0.0",",0","16",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","","","19631126","+,,0","19631130","+,,0","19631130","+,,0","19631120",",,0","19631110","+,,0","1.1",",0,26,+","0",",,0,30,+","0",",,0,30,+","26.9",",,0,20,","22.8",",0,10,+","38.7",",,,0","281.9","0","230.1",",0","67.4",",,,0","0",",,,0","10.66",",0","15.68",",,,0","5.65",",,,0"
"USC00040232","1963-12","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","445.6","0","0.0","1,0","10",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","10","1,0","0",",0","0",",0","0",",0","","","19631212",",1,0","19631231","+,,0","19631231","+,,0","19631220",",,0","19631221",",,0","-2.8","1,0,12,","0",",,0,31,+","0",",,0,31,+","2.5",",,0,20,","14.4",",0,21,","8.3","3,,,0","699.2","0","417.3",",0","5.8",",,,0","0",",,,0","4.43","1,0","7.66",",,,0","1.20","1,,,0"
"USC00040232","1964-01","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.0","0","0.0","1,0","9",",0","2",",0","1",",0","0",",0","0",",0","0",",0","11",",0","0","1,0","0","1,0","0","1,0","","","19640112",",,0","19640131","+,,0","19640131","+,,0","19640121",",,0","19640127","+,1,0","-3.3",",0,12,","0",",,0,31,+","0",",,0,31,+","50.8",",,0,21,","16.7","1,0,27,+","29.2","1,,,0","1039.6","0","340.4","1,0","71.3",",,,0","0",",,,0","6.97","1,0","12.63","1,,,0","1.32",",,,0"
"USC00040232","1964-02","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","5",",0","0",",0","","","19640203",",,0","19640229","+,,0","19640229","+,,0","19640215",",,0","19640220",",,0","-2.2",",0,03,","0",",,0,29,+","0",",,0,29,+","0.3",",,0,15,","24.4",",0,20,","97.4",",,,0","1280.5","0","240.9",",0","0.3",",,,0","0",",,,0","10.03",",0","18.13",",,,0","1.92",",,,0"
"USC00040232","1964-03","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.8","0","0.8",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","12",",0","0",",0","","","19640325","+,,0","19640331","+,,0","19640331","+,,0","19640323",",,0","19640318",",,0","0.0",",0,25,+","0",",,0,31,+","0",",,0,31,+","16.0",",,0,23,","27.2",",0,18,","138.6",",,,0","1481.5","0","201.0",",0","30.7",",,,0","0",",,,0","11.88",",0","19.09",",,,0","4.66",",,,0"
"USC00040232","1964-04","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","4.0","0","3.2",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","20",",0","1",",0","","","19640424",",,0","19640430","+,,0","19640430","+,,0","19640401",",,0","19640416",",,0","0.0",",0,24,","0",",,0,30,+","0",",,0,30,+","3.6",",,0,01,","32.2",",0,16,","182.1",",,,0","1608.4","0","126.9",",0","3.6",",,,0","0",",,,0","14.21",",0","22.81",",,,0","5.61",",,,0"
"USC00040232","1964-05","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","9.8","0","5.8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","1",",0","","","19640504",",,0","19640531","+,,0","19640531","+,,0","19640503",",,0","19640512",",,0","1.7",",0,04,","0",",,0,31,+","0",",,0,31,+","1.0",",,0,03,","32.2",",0,12,","228.0",",,,0","1702.5","0","94.1",",0","1.8",",,,0","0",",,,0","15.49",",0","23.78",",,,0","7.19",",,,0"
"USC00040232","1964-06","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","76.6","0","66.8",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","7",",0","","","19640603",",,0","19640630","+,,0","19640630","+,,0","19640609",",,0","19640624",",,0","6.7",",0,03,","0",",,0,30,+","0",",,0,30,+","19.8",",,0,09,","38.3",",0,24,","237.9",",,,0","1720.9","0","18.4",",0","20.4",",,,0","0",",,,0","19.95",",0","28.13",",,,0","11.76",",,,0"
"USC00040232","1964-07","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","220.5","0","143.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","","","19640709",",,0","19640731","+,,0","19640731","+,,0","19640731","+,,0","19640712",",,0","8.3",",0,09,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","39.4",",0,12,","297.8",",,,0","1.1","0","1.1",",0","0.0",",,,0","0",",,,0","22.94",",0","32.58",",,,0","13.30",",,,0"
"USC00040232","1964-08","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","352.4","0","131.9",",0","1",",0","1",",0","0",",0","0","1,0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","19640802",",,0","19640831","+,1,0","19640831","+,,0","19640831",",,0","19640806",",,0","9.4",",0,02,","0","1,,0,31,+","0",",,0,31,+","3.8",",,0,31,","37.8",",0,06,","268.4",",,,0","1.1","0","0.0",",0","3.8",",,,0","0",",,,0","22.59",",0","32.35",",,,0","12.83",",,,0"
"USC00040232","1964-09","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","416.0","0","63.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","7",",0","","","19640929",",,0","19640930","+,,0","19640930","+,,0","19640930","+,,0","19640924",",,0","6.1",",0,29,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","37.2",",0,24,","198.4",",,,0","20.3","0","19.2",",0","0.0",",,,0","0",",,,0","19.81",",0","29.07",",,,0","10.55",",,,0"
"USC00040232","1964-10","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","459.8","0","43.8",",0","3",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","7",",0","","","19641008",",,0","19641031","+,,0","19641031","+,,0","19641029",",,0","19641005",",,0","4.4",",0,08,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,29,","38.9",",0,05,","132.4",",,,0","48.9","0","28.6",",0","34.1",",,,0","0",",,,0","18.82",",0","28.44",",,,0","9.21",",,,0"
"USC00040232","1964-11","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","459.8","0","0.0",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","2",",0","0",",0","","","19641119",",,0","19641130","+,,0","19641130","+,,0","19641110",",,0","19641109","+,,0","-3.3",",0,19,","0",",,0,30,+","0",",,0,30,+","12.4",",,0,10,","21.1",",0,09,+","38.5",",,,0","293.0","0","244.1",",0","47.5",",,,0","0",",,,0","10.20",",0","15.33",",,,0","5.06",",,,0"
"USC00040232","1964-12","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","459.8","0","0.0","1,0","16",",0","9",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0","1,0","0","1,0","0","1,0","","","19641213",",,0","19641231","+,,0","19641231","+,,0","19641223",",,0","19641225",",1,0","-2.8",",0,13,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,23,","20.6","1,0,25,","32.6",",,,0","541.7","0","248.7","1,0","73.0",",,,0","0",",,,0","9.98","1,0","14.58","1,,,0","5.38",",,,0"
"USC00040232","1965-01","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.0","0","0.0",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","0",",0","0",",0","","","19650101",",,0","19650131","+,,0","19650131","+,,0","19650103",",,0","19650124","+,,0","-3.3",",0,01,","0",",,0,31,+","0",",,0,31,+","15.7",",,0,03,","16.1",",0,24,+","21.4","2,,,0","897.0","0","355.3",",0","53.3",",,,0","0",",,,0","6.87",",0","11.36",",,,0","2.38",",,,0"
"USC00040232","1965-02","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.0","0","0.0",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","3",",0","0",",0","","","19650213","+,,0","19650228","+,,0","19650228","+,,0","19650205",",,0","19650221",",,0","-1.1",",0,13,+","0",",,0,28,+","0",",,0,28,+","8.6",",,0,05,","22.2",",0,21,","67.3",",,,0","1140.7","0","243.7",",0","16.1",",,,0","0",",,,0","9.63",",0","15.91",",,,0","3.35",",,,0"
"USC00040232","1965-03","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.0","0","0.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","","","19650303",",,0","19650331","+,,0","19650331","+,,0","19650313",",,0","19650322",",,0","1.7",",0,03,","0",",,0,31,+","0",",,0,31,+","9.7",",,0,13,","25.6",",0,22,","100.5","2,,,0","1341.5","0","200.8",",0","26.3",",,,0","0",",,,0","11.86",",0","18.75",",,,0","4.96",",,,0"
"USC00040232","1965-04","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","17.2","0","17.2",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","1",",0","","","19650407",",,0","19650430","+,,0","19650430","+,,0","19650409",",,0","19650428",",,0","1.7",",0,07,","0",",,0,30,+","0",",,0,30,+","14.2",",,0,09,","32.2",",0,28,","123.5",",,,0","1474.8","0","133.3",",0","46.5",",,,0","0",",,,0","14.47",",0","20.34",",,,0","8.59",",,,0"
"USC00040232","1965-05","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","47.0","0","29.8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","19650508",",,0","19650531","+,,0","19650531","+,,0","19650521",",,0","19650530","+,,0","4.4",",0,08,","0",",,0,31,+","0",",,0,31,+","1.0",",,0,21,","31.7",",0,30,+","253.5",",,,0","1519.2","0","44.4",",0","1.0",",,,0","0",",,,0","17.86",",0","26.48",",,,0","9.25",",,,0"
"USC00040232","1965-06","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","80.5","0","33.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","","","19650626",",,0","19650630","+,,0","19650630","+,,0","19650630","+,,0","19650629",",,0","7.2",",0,26,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","33.9",",0,29,","250.2",",,,0","1545.1","0","25.9",",0","0.0",",,,0","0",",,,0","18.59",",0","26.19",",,,0","10.99",",,,0"
"USC00040232","1965-07","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","193.2","0","112.7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","19650712","+,,0","19650731","+,,0","19650731","+,,0","19650718",",,0","19650723","+,,0","9.4",",0,12,+","0",",,0,31,+","0",",,0,31,+","0.8",",,0,18,","35.0",",0,23,+","276.6",",,,0","2.2","0","2.2",",0","0.8",",,,0","0",",,,0","21.90",",0","31.04",",,,0","12.76",",,,0"
"USC00040232","1965-08","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","354.8","0","161.6",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","19650831","+,,0","19650831","+,,0","19650831","+,,0","19650812",",,0","19650811",",,0","11.7",",0,31,+","0",",,0,31,+","0",",,0,31,+","7.1",",,0,12,","37.2",",0,11,","244.8",",,,0","2.2","0","0.0",",0","7.1",",,,0","0",",,,0","23.55",",0","32.33",",,,0","14.76",",,,0"
"USC00040232","1965-09","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","379.0","0","24.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","","","19650920","+,,0","19650930","+,,0","19650930","+,,0","19650929","+,,0","19650916","+,,0","6.1",",0,20,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,29,+","33.3",",0,16,+","182.1",",,,0","23.2","0","21.0",",0","0.0",",T,,0","0",",,,0","18.44",",0","27.21",",,,0","9.67",",,,0"
"USC00040232","1965-10","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","400.1","0","21.1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","19651029",",,0","19651031","+,,0","19651031","+,,0","19651015",",,0","19651025","+,,0","5.6",",0,29,","0",",,0,31,+","0",",,0,31,+","1.3",",,0,15,","32.2",",0,25,+","130.6",",,,0","45.6","0","22.4",",0","1.3",",,,0","0",",,,0","18.29",",0","27.60",",,,0","8.98",",,,0"
"USC00040232","1965-11","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","400.1","0","0.0",",0","14",",0","10",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","6",",0","0",",0","","","19651128",",,0","19651130","+,,0","19651130","+,,0","19651113",",,0","19651101",",,0","0.0",",0,28,","0",",,0,30,+","0",",,0,30,+","20.3",",,0,13,","26.1",",0,01,","45.6",",,,0","221.9","0","176.3",",0","80.0",",,,0","0",",,,0","12.46",",0","17.68",",,,0","7.23",",,,0"
"USC00040232","1965-12","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","400.1","0","0.0",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","0",",0","0",",0","","","19651221",",,0","19651231","+,,0","19651231","+,,0","19651229",",,0","19651201",",,0","-6.1",",0,21,","0",",,0,31,+","0",",,0,31,+","22.1",",,0,29,","18.3",",0,01,","22.1",",,,0","631.0","0","409.1",",0","65.4",",,,0","0",",,,0","5.14",",0","9.25",",,,0","1.02",",,,0"
"USC00040232","1966-01","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.0","0","0.0",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","16",",0","0",",0","0",",0","0",",0","","","19660121",",,0","19660131","+,,0","19660131","+,,0","19660130",",,0","19660116",",,0","-4.4",",0,21,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,30,","18.3",",0,16,","34.4","4,,,0","985.3","0","354.3",",0","39.6",",,,0","0",",,,0","6.90",",0","12.96",",,,0","0.85",",,,0"
"USC00040232","1966-02","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.0","0","0.0",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","0",",0","0",",0","","","19660214",",,0","19660228","+,,0","19660228","+,,0","19660204",",,0","19660228","+,,0","-3.3",",0,14,","0",",,0,28,+","0",",,0,28,+","6.9",",,0,04,","17.2",",0,28,+","50.1","3,,,0","1259.6","0","274.3",",0","27.9",",,,0","0",",,,0","8.54",",0","14.35",",,,0","2.73",",,,0"
"USC00040232","1966-03","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","8",",0","0",",0","","","19660304",",,0","19660331","+,,0","19660331","+,,0","19660310",",,0","19660331",",,0","-2.8",",0,04,","0",",,0,31,+","0",",,0,31,+","6.1",",,0,10,","28.3",",0,31,","117.5",",,,0","1458.1","0","198.5",",0","6.4",",,,0","0",",,,0","11.93",",0","18.85",",,,0","5.01",",,,0"
"USC00040232","1966-04","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","19.2","0","19.2",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","19660420",",,0","19660430","+,,0","19660430","+,,0","19660412",",,0","19660425","+,,0","3.3",",0,20,","0",",,0,30,+","0",",,0,30,+","5.6",",,0,12,","31.7",",0,25,+","175.2","2,,,0","1513.4","0","55.3",",0","10.2",",,,0","0",",,,0","17.13",",0","25.65",",,,0","8.61",",,,0"
"USC00040232","1966-05","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","45.8","0","26.6",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","","","19660501",",,0","19660531","+,,0","19660531","+,,0","19660509",",,0","19660519",",,0","6.1",",0,01,","0",",,0,31,+","0",",,0,31,+","5.1",",,0,09,","33.3",",0,19,","233.3",",,,0","1543.8","0","30.4",",0","7.9",",,,0","0",",,,0","18.21",",0","26.72",",,,0","9.71",",,,0"
"USC00040232","1966-06","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","171.6","0","125.8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","13",",0","","","19660603","+,,0","19660630","+,,0","19660630","+,,0","19660607",",,0","19660615",",,0","6.7",",0,03,+","0",",,0,30,+","0",",,0,30,+","1.5",",,0,07,","41.1",",0,15,","284.1",",,,0","1557.4","0","13.6",",0","1.5",",,,0","0",",,,0","22.08",",0","30.47",",,,0","13.68",",,,0"
"USC00040232","1966-07","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","264.7","0","93.1",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","","","19660715",",,0","19660731","+,,0","19660731","+,,0","19660731",",,0","19660724","+,,0","8.9",",0,15,","0",",,0,31,+","0",",,0,31,+","5.1",",,0,31,","36.7",",0,24,+","280.7",",,,0","0.3","0","0.3",",0","5.1",",,,0","0",",,,0","21.33",",0","30.58",",,,0","12.08",",,,0"
"USC00040232","1966-08","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","415.9","0","151.2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","","","19660823",",,0","19660831","+,,0","19660831","+,,0","19660831",",,0","19660807",",,0","9.4",",0,23,","0",",,0,31,+","0",",,0,31,+","0.8",",,0,31,","40.0",",0,07,","261.2",",,,0","1.1","0","0.8",",0","0.8",",,,0","0",",,,0","23.18",",0","32.73",",,,0","13.64",",,,0"
"USC00040232","1966-09","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","508.2","0","92.3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","","","19660914",",,0","19660930","+,,0","19660930","+,,0","19660919",",,0","19660930",",,0","7.8",",0,14,","0",",,0,30,+","0",",,0,30,+","2.0",",,0,19,","38.9",",0,30,","207.2",",,,0","5.0","0","3.9",",0","2.0",",,,0","0",",,,0","21.28",",0","30.19",",,,0","12.37",",,,0"
"USC00040232","1966-10","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","518.8","0","10.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","19661015",",,0","19661031","+,,0","19661031","+,,0","19661031","+,,0","19661011",",,0","3.3",",0,15,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","32.2",",0,11,","137.0",",,,0","61.8","0","56.8",",0","0.0",",,,0","0",",,,0","16.84",",0","25.89",",,,0","7.79",",,,0"
"USC00040232","1966-11","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","518.8","0","0.0",",0","9",",0","8",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","6",",0","0",",0","","","19661125",",,0","19661130","+,,0","19661130","+,,0","19661120",",,0","19661102","+,,0","0.0",",0,25,","0",",,0,30,+","0",",,0,30,+","15.0",",,0,20,","28.3",",0,02,+","42.1","4,,,0","236.1","0","174.3",",0","82.9",",,,0","0",",,,0","12.52",",0","18.55",",,,0","6.50",",,,0"
"USC00040232","1966-12","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","518.8","0","0.0","1,0","11",",0","5",",0","1",",0","0",",0","0",",0","0","1,0","6","1,0","0",",0","0",",0","0",",0","","","19661229","+,1,0","19661231","+,,0","19661231","+,,0","19661206",",,0","19661204",",,0","-2.8","1,0,29,+","0",",,0,31,+","0",",,0,31,+","26.7",",,0,06,","17.2",",0,04,","27.9","5,,,0","551.9","0","315.8",",0","64.4",",,,0","0",",,,0","7.80","1,0","11.53",",,,0","4.07","1,,,0"
"USC00040232","1967-01","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.0","0","0.0",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","11",",0","0",",0","0",",0","0",",0","","","19670108",",,0","19670131","+,,0","19670131","+,,0","19670122",",,0","19670114",",,0","-3.3",",0,08,","0",",,0,31,+","0",",,0,31,+","38.1",",,0,22,","18.3",",0,14,","27.4","3,,,0","891.9","0","340.0",",0","133.4",",,,0","0",",,,0","7.36",",0","12.69",",,,0","2.04",",,,0"
"USC00040232","1967-02","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.0","0","0.0",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","0",",0","0",",0","","","19670222","+,,0","19670228","+,,0","19670228","+,,0","19670225",",,0","19670214",",,0","-1.7",",0,22,+","0",",,0,28,+","0",",,0,28,+","6.4",",,0,25,","20.0",",0,14,","42.8","2,,,0","1167.7","0","275.8",",0","7.6",",,,0","0",",,,0","8.48",",0","14.35",",,,0","2.62",",,,0"
"USC00040232","1967-03","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.0","0","0.0",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","2",",0","0",",0","","","19670306",",,0","19670331","+,,0","19670331","+,,0","19670316",",,0","19670309","+,,0","0.0",",0,06,","0",",,0,31,+","0",",,0,31,+","19.8",",,0,16,","21.1",",0,09,+","80.1","1,,,0","1397.3","0","229.6",",0","88.7",",,,0","0",",,,0","10.93",",0","16.96",",,,0","4.90",",,,0"
"USC00040232","1967-04","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.0","0","0.0",",0","14",",0","11",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","","","19670401",",,0","19670430","+,,0","19670430","+,,0","19670422",",,0","19670413",",,0","-1.1",",0,01,","0",",,0,30,+","0",",,0,30,+","15.2",",,0,22,","20.6",",0,13,","79.6","1,,,0","1656.4","0","259.1",",0","66.5",",,,0","0",",,,0","9.70",",0","15.20",",,,0","4.19",",,,0"
"USC00040232","1967-05","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","37.7","0","37.7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","7",",0","","","19670501",",,0","19670531","+,,0","19670531","+,,0","19670510",",,0","19670522",",,0","2.2",",0,01,","0",",,0,31,+","0",",,0,31,+","1.5",",,0,10,","35.6",",0,22,","211.5",",,,0","1720.5","0","64.1",",0","1.5",",,,0","0",",,,0","17.48",",0","26.52",",,,0","8.45",",,,0"
"USC00040232","1967-06","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","95.3","0","57.6",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","4",",0","","","19670613",",,0","19670630","+,,0","19670630","+,,0","19670603",",,0","19670629",",,0","7.8",",0,13,","0",",,0,30,+","0",",,0,30,+","5.6",",,0,03,","36.1",",0,29,","210.6",",,,0","1748.9","0","28.4",",0","15.5",",,,0","0",",,,0","19.31",",0","27.02",",,,0","11.59",",,,0"
