"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00107644","1987-01","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","0.0","0","0.0",",0","","","","","","","29","1,0","","","11",",0","31",",0","20",",0","0",",0","0",",0","19870117",",,0","19870128",",1,0","","","","","19870127",",,0","-23.9",",0,17,","203","1,,0,28,","","","","","8.3",",0,27,","","","2701.0","0","  -0.6","4,,,0,0,2","827.2",",0","   1.7","3,,,0,0,2","  -6.1","4,,,0,0,2","  -6.1","3,,,0,0,2","  -4.0","4,,,0,0,2","","","  -2.9","3,,,0,0,2","","","","","","","-8.35",",0","-2.30",",,,0","-14.41",",,,0","",""
"USC00107644","1987-02","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","0.0","0","0.0",",0","9","1,0","5","1,0","0","1,0","19",",0","6",",0","1",",0","26",",0","5",",0","0",",0","0",",0","19870220",",,0","19870204",",,0","19870226","+,,0","19870203",",1,0","19870215","+,,0","-17.8",",0,20,","152",",,0,04,","51",",,0,26,+","7.9","1,,0,03,","8.9",",0,15,+","","","3252.2","0","   1.7",",,,0,0,2","551.2",",0","   2.2","1,,,0,0,2","  -0.6",",,,0,0,2","   0.0","1,,,0,0,2","   0.8",",,,0,0,2","","","   1.3","1,,,0,0,2","","","25.9","1,,,0","306",",,,0","-1.35",",0","3.78",",,,0","-6.49",",,,0","",""
"USC00107644","1987-03","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","0.0","0","0.0",",0","8",",0","4",",0","1",",0","1",",0","2",",0","0",",0","29",",0","0",",0","0",",0","0",",0","19870329",",,0","19870309",",,0","19870309",",,0","19870309",",,0","19870306",",,0","-13.9",",0,29,","51",",,0,09,","51",",,0,09,","26.7",",,0,09,","17.2",",0,06,","","","3748.7","0","   3.9",",,,0,0,2","496.5",",0","   6.1",",,,0,0,2","   0.0",",,,0,0,2","   1.1",",,,0,0,2","   2.4",",,,0,0,2","","","   3.6",",,,0,0,2","","","43.1",",,,0","76",",,,0","2.32",",0","8.41",",,,0","-3.77",",,,0","",""
"USC00107644","1987-04","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","0.0","0","0.0",",0","3",",0","2",",0","0",",0","0","1,0","1",",0","0",",0","15",",0","0",",0","13",",0","0",",0","19870402",",,0","19870430","+,1,0","19870419",",,0","19870419",",,0","19870428",",,0","-7.8",",0,02,","0","1,,0,30,+","38",",,0,19,","3.0",",,0,19,","28.3",",0,28,","","","4013.2","0","  14.4",",,,0,0,2","264.5",",0","  17.8",",,,0,0,2","   1.1",",,,0,0,2","   6.7",",,,0,0,2","   7.8",",,,0,0,2","","","  12.1",",,,0,0,2","","","6.0",",,,0","38",",,,0","9.52",",0","19.26",",,,0","-0.23",",,,0","",""
"USC00107644","1987-05","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","1.4","0","1.4",",0","12",",0","9",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","15",",0","0",",0","19870503",",,0","19870531","+,,0","19870531","+,,0","19870517",",,0","19870515",",,0","-0.6",",0,03,","0",",,0,31,+","0",",,0,31,+","20.3",",,0,17,","30.0",",0,15,","","","4162.4","0","  16.7",",,,0,0,2","149.2",",0","  21.1",",,,0,0,2","  11.1",",,,0,0,2","  13.3",",,,0,0,2","  14.0",",,,0,0,2","","","  17.2",",,,0,0,2","","","96.9",",,,0","0",",,,0","13.56",",0","21.47",",,,0","5.65",",,,0","6483","1,,,0"
"USC00107644","1987-06","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","12.8","0","11.4",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","25",",0","0",",0","19870602",",,0","19870630","+,,0","19870630","+,,0","19870611",",,0","19870628",",,0","-1.1",",0,02,","0",",,0,30,+","0",",,0,30,+","14.0",",,0,11,","31.7",",0,28,","180.7","2,,,0","4237.2","0","  18.9",",,,0,0,2","74.8",",0","  22.2",",,,0,0,2","  13.3",",,,0,0,2","  15.6",",,,0,0,2","  15.9",",,,0,0,2","","","  18.6",",,,0,0,2","","","48.3",",,,0","0",",,,0","16.22",",0","25.01",",,,0","7.42",",,,0","5811",",,,0"
"USC00107644","1987-07","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","46.9","0","34.1",",0","10","1,0","3","1,0","0","1,0","0","1,0","0","1,0","0",",0","0",",0","0",",0","26",",0","4",",0","19870719",",,0","19870731","+,1,0","19870731","+,1,0","19870718",",1,0","19870727",",,0","2.8",",0,19,","0","1,,0,31,+","0","1,,0,31,+","16.0","1,,0,18,","33.9",",0,27,","","","49.8","0","  21.1",",,,0,0,2","49.8",",0","  29.4",",,,0,0,2","  13.9",",,,0,0,2","  18.3",",,,0,0,2","  17.9",",,,0,0,2","","","  23.9",",,,0,0,2","","","42.4","1,,,0","0","1,,,0","17.82",",0","26.67",",,,0","8.98",",,,0","",""
"USC00107644","1987-08","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","69.3","0","22.4",",0","3","1,0","1","1,0","0","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","19870818",",,0","19870831","+,,0","19870831","+,,0","19870825",",1,0","19870811","+,,0","2.2",",0,18,","0",",,0,31,+","0",",,0,31,+","3.6","1,,0,25,","32.8",",0,11,+","220.8","4,,,0","100.4","0","  19.4",",,,0,0,2","50.6",",0","  22.2","1,,,0,0,2","  11.1",",,,0,0,2","  17.8","1,,,0,0,2","  17.3",",,,0,0,2","","","  19.6","1,,,0,0,2","","","6.4","1,,,0","0",",,,0","17.42",",0","27.89",",,,0","6.95",",,,0","7210",",,,0"
"USC00107644","1987-09","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","73.5","0","4.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","25",",0","2",",0","19870927",",,0","19870930","+,,0","19870930","+,,0","19870930","+,,0","19870902",",,0","-2.8",",0,27,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","32.8",",0,02,","","","223.7","0","  18.3","1,,,0,0,2","123.3",",0","  19.4","1,,,0,0,2","  12.2","1,,,0,0,2","  13.3","1,,,0,0,2","  14.9","1,,,0,0,2","","","  16.5","1,,,0,0,2","","","0.0",",,,0","0",",,,0","14.36",",0","26.03",",,,0","2.69",",,,0","5479",",,,0"
"USC00107644","1987-10","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","73.5","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","9",",0","0",",0","19871017","+,,0","19871031","+,,0","19871031","+,,0","19871024",",,0","19871004","+,,0","-8.3",",0,17,+","0",",,0,31,+","0",",,0,31,+","1.3",",,0,24,","27.2",",0,04,+","","","566.8","0","  12.2","2,,,0,0,2","343.1",",0","  13.3","2,,,0,0,2","   5.6","2,,,0,0,2","   7.2","2,,,0,0,2","   8.9","2,,,0,0,2","","","  10.2","2,,,0,0,2","","","1.3",",,,0","0",",,,0","7.26",",0","18.75",",,,0","-4.22",",,,0","",""
"USC00107644","1987-11","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","73.5","0","0.0",",0","10","2,0","7","2,0","0","2,0","9",",0","3",",0","0",",0","24",",0","6",",0","0",",0","0",",0","19871127",",,0","19871127","+,,0","19871123",",,0","19871107",",2,0","19871101",",,0","-15.6",",0,27,","102",",,0,27,+","51",",,0,23,","8.4","2,,0,07,","17.2",",0,01,","","","1118.4","0","  10.6",",,,0,0,2","551.6",",0","  12.8","1,,,0,0,2","  -0.6",",,,0,0,2","   0.6","1,,,0,0,2","   4.3",",,,0,0,2","","","   5.2","1,,,0,0,2","","","38.4","2,,,0","114",",,,0","-0.05",",0","5.66",",,,0","-5.77",",,,0","",""
"USC00107644","1987-12","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","73.5","0","0.0",",0","7","1,0","2","1,0","0","1,0","19",",0","5",",0","4",",0","28",",0","17",",0","0",",0","0",",0","19871224",",,0","19871231",",,0","19871210",",,0","19871210",",1,0","19871207","+,,0","-23.9",",0,24,","76",",,0,31,","76",",,0,10,","4.8","1,,0,10,","12.2",",0,07,+","","","1837.0","0","   2.2","2,,,0,0,2","718.6",",0","   2.8","2,,,0,0,2","  -6.1","2,,,0,0,2","  -5.6","2,,,0,0,2","  -1.4","2,,,0,0,2","","","  -0.4","2,,,0,0,2","","","13.5","1,,,0","228",",,,0","-4.85",",0","0.70",",,,0","-10.40",",,,0","",""
"USC00107644","1988-01","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","0.0","0","0.0","1,0","7","5,0","2","5,0","0","5,0","29","2,0","7",",0","10","1,0","30","1,0","22","1,0","0","1,0","0","1,0","19880120",",1,0","19880128","+,2,0","19880116",",,0","19880116",",5,0","19880115",",1,0","-25.0","1,0,20,","203","2,,0,28,+","89",",,0,16,","9.4","5,,0,16,","5.6","1,0,15,","","","2636.4","0","   1.7","2,,,0,0,2","799.4","1,0","   2.8","2,,,0,0,2","  -3.9","2,,,0,0,2","  -3.3","2,,,0,0,2","  -1.5","2,,,0,0,2","","","  -0.7","2,,,0,0,2","","","27.3","3,a,,0","355",",,,0","-8.31","1,0","-3.23","1,,,0","-13.39","1,,,0","",""
"USC00107644","1988-02","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","0.0","0","0.0",",0","4","2,0","1","2,0","0","2,0","28","1,0","4",",0","2",",0","29",",0","10",",0","0",",0","0",",0","19880206","+,,0","19880203",",1,0","19880202",",,0","19880216",",2,0","19880228","+,,0","-18.3",",0,06,+","229","1,,0,03,","51",",,0,02,","2.5","2,,0,16,","6.7",",0,28,+","","","3292.9","0","   1.1",",,,0,0,2","656.5",",0","   2.8",",,,0,0,2","  -2.2",",,,0,0,2","  -1.7",",,,0,0,2","  -0.5",",,,0,0,2","","","   0.6",",,,0,0,2","","","3.6","2,,,0","149",",,,0","-4.31",",0","1.47",",,,0","-10.08",",,,0","",""
"USC00107644","1988-03","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","0.0","0","0.0",",0","7",",0","3",",0","0",",0","3","1,0","2","1,0","0",",0","29",",0","0",",0","0",",0","0",",0","19880313",",,0","19880315","+,1,0","19880330",",1,0","19880330",",,0","19880327",",,0","-12.2",",0,13,","25","1,,0,15,+","64","1,,0,30,","5.8",",,0,30,","17.8",",0,27,","","","3836.1","0","   2.2",",,,0,0,2","543.2",",0","   3.3",",,,0,0,2","  -1.1",",,,0,0,2","   0.6",",,,0,0,2","   0.9",",,,0,0,2","","","   1.6",",,,0,0,2","","","14.5",",,,0","102","1,,,0","0.81",",0","6.85",",,,0","-5.23",",,,0","",""
"USC00107644","1988-04","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","0.0","0","0.0",",0","12",",0","6",",0","0",",0","1",",0","0",",0","0",",0","13",",0","0",",0","9",",0","0",",0","19880410",",,0","19880408",",,0","19880426","+,,0","19880423",",,0","19880417","+,,0","-6.7",",0,10,","25",",,0,08,","13",",,0,26,+","7.4",",,0,23,","25.6",",0,17,+","","","4133.4","0","  12.2",",,,1,0,2","297.3",",0","  13.9",",,,1,0,2","   2.2",",,,1,0,2","   2.8",",,,1,0,2","   7.5",",,,1,0,2","","","   9.9",",,,1,0,2","","","29.7",",,,0","26",",,,0","8.42",",0","16.31",",,,0","0.53",",,,0","",""
"USC00107644","1988-05","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","3.9","0","3.9",",0","7",",0","2",",0","0",",0","0","1,0","1",",0","0",",0","6",",0","0",",0","16",",0","0",",0","19880502",",,0","19880531","+,1,0","19880501",",,0","19880507",",,0","19880527","+,,0","-4.4",",0,02,","0","1,,0,31,+","25",",,0,01,","5.1",",,0,07,","30.0",",0,27,+","","","4337.7","0","  18.3",",,,0,0,2","204.3",",0","  19.4",",,,0,0,2","   6.7",",,,0,0,2","  10.0",",,,0,0,2","  12.6",",,,0,0,2","","","  15.3",",,,0,0,2","","","15.6",",,,0","25",",,,0","11.87",",0","20.36",",,,0","3.37",",,,0","",""
"USC00107644","1988-06","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","76.4","0","72.5",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","9",",0","19880609",",,0","19880630","+,,0","19880630","+,,0","19880602",",,0","19880626",",,0","2.2",",0,09,","0",",,0,30,+","0",",,0,30,+","5.3",",,0,02,","38.9",",0,26,","","","4385.2","0","  22.2",",,,0,0,2","47.5",",0","  26.1",",,,0,0,2","  12.2",",,,0,0,2","  12.8",",,,0,0,2","  18.7",",,,0,0,2","","","  21.9",",,,0,0,2","","","10.2",",,,0","0",",,,0","19.17",",0","28.97",",,,0","9.37",",,,0","",""
"USC00107644","1988-07","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","159.7","0","83.3","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","18",",0","19880707",",1,0","19880731","+,,0","19880731","+,,0","19880731","+,,0","19880726",",,0","3.3","1,0,07,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","35.6",",0,26,","","","10.9","0","  23.3",",,,0,0,2","10.9",",0","  26.1",",,,0,0,2","  17.2",",,,0,0,2","  22.2",",,,0,0,2","  20.7",",,,0,0,2","","","  24.3",",,,0,0,2","","","0.0",",,,0","0",",,,0","20.78","1,0","31.52",",,,0","10.03","1,,,0","",""
"USC00107644","1988-08","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","191.9","0","32.2","1,0","1",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","7",",0","19880822",",1,0","19880831","+,,0","19880831","+,,0","19880812",",,0","19880826",",,0","1.7","1,0,22,","0",",,0,31,+","0",",,0,31,+","4.1",",,0,12,","35.0",",0,26,","","","27.5","0","  21.7",",,,0,0,2","16.6",",0","  25.0",",,,0,0,2","  18.3",",,,0,0,2","  21.1",",,,0,0,2","  20.0",",,,0,0,2","","","  22.5",",,,0,0,2","","","4.1",",,,0","0",",,,0","18.92","1,0","30.23",",,,0","7.61","1,,,0","",""
"USC00107644","1988-09","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","","","","","3",",0","1",",0","0",",0","0",",0","0",",0","","","","","0","5,0","13","5,0","0","5,0","","","19880930","+,,0","19880930","+,,0","19880928",",,0","19880910","+,5,0","","","0",",,0,30,+","0",",,0,30,+","3.0",",,0,28,","31.7","5,0,10,+","","","","","","","","","","","","","","","","","","","","","","","6.3",",,,0","0",",,,0","","","22.37","5,,,0","","","",""
"USC00107644","1988-10","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","","","0.0","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","16","1,0","0","1,0","15","1,0","0","1,0","19881031",",1,0","19881031","+,,0","19881031","+,,0","19881031","+,,0","19881002",",1,0","-4.4","1,0,31,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","28.9","1,0,02,","","","","","  13.9","2,,,0,0,2","223.0","1,0","  15.6","1,,,0,0,2","   9.4","2,,,0,0,2","  10.6","1,,,0,0,2","  11.5","2,,,0,0,2","","","  13.0","1,,,0,0,2","","","0.0",",,,0","0",",,,0","10.90","1,0","21.17","1,,,0","0.63","1,,,0","",""
"USC00107644","1988-11","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","","","0.0",",0","12",",0","6",",0","0",",0","11","3,0","6","1,0","0",",0","29",",0","8",",0","0",",0","0",",0","19881126",",,0","19881129","+,3,0","19881129","+,1,0","19881128",",,0","19881101",",,0","-15.0",",0,26,","127","3,,0,29,+","76","1,,0,29,+","10.2",",,0,28,","20.0",",0,01,","","","","","   9.4","1,,,0,0,2","584.0",",0","  10.0","1,,,0,0,2","   1.7","1,,,0,0,2","   2.2","1,,,0,0,2","   5.0","1,,,0,0,2","","","   5.7","1,,,0,0,2","","","39.3",",,,0","343","1,,,0","-1.14",",0","4.37",",,,0","-6.64",",,,0","",""
"USC00107644","1988-12","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","","","0.0","2,0","12",",0","5",",0","0",",0","31",",0","9",",0","16","1,0","30","1,0","22","1,0","0","1,0","0","1,0","19881227",",1,0","19881230",",,0","19881224",",,0","19881224",",,0","19881213",",1,0","-27.2","1,0,27,","660",",,0,30,","178",",,0,24,","11.7",",,0,24,","5.6","1,0,13,","","","","","   2.2",",,,0,0,2","819.9","1,0","   2.2",",,,0,0,2","   1.1",",,,0,0,2","   1.1",",,,0,0,2","   1.7",",,,0,0,2","","","   1.7",",,,0,0,2","","","39.9",",,,0","698",",,,0","-9.95","2,0","-2.58","1,,,0","-17.32","1,,,0","",""
"USC00107644","1989-01","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","0.0","0","0.0",",0","7",",0","4",",0","0",",0","","","5",",0","14",",0","31",",0","24",",0","0",",0","0",",0","19890125",",,0","","","19890109",",,0","19890109",",,0","19890111",",,0","-28.3",",0,25,","","","127",",,0,09,","10.2",",,0,09,","2.2",",0,11,","","","","","   1.7",",,,0,0,2","896.2",",0","   2.2",",,,0,0,2","   1.7",",,,0,0,2","   1.7",",,,0,0,2","   1.7",",,,0,0,2","","","   1.7",",,,0,0,2","","","24.5",",,,0","305",",,,0","-10.58",",0","-4.03",",,,0","-17.13",",,,0","",""
"USC00107644","1989-02","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","0.0","0","0.0","4,0","10",",0","8",",0","0",",0","","","10",",0","12","2,0","26","2,0","15","2,0","0","2,0","0","2,0","19890207",",2,0","","","19890219",",,0","19890221",",,0","19890227",",2,0","-32.8","2,0,07,","","","152",",,0,19,","15.5",",,0,21,","7.8","2,0,27,","","","","","   1.7",",,,0,0,2","649.5","2,0","   3.3",",,,0,0,2","   1.1",",,,0,0,2","   1.7",",,,0,0,2","   1.6",",,,0,0,2","","","   1.8",",,,0,0,2","","","58.0",",,,0","723",",,,0","-9.04","4,0","-2.72","2,,,0","-15.37","2,,,0","",""
"USC00107644","1989-03","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","0.0","0","0.0",",0","13",",0","11",",0","0",",0","","","4",",0","0",",0","27",",0","3",",0","0",",0","0",",0","19890305",",,0","","","19890316",",,0","19890325",",,0","19890309",",,0","-14.4",",0,05,","","","76",",,0,16,","8.6",",,0,25,","12.8",",0,09,","","","","","","","563.5",",0","","","","","","","","","","","","","","","51.6",",,,0","190",",,,0","0.16",",0","5.18",",,,0","-4.86",",,,0","",""
"USC00107644","1989-04","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","0","1,0","1",",0","0",",0","17",",0","0",",0","7",",0","0",",0","19890410",",,0","19890430","+,1,0","19890426",",,0","19890426",",,0","19890421",",,0","-8.9",",0,10,","0","1,,0,30,+","38",",,0,26,","15.7",",,0,26,","26.7",",0,21,","","","","","  11.1",",,,0,0,2","349.3",",0","  12.2",",,,0,0,2","   2.8",",,,0,0,2","   4.4",",,,0,0,2","   7.3",",,,0,0,2","","","   9.0",",,,0,0,2","","","16.5",",,,0","38",",,,0","6.69",",0","14.61",",,,0","-1.23",",,,0","",""
"USC00107644","1989-05","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","0.0","0","0.0","1,0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0","1,0","11","1,0","0","1,0","19890519","+,,0","19890531","+,,0","19890531","+,,0","19890513",",,0","19890510",",1,0","-3.9",",0,19,+","0",",,0,31,+","0",",,0,31,+","8.6",",,0,13,","26.1","1,0,10,","","","","","  12.8",",,,0,0,2","235.2","1,0","  15.6",",,,0,0,2","   7.2",",,,0,0,2","  10.6",",,,0,0,2","  10.8",",,,0,0,2","","","  13.0",",,,0,0,2","","","35.7",",,,0","0",",,,0","10.45","1,0","19.60","1,,,0","1.31",",,,0","",""
"USC00107644","1989-06","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","5.5","0","5.5","1,0","8",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","24",",0","0",",0","19890621",",1,0","19890630","+,,0","19890630","+,,0","19890604",",,0","19890630",",,0","1.1","1,0,21,","0",",,0,30,+","0",",,0,30,+","11.7",",,0,04,","30.0",",0,30,","","","","","  17.2","1,,,0,0,2","90.9",",0","  18.9","1,,,0,0,2","  10.6","1,,,0,0,2","  13.3","1,,,0,0,2","  14.9","1,,,0,0,2","","","  16.6","1,,,0,0,2","","","31.1",",,,0","0",",,,0","15.49","1,0","23.77",",,,0","7.20","1,,,0","6830",",,,0"
"USC00107644","1989-07","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","82.1","0","76.6","1,0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","17",",0","19890702",",1,0","19890731","+,,0","19890731","+,,0","19890713",",,0","19890727",",,0","6.7","1,0,02,","0",",,0,31,+","0",",,0,31,+","2.3",",,0,13,","35.6",",0,27,","217.7",",,,0","3.6","0","  21.7",",,,0,0,2","3.6",",0","  23.3",",,,0,0,2","  17.8",",,,0,0,2","  18.3",",,,0,0,2","  19.5",",,,0,0,2","","","  20.9",",,,0,0,2","","","2.3",",,,0","0",",,,0","20.81","1,0","31.18",",,,0","10.44","1,,,0","5791",",,,0"
"USC00107644","1989-08","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","116.2","0","34.1",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","29",",0","2",",0","19890826",",,0","19890831","+,,0","19890831","+,,0","19890813",",,0","19890801",",,0","0.0",",0,26,","0",",,0,31,+","0",",,0,31,+","3.6",",,0,13,","37.2",",0,01,","188.3",",,,0","53.2","0","  22.2",",,,0,0,2","49.6",",0","  23.9",",,,0,0,2","  13.9",",,,0,0,2","  16.1",",,,0,0,2","  18.0",",,,0,0,2","","","  20.3",",,,0,0,2","","","9.3",",,,0","0",",,,0","17.83",",0","27.87",",,,0","7.79",",,,0","7201",",,,0"
"USC00107644","1989-09","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","116.5","0","0.3",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","24",",0","0",",0","19890913",",,0","19890930","+,,0","19890930","+,,0","19890918",",,0","19890917",",,0","-2.8",",0,13,","0",",,0,30,+","0",",,0,30,+","12.7",",,0,18,","30.0",",0,17,","148.3",",,,0","197.5","0","  16.7",",,,0,0,2","144.3",",0","  18.9",",,,0,0,2","  11.7",",,,0,0,2","  14.4",",,,0,0,2","  14.0",",,,0,0,2","","","  16.5",",,,0,0,2","","","19.9",",,,0","0",",,,0","13.53",",0","24.34",",,,0","2.72",",,,0","6113",",,,0"
"USC00107644","1989-10","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","116.5","0","0.0","2,0","8",",0","3",",0","0",",0","3",",0","1",",0","0","1,0","17","1,0","1","1,0","4","1,0","0","1,0","19891029",",1,0","19891030","+,,0","19891028",",,0","19891004",",,0","19891013","+,1,0","-9.4","1,0,29,","25",",,0,30,+","51",",,0,28,","6.9",",,0,04,","23.3","1,0,13,+","","","522.4","0","  13.3","1,,,0,0,2","324.9","1,0","  15.6","1,,,0,0,2","   3.9","1,,,0,0,2","   6.7","1,,,0,0,2","   8.8","1,,,0,0,2","","","  11.9","1,,,0,0,2","","","20.9",",,,0","51",",,,0","7.14","2,0","14.92","1,,,0","-0.63","1,,,0","",""
"USC00107644","1989-11","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","116.5","0","0.0",",0","4",",0","1",",0","0",",0","5",",0","1",",0","2",",0","30",",0","3",",0","0",",0","0",",0","19891129",",,0","19891130","+,,0","19891126",",,0","19891126",",,0","19891121","+,,0","-18.3",",0,29,","76",",,0,30,+","102",",,0,26,","18.5",",,0,26,","15.6",",0,21,+","","","1059.5","0","","","537.1",",0","","","","","","","","","","","","","","","21.3",",,,0","115",",,,0","0.43",",0","6.69",",,,0","-5.83",",,,0","",""
"USC00107644","1989-12","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","116.5","0","0.0",",0","1",",0","0",",0","0",",0","31",",0","2","1,0","3",",0","31",",0","17",",0","0",",0","0",",0","19891219",",,0","19891231","+,,0","19891217",",1,0","19891229",",,0","19891210",",,0","-22.8",",0,19,","102",",,0,31,+","51","1,,0,17,","0.5",",,0,29,","6.7",",0,10,","","","1837.5","0","   1.7",",,,0,0,2","778.0",",0","   1.7","1,,,0,0,2","  -2.8",",,,0,0,2","  -2.8","1,,,0,0,2","  -0.8",",,,0,0,2","","","  -0.5","1,,,0,0,2","","","0.5",",,,0","76","1,,,0","-6.76",",0","-1.07",",,,0","-12.46",",,,0","",""
"USC00107644","1990-01","43.8083","-111.7892","1525.5","REXBURG BYU IDAHO, ID US","0.0","0","0.0","2,0","9","2,0","2","2,0","0","2,0","","","6",",0","3","1,0","30","1,0","14","1,0","0","1,0","0","1,0","19900120","+,1,0","","","19900115","+,,0","19900116",",2,0","19900110",",1,0","-20.6","1,0,20,+","","","76",",,0,15,+","5.8","2,,0,16,","8.9","1,0,10,","","","2496.8","0","   1.7","2,,,0,0,2","659.3","1,0","   2.2","1,,,0,0,2","  -1.7","2,,,0,0,2","  -1.1","1,,,0,0,2","   0.1","2,,,0,0,2","","","   0.8","1,,,0,0,2","","","18.7","2,,,0","343",",,,0","-4.49","2,0","0.38","1,,,0","-9.35","1,,,0","",""
