"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00040398","1959-04","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","28.3","0","28.3",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","19590419","+,,0","19590430","+,,0","19590430","+,,0","19590426",",,0","19590412",",,0","3.9",",0,19,+","0",",,0,30,+","0",",,0,30,+","15.5",",,0,26,","33.3",",0,12,","290.1",",,,0","","","40.0",",0","19.9",",,,0","0",",,,0","17.94",",0","27.37",",,,0","8.52",",,,0"
"USC00040398","1959-05","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","73.5","0","45.2",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","7",",0","19590505","+,,0","19590531","+,,0","19590531","+,,0","19590502",",,0","19590512",",,0","3.3",",0,05,+","0",",,0,31,+","0",",,0,31,+","7.9",",,0,02,","33.9",",0,12,","355.1","1,,,0","","","36.1",",0","13.0",",,,0","0",",,,0","18.63",",0","27.47",",,,0","9.78",",,,0"
"USC00040398","1959-06","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","295.6","0","222.1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","25",",0","19590607",",,0","19590630","+,,0","19590630","+,,0","19590630","+,,0","19590624","+,,0","6.7",",0,07,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","45.0",",0,24,+","424.0","3,,,0","","","0.0",",0","0.0",",,,0","0",",,,0","25.74",",0","36.07",",,,0","15.40",",,,0"
"USC00040398","1959-07","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","642.0","0","346.4","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","30","1,0","19590708",",1,0","19590731","+,,0","19590731","+,,0","19590731","+,,0","19590712",",1,0","12.8","1,0,08,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","45.0","1,0,12,","487.3","3,,,0","0.0","0","0.0","1,0","0.0",",,,0","0",",,,0","29.88","1,0","40.13","1,,,0","19.62","1,,,0"
"USC00040398","1959-09","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","119.9","3,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","27","3,0","12","3,0","19590922",",3,0","19590930","+,,0","19590930","+,,0","19590930","+,,0","19590910",",3,0","7.8","3,0,22,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","37.8","3,0,10,","305.9","4,,,0","","","5.0","3,0","0.0",",,,0","0",",,,0","22.59","3,0","30.96","3,,,0","14.22","3,,,0"
"USC00040398","1959-10","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","54.8","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","8","1,0","19591031",",1,0","19591031","+,,0","19591031","+,,0","19591031","+,,0","19591025",",1,0","4.4","1,0,31,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","35.6","1,0,25,","224.0","2,,,0","","","24.7","1,0","0.0",",,,0","0",",,,0","19.34","1,0","28.44","1,,,0","10.24","1,,,0"
"USC00040398","1959-11","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","0.0","4,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","4,0","1","4,0","0","4,0","20","4,0","0","4,0","19591130",",4,0","19591130","+,,0","19591130","+,,0","19591130","+,,0","19591110","+,4,0","0.0","4,0,30,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","26.7","4,0,10,+","","","","","141.1","4,0","0.0",",,,0","0",",,,0","12.91","4,0","22.58","4,,,0","3.23","4,,,0"
"USC00040398","1959-12","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","2",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19591231","+,,0","19591231","+,,0","19591224",",,0","","","","","0",",,0,31,+","0",",,0,31,+","2.0",",,0,24,","","","","","","","","","3.3",",,,0","0",",,,0","","","","","",""
"USC00040398","1960-01","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","5","3,0","3","3,0","0","3,0","0",",0","0",",0","","","","","","","","","","","","","19600131","+,,0","19600131","+,,0","19600110",",3,0","","","","","0",",,0,31,+","0",",,0,31,+","14.5","3,,0,10,","","","","","","","","","31.9",",a,,0","0",",,,0","","","","","",""
"USC00040398","1960-02","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","7",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19600229","+,,0","19600229","+,,0","19600202",",,0","","","","","0",",,0,29,+","0",",,0,29,+","19.1",",,0,02,","","","","","","","","","41.7",",,,0","0",",,,0","","","","","",""
"USC00040398","1960-03","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","3",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19600331","+,,0","19600331","+,,0","19600301",",,0","","","","","0",",,0,31,+","0",",,0,31,+","3.3",",,0,01,","","","","","","","","","7.1",",,,0","0",",,,0","","","","","",""
"USC00040398","1960-04","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","2",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19600430","+,,0","19600430","+,,0","19600428",",,0","","","","","0",",,0,30,+","0",",,0,30,+","9.4",",,0,28,","","","","","","","","","17.0",",,,0","0",",,,0","","","","","",""
"USC00040398","1960-05","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","58.6","5,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","5,0","0","5,0","0","5,0","26","5,0","5","5,0","19600523",",5,0","19600531","+,,0","19600531","+,,0","19600531","+,,0","19600512",",5,0","5.0","5,0,23,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","38.3","5,0,12,","","","","","12.3","5,0","0.0",",,,0","0",",,,0","20.12","5,0","29.33","5,,,0","10.90","5,,,0"
"USC00040398","1960-06","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19600630","+,,0","19600630","+,,0","19600630","+,,0","","","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","","","","","","","","","0.0",",,,0","0",",,,0","","","","","",""
"USC00040398","1960-07","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19600731","+,,0","19600731","+,,0","19600731","+,,0","","","","","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","","","","","","","","","0.0",",,,0","0",",,,0","","","","","",""
"USC00040398","1960-08","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19600831","+,,0","19600831","+,,0","19600831","+,,0","","","","","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","","","","","","","","","0.0",",,,0","0",",,,0","","","","","",""
"USC00040398","1960-09","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","182.9","5,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","5,0","0","5,0","0","5,0","25","5,0","22","5,0","19600922",",5,0","19600930","+,,0","19600930","+,,0","19600930","+,,0","19600927","+,5,0","10.0","5,0,22,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","40.0","5,0,27,+","","","","","0.0","5,0","0.0",",,,0","0",",,,0","25.65","5,0","36.35","5,,,0","14.95","5,,,0"
"USC00040398","1960-10","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19601031","+,,0","19601031","+,,0","19601006",",,0","","","","","0",",,0,31,+","0",",,0,31,+","14.5",",,0,06,","","","","","","","","","14.5",",,,0","0",",,,0","","","","","",""
"USC00040398","1960-11","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","19601130","+,,0","19601130","+,,0","","","","","","","0",",,0,30,+","0",",,0,30,+","","","","","","","","","","","48.9",",a,,0","0",",,,0","","","","","",""
"USC00040398","1960-12","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","3",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19601231","+,,0","19601231","+,,0","19601202",",,0","","","","","0",",,0,31,+","0",",,0,31,+","1.3",",,0,02,","","","","","","","","","2.1",",,,0","0",",,,0","","","","","",""
"USC00040398","1961-01","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","2","2,0","1","2,0","0","2,0","0",",0","0",",0","","","","","","","","","","","","","19610131","+,,0","19610131","+,,0","19610131",",2,0","","","","","0",",,0,31,+","0",",,0,31,+","3.6","2,,0,31,","","","","","","","","","24.7",",a,,0","0",",,,0","","","","","",""
"USC00040398","1961-02","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","5",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19610228","+,,0","19610228","+,,0","19610203",",,0","","","","","0",",,0,28,+","0",",,0,28,+","4.3",",,0,03,","","","","","","","","","9.9",",,,0","0",",,,0","","","","","",""
"USC00040398","1961-03","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","3",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19610331","+,,0","19610331","+,,0","19610315",",,0","","","","","0",",,0,31,+","0",",,0,31,+","5.1",",,0,15,","","","","","","","","","9.4",",,,0","0",",,,0","","","","","",""
"USC00040398","1961-04","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","0","3,0","0","3,0","0","3,0","0",",0","0",",0","","","","","","","","","","","","","19610430","+,,0","19610430","+,,0","19610430","+,3,0","","","","","0",",,0,30,+","0",",,0,30,+","0.0","3,,0,30,+","","","","","","","","","4.1",",a,,0","0",",,,0","","","","","",""
"USC00040398","1961-05","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19610531","+,,0","19610531","+,,0","19610512",",,0","","","","","0",",,0,31,+","0",",,0,31,+","3.6",",,0,12,","","","","","","","","","5.9",",,,0","0",",,,0","","","","","",""
"USC00040398","1961-06","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19610630","+,,0","19610630","+,,0","19610630","+,,0","","","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","","","","","","","","","0.0",",,,0","0",",,,0","","","","","",""
"USC00040398","1961-07","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19610731","+,,0","19610731","+,,0","19610731","+,,0","","","","","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","","","","","","","","","0.0",",,,0","0",",,,0","","","","","",""
