"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IDM00097796","2003-04","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","4,S","26","4,S","13","4,S","","","20030410",",4,S","","","34.0","4,S,10,","","","","","31.89","4,,,S","",""
"IDM00097796","2005-02","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","1,S","27","1,S","22","1,S","","","20050209",",1,S","","","35.4","1,S,09,","","","","","33.54","1,,,S","",""
"IDM00097796","2005-03","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","5,S","0","5,S","0","2,S","29","2,S","24","2,S","20050327",",5,S","20050320",",2,S","22.7","5,S,27,","35.0","2,S,20,","","","28.23","7,S","33.14","2,,,S","23.32","5,,,S"
"IDM00097796","2005-04","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","4,S","0","4,S","0","3,S","27","3,S","17","3,S","20050417","+,4,S","20050408",",3,S","22.0","4,S,17,+","34.2","3,S,08,","","","27.64","6,S","31.90","3,,,S","23.39","4,,,S"
"IDM00097796","2005-05","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","5,S","0","5,S","0","2,S","29","2,S","6","2,S","20050515",",5,S","20050509",",2,S","20.4","5,S,15,","33.8","2,S,09,","","","26.94","7,S","30.51","2,,,S","23.37","5,,,S"
"IDM00097796","2005-06","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","4,S","0","4,S","","","","","","","20050604",",4,S","","","21.4","4,S,04,","","","","","","","","","23.02","4,,,S"
"IDM00097796","2005-08","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","4,S","27","4,S","0","4,S","","","20050812","+,4,S","","","31.2","4,S,12,+","","","","","29.05","4,,,S","",""
"IDM00097796","2005-09","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","216.4","4,S","0","1,S","0","1,S","0","3,S","27","3,S","5","3,S","20050908",",1,S","20050919",",3,S","21.0","1,S,08,","33.4","3,S,19,","0.0","3,S","26.58","4,S","30.60","3,,,S","22.57","1,,,S"
"IDM00097796","2005-10","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","279.0","1,S","0",",S","0",",S","0","1,S","30","1,S","18","1,S","20051023","+,,S","20051024","+,1,S","22.4",",S,23,+","34.4","1,S,24,+","0.0","1,S","27.63","1,S","31.94","1,,,S","23.31",",,,S"
"IDM00097796","2005-11","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","250.7","4,S","0","3,S","0","3,S","0","1,S","29","1,S","21","1,S","20051117",",3,S","20051120",",1,S","21.2","3,S,17,","34.8","1,S,20,","0.0","1,S","28.03","4,S","33.01","1,,,S","23.04","3,,,S"
"IDM00097796","2005-12","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","4,S","0","4,S","","","","","","","20051230","+,4,S","","","22.4","4,S,30,+","","","","","","","","","23.11","4,,,S"
"IDM00097796","2006-01","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","4,S","27","4,S","20","4,S","","","20060131",",4,S","","","35.5","4,S,31,","","","","","32.72","4,,,S","",""
"IDM00097796","2006-02","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","5,S","0","5,S","0","1,S","27","1,S","24","1,S","20060215",",5,S","20060212",",1,S","22.6","5,S,15,","34.8","1,S,12,","","","28.63","6,S","33.63","1,,,S","23.63","5,,,S"
"IDM00097796","2006-03","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","5,S","0","5,S","0","3,S","28","3,S","23","3,S","20060320","+,5,S","20060317",",3,S","22.2","5,S,20,+","35.8","3,S,17,","","","28.44","7,S","33.41","3,,,S","23.46","5,,,S"
"IDM00097796","2006-04","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","4,S","26","4,S","17","4,S","","","20060406",",4,S","","","35.4","4,S,06,","","","","","32.68","4,,,S","",""
"IDM00097796","2006-05","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","242.4","5,S","0","3,S","0","3,S","0","3,S","28","3,S","9","3,S","20060508",",3,S","20060516",",3,S","22.4","3,S,08,","33.2","3,S,16,","0.0","3,S","27.63","5,S","31.66","3,,,S","23.59","3,,,S"
"IDM00097796","2006-06","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","218.4","4,S","0","3,S","0","3,S","0","2,S","28","2,S","3","2,S","20060604",",3,S","20060601",",2,S","22.0","3,S,04,","33.0","2,S,01,","0.0","2,S","26.77","4,S","30.43","2,,,S","23.11","3,,,S"
"IDM00097796","2006-07","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","5,S","0","5,S","0","5,S","26","5,S","1","5,S","20060728",",5,S","20060713",",5,S","21.0","5,S,28,","32.6","5,S,13,","","","25.96","9,S","29.24","5,,,S","22.68","5,,,S"
"IDM00097796","2006-08","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","2,S","29","2,S","0","2,S","","","20060826",",2,S","","","30.8","2,S,26,","","","","","28.10","2,,,S","",""
"IDM00097796","2006-09","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","3,S","0","3,S","0","4,S","26","4,S","0","4,S","20060910",",3,S","20060926",",4,S","21.4","3,S,10,","31.8","4,S,26,","","","26.26","6,S","29.72","4,,,S","22.81","3,,,S"
"IDM00097796","2006-10","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","257.2","2,S","0","2,S","0","2,S","0","1,S","30","1,S","6","1,S","20061026",",2,S","20061014",",1,S","22.2","2,S,26,","33.4","1,S,14,","0.0","1,S","27.22","2,S","31.04","1,,,S","23.39","2,,,S"
"IDM00097796","2006-11","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","261.0","3,S","0","2,S","0","2,S","0","1,S","29","1,S","22","1,S","20061117",",2,S","20061128",",1,S","22.4","2,S,17,","34.2","1,S,28,","0.0","1,S","27.99","3,S","32.62","1,,,S","23.36","2,,,S"
"IDM00097796","2007-01","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","5,S","0","5,S","0","2,S","29","2,S","28","2,S","20070107",",5,S","20070118",",2,S","21.6","5,S,07,","35.8","2,S,18,","","","28.84","7,S","33.88","2,,,S","23.80","5,,,S"
"IDM00097796","2007-02","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","5,S","0","5,S","0","4,S","24","4,S","21","4,S","20070228",",5,S","20070205",",4,S","20.4","5,S,28,","35.8","4,S,05,","","","28.58","9,S","33.56","4,,,S","23.60","5,,,S"
"IDM00097796","2007-04","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","3,S","0","3,S","0","3,S","27","3,S","16","3,S","20070423",",3,S","20070428",",3,S","22.3","3,S,23,","33.7","3,S,28,","","","27.75","6,S","32.06","3,,,S","23.43","3,,,S"
"IDM00097796","2007-05","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","246.4","5,S","0","5,S","0","5,S","0",",S","31",",S","15",",S","20070509",",5,S","20070520",",,S","22.6","5,S,09,","33.6",",S,20,","0.0",",S","27.84","5,S","32.15",",,,S","23.53","5,,,S"
"IDM00097796","2007-07","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","3,S","28","3,S","0","3,S","","","20070716",",3,S","","","32.0","3,S,16,","","","","","28.00","3,,,S","",""
"IDM00097796","2007-08","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","5,S","0","5,S","0","3,S","28","3,S","0","3,S","20070812",",5,S","20070817",",3,S","20.8","5,S,12,","31.6","3,S,17,","","","25.79","7,S","29.33","3,,,S","22.24","5,,,S"
"IDM00097796","2007-09","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","1,S","29","1,S","1","1,S","","","20070919",",1,S","","","32.4","1,S,19,","","","","","29.99","1,,,S","",""
"IDM00097796","2007-10","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","5,S","0","5,S","0","3,S","28","3,S","18","3,S","20071030",",5,S","20071003",",3,S","21.2","5,S,30,","34.8","3,S,03,","","","27.66","6,S","32.41","3,,,S","22.91","5,,,S"
"IDM00097796","2007-11","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","3,S","0","3,S","0","4,S","26","4,S","19","4,S","20071112",",3,S","20071119",",4,S","21.8","3,S,12,","35.5","4,S,19,","","","27.91","6,S","32.84","4,,,S","22.97","3,,,S"
"IDM00097796","2007-12","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","4,S","27","4,S","23","4,S","","","20071212",",4,S","","","35.7","4,S,12,","","","","","33.41","4,,,S","",""
"IDM00097796","2008-01","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","5,S","0","5,S","0","3,S","28","3,S","28","3,S","20080101",",5,S","20080117",",3,S","21.5","5,S,01,","35.6","3,S,17,","","","28.69","8,S","34.24","3,,,S","23.15","5,,,S"
"IDM00097796","2008-02","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","1,S","28","1,S","27","1,S","","","20080214",",1,S","","","35.4","1,S,14,","","","","","33.42","1,,,S","",""
"IDM00097796","2008-03","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","5,S","26","5,S","18","5,S","","","20080317",",5,S","","","34.6","5,S,17,","","","","","32.45","5,,,S","",""
"IDM00097796","2008-04","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","5,S","0","5,S","0","4,S","26","4,S","11","4,S","20080415","+,5,S","20080415","+,4,S","22.0","5,S,15,+","33.4","4,S,15,+","","","27.34","7,S","31.63","4,,,S","23.04","5,,,S"
"IDM00097796","2008-05","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","5,S","0","5,S","0","4,S","27","4,S","5","4,S","20080523","+,5,S","20080516",",4,S","21.8","5,S,23,+","33.0","4,S,16,","","","26.67","8,S","30.66","4,,,S","22.69","5,,,S"
"IDM00097796","2008-06","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","4,S","0","4,S","0","3,S","27","3,S","2","3,S","20080615",",4,S","20080608","+,3,S","21.4","4,S,15,","32.6","3,S,08,+","","","26.13","7,S","29.76","3,,,S","22.49","4,,,S"
"IDM00097796","2008-07","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","208.0","S","208.0","3,S","0","1,S","0","1,S","0","2,S","29","2,S","3","2,S","20080714",",1,S","20080723",",2,S","20.0","1,S,14,","33.2","2,S,23,","0.0","2,S","25.74","3,S","29.20","2,,,S","22.29","1,,,S"
"IDM00097796","2008-08","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","2,S","29","2,S","1","2,S","","","20080828",",2,S","","","32.6","2,S,28,","","","","","29.52","2,,,S","",""
"IDM00097796","2008-09","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","3,S","0","3,S","0","3,S","27","3,S","6","3,S","20080916",",3,S","20080924",",3,S","21.6","3,S,16,","33.4","3,S,24,","","","26.84","6,S","31.04","3,,,S","22.64","3,,,S"
"IDM00097796","2008-10","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","4,S","0","4,S","0","3,S","28","3,S","14","3,S","20081014",",4,S","20081031",",3,S","21.4","4,S,14,","34.8","3,S,31,","","","27.39","6,S","31.85","3,,,S","22.92","4,,,S"
"IDM00097796","2009-02","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","5,S","0","5,S","0","3,S","25","3,S","22","3,S","20090218",",5,S","20090208",",3,S","22.0","5,S,18,","35.8","3,S,08,","","","28.22","7,S","33.14","3,,,S","23.30","5,,,S"
"IDM00097796","2009-04","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","4,S","0","4,S","0","5,S","25","5,S","22","5,S","20090424",",4,S","20090425",",5,S","22.0","4,S,24,","34.6","5,S,25,","","","28.16","9,S","33.11","5,,,S","23.20","4,,,S"
"IDM00097796","2009-05","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","4,S","27","4,S","18","4,S","","","20090514",",4,S","","","34.2","4,S,14,","","","","","32.43","4,,,S","",""
"IDM00097796","2009-06","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","3,S","27","3,S","4","3,S","","","20090608",",3,S","","","33.2","3,S,08,","","","","","30.36","3,,,S","",""
"IDM00097796","2009-07","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","2,S","29","2,S","0","2,S","","","20090701",",2,S","","","31.2","2,S,01,","","","","","28.77","2,,,S","",""
"IDM00097796","2009-08","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","3,S","28","3,S","3","3,S","","","20090810",",3,S","","","32.9","3,S,10,","","","","","29.45","3,,,S","",""
"IDM00097796","2009-09","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","2,S","28","2,S","4","2,S","","","20090930",",2,S","","","32.8","2,S,30,","","","","","30.56","2,,,S","",""
"IDM00097796","2009-10","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","2,S","29","2,S","9","2,S","","","20091005",",2,S","","","34.2","2,S,05,","","","","","31.47","2,,,S","",""
"IDM00097796","2009-11","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","232.3","5,S","0","4,S","0","4,S","0","1,S","29","1,S","15","1,S","20091109",",4,S","20091107",",1,S","21.8","4,S,09,","34.0","1,S,07,","0.0","1,S","27.66","5,S","31.80","1,,,S","23.52","4,,,S"
"IDM00097796","2009-12","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0",",S","31",",S","24",",S","","","20091219","+,,S","","","34.8",",S,19,+","","","","","32.95",",,,S","",""
"IDM00097796","2010-01","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","3,S","0","3,S","0","3,S","28","3,S","24","3,S","20100122",",3,S","20100122",",3,S","22.2","3,S,22,","35.2","3,S,22,","","","28.47","6,S","33.19","3,,,S","23.75","3,,,S"
"IDM00097796","2010-02","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","4,S","24","4,S","19","4,S","","","20100228",",4,S","","","35.0","4,S,28,","","","","","33.13","4,,,S","",""
"IDM00097796","2010-04","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","252.3","4,S","0","3,S","0","3,S","0","2,S","28","2,S","18","2,S","20100430","+,3,S","20100404",",2,S","23.2","3,S,30,+","34.4","2,S,04,","0.0","2,S","28.06","4,S","32.11","2,,,S","24.00","3,,,S"
"IDM00097796","2010-05","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","5,S","26","5,S","16","5,S","","","20100527",",5,S","","","34.4","5,S,27,","","","","","32.05","5,,,S","",""
"IDM00097796","2010-06","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","4,S","0","4,S","0","4,S","26","4,S","6","4,S","20100626","+,4,S","20100628",",4,S","22.8","4,S,26,+","34.0","4,S,28,","","","27.14","8,S","30.64","4,,,S","23.63","4,,,S"
"IDM00097796","2010-07","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","211.0","S","211.0","5,S","0","1,S","0","1,S","0","5,S","26","5,S","0","5,S","20100729","+,1,S","20100708","+,5,S","22.2","1,S,29,+","32.0","5,S,08,+","0.0","5,S","26.44","5,S","29.58","5,,,S","23.30","1,,,S"
"IDM00097796","2010-08","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","0","5,S","0","5,S","0","1,S","30","1,S","1","1,S","20100831","+,5,S","20100831",",1,S","22.4","5,S,31,+","33.0","1,S,31,","","","26.75","6,S","30.37","1,,,S","23.13","5,,,S"
"IDM00097796","2010-09","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","3,S","27","3,S","14","3,S","","","20100930",",3,S","","","33.6","3,S,30,","","","","","32.13","3,,,S","",""
"IDM00097796","2010-10","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","3,S","28","3,S","19","3,S","","","20101014",",3,S","","","34.4","3,S,14,","","","","","32.32","3,,,S","",""
"IDM00097796","2010-11","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","2,S","28","2,S","22","2,S","","","20101124",",2,S","","","34.4","2,S,24,","","","","","32.93","2,,,S","",""
"IDM00097796","2010-12","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","3,S","28","3,S","18","3,S","","","20101204",",3,S","","","34.8","3,S,04,","","","","","32.23","3,,,S","",""
"IDM00097796","2011-01","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","1,S","30","1,S","19","1,S","","","20110111",",1,S","","","34.4","1,S,11,","","","","","32.39","1,,,S","",""
"IDM00097796","2011-02","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","3,S","25","3,S","17","3,S","","","20110227",",3,S","","","34.2","3,S,27,","","","","","32.36","3,,,S","",""
"IDM00097796","2011-03","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","3,S","28","3,S","20","3,S","","","20110306",",3,S","","","35.0","3,S,06,","","","","","32.52","3,,,S","",""
"IDM00097796","2011-04","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","3,S","27","3,S","21","3,S","","","20110426","+,3,S","","","33.6","3,S,26,+","","","","","32.63","3,,,S","",""
"IDM00097796","2011-05","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0",",S","31",",S","10",",S","","","20110521","+,,S","","","33.0",",S,21,+","","","","","30.70",",,,S","",""
"IDM00097796","2011-06","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","1,S","29","1,S","3","1,S","","","20110610",",1,S","","","33.8","1,S,10,","","","","","28.80","1,,,S","",""
"IDM00097796","2011-07","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0",",S","31",",S","0",",S","","","20110711",",,S","","","31.9",",S,11,","","","","","28.68",",,,S","",""
"IDM00097796","2011-08","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","4,S","27","4,S","0","4,S","","","20110829",",4,S","","","31.5","4,S,29,","","","","","28.60","4,,,S","",""
"IDM00097796","2011-10","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","2,S","29","2,S","15","2,S","","","20111018",",2,S","","","35.0","2,S,18,","","","","","31.75","2,,,S","",""
"IDM00097796","2011-11","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","3,S","27","3,S","16","3,S","","","20111123",",3,S","","","35.0","3,S,23,","","","","","32.12","3,,,S","",""
"IDM00097796","2011-12","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","3,S","28","3,S","23","3,S","","","20111212",",3,S","","","35.0","3,S,12,","","","","","33.08","3,,,S","",""
"IDM00097796","2012-01","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","2,S","29","2,S","25","2,S","","","20120127",",2,S","","","35.2","2,S,27,","","","","","33.27","2,,,S","",""
"IDM00097796","2012-02","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","3,S","26","3,S","21","3,S","","","20120207",",3,S","","","34.8","3,S,07,","","","","","32.95","3,,,S","",""
"IDM00097796","2012-03","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","2,S","29","2,S","23","2,S","","","20120322",",2,S","","","35.8","2,S,22,","","","","","32.79","2,,,S","",""
"IDM00097796","2012-04","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","3,S","27","3,S","18","3,S","","","20120402",",3,S","","","34.2","3,S,02,","","","","","32.47","3,,,S","",""
"IDM00097796","2012-05","-4.717","136.433","3.0","KOKONAO TIMUKA, ID","","","","","","","","","0","2,S","29","2,S","8","2,S","","","20120502",",2,S","","","33.4","2,S,02,","","","","","31.13","2,,,S","",""
