"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GHM00065467","2010-01","4.896","-1.775","6.4","TAKORADI, GH","","","","","","","0","5,S","0","5,S","","","","","","","20100116",",5,S","","","","","22.5","5,S,16,","","","","","","","","","","","24.55","5,,,S"
"GHM00065467","2010-08","4.896","-1.775","6.4","TAKORADI, GH","","","","","","","","","","","0","5,S","26","5,S","0","5,S","","","","","20100806",",5,S","","","","","31.5","5,S,06,","","","","","28.52","5,,,S","",""
"GHM00065467","2010-12","4.896","-1.775","6.4","TAKORADI, GH","","","","","","","0","5,S","0","5,S","","","","","","","20101229",",5,S","","","","","23.0","5,S,29,","","","","","","","","","","","24.24","5,,,S"
"GHM00065467","2019-08","4.896","-1.775","6.4","TAKORADI, GH","","","","","","","0","5,S","0","5,S","","","","","","","20190812",",5,S","","","","","21.6","5,S,12,","","","","","","","","","","","22.89","5,,,S"
"GHM00065467","2020-01","4.896","-1.775","6.4","TAKORADI, GH","","","","","","","0","5,S","0","5,S","","","","","","","20200104",",5,S","","","","","18.6","5,S,04,","","","","","","","","","","","23.99","5,,,S"
"GHM00065467","2020-07","4.896","-1.775","6.4","TAKORADI, GH","","","","","","","0","5,S","0","5,S","","","","","","","20200715",",5,S","","","","","21.5","5,S,15,","","","","","","","","","","","23.18","5,,,S"
"GHM00065467","2021-01","4.896","-1.775","6.4","TAKORADI, GH","","","","","","","0","2,S","0","2,S","","","","","","","20210108",",2,S","","","","","20.5","2,S,08,","","","","","","","","","","","24.03","2,,,S"
"GHM00065467","2021-09","4.896","-1.775","6.4","TAKORADI, GH","","","","","","","0","3,S","0","3,S","","","","","","","20210918",",3,S","","","","","22.0","3,S,18,","","","","","","","","","","","23.75","3,,,S"
"GHM00065467","2022-03","4.896","-1.775","6.4","TAKORADI, GH","","","","","","","0","5,S","0","5,S","","","","","","","20220311",",5,S","","","","","23.0","5,S,11,","","","","","","","","","","","25.23","5,,,S"
"GHM00065467","2023-01","4.896","-1.775","6.4","TAKORADI, GH","","","","","","","","","","","0","5,S","26","5,S","21","5,S","","","","","20230126","+,5,S","","","","","33.0","5,S,26,+","","","","","32.35","5,,,S","",""
"GHM00065467","2023-06","4.896","-1.775","6.4","TAKORADI, GH","","","","","","","0","5,S","0","5,S","","","","","","","20230625",",5,S","","","","","21.5","5,S,25,","","","","","","","","","","","23.87","5,,,S"
"GHM00065467","2023-07","4.896","-1.775","6.4","TAKORADI, GH","","","","","","","","","","","0","4,S","27","4,S","0","4,S","","","","","20230704",",4,S","","","","","30.6","4,S,04,","","","","","28.85","4,,,S","",""
"GHM00065467","2023-08","4.896","-1.775","6.4","TAKORADI, GH","","","","","","","0",",S","0",",S","","","","","","","20230813","+,,S","","","","","23.0",",S,13,+","","","","","","","","","","","23.74",",,,S"
"GHM00065467","2023-09","4.896","-1.775","6.4","TAKORADI, GH","","","","","","","0","3,S","0","3,S","","","","","","","20230907",",3,S","","","","","23.0","3,S,07,","","","","","","","","","","","23.99","3,,,S"
"GHM00065467","2023-10","4.896","-1.775","6.4","TAKORADI, GH","","","","","","","0","4,S","0","4,S","","","","","","","20231018",",4,S","","","","","22.7","4,S,18,","","","","","","","","","","","24.59","4,,,S"
"GHM00065467","2023-11","4.896","-1.775","6.4","TAKORADI, GH","","","","","","","0","3,S","0","3,S","","","","","","","20231128","+,3,S","","","","","22.4","3,S,28,+","","","","","","","","","","","25.02","3,,,S"
"GHM00065467","2023-12","4.896","-1.775","6.4","TAKORADI, GH","","","","","","","0","3,S","0","3,S","0","5,S","26","5,S","24","5,S","20231221",",3,S","","","20231220",",5,S","21.5","3,S,21,","","","34.3","5,S,20,","","","28.82","8,S","32.62","5,,,S","25.01","3,,,S"
"GHM00065467","2024-06","4.896","-1.775","6.4","TAKORADI, GH","16","5,S","12","5,S","8","5,S","0","5,S","0","5,S","0","3,S","27","3,S","0","3,S","20240622","+,5,S","20240611",",5,S","20240619",",3,S","23.1","5,S,22,+","137.9","5,,S,11,","31.8","3,S,19,","587.7","5,,,S","27.30","7,S","29.87","3,,,S","24.74","5,,,S"
