"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00136910","1995-10","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","531.7","0","3.1","1,0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0","1,0","11","1,0","0","1,0","19951023","+,,0","19951031","+,,0","19951031","+,,0","19951031",",,0","19951013",",1,0","-1.7",",0,23,+","0",",,0,31,+","0",",,0,31,+","19.6",",,0,31,","28.9","1,0,13,","94.4",",,,0","277.6","0","190.3","1,0","7.35","1,,,0","16.21","1,,,0","32.7",",,,0","0",",,,0","12.07","1,0","18.94","1,,,0","5.20",",,,0","4050",",,,0","",""
"USC00136910","1995-11","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","531.7","0","0.0",",0","5",",0","4",",0","1",",0","4",",0","0","2,0","0",",0","21",",0","5",",0","0",",0","0",",0","19951129","+,,0","19951129","+,,0","19951108",",2,0","19951102",",,0","19951110",",,0","-13.9",",0,29,+","25",",,0,29,+","3","2,,0,08,","25.7",",,0,02,","18.3",",0,10,","","","803.6","0","526.0",",0","","","","","45.3",",,,0","3","2,,,0","0.80",",0","6.35",",,,0","-4.75",",,,0","","","",""
"USC00136910","1995-12","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","531.7","0","0.0",",0","5",",0","3",",0","0",",0","10",",0","4","1,0","3",",0","29",",0","15",",0","0",",0","0",",0","19951209",",,0","19951210","+,,0","19951209","+,1,0","19951207",",,0","19951203",",,0","-20.0",",0,09,","178",",,0,10,+","76","1,,0,09,+","5.8",",,0,07,","17.8",",0,03,","","","1466.5","0","662.9",",0","","","","","15.4",",,,0","215","1,,,0","-3.05",",0","1.69",",,,0","-7.79",",,,0","","","",""
"USC00136910","1996-01","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","0.0","0","0.0","1,0","10",",0","3",",0","0",",0","20","3,0","6","1,0","10","1,0","30","1,0","16",",0","0",",0","0",",0","19960131",",1,0","19960128","+,3,0","19960127",",1,0","19960118",",,0","19960114",",,0","-28.9","1,0,31,","229","3,,0,28,+","152","1,,0,27,","17.0",",,0,18,","15.6",",0,14,","","","2223.7","0","757.2",",0","","","","","44.9",",,,0","421","1,,,0","-6.92","1,0","-1.22",",,,0","-12.61","1,,,0","","","",""
"USC00136910","1996-02","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","0.0","0","0.0",",0","4",",0","2",",0","0",",0","","","1",",0","6",",0","25",",0","11",",0","0",",0","0",",0","19960204","+,,0","","","19960216",",,0","19960227",",,0","19960225",",,0","-32.2",",0,04,+","","","25",",,0,16,","11.4",",,0,27,","18.3",",0,25,","","","2871.5","0","647.8",",0","","","","","22.1",",,,0","25",",,,0","-4.00",",0","1.90",",,,0","-9.91",",,,0","","","",""
"USC00136910","1996-03","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","0.0","0","0.0",",0","7",",0","4",",0","1",",0","5",",0","2","3,0","3",",0","25",",0","9",",0","0",",0","0",",0","19960307",",,0","19960325","+,,0","19960325","+,3,0","19960305",",,0","19960314",",,0","-20.0",",0,07,","25",",,0,25,+","25","3,,0,25,+","31.2",",,0,05,","20.6",",0,14,","","","3448.7","0","577.2",",0","","","","","56.2",",,,0","63","3,,,0","-0.29",",0","5.88",",,,0","-6.45",",,,0","","","",""
"USC00136910","1996-04","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","2.5","0","2.5","1,0","8",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","13","1,0","0",",0","9",",0","0",",0","19960406",",1,0","19960430","+,,0","19960430","+,,0","19960422",",,0","19960412",",,0","-5.0","1,0,06,","0",",,0,30,+","0",",,0,30,+","21.1",",,0,22,","28.9",",0,12,","117.9","2,,,0","3726.2","0","277.5",",0","4.30","2,,,0","15.99","3,,,0","50.4",",,,0","0",",,,0","8.87","1,0","15.61",",,,0","2.12","1,,,0","4105","1,,,0","",""
"USC00136910","1996-05","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","16.6","0","14.1",",0","20",",0","16",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","3",",0","19960501",",,0","19960531","+,,0","19960531","+,,0","19960527",",,0","19960520","+,,0","2.8",",0,01,","0",",,0,31,+","0",",,0,31,+","50.8",",,0,27,","32.2",",0,20,+","121.7","2,,,0","3853.2","0","127.0",",0","11.66","2,,,0","21.26","2,,,0","265.7",",,,0","0",",,,0","14.69",",0","20.12",",,,0","9.26",",,,0","3230",",,,0","",""
"USC00136910","1996-06","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","115.4","0","98.8",",0","15",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","5",",0","19960604",",,0","19960630","+,,0","19960630","+,,0","19960602",",,0","19960630",",,0","8.3",",0,04,","0",",,0,30,+","0",",,0,30,+","22.9",",,0,02,","32.8",",0,30,","110.0","3,,,0","3868.3","0","15.1",",0","17.80",",,,0","28.33",",,,0","87.6",",,,0","0",",,,0","21.12",",0","26.88",",,,0","15.36",",,,0","2219",",,,0","",""
"USC00136910","1996-07","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","257.9","0","142.5",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","19960710",",,0","19960731","+,,0","19960731","+,,0","19960728",",,0","19960719",",,0","11.7",",0,10,","0",",,0,31,+","0",",,0,31,+","46.7",",,0,28,","34.4",",0,19,","149.6",",,,0","0.0","0","0.0",",0","18.81","1,,,0","31.08","1,,,0","102.9",",,,0","0",",,,0","22.93",",0","28.73",",,,0","17.13",",,,0","2197",",,,0","",""
"USC00136910","1996-08","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","386.7","0","128.8",",0","12",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","19960802",",,0","19960831","+,,0","19960831","+,,0","19960811",",,0","19960807",",,0","11.1",",0,02,","0",",,0,31,+","0",",,0,31,+","27.2",",,0,11,","32.8",",0,07,","104.3",",,,0","0.0","0","0.0",",0","19.43","1,,,0","29.87","1,,,0","77.7",",,,0","0",",,,0","22.49",",0","27.78",",,,0","17.20",",,,0","1656","2,,,0","",""
"USC00136910","1996-09","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","425.5","0","38.8",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","19960915","+,,0","19960930","+,,0","19960930","+,,0","19960926",",,0","19960905",",,0","5.0",",0,15,+","0",",,0,30,+","0",",,0,30,+","20.6",",,0,26,","30.0",",0,05,","88.1",",,,0","76.9","0","76.9",",0","13.64",",,,0","23.15",",,,0","77.5",",,,0","0",",,,0","17.06",",0","23.01",",,,0","11.11",",,,0","2089",",,,0","",""
"USC00136910","1996-10","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","431.3","0","5.8",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","11",",0","0",",0","19961031","+,,0","19961031","+,,0","19961031","+,,0","19961029",",,0","19961015",",,0","-0.6",",0,31,+","0",",,0,31,+","0",",,0,31,+","25.9",",,0,29,","27.2",",0,15,","131.2",",,,0","273.8","0","196.9",",0","7.91",",,,0","17.71",",,,0","77.3",",,,0","0",",,,0","12.17",",0","18.81",",,,0","5.53",",,,0","3283",",,,0","",""
"USC00136910","1996-11","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","","","","","","","","","0","2,0","0","2,0","","","","","","","","","","","","","19961130","+,2,0","19961130","+,2,0","","","","","","","0","2,,0,30,+","0","2,,0,30,+","","","","","","","","","","","","","","","44.0","1,a,,0","0","2,,,0","","","","","","","","","",""
"USC00136910","1996-12","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","","","2","5,0","0","5,0","0","5,0","0","1,0","0","2,0","","","","","","","","","","","","","19961220","+,1,0","19961220","+,2,0","19961224",",5,0","","","","","0","1,T,0,20,+","0","2,T,0,20,+","1.3","5,,0,24,","","","","","","","","","","","","","14.8",",a,,0","0","2,T,,0","","","","","","","","","",""
"USC00136910","1997-01","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3",",a,,0","","","","","","","","","","","",""
"USC00136910","1997-02","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","","","6","5,0","4","5,0","1","5,0","","","4",",0","","","","","","","","","","","","","","","19970227",",,0","19970221",",5,0","","","","","","","76",",,0,27,","52.6","5,,0,21,","","","","","","","","","","","","","89.0",",a,,0","292",",a,,0","","","","","","","","","",""
"USC00136910","1997-03","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","0.0",",0","7",",0","3",",0","0",",0","0","3,0","0",",0","0",",0","21",",0","3",",0","3",",0","0",",0","19970315",",,0","19970331","+,3,0","19970331","+,,0","19970309",",,0","19970328","+,,0","-10.6",",0,15,","0","3,,0,31,+","0",",,0,31,+","15.7",",,0,09,","22.2",",0,28,+","","","","","420.4",",0","","","","","26.4",",,,0","0",",,,0","4.77",",0","11.15",",,,0","-1.60",",,,0","","","",""
"USC00136910","1997-04","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","0.0","1,0","11",",0","6",",0","0",",0","5","3,0","1","1,0","0","1,0","13","1,0","4","1,0","4","1,0","0","1,0","19970414","+,1,0","19970412",",3,0","19970411",",1,0","19970412",",,0","19970404",",1,0","-7.2","1,0,14,+","305","3,,0,12,","203","1,,0,11,","20.8",",,0,12,","23.3","1,0,04,","","","","","318.4","1,0","","","","","85.0",",,,0","203","1,,,0","7.36","1,0","12.83","1,,,0","1.88","1,,,0","","","",""
"USC00136910","1997-05","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","6.1",",0","14",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","19970501",",,0","19970531","+,,0","19970531","+,,0","19970501",",,0","19970519",",,0","2.2",",0,01,","0",",,0,31,+","0",",,0,31,+","30.5",",,0,01,","30.6",",0,19,","180.6",",,,0","","","163.8",",0","8.26","2,,,0","22.13","1,,,0","134.9",",,,0","0",",,,0","13.25",",0","19.29",",,,0","7.21",",,,0","4003",",,,0","",""
"USC00136910","1997-06","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","102.3",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","19970605",",,0","19970630","+,,0","19970630","+,,0","19970625",",,0","19970630","+,,0","10.0",",0,05,","0",",,0,30,+","0",",,0,30,+","14.5",",,0,25,","31.7",",0,30,+","136.6",",,,0","","","3.6",",0","18.90",",,,0","30.80",",,,0","41.4",",,,0","0",",,,0","21.62",",0","27.48",",,,0","15.77",",,,0","2045",",,,0","",""
"USC00136910","1997-07","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","190.9",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","13",",0","19970705",",,0","19970731","+,,0","19970731","+,,0","19970721",",,0","19970727",",,0","11.1",",0,05,","0",",,0,31,+","0",",,0,31,+","29.2",",,0,21,","37.2",",0,27,","186.0",",,,0","4.2","0","4.2",",0","20.43","2,,,0","32.25","1,,,0","68.7",",,,0","0",",,,0","24.36",",0","30.12",",,,0","18.60",",,,0","2605",",,,0","",""
"USC00136910","1997-08","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","119.6","1,0","7",",0","5",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","29",",0","6",",0","19970806",",1,0","19970831","+,,0","19970831","+,,0","19970817",",,0","19970804",",,0","11.7","1,0,06,","0",",,0,31,+","0",",,0,31,+","55.9",",,0,17,","34.4",",0,04,","124.6",",,,0","5.0","0","0.8",",0","19.11","1,,,0","29.63",",,,0","105.7",",,,0","0",",,,0","22.33","1,0","27.96",",,,0","16.69","1,,,0","2034",",,,0","",""
"USC00136910","1997-09","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","53.1",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","2",",0","19970922","+,,0","19970930","+,,0","19970930","+,,0","19970923",",,0","19970917","+,,0","7.8",",0,22,+","0",",,0,30,+","0",",,0,30,+","39.4",",,0,23,","32.2",",0,17,+","100.4",",,,0","37.0","0","32.0",",0","13.35",",,,0","25.35",",,,0","84.1",",,,0","0",",,,0","19.04",",0","25.27",",,,0","12.80",",,,0","2185",",,,0","",""
"USC00136910","1997-10","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","29.2",",0","11",",0","6",",0","1",",0","2","2,0","0","1,0","0",",0","6",",0","0",",0","11",",0","1",",0","19971028","+,,0","19971027",",2,0","19971026",",1,0","19971013",",,0","19971004",",,0","-5.0",",0,28,+","76","2,,0,27,","0","1,T,0,26,","60.7",",,0,13,","33.3",",0,04,","71.8","3,,,0","260.0","0","223.0",",0","8.33","1,,,0","17.15","1,,,0","127.8",",,,0","0","1,T,,0","12.08",",0","18.19",",,,0","5.97",",,,0","2649","1,,,0","",""
"USC00136910","1997-11","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","","","","","","","","","1",",0","0","1,0","","","","","","","","","","","","","19971103",",,0","19971130","+,1,0","","","","","","","25",",,0,03,","0","1,,0,30,+","","","","","","","","","","","","","","","","","0","1,,,0","","","","","","","","","",""
"USC00136910","1997-12","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.7",",a,,0","295","2,a,,0","","","","","","","","","",""
"USC00136910","1998-01","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","","","","","","","","","","","0","2,0","","","","","","","","","","","","","","","19980131","+,2,0","","","","","","","","","0","2,,0,31,+","","","","","","","","","","","","","","","20.4","1,a,,0","0","2,,,0","","","","","","","","","",""
"USC00136910","1998-02","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","19980212","+,,0","19980212",",,0","","","","","","","0",",T,0,12,+","18",",,0,12,","","","","","","","","","","","","","","","31.8","2,a,,0","18",",,,0","","","","","","","","","",""
"USC00136910","1998-03","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","2.7","1,0","11",",0","6",",0","1",",0","","","1","1,0","3",",0","24",",0","7","1,0","5","1,0","0","1,0","19980312",",,0","","","19980309",",1,0","19980331",",,0","19980330",",1,0","-22.2",",0,12,","","","152","1,,0,09,","36.6",",,0,31,","25.0","1,0,30,","","","","","514.5","1,0","","","","","102.1",",,,0","183","1,,,0","1.25","1,0","5.60","1,,,0","-3.10",",,,0","","","",""
"USC00136910","1998-04","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","0.8",",0","17",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","19980406","+,,0","19980430","+,,0","19980430","+,,0","19980408",",,0","19980426",",,0","0.6",",0,06,+","0",",,0,30,+","0",",,0,30,+","44.2",",,0,08,","26.1",",0,26,","90.6","3,,,0","","","244.7",",0","7.12","2,,,0","17.33","3,,,0","134.0",",,,0","0",",,,0","10.21",",0","15.14",",,,0","5.27",",,,0","3032","2,,,0","",""
"USC00136910","1998-05","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","54.6",",0","14",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","19980504","+,,0","19980531","+,,0","19980531","+,,0","19980524",",,0","19980520",",,0","8.3",",0,04,+","0",",,0,31,+","0",",,0,31,+","50.8",",,0,24,","32.2",",0,20,","129.3",",,,0","","","38.7",",0","13.23","2,,,0","26.02",",,,0","170.8",",,,0","0",",,,0","18.84",",0","23.84",",,,0","13.85",",,,0","2430",",,,0","",""
"USC00136910","1998-06","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","94.1","1,0","15",",0","11",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","26",",0","3",",0","19980604",",1,0","19980630","+,,0","19980630","+,,0","19980619",",,0","19980627",",,0","7.8","1,0,04,","0",",,0,30,+","0",",,0,30,+","50.3",",,0,19,","33.3",",0,27,","125.4",",,,0","","","26.7",",0","15.74",",,,0","28.95",",,,0","136.5",",,,0","0",",,,0","20.75","1,0","25.50",",,,0","15.99","1,,,0","2610",",,,0","",""
"USC00136910","1998-07","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","193.4",",0","9",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","19980727",",,0","19980731","+,,0","19980731","+,,0","19980718",",,0","19980721",",,0","15.0",",0,27,","0",",,0,31,+","0",",,0,31,+","26.4",",,0,18,","35.6",",0,21,","136.2","1,,,0","0.0","0","0.0",",0","22.40","1,,,0","33.24","1,,,0","54.7",",,,0","0",",,,0","24.57",",0","29.39",",,,0","19.75",",,,0","1774",",,,0","",""
"USC00136910","1998-08","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","178.2","1,0","11",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","6",",0","19980814","+,1,0","19980831","+,,0","19980831","+,,0","19980828",",,0","19980825",",,0","16.1","1,0,14,+","0",",,0,31,+","0",",,0,31,+","77.5",",,0,28,","36.1",",0,25,","120.2","2,,,0","0.0","0","0.0",",0","21.15","1,,,0","30.80","1,,,0","165.7",",,,0","0",",,,0","24.31","1,0","29.55",",,,0","19.07","1,,,0","1928",",,,0","",""
"USC00136910","1998-09","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","98.9","2,0","10",",0","4",",0","1",",0","0","1,0","0",",0","0","1,0","0","1,0","0","1,0","27","1,0","4","1,0","19980924","+,1,0","19980930","+,1,0","19980930","+,,0","19980914",",,0","19980907",",1,0","7.8","1,0,24,+","0","1,,0,30,+","0",",,0,30,+","94.2",",,0,14,","33.9","1,0,07,","105.6","2,,,0","15.5","0","15.5","1,0","17.56","4,,,0","27.46","2,,,0","123.1",",,,0","0",",,,0","21.29","2,0","27.22","1,,,0","15.37","1,,,0","1759","2,,,0","",""
"USC00136910","1998-10","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","2.2","1,0","10",",0","7",",0","2",",0","","","0",",0","0","1,0","0","1,0","0",",0","9",",0","0",",0","19981024","+,1,0","","","19981031","+,,0","19981005",",,0","19981001",",,0","1.1","1,0,24,+","","","0",",,0,31,+","82.3",",,0,05,","29.4",",0,01,","70.1","1,,,0","181.7","0","166.2",",0","9.02","1,,,0","18.19",",,,0","174.8",",,,0","0",",,,0","12.82","1,0","18.59",",,,0","7.05","1,,,0","2685",",,,0","",""
"USC00136910","1998-11","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","0.0","4,0","8",",0","7",",0","0",",0","1","2,0","0","1,0","0","4,0","10","4,0","0","2,0","1","2,0","0","2,0","19981121",",4,0","19981108",",2,0","19981130","+,1,0","19981102",",,0","19981130",",2,0","-5.6","4,0,21,","25","2,,0,08,","0","1,,0,30,+","22.6",",,0,02,","21.1","2,0,30,","","","498.7","0","317.0","2,0","","","","","71.6",",,,0","0","1,,,0","6.30","4,0","11.28","2,,,0","1.31","4,,,0","","","",""
"USC00136910","1998-12","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","0.0","4,0","2",",0","2",",0","0",",0","2","3,0","1","2,0","1","4,0","20","4,0","7","4,0","1","4,0","0","4,0","19981231",",4,0","19981231",",3,0","19981231",",2,0","19981207",",,0","19981205",",4,0","-21.1","4,0,31,","102","3,,0,31,","102","2,,0,31,","18.0",",,0,07,","21.1","4,0,05,","","","977.5","0","478.8","4,0","","","","","21.0",",,,0","102","2,,,0","0.60","4,0","5.90","4,,,0","-4.70","4,,,0","","","",""
"USC00136910","1999-01","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","","","","","","","","","","","0","4,0","","","","","","","","","","","","","","","19990111",",4,0","","","","","","","","","13","4,,0,11,","","","","","","","","","","","","","","","21.0","3,a,,0","23","4,,,0","","","","","","","","","",""
"USC00136910","1999-02","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","0.0","4,0","8","1,0","5","1,0","0","1,0","3","2,0","1","1,0","0","4,0","20","4,0","4","4,0","0","4,0","0","4,0","19990216","+,4,0","19990223",",2,0","19990223",",1,0","19990227",",1,0","19990211",",4,0","-8.3","4,0,16,+","102","2,,0,23,","102","1,,0,23,","6.6","1,,0,27,","19.4","4,0,11,","","","","","389.8","4,0","","","","","23.4","1,,,0","102","1,,,0","2.09","4,0","7.08","4,,,0","-2.90","4,,,0","","","",""
"USC00136910","1999-03","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","0.0","1,0","4","1,0","3","1,0","0","1,0","3","4,0","1","2,0","0","1,0","24","1,0","4","1,0","2","1,0","0","1,0","19990307",",1,0","19990309",",4,0","19990306",",2,0","19990309",",1,0","19990331",",1,0","-11.7","1,0,07,","152","4,,0,09,","76","2,,0,06,","10.7","1,,0,09,","22.2","1,0,31,","","","","","456.6","1,0","","","","","26.0","1,,,0","76","2,,,0","3.11","1,0","8.85","1,,,0","-2.63","1,,,0","","","",""
"USC00136910","1999-04","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","0.0",",0","15",",0","11",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","5",",0","0",",0","19990417",",,0","19990430","+,,0","19990430","+,,0","19990416",",,0","19990403",",,0","0.0",",0,17,","0",",,0,30,+","0",",,0,30,+","21.3",",,0,16,","26.1",",0,03,","90.7","4,,,0","","","215.9",",0","6.18","3,,,0","16.69","3,,,0","147.2",",,,0","0",",,,0","11.14",",0","16.48",",,,0","5.79",",,,0","","","",""
"USC00136910","1999-05","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","21.7",",0","16",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","19990509",",,0","19990531","+,,0","19990531","+,,0","19990531",",,0","19990529","+,,0","5.0",",0,09,","0",",,0,31,+","0",",,0,31,+","61.7",",,0,31,","27.8",",0,29,+","134.1","1,,,0","","","82.5",",0","11.69","1,,,0","23.24","1,,,0","163.9",",,,0","0",",,,0","16.37",",0","21.38",",,,0","11.37",",,,0","3560",",,,0","",""
"USC00136910","1999-06","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","98.6",",0","14",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","19990617","+,,0","19990630","+,,0","19990630","+,,0","19990611",",,0","19990626","+,,0","9.4",",0,17,+","0",",,0,30,+","0",",,0,30,+","29.0",",,0,11,","31.7",",0,26,+","135.8",",,,0","","","16.3",",0","17.56",",,,0","28.06",",,,0","129.1",",,,0","0",",,,0","21.08",",0","25.91",",,,0","16.24",",,,0","2443",",,,0","",""
"USC00136910","1999-07","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","232.6","1,0","8",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","17",",0","19990712",",1,0","19990731","+,,0","19990731","+,,0","19990724","+,,0","19990730",",,0","13.3","1,0,12,","0",",,0,31,+","0",",,0,31,+","16.3",",,0,24,+","39.4",",0,30,","195.3",",,,0","0.0","0","0.0",",0","21.40",",,,0","33.98",",,,0","50.7",",,,0","0",",,,0","26.05","1,0","31.63",",,,0","20.47","1,,,0","2531",",,,0","",""
"USC00136910","1999-08","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","129.1",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","19990815","+,,0","19990831","+,,0","19990831","+,,0","19990812",",,0","19990817",",,0","13.3",",0,15,+","0",",,0,31,+","0",",,0,31,+","27.9",",,0,12,","33.3",",0,17,","128.5",",,,0","1.4","0","1.4",",0","18.41","1,,,0","29.92","1,,,0","69.6",",,,0","0",",,,0","22.45",",0","28.20",",,,0","16.70",",,,0","2436",",,,0","",""
"USC00136910","1999-09","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","51.5",",0","7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","5",",0","19990922",",,0","19990930","+,,0","19990930","+,,0","19990928",",,0","19990903",",,0","3.3",",0,22,","0",",,0,30,+","0",",,0,30,+","30.0",",,0,28,","34.4",",0,03,","133.3",",,,0","73.6","0","72.2",",0","13.30","1,,,0","23.61","1,,,0","95.0",",,,0","0",",,,0","17.65",",0","24.70",",,,0","10.59",",,,0","2240",",,,0","",""
"USC00136910","1999-10","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","4.3","2,0","4",",0","3",",0","0",",0","0",",0","0",",0","0","2,0","7","2,0","0","2,0","13","2,0","0","2,0","19991025",",2,0","19991031","+,,0","19991031","+,,0","19991016",",,0","19991016",",2,0","-3.3","2,0,25,","0",",,0,31,+","0",",,0,31,+","22.1",",,0,16,","30.0","2,0,16,","96.5","3,,,0","260.4","0","186.8","2,0","6.57","2,,,0","17.12","2,,,0","37.6",",,,0","0",",,,0","12.04","2,0","19.05","2,,,0","5.02","2,,,0","2740","3,,,0","",""
"USC00136910","1999-11","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","","","1",",0","1",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","19991130","+,,0","19991130","+,,0","19991123",",,0","","","","","0",",,0,30,+","0",",,0,30,+","43.7",",,0,23,","","","","","","","","","","","","","43.7",",,,0","0",",,,0","","","","","","","","","",""
"USC00136910","1999-12","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.1",",a,,0","191",",a,,0","","","","","","","","","",""
