"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00126580","1893-01","38.88855","-86.55169","197.8","OOLITIC PURDUE EX FRM, IN US","","","","","4",",6","3",",6","0",",6","","","2",",6","","","","","","","","","","","","","","","","","18930114",",,6","","","18930114",",,6","","","","","","","127",",,6,14,","12.7",",,6,14,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.6",",,,6","208",",,,6","","","","","",""
"USC00126580","1893-02","38.88855","-86.55169","197.8","OOLITIC PURDUE EX FRM, IN US","","","0.0","2,6","","","","","","","","","","","1","1,6","26","1,6","4","1,6","0","1,6","0","1,6","","","18930207",",1,6","","","","","","","","","18930214","+,1,6","-21.7","1,6,07,","","","","","","","12.8","1,6,14,+","","","","","","","482.3","1,6","","","","","","","","","","","","","","","","","","","","","","","","","-0.42","2,6","5.36","1,,,6","-6.21","1,,,6"
"USC00126580","1893-03","38.88855","-86.55169","197.8","OOLITIC PURDUE EX FRM, IN US","","","0.0","2,6","11",",6","8",",6","1",",6","","","","","0","2,6","19","2,6","1","1,6","2","1,6","0","1,6","","","18930317",",2,6","","","","","","","18930323",",,6","18930324",",1,6","-11.1","2,6,17,","","","","","25.9",",,6,23,","24.4","1,6,24,","","","","","","","380.0","1,6","","","","","","","","","","","","","","","","","","","","","85.0",",,,6","","","5.11","2,6","11.42","1,,,6","-1.20","2,,,6"
"USC00126580","1893-04","38.88855","-86.55169","197.8","OOLITIC PURDUE EX FRM, IN US","","","5.6",",6","13",",6","13",",6","3",",6","","","","","0",",6","3",",6","0",",6","14",",6","0",",6","","","18930423",",,6","","","","","","","18930411",",,6","18930408",",,6","-1.1",",6,23,","","","","","39.9",",,6,11,","27.2",",6,08,","","","","","","","172.2",",6","","","","","","","","","","","","","","","","","","","","","199.9",",,,6","","","12.78",",6","19.24",",,,6","6.32",",,,6"
"USC00126580","1893-05","38.88855","-86.55169","197.8","OOLITIC PURDUE EX FRM, IN US","","","32.9",",6","9",",6","9",",6","1",",6","","","","","0",",6","0",",6","0",",6","22",",6","3",",6","","","18930507",",,6","","","","","","","18930501",",,6","18930522",",,6","2.2",",6,07,","","","","","48.3",",,6,01,","34.4",",6,22,","","","","","","","91.2",",6","","","","","","","","","","","","","","","","","","","","","133.9",",,,6","","","16.45",",6","23.96",",,,6","8.95",",,,6"
"USC00126580","1893-06","38.88855","-86.55169","197.8","OOLITIC PURDUE EX FRM, IN US","","","129.8","1,6","9",",6","9",",6","1",",6","","","","","0","1,6","0","1,6","0","1,6","29","1,6","8","1,6","","","18930608",",1,6","","","","","","","18930605",",,6","18930620",",1,6","10.0","1,6,08,","","","","","26.9",",,6,05,","36.1","1,6,20,","","","","","","","0.2","1,6","","","","","","","","","","","","","","","","","","","","","101.8",",,,6","","","22.80","1,6","29.60","1,,,6","16.00","1,,,6"
"USC00126580","1893-07","38.88855","-86.55169","197.8","OOLITIC PURDUE EX FRM, IN US","","","234.6","1,6","7",",6","5",",6","0",",6","","","","","0","1,6","0","1,6","0",",6","31",",6","24",",6","","","18930704",",1,6","","","","","","","18930726",",,6","18930725",",,6","13.3","1,6,04,","","","","","10.9",",,6,26,","37.2",",6,25,","0.0","6","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","","","36.6",",,,6","","","26.16","1,6","33.72",",,,6","18.61","1,,,6"
"USC00126580","1893-08","38.88855","-86.55169","197.8","OOLITIC PURDUE EX FRM, IN US","","","151.9","3,6","3",",6","3",",6","0",",6","","","","","0","2,6","0","2,6","0","3,6","28","3,6","13","3,6","","","18930831","+,2,6","","","","","","","18930812",",,6","18930819","+,3,6","10.6","2,6,31,+","","","","","14.0",",,6,12,","34.4","3,6,19,+","0.0","6","","","","","0.0","3,6","","","","","","","","","","","","","","","","","","","","","25.4",",,,6","","","23.77","3,6","31.54","3,,,6","16.00","2,,,6"
"USC00126580","1893-09","38.88855","-86.55169","197.8","OOLITIC PURDUE EX FRM, IN US","","","111.7",",6","8",",6","8",",6","2",",6","","","","","0",",6","0",",6","0",",6","26",",6","7",",6","","","18930926",",,6","","","","","","","18930911",",,6","18930908",",,6","2.8",",6,26,","","","","","40.6",",,6,11,","34.4",",6,08,","33.9","6","","","","","33.9",",6","","","","","","","","","","","","","","","","","","","","","146.9",",,,6","","","20.93",",6","27.41",",,,6","14.44",",,,6"
"USC00126580","1893-10","38.88855","-86.55169","197.8","OOLITIC PURDUE EX FRM, IN US","","","16.4",",6","6",",6","6",",6","2",",6","","","","","0",",6","4",",6","0",",6","13",",6","0",",6","","","18931030",",,6","","","","","","","18931001",",,6","18931013",",,6","-4.4",",6,30,","","","","","58.4",",,6,01,","30.0",",6,13,","213.0","6","","","","","179.1",",6","","","","","","","","","","","","","","","","","","","","","157.0",",,,6","","","13.08",",6","19.73",",,,6","6.43",",,,6"
