"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00146333","1967-06","39.1174","-95.4101","291.7","PERRY LAKE, KS US","","","88.8","1,0","12","3,0","9","3,0","2","3,0","0",",0","0",",0","0",",0","0",",0","0","1,0","27","1,0","0","1,0","19670603",",,0","19670630","+,,0","19670630","+,,0","19670621",",3,0","19670615",",1,0","7.8",",0,03,","0",",,0,30,+","0",",,0,30,+","91.4","3,,0,21,","31.7","1,0,15,","","","","","13.9","1,0","","","","","356.9",",a,,0","0",",,,0","20.79","1,0","26.48","1,,,0","15.10",",,,0","",""
"USC00146333","1967-10","39.1174","-95.4101","291.7","PERRY LAKE, KS US","","","29.0",",0","6","4,0","6","4,0","1","4,0","0",",0","0",",0","0",",0","4",",0","0",",0","13",",0","0",",0","19671029",",,0","19671031","+,,0","19671031","+,,0","19671006",",4,0","19671005",",,0","-1.1",",0,29,","0",",,0,31,+","0",",,0,31,+","26.2","4,,0,06,","31.7",",0,05,","","","","","184.2",",0","","","","","173.3",",a,,0","0",",,,0","13.33",",0","19.90",",,,0","6.75",",,,0","",""
"USC00146333","1967-11","39.1174","-95.4101","291.7","PERRY LAKE, KS US","","","0.0","1,0","4",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","19","1,0","0","1,0","2","1,0","0","1,0","19671128","+,1,0","19671130","+,,0","19671130","+,,0","19671103","+,,0","19671112",",1,0","-6.7","1,0,28,+","0",",,0,30,+","0",",,0,30,+","10.4",",,0,03,+","22.2","1,0,12,","","","","","363.4","1,0","","","","","23.1",",,,0","0",",,,0","5.80","1,0","11.77","1,,,0","-0.16","1,,,0","",""
"USC00146333","1967-12","39.1174","-95.4101","291.7","PERRY LAKE, KS US","","","0.0","2,0","5","3,0","4","3,0","0","3,0","","","","","0","2,0","21","2,0","5","2,0","0","2,0","0","2,0","19671226","+,2,0","","","","","19671210",",3,0","19671221",",2,0","-14.4","2,0,26,+","","","","","20.8","3,,0,10,","16.7","2,0,21,","","","","","497.3","2,0","","","","","52.8","1,a,,0","","","1.19","2,0","6.14","2,,,0","-3.77","2,,,0","",""
"USC00146333","1968-01","39.1174","-95.4101","291.7","PERRY LAKE, KS US","0.0","0","0.0","2,0","3",",0","1",",0","0",",0","","","0","1,0","4","1,0","26","1,0","12","2,0","0","2,0","0","2,0","19680107",",1,0","","","19680131","+,1,0","19680112",",,0","19680129",",2,0","-22.8","1,0,07,","","","0","1,,0,31,+","4.8",",,0,12,","18.9","2,0,29,","","","","","621.8","2,0","","","","","6.9",",,,0","0","1,,,0","-3.29","2,0","2.48","2,,,0","-9.05","1,,,0","",""
"USC00146333","1968-02","39.1174","-95.4101","291.7","PERRY LAKE, KS US","0.0","0","0.0","1,0","4",",0","2",",0","1",",0","0","3,0","0","3,0","0","1,0","25","1,0","7",",0","0",",0","0",",0","19680221",",1,0","19680229","+,3,0","19680229","+,3,0","19680201",",,0","19680220",",,0","-15.6","1,0,21,","0","3,,0,29,+","0","3,,0,29,+","30.0",",,0,01,","15.0",",0,20,","","","","","528.8",",0","","","","","38.2",",,,0","0","3,,,0","-0.66","1,0","5.11",",,,0","-6.43","1,,,0","",""
"USC00146333","1968-03","39.1174","-95.4101","291.7","PERRY LAKE, KS US","2.2","0","2.2","1,0","3",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","16","1,0","0",",0","9",",0","0",",0","19680303","+,1,0","19680331","+,,0","19680331","+,,0","19680331",",,0","19680331",",,0","-11.1","1,0,03,+","0",",,0,31,+","0",",,0,31,+","8.9",",,0,31,","29.4",",0,31,","","","","","318.9",",0","","","","","17.6",",,,0","0",",,,0","7.88","1,0","15.20",",,,0","0.56","1,,,0","",""
"USC00146333","1968-05","39.1174","-95.4101","291.7","PERRY LAKE, KS US","","","17.7","1,0","8",",0","6",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","18","1,0","1","1,0","19680521",",1,0","19680531","+,,0","19680531","+,,0","19680523",",,0","19680503",",1,0","0.6","1,0,21,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,23,","32.2","1,0,03,","","","","","97.5","1,0","","","","","89.2",",,,0","0",",,,0","15.67","1,0","22.03","1,,,0","9.31","1,,,0","",""
"USC00146333","1968-06","39.1174","-95.4101","291.7","PERRY LAKE, KS US","","","145.7","1,0","3",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","29",",0","6",",0","19680627",",1,0","19680630","+,,0","19680630","+,,0","19680615",",,0","19680630",",,0","8.3","1,0,27,","0",",,0,30,+","0",",,0,30,+","22.1",",,0,15,","33.9",",0,30,","","","","","5.0",",0","","","","","40.1",",,,0","0",",,,0","23.24","1,0","29.04",",,,0","17.43","1,,,0","",""
"USC00146333","1968-08","39.1174","-95.4101","291.7","PERRY LAKE, KS US","","","176.1","3,0","12",",0","12",",0","3",",0","0",",0","0",",0","0","3,0","0","3,0","0","1,0","29","1,0","11","1,0","19680825","+,3,0","19680831","+,,0","19680831","+,,0","19680809",",,0","19680808","+,1,0","13.3","3,0,25,+","0",",,0,31,+","0",",,0,31,+","62.2",",,0,09,","35.6","1,0,08,+","","","","","1.6","1,0","","","","","206.7",",,,0","0",",,,0","24.38","3,0","29.09","1,,,0","19.66","3,,,0","",""
