"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00152469","1893-01","36.98333","-85.65","237.7","EDMONTON 3 W, KY US","0.0","6","0.0","4,6","","","","","","","","","3",",6","4","2,6","25","2,6","11","2,6","0","2,6","0","2,6","","","18930115",",2,6","","","18930118",",,6","","","18930128",",2,6","-20.6","2,6,15,","","","64",",,6,18,","","","16.7","2,6,28,","","","552.2","2,6","","","138",",,,6","-2.62","4,6","3.16","2,,,6","-8.41","2,,,6"
"USC00152469","1893-02","36.98333","-85.65","237.7","EDMONTON 3 W, KY US","0.0","6","0.0","2,6","","","","","","","","","1",",6","0","1,6","19","1,6","1","1,6","0","1,6","0","1,6","","","18930208",",1,6","","","18930210",",,6","","","18930214","+,1,6","-11.7","1,6,08,","","","127",",,6,10,","","","18.9","1,6,14,+","","","381.2","1,6","","","140",",,,6","3.61","2,6","8.65","1,,,6","-1.43","1,,,6"
"USC00152469","1893-03","36.98333","-85.65","237.7","EDMONTON 3 W, KY US","1.7","6","1.7","2,6","","","","","","","","","1",",6","0","1,6","15","1,6","1","1,6","3","1,6","0","1,6","","","18930304",",1,6","","","18930303",",,6","","","18930323",",1,6","-11.7","1,6,04,","","","51",",,6,03,","","","25.6","1,6,23,","","","329.2","1,6","","","61",",,,6","6.78","2,6","12.86","1,,,6","0.69","1,,,6"
"USC00152469","1893-04","36.98333","-85.65","237.7","EDMONTON 3 W, KY US","22.6","6","20.9","2,6","11",",6","8",",6","1",",6","","","","","0","2,6","1","2,6","0","2,6","13","2,6","0","2,6","","","18930424",",2,6","","","","","18930414",",,6","18930408",",2,6","-0.6","2,6,24,","","","","","55.1",",,6,14,","28.3","2,6,08,","","","128.9","2,6","129.5",",,,6","","","14.48","2,6","19.98","2,,,6","8.97","2,,,6"
"USC00152469","1893-05","36.98333","-85.65","237.7","EDMONTON 3 W, KY US","37.9","6","15.3","2,6","13",",6","11",",6","4",",6","","","","","0","1,6","0","1,6","0","1,6","20","1,6","0","1,6","","","18930504",",1,6","","","","","18930531",",,6","18930526","+,1,6","4.4","1,6,04,","","","","","53.3",",,6,31,","28.9","1,6,26,+","","","64.5","1,6","219.1",",,,6","","","16.55","2,6","22.24","1,,,6","10.87","1,,,6"
"USC00152469","1893-06","36.98333","-85.65","237.7","EDMONTON 3 W, KY US","147.1","6","109.2",",6","7",",6","7",",6","3",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","","","18930608",",,6","","","","","18930625",",,6","18930618",",,6","11.7",",6,08,","","","","","54.9",",,6,25,","31.7",",6,18,","","","0.6",",6","156.7",",,,6","","","21.96",",6","27.65",",,,6","16.26",",,,6"
"USC00152469","1893-07","36.98333","-85.65","237.7","EDMONTON 3 W, KY US","336.6","6","189.5","1,6","7",",6","6",",6","2",",6","","","","","0",",6","0",",6","0","1,6","30","1,6","6","1,6","","","18930704",",,6","","","","","18930730",",,6","18930707",",1,6","15.0",",6,04,","","","","","66.0",",,6,30,","37.2","1,6,07,","0.0","6","0.0","1,6","134.3",",,,6","","","24.59","1,6","29.84","1,,,6","19.34",",,,6"
"USC00152469","1893-08","36.98333","-85.65","237.7","EDMONTON 3 W, KY US","473.8","6","137.2","1,6","5",",6","3",",6","1",",6","","","","","0","1,6","0","1,6","0","1,6","30","1,6","0","1,6","","","18930821",",1,6","","","","","18930825",",,6","18930806",",1,6","12.2","1,6,21,","","","","","33.3",",,6,25,","31.1","1,6,06,","0.0","6","0.0","1,6","53.1",",,,6","","","22.91","1,6","28.39","1,,,6","17.42","1,,,6"
"USC00152469","1893-09","36.98333","-85.65","237.7","EDMONTON 3 W, KY US","546.2","6","72.4",",6","","","","","","","","","","","0",",6","0",",6","0",",6","24",",6","0",",6","","","18930928",",,6","","","","","","","18930915",",,6","5.6",",6,28,","","","","","","","30.6",",6,15,","33.6","6","33.6",",6","","","","","19.63",",6","25.32",",,,6","13.93",",,,6"
"USC00152469","1893-10","36.98333","-85.65","237.7","EDMONTON 3 W, KY US","553.0","6","6.8","3,6","5",",6","3",",6","1",",6","","","","","0","2,6","5","2,6","0","1,6","13","1,6","0","1,6","","","18931030",",2,6","","","","","18931003",",,6","18931002",",1,6","-5.0","2,6,30,","","","","","42.4",",,6,03,","26.7","1,6,02,","195.2","6","161.6","1,6","78.3",",,,6","","","12.90","3,6","19.12","1,,,6","6.69","2,,,6"
