"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IDM00096741","1977-04","-6.1","106.867","2.0","JAKARTA TANJUNG PRIOK, ID","","","","","0","4,S","0","4,S","0","4,S","","","","","","","","","","","","","19770430","+,4,S","","","","","0.0","4,,S,30,+","","","","","0.0","4,,,S","","","","","",""
"IDM00096741","1977-05","-6.1","106.867","2.0","JAKARTA TANJUNG PRIOK, ID","","","","","0","2,S","0","2,S","0","2,S","","","","","","","","","","","","","19770531","+,2,S","","","","","0.0","2,,S,31,+","","","","","0.0","2,,,S","","","","","",""
"IDM00096741","1977-08","-6.1","106.867","2.0","JAKARTA TANJUNG PRIOK, ID","","","","","0","3,S","0","3,S","0","3,S","","","","","","","","","","","","","19770831","+,3,S","","","","","0.0","3,,S,31,+","","","","","0.0","3,,,S","","","","","",""
"IDM00096741","1978-01","-6.1","106.867","2.0","JAKARTA TANJUNG PRIOK, ID","","","","","2","5,S","2","5,S","0","5,S","","","","","","","","","","","","","19780105",",5,S","","","","","10.9","5,,S,05,","","","","","18.8","5,,,S","","","","","",""
"IDM00096741","1978-08","-6.1","106.867","2.0","JAKARTA TANJUNG PRIOK, ID","","","","","0","2,S","0","2,S","0","2,S","","","","","","","","","","","","","19780831","+,2,S","","","","","0.0","2,,S,31,+","","","","","0.0","2,,,S","","","","","",""
"IDM00096741","1978-10","-6.1","106.867","2.0","JAKARTA TANJUNG PRIOK, ID","","","","","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","19781031","+,5,S","","","","","0.0","5,,S,31,+","","","","","0.0","5,,,S","","","","","",""
"IDM00096741","1978-11","-6.1","106.867","2.0","JAKARTA TANJUNG PRIOK, ID","","","","","1","5,S","0","5,S","0","5,S","","","","","","","","","","","","","19781103",",5,S","","","","","2.0","5,,S,03,","","","","","2.0","5,,,S","","","","","",""
"IDM00096741","1979-02","-6.1","106.867","2.0","JAKARTA TANJUNG PRIOK, ID","","","","","15","3,S","8","3,S","3","3,S","0","4,S","0","4,S","","","","","","","19790228",",4,S","19790228",",3,S","","","21.0","4,S,28,","37.1","3,,S,28,","","","","","147.8","3,,,S","","","","","24.29","4,,,S"
"IDM00096741","1979-03","-6.1","106.867","2.0","JAKARTA TANJUNG PRIOK, ID","","","","","14","1,S","9","1,S","1","1,S","0","1,S","0","1,S","","","","","","","19790320","+,1,S","19790303",",1,S","","","23.0","1,S,20,+","51.1","1,,S,03,","","","","","108.8","1,,,S","","","","","24.33","1,,,S"
"IDM00096741","1979-04","-6.1","106.867","2.0","JAKARTA TANJUNG PRIOK, ID","","","257.7","5,S","16","1,S","10","1,S","3","1,S","0","2,S","0","2,S","0","4,S","26","4,S","17","4,S","19790426",",2,S","19790412",",1,S","19790420",",4,S","22.0","2,S,26,","89.9","1,,S,12,","37.0","4,S,20,","0.0","4,S","267.3","1,,,S","28.66","5,S","32.85","4,,,S","24.46","2,,,S"
