"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"FIE00146062","1959-04","65.995","29.2258","264.0","KUUSAMO LENTOASEMA 1, FI","","","","","","","","","","","","","","","13","4,S","0","4,S","0","4,S","","","","","","","19590430","+,4,S","","","","","","","12.8","4,S,30,+","","","","","","","","","1.52","4,,,S","",""
"FIE00146062","1959-06","65.995","29.2258","264.0","KUUSAMO LENTOASEMA 1, FI","","","","","","","","","","","0","4,S","0","4,S","","","","","","","19590630","+,4,S","","","","","","","1.1","4,S,30,+","","","","","","","","","","","","","","","","","6.73","4,,,S"
"FIE00146062","1959-09","65.995","29.2258","264.0","KUUSAMO LENTOASEMA 1, FI","","","","","","","","","","","","","","","0","2,S","0","2,S","0","2,S","","","","","","","19590909",",2,S","","","","","","","15.0","2,S,09,","","","","","","","","","8.11","2,,,S","",""
"FIE00146062","1960-04","65.995","29.2258","264.0","KUUSAMO LENTOASEMA 1, FI","","","","","","","","","","","3","5,S","23","5,S","3","2,S","0","2,S","0","2,S","19600401",",5,S","","","","","19600421",",2,S","-28.9","5,S,01,","","","","","11.1","2,S,21,","","","","","","","-0.24","6,S","4.78","2,,,S","-5.27","5,,,S"
"FIE00146062","1960-05","65.995","29.2258","264.0","KUUSAMO LENTOASEMA 1, FI","","","","","","","","","","","","","","","0","3,S","6","3,S","0","3,S","","","","","","","19600530",",3,S","","","","","","","25.0","3,S,30,","","","","","","","","","14.23","3,,,S","",""
"FIE00146062","1960-08","65.995","29.2258","264.0","KUUSAMO LENTOASEMA 1, FI","","","","","","","","","","","","","","","0","5,S","5","5,S","0","5,S","","","","","","","19600801",",5,S","","","","","","","26.1","5,S,01,","","","","","","","","","17.31","5,,,S","",""
"FIE00146062","1960-09","65.995","29.2258","264.0","KUUSAMO LENTOASEMA 1, FI","","","","","","","","","","","","","","","0","3,S","0","3,S","0","3,S","","","","","","","19600920",",3,S","","","","","","","13.9","3,S,20,","","","","","","","","","9.80","3,,,S","",""
"FIE00146062","1961-04","65.995","29.2258","264.0","KUUSAMO LENTOASEMA 1, FI","","","","","","","","","","","","","","","10","5,S","0","5,S","0","5,S","","","","","","","19610426",",5,S","","","","","","","8.9","5,S,26,","","","","","","","","","1.49","5,,,S","",""
"FIE00146062","1961-05","65.995","29.2258","264.0","KUUSAMO LENTOASEMA 1, FI","0.0","5,S","","","","","","","","","0","4,S","19","4,S","0","2,S","0","2,S","0","2,S","19610501",",4,S","","","","","19610530","+,2,S","-11.1","4,S,01,","","","","","13.9","2,S,30,+","","","392.8","2,S","","","3.11","5,S","6.78","2,,,S","-0.56","4,,,S"
"FIE00146062","1961-06","65.995","29.2258","264.0","KUUSAMO LENTOASEMA 1, FI","","","","","","","","","","","0","5,S","0","5,S","0","3,S","12","3,S","0","3,S","19610601",",5,S","","","","","19610608",",3,S","1.1","5,S,01,","","","","","27.2","3,S,08,","","","","","","","13.85","7,S","19.28","3,,,S","8.42","5,,,S"
