"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"FRW00034067","1958-09","48.776072","4.184492","178.9","BRIENNE, FR","28.1",",X","11",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","18",",X","0",",X","23","","19580927",",,X","19580930","+,,X","19580930","+,,X","3","","19580930",",,X","19580905",",,X","3.9",",X,27,","0",",,X,30,+","0",",,X,30,+","31.0",",,X,30,","31.1",",X,05,","49.6",",X","51.7",",,,X","0",",,,X","17.62",",X","22.75",",,,X","12.49",",,,X"
"FRW00034067","1958-10","48.776072","4.184492","178.9","BRIENNE, FR","0.0","1,X","14","1,X","7","1,X","0","1,X","0",",X","0","1,X","0","1,X","1","1,X","0","1,X","1","1,X","0","1,X","21","","19581029",",1,X","19581031","+,,X","19581031","+,1,X","3","","19581011",",1,X","19581009",",1,X","0.0","1,X,29,","0",",,X,31,+","0","1,,X,31,+","10.2","1,,X,11,","21.1","1,X,09,","209.1","1,X","47.8","1,,,X","0","1,,,X","11.36","1,X","15.81","1,,,X","6.91","1,,,X"
"FRW00034067","1958-11","48.776072","4.184492","178.9","BRIENNE, FR","0.0",",X","14",",X","4",",X","0",",X","0",",X","0",",X","0",",X","3",",X","0",",X","0",",X","0",",X","30","","19581119",",,X","19581130","+,,X","19581113",",,X","","","19581102",",,X","19581108",",,X","-1.7",",X,19,","0",",,X,30,+","3",",,X,13,","7.6",",,X,02,","13.9",",X,08,","369.0",",X","30.7",",,,X","3",",,,X","6.03",",X","8.69",",,,X","3.38",",,,X"
"FRW00034067","1958-12","48.776072","4.184492","178.9","BRIENNE, FR","","","","","","","","","","","","","","","","","","","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
