"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"SPW00014010","1957-07","41.666242","-1.041553","263.0","ZARAGOZA, SP","","","118.6","4,X","0","5,X","0","5,X","0","5,X","0",",X","0",",X","0","4,X","0","4,X","0","4,X","27","4,X","4","4,X","5","","19570729","+,4,X","19570731","+,,X","19570731","+,,X","3","","19570731","+,5,X","19570731","+,4,X","14.4","4,X,29,+","0",",,X,31,+","0",",,X,31,+","0.0","5,,X,31,+","34.4","4,X,31,+","0.0","X","0.0","4,X","0.0","5,,,X","0",",,,X","22.73","4,X","28.56","4,,,X","16.90","4,,,X","","","",""
"SPW00014010","1957-08","41.666242","-1.041553","263.0","ZARAGOZA, SP","","","156.2",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","8",",X","2","","19570827","+,,X","19570831","+,,X","19570831","+,,X","4","","19570811","+,,X","19570802",",,X","13.9",",X,27,+","0",",,X,31,+","0",",,X,31,+","2.3",",,X,11,+","38.9",",X,02,","0.0","X","0.0",",X","5.4",",,,X","0",",,,X","23.37",",X","29.51",",,,X","17.23",",,,X","","","",""
"SPW00014010","1957-09","41.666242","-1.041553","263.0","ZARAGOZA, SP","","","70.3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","2",",X","6","","19570916",",,X","19570930","+,,X","19570930","+,,X","1","","19570921","+,,X","19570907",",,X","8.3",",X,16,","0",",,X,30,+","0",",,X,30,+","0.0",",T,X,21,+","33.3",",X,07,","9.4","X","9.4",",X","0.0",",T,,X","0",",,,X","20.36",",X","26.22",",,,X","14.50",",,,X","","","",""
"SPW00014010","1957-10","41.666242","-1.041553","263.0","ZARAGOZA, SP","","","0.9",",X","5",",X","3",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","10",",X","0",",X","18","","19571030",",,X","19571031","+,,X","19571031","+,,X","","","19571014",",,X","19571017","+,,X","5.0",",X,30,","0",",,X,31,+","0",",,X,31,+","36.8",",,X,14,","23.9",",X,17,+","120.9","X","111.5",",X","51.0",",,,X","0",",,,X","14.76",",X","19.41",",,,X","10.12",",,,X","","","",""
"SPW00014010","1957-11","41.666242","-1.041553","263.0","ZARAGOZA, SP","","","0.0",",X","6",",X","1",",X","0",",X","0",",X","0",",X","0",",X","5",",X","0",",X","0",",X","0",",X","14","","19571127",",,X","19571130","+,,X","19571130","+,,X","","","19571106",",,X","19571104",",,X","-3.3",",X,27,","0",",,X,30,+","0",",,X,30,+","2.5",",,X,06,","19.4",",X,04,","414.7","X","293.8",",X","6.4",",,,X","0",",,,X","8.54",",X","12.53",",,,X","4.55",",,,X","","","",""
"SPW00014010","1957-12","41.666242","-1.041553","263.0","ZARAGOZA, SP","","","0.0",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","6",",X","0",",X","0",",X","0",",X","11","","19571207",",,X","19571231","+,,X","19571231","+,,X","","","19571224",",,X","19571211",",,X","-2.8",",X,07,","0",",,X,31,+","0",",,X,31,+","0.3",",,X,24,","13.3",",X,11,","789.5","X","374.8",",X","0.3",",,,X","0",",,,X","6.24",",X","9.85",",,,X","2.64",",,,X","","","",""
"SPW00014010","1958-01","41.666242","-1.041553","263.0","ZARAGOZA, SP","0.0","X","0.0",",X","6",",X","2",",X","0",",X","0",",X","0",",X","0",",X","10",",X","0",",X","0",",X","0",",X","14","","19580124","+,,X","19580131","+,,X","19580125",",,X","","","19580129",",,X","19580106",",,X","-3.3",",X,24,+","0",",,X,31,+","0",",T,X,25,","25.1",",,X,29,","17.8",",X,06,","1168.5","X","379.0",",X","38.3",",,,X","0",",T,,X","6.11",",X","9.97",",,,X","2.24",",,,X","","","",""
"SPW00014010","1958-02","41.666242","-1.041553","263.0","ZARAGOZA, SP","0.0","X","0.0",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","3",",X","0",",X","2",",X","0",",X","8","","19580227",",,X","19580228","+,,X","19580226",",,X","","","19580226",",,X","19580217","+,,X","-1.1",",X,27,","0",",,X,28,+","13",",,X,26,","1.3",",,X,26,","21.7",",X,17,+","1431.4","X","262.9",",X","1.9",",,,X","13",",,,X","8.94",",X","13.10",",,,X","4.79",",,,X","","","",""
"SPW00014010","1958-03","41.666242","-1.041553","263.0","ZARAGOZA, SP","0.0","X","0.0",",X","6",",X","3",",X","0",",X","0",",X","0",",X","0",",X","2",",X","0",",X","2",",X","0",",X","1","","19580312",",,X","19580331","+,,X","19580310","+,,X","","","19580324",",,X","19580314",",,X","-1.1",",X,12,","0",",,X,31,+","0",",T,X,10,+","4.8",",,X,24,","22.2",",X,14,","1666.5","X","235.1",",X","14.0",",,,X","0",",T,,X","10.75",",X","15.03",",,,X","6.47",",,,X","","","",""
"SPW00014010","1958-04","41.666242","-1.041553","263.0","ZARAGOZA, SP","2.2","X","2.2",",X","3",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","5",",X","0",",X","1","","19580413",",,X","19580430","+,,X","19580430","+,,X","","","19580404",",,X","19580430",",,X","1.1",",X,13,","0",",,X,30,+","0",",,X,30,+","3.0",",,X,04,","28.3",",X,30,","1872.6","X","206.1",",X","8.1",",,,X","0",",,,X","11.54",",X","16.06",",,,X","7.02",",,,X","","","",""
"SPW00014010","1958-05","41.666242","-1.041553","263.0","ZARAGOZA, SP","62.3","X","60.1",",X","4",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","23",",X","5",",X","","","19580528",",,X","19580531","+,,X","19580531","+,,X","3","","19580513",",,X","19580508",",,X","6.7",",X,28,","0",",,X,31,+","0",",,X,31,+","6.1",",,X,13,","33.9",",X,08,","1913.4","X","40.8",",X","17.5",",,,X","0",",,,X","18.95",",X","25.51",",,,X","12.40",",,,X","","","",""
"SPW00014010","1958-06","41.666242","-1.041553","263.0","ZARAGOZA, SP","125.2","X","62.9",",X","6",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","27",",X","2",",X","2","","19580627",",,X","19580630","+,,X","19580630","+,,X","3","","19580609",",,X","19580616",",,X","11.1",",X,27,","0",",,X,30,+","0",",,X,30,+","7.4",",,X,09,","33.3",",X,16,","1923.6","X","10.2",",X","23.4",",,,X","0",",,,X","20.09",",X","25.74",",,,X","14.43",",,,X","","","",""
"SPW00014010","1958-07","41.666242","-1.041553","263.0","ZARAGOZA, SP","281.4","X","156.2",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","14",",X","","","19580717",",,X","19580731","+,,X","19580731","+,,X","6","","19580706",",,X","19580731",",,X","11.7",",X,17,","0",",,X,31,+","0",",,X,31,+","3.3",",,X,06,","40.0",",X,31,","2.2","X","2.2",",X","6.7",",,,X","0",",,,X","23.30",",X","29.86",",,,X","16.75",",,,X","","","",""
"SPW00014010","1958-08","41.666242","-1.041553","263.0","ZARAGOZA, SP","443.1","X","161.7",",X","5",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","11",",X","","","19580823",",,X","19580831","+,,X","19580831","+,,X","3","","19580830",",,X","19580801",",,X","13.3",",X,23,","0",",,X,31,+","0",",,X,31,+","3.6",",,X,30,","37.8",",X,01,","2.5","X","0.3",",X","8.9",",,,X","0",",,,X","23.54",",X","29.47",",,,X","17.61",",,,X","","","",""
"SPW00014010","1958-09","41.666242","-1.041553","263.0","ZARAGOZA, SP","612.4","X","169.3",",X","7",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","10",",X","4","","19580923",",,X","19580930","+,,X","19580930","+,,X","8","","19580908",",,X","19580911",",,X","14.4",",X,23,","0",",,X,30,+","0",",,X,30,+","9.1",",,X,08,","35.6",",X,11,","2.5","X","0.0",",X","28.1",",,,X","0",",,,X","23.98",",X","30.23",",,,X","17.73",",,,X","","","",""
"SPW00014010","1958-10","41.666242","-1.041553","263.0","ZARAGOZA, SP","616.3","X","3.9",",X","5",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","14",",X","0",",X","2","","19581025",",,X","19581031","+,,X","19581031","+,,X","","","19581001",",,X","19581003",",,X","5.0",",X,25,","0",",,X,31,+","0",",,X,31,+","7.4",",,X,01,","27.2",",X,03,","91.6","X","89.1",",X","16.8",",,,X","0",",,,X","15.59",",X","20.20",",,,X","10.97",",,,X","","","",""
