"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"FMC00914325","1962-04","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","19","1,0","18","1,0","3","1,0","0",",0","0",",0","","","","","","","","","","","","","19620430","+,,0","19620430","+,,0","","","19620406",",1,0","","","","","0",",,0,30,+","0",",,0,30,+","47.5","1,,0,06,","","","","","","","286.9","1,,,0","0",",,,0","","","","","",""
"FMC00914325","1962-06","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","18",",0","15",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","19620630","+,,0","19620630","+,,0","","","19620619",",,0","","","","","0",",,0,30,+","0",",,0,30,+","36.8",",,0,19,","","","","","","","149.2",",,,0","0",",,,0","","","","","",""
"FMC00914325","1962-07","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","22",",0","19",",0","6",",0","0",",0","0",",0","","","","","","","","","","","","","19620731","+,,0","19620731","+,,0","","","19620728",",,0","","","","","0",",,0,31,+","0",",,0,31,+","73.2",",,0,28,","","","","","","","349.0",",,,0","0",",,,0","","","","","",""
"FMC00914325","1962-08","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","8","3,0","7","3,0","1","3,0","0","3,0","0","3,0","","","","","","","","","","","","","19620831","+,3,0","19620831","+,3,0","","","19620822",",3,0","","","","","0","3,,0,31,+","0","3,,0,31,+","59.7","3,,0,22,","","","","","","","99.0","3,,,0","0","3,,,0","","","","","",""
"FMC00914325","1963-09","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","18",",0","12",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","19630930","+,,0","19630930","+,,0","","","19630922",",,0","","","","","0",",,0,30,+","0",",,0,30,+","36.3",",,0,22,","","","","","","","178.6",",,,0","0",",,,0","","","","","",""
"FMC00914325","1963-10","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","16",",0","13",",0","5",",0","0",",0","0",",0","","","","","","","","","","","","","19631031","+,,0","19631031","+,,0","","","19631008",",,0","","","","","0",",,0,31,+","0",",,0,31,+","45.7",",,0,08,","","","","","","","246.8",",,,0","0",",,,0","","","","","",""
"FMC00914325","1963-11","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","18",",0","15",",0","7",",0","0",",0","0",",0","","","","","","","","","","","","","19631130","+,,0","19631130","+,,0","","","19631129",",,0","","","","","0",",,0,30,+","0",",,0,30,+","55.1",",,0,29,","","","","","","","341.6",",,,0","0",",,,0","","","","","",""
"FMC00914325","1963-12","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","19",",0","15",",0","4",",0","0",",0","0",",0","","","","","","","","","","","","","19631231","+,,0","19631231","+,,0","1","","19631216",",,0","","","","","0",",,0,31,+","0",",,0,31,+","59.9",",,0,16,","","","","","","","296.1",",,,0","0",",,,0","","","","","",""
"FMC00914325","1964-01","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","13","1,0","12","1,0","4","1,0","0","2,0","0","1,0","","","","","","","","","","","","","19640131","+,2,0","19640131","+,1,0","","","19640126",",1,0","","","","","0","2,,0,31,+","0","1,,0,31,+","70.4","1,,0,26,","","","","","","","238.9","1,,,0","0","1,,,0","","","","","",""
"FMC00914325","1964-02","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","13",",0","9",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","19640229","+,,0","19640229","+,,0","","","19640202",",,0","","","","","0",",,0,29,+","0",",,0,29,+","36.6",",,0,02,","","","","","","","168.2",",,,0","0",",,,0","","","","","",""
"FMC00914325","1964-03","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","26",",0","21",",0","6",",0","0",",0","0",",0","","","","","","","","","","","","","19640331","+,,0","19640331","+,,0","","","19640317",",,0","","","","","0",",,0,31,+","0",",,0,31,+","39.4",",,0,17,","","","","","","","348.4",",,,0","0",",,,0","","","","","",""
"FMC00914325","1964-04","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","11",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","19640430","+,,0","19640430","+,,0","","","19640407",",,0","","","","","0",",,0,30,+","0",",,0,30,+","29.0",",,0,07,","","","","","","","67.0",",,,0","0",",,,0","","","","","",""
"FMC00914325","1964-05","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","9",",0","4",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","19640531","+,,0","19640531","+,,0","","","19640513",",,0","","","","","0",",,0,31,+","0",",,0,31,+","110.2",",,0,13,","","","","","","","203.4",",,,0","0",",,,0","","","","","",""
"FMC00914325","1964-06","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","8",",0","8",",0","4",",0","0",",0","0",",0","","","","","","","","","","","","","19640630","+,,0","19640630","+,,0","","","19640629",",,0","","","","","0",",,0,30,+","0",",,0,30,+","71.1",",,0,29,","","","","","","","246.1",",,,0","0",",,,0","","","","","",""
"FMC00914325","1964-07","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","4",",0","4",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","19640731","+,,0","19640731","+,,0","","","19640723",",,0","","","","","0",",,0,31,+","0",",,0,31,+","53.3",",,0,23,","","","","","","","90.9",",,,0","0",",,,0","","","","","",""
"FMC00914325","1964-08","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","17",",0","13",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","19640831","+,,0","19640831","+,,0","","","19640805",",,0","","","","","0",",,0,31,+","0",",,0,31,+","58.4",",,0,05,","","","","","","","230.3",",,,0","0",",,,0","","","","","",""
"FMC00914325","1964-09","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","11",",0","8",",0","3",",0","0",",0","0",",0","","","","","","","","","","","","","19640930","+,,0","19640930","+,,0","","","19640929",",,0","","","","","0",",,0,30,+","0",",,0,30,+","50.8",",,0,29,","","","","","","","167.4",",,,0","0",",,,0","","","","","",""
"FMC00914325","1964-10","1.0833","154.8","2.7","KAPINGAMARANGI, FM FM","","","","","5",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19641031","+,,0","19641031","+,,0","","","19641025",",,0","","","","","0",",,0,31,+","0",",,0,31,+","4.6",",,0,25,","","","","","","","8.4",",,,0","0",",,,0","","","","","",""
