"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00207308","1977-08","42.1611","-83.7819","228.6","SALINE WWTP, MI US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00207308","1994-04","42.1611","-83.7819","228.6","SALINE WWTP, MI US","","","","","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19940413",",,6","","","","","","","","","20.1",",,6,13,","","","","","","","73.5",",,,6","","","","","","","",""
"USC00207308","1994-06","42.1611","-83.7819","228.6","SALINE WWTP, MI US","","","","","8",",6","6",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","19940614",",,6","","","","","","","","","79.8",",,6,14,","","","","","","","174.8",",,,6","","","","","","","",""
"USC00207308","1994-07","42.1611","-83.7819","228.6","SALINE WWTP, MI US","","","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19940705",",,6","","","","","","","","","17.8",",,6,05,","","","","","","","44.2",",,,6","","","","","","","",""
"USC00207308","1994-09","42.1611","-83.7819","228.6","SALINE WWTP, MI US","","","","","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19940927",",,6","","","","","","","","","16.0",",,6,27,","","","","","","","36.8",",,,6","","","","","","","",""
"USC00207308","1994-10","42.1611","-83.7819","228.6","SALINE WWTP, MI US","","","","","4",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","19941001",",,6","","","","","","","","","27.9",",,6,01,","","","","","","","55.3",",,,6","","","","","","","",""
"USC00207308","1994-11","42.1611","-83.7819","228.6","SALINE WWTP, MI US","","","","","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19941106",",,6","","","","","","","","","24.9",",,6,06,","","","","","","","91.5",",,,6","","","","","","","",""
"USC00207308","1994-12","42.1611","-83.7819","228.6","SALINE WWTP, MI US","","","","","6",",6","4",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","19941207",",,6","","","19941207",",,6","","","","","","","152",",,6,07,","22.4",",,6,07,","","","","","","","58.2",",,,6","152",",,,6","","","","","",""
"USC00207308","2003-01","42.1611","-83.7819","228.6","SALINE WWTP, MI US","0.0","0","0.0",",0","10","2,0","1","2,0","0","2,0","22","2,0","1","3,0","6",",0","31",",0","24",",0","0",",0","0",",0","20030128","+,,0","20030108","+,2,0","20030106",",3,0","","","20030106",",2,0","20030109",",,0","-22.2",",0,28,+","102","2,,0,08,+","25","3,,0,06,","22.9","2,,0,06,","8.3",",0,09,","","","791.9",",0","27.7","2,,,0","76","3,,,0","-7.21",",0","-2.53",",,,0","-11.90",",,,0"
"USC00207308","2003-02","42.1611","-83.7819","228.6","SALINE WWTP, MI US","0.0","0","0.0","2,0","14",",0","4",",0","0",",0","17",",0","6",",0","6","2,0","26","2,0","17",",0","0",",0","0",",0","20030212",",2,0","20030227","+,,0","20030224",",,0","","","20030223",",,0","20030204",",,0","-26.7","2,0,12,","127",",,0,27,+","91",",,0,24,","17.8",",,0,23,","8.9",",0,04,","","","650.7",",0","37.9",",,,0","471",",,,0","-6.73","2,0","-0.35",",,,0","-13.12","2,,,0"
"USC00207308","2003-03","42.1611","-83.7819","228.6","SALINE WWTP, MI US","0.0","0","0.0",",0","16",",0","6",",0","0",",0","14",",0","2",",0","2",",0","26",",0","4",",0","2",",0","0",",0","20030303",",,0","20030308","+,,0","20030305",",,0","","","20030321",",,0","20030318",",,0","-22.2",",0,03,","127",",,0,08,+","64",",,0,05,","10.7",",,0,21,","22.2",",0,18,","","","551.9",",0","45.0",",,,0","159",",,,0","0.53",",0","8.10",",,,0","-7.05",",,,0"
