"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"KZ000035847","1966-03","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","6",",I","1",",I","0",",I","","","","","","","19660321",",,I","","","9.6",",,I,21,","","","14.5",",,,I","",""
"KZ000035847","1966-04","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","1",",I","0",",I","0",",I","","","","","","","19660415",",,I","","","1.4",",,I,15,","","","1.4",",,,I","",""
"KZ000035847","1966-05","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","2",",I","0",",I","0",",I","","","","","","","19660502",",,I","","","0.8",",,I,02,","","","1.7",",,,I","",""
"KZ000035847","1966-06","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","2",",I","0",",I","0",",I","","","","","","","19660614",",,I","","","0.8",",,I,14,","","","1.7",",,,I","",""
"KZ000035847","1966-07","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","1",",I","0",",I","0",",I","","","","","","","19660719",",,I","","","1.6",",,I,19,","","","1.8",",,,I","",""
"KZ000035847","1966-08","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","2",",I","1",",I","0",",I","","","","","","","19660807",",,I","","","10.2",",,I,07,","","","10.9",",,,I","",""
"KZ000035847","1966-09","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","1",",I","0",",I","0",",I","","","","","","","19660925",",,I","","","0.6",",,I,25,","","","0.6",",,,I","",""
"KZ000035847","1966-10","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","3",",I","3",",I","0",",I","","","","","","","19661030",",,I","","","7.1",",,I,30,","","","14.7",",,,I","",""
"KZ000035847","1966-11","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","2",",I","0",",I","0",",I","","","","","","","19661105",",,I","","","1.1",",,I,05,","","","1.4",",,,I","",""
"KZ000035847","1966-12","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","5",",I","1",",I","0",",I","","","","","","","19661205",",,I","","","6.4",",,I,05,","","","9.1",",,,I","",""
"KZ000035847","1967-01","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","0",",I","0",",I","0",",I","","","","","","","19670121",",,I","","","0.2",",,I,21,","","","0.2",",,,I","",""
"KZ000035847","1967-02","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","9",",I","1",",I","0",",I","","","","","","","19670214",",,I","","","4.4",",,I,14,","","","14.2",",,,I","",""
"KZ000035847","1967-03","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","2",",I","0",",I","0",",I","","","","","","","19670312","+,,I","","","0.6",",,I,12,+","","","1.8",",,,I","",""
"KZ000035847","1967-04","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","1",",I","0",",I","0",",I","","","","","","","19670427",",,I","","","1.0",",,I,27,","","","1.0",",,,I","",""
"KZ000035847","1967-05","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","4",",I","0",",I","0",",I","","","","","","","19670516",",,I","","","1.0",",,I,16,","","","2.5",",,,I","",""
"KZ000035847","1967-06","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","3",",I","1",",I","0",",I","","","","","","","19670605",",,I","","","12.8",",,I,05,","","","13.8",",,,I","",""
"KZ000035847","1967-07","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","3",",I","0",",I","0",",I","","","","","","","19670721","+,,I","","","1.1",",,I,21,+","","","2.5",",,,I","",""
"KZ000035847","1967-08","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","0",",I","0",",I","0",",I","","","","","","","19670831","+,,I","","","0.0",",,I,31,+","","","0.0",",,,I","",""
"KZ000035847","1967-09","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","3",",I","2",",I","0",",I","","","","","","","19670910",",,I","","","4.3",",,I,10,","","","9.3",",,,I","",""
"KZ000035847","1967-10","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","5",",I","3",",I","0",",I","","","","","","","19671015",",,I","","","14.0",",,I,15,","","","32.0",",,,I","",""
"KZ000035847","1967-11","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","2",",I","2",",I","0",",I","","","","","","","19671117",",,I","","","15.4",",,I,17,","","","19.6",",,,I","",""
"KZ000035847","1967-12","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","3",",I","1",",I","0",",I","","","","","","","19671205",",,I","","","7.3",",,I,05,","","","10.8",",,,I","",""
"KZ000035847","1968-01","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","3",",I","1",",I","0",",I","","","","","","","19680123",",,I","","","3.3",",,I,23,","","","5.7",",,,I","",""
"KZ000035847","1968-02","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","2","5,I","1","5,I","0","5,I","","","","","","","19680216",",5,I","","","2.6","5,,I,16,","","","3.5","5,,,I","",""
"KZ000035847","1968-03","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","6",",I","1",",I","0",",I","","","","","","","19680308",",,I","","","7.2",",,I,08,","","","13.7",",,,I","",""
"KZ000035847","1968-04","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","3",",I","2",",I","0",",I","","","","","","","19680418",",,I","","","3.8",",,I,18,","","","7.0",",,,I","",""
"KZ000035847","1968-05","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","1",",I","0",",I","0",",I","","","","","","","19680513",",,I","","","0.9",",,I,13,","","","0.9",",,,I","",""
"KZ000035847","1968-06","45.983","61.067","60.0","IMENI SHAVCHEMKO, KZ","1","1,I","0","1,I","0","1,I","","","","","","","19680606",",1,I","","","0.7","1,,I,06,","","","0.8","1,,,I","",""
