"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000WAUG","1998-09","44.6981","-91.1342","295.7","AUGUSTA WISCONSIN, WI US","","","42.9",",U","0",",U","0",",U","0",",U","25",",U","1",",U","19980923",",,U","19980913",",,U","0.6",",U,23,","32.2",",U,13,","","","66.0",",U","17.56",",U","25.06",",,,U","10.07",",,,U"
"USR0000WAUG","1998-10","44.6981","-91.1342","295.7","AUGUSTA WISCONSIN, WI US","","","0.0","2,U","0","2,U","7","2,U","0","2,U","1","2,U","0","2,U","19981022",",2,U","19981026",",2,U","-5.0","2,U,22,","22.2","2,U,26,","","","253.4","2,U","9.59","2,U","15.30","2,,,U","3.89","2,,,U"
"USR0000WAUG","1998-11","44.6981","-91.1342","295.7","AUGUSTA WISCONSIN, WI US","","","0.0","1,U","0","1,U","18","1,U","1","1,U","0","1,U","0","1,U","19981121","+,1,U","19981127",",1,U","-6.7","1,U,21,+","17.8","1,U,27,","","","440.4","1,U","3.15","1,U","7.30","1,,,U","-1.00","1,,,U"
"USR0000WAUG","1999-04","44.6981","-91.1342","295.7","AUGUSTA WISCONSIN, WI US","","","0.0","1,U","0","1,U","4","1,U","0","1,U","4","1,U","0","1,U","19990413",",1,U","19990430",",1,U","-2.2","1,U,13,","25.0","1,U,30,","","","269.3","1,U","9.05","1,U","14.87","1,,,U","3.23","1,,,U"
"USR0000WAUG","1999-05","44.6981","-91.1342","295.7","AUGUSTA WISCONSIN, WI US","","","10.0",",U","0",",U","0",",U","0",",U","18",",U","0",",U","19990509",",,U","19990529","+,,U","1.1",",U,09,","28.9",",U,29,+","","","111.8",",U","15.05",",U","21.28",",,,U","8.82",",,,U"
"USR0000WAUG","1999-06","44.6981","-91.1342","295.7","AUGUSTA WISCONSIN, WI US","","","69.1","2,U","0","2,U","0","2,U","0","2,U","24","2,U","1","2,U","19990603",",2,U","19990625",",2,U","5.6","2,U,03,","32.2","2,U,25,","","","35.6","2,U","19.53","2,U","25.38","2,,,U","13.69","2,,,U"
"USR0000WAUG","1999-07","44.6981","-91.1342","295.7","AUGUSTA WISCONSIN, WI US","","","142.3",",U","0",",U","0",",U","0",",U","31",",U","6",",U","19990710",",,U","19990730",",,U","9.4",",U,10,","36.7",",U,30,","1.1","U","1.1",",U","22.89",",U","28.73",",,,U","17.05",",,,U"
"USR0000WAUG","1999-08","44.6981","-91.1342","295.7","AUGUSTA WISCONSIN, WI US","","","42.1",",U","0",",U","0",",U","0",",U","28",",U","0",",U","19990814",",,U","19990827",",,U","7.2",",U,14,","30.0",",U,27,","20.8","U","19.7",",U","19.05",",U","24.93",",,,U","13.18",",,,U"
"USR0000WAUG","1999-09","44.6981","-91.1342","295.7","AUGUSTA WISCONSIN, WI US","","","22.5",",U","0",",U","1",",U","0",",U","12",",U","0",",U","19990921",",,U","19990903","+,,U","-1.7",",U,21,","31.7",",U,03,+","168.9","U","148.1",",U","14.15",",U","20.75",",,,U","7.54",",,,U"
"USR0000WAUG","1999-10","44.6981","-91.1342","295.7","AUGUSTA WISCONSIN, WI US","","","0.0",",U","0",",U","11",",U","0",",U","4",",U","0",",U","19991024",",,U","19991009",",,U","-7.2",",U,24,","23.3",",U,09,","484.2","U","315.3",",U","8.16",",U","14.59",",,,U","1.74",",,,U"
"USR0000WAUG","1999-11","44.6981","-91.1342","295.7","AUGUSTA WISCONSIN, WI US","","","0.0",",U","0",",U","21",",U","0",",U","3",",U","0",",U","19991130",",,U","19991108",",,U","-11.1",",U,30,","23.3",",U,08,","915.5","U","431.3",",U","3.96",",U","10.28",",,,U","-2.37",",,,U"
"USR0000WAUG","2000-04","44.6981","-91.1342","295.7","AUGUSTA WISCONSIN, WI US","","","0.0","2,U","0","2,U","15","2,U","0","2,U","6","2,U","0","2,U","20000408",",2,U","20000414",",2,U","-7.2","2,U,08,","26.1","2,U,14,","","","331.2","2,U","6.51","2,U","13.07","2,,,U","-0.06","2,,,U"
"USR0000WAUG","2000-05","44.6981","-91.1342","295.7","AUGUSTA WISCONSIN, WI US","","","19.9","4,U","0","2,U","2","2,U","0","2,U","16","2,U","0","2,U","20000519",",2,U","20000505",",2,U","-2.2","2,U,19,","30.0","2,U,05,","","","116.6","2,U","14.77","4,U","21.12","2,,,U","8.41","2,,,U"
"USR0000WAUG","2000-06","44.6981","-91.1342","295.7","AUGUSTA WISCONSIN, WI US","","","34.3",",U","0",",U","0",",U","0",",U","22",",U","1",",U","20000617","+,,U","20000608",",,U","5.0",",U,17,+","32.8",",U,08,","","","53.4",",U","17.70",",U","23.41",",,,U","11.98",",,,U"
"USR0000WAUG","2000-07","44.6981","-91.1342","295.7","AUGUSTA WISCONSIN, WI US","","","92.1",",U","0",",U","0",",U","0",",U","30",",U","1",",U","20000721","+,,U","20000708",",,U","7.8",",U,21,+","32.8",",U,08,","16.1","","16.1",",U","20.78",",U","26.49",",,,U","15.08",",,,U"
"USR0000WAUG","2000-08","44.6981","-91.1342","295.7","AUGUSTA WISCONSIN, WI US","","","73.4",",U","0",",U","0",",U","0",",U","29",",U","1",",U","20000819","+,,U","20000831",",,U","8.3",",U,19,+","32.2",",U,31,","24.0","","7.9",",U","20.45",",U","26.40",",,,U","14.50",",,,U"
