"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN020011100","1901-01","12.917","79.15","214.0","VELLORE, IN","","","","","0",",I","0",",I","0",",I","","","","","","","","","","","","","19010131","+,,I","","","","","0.0",",,I,31,+","","","","","0.0",",,,I","","","","","",""
"IN020011100","1901-02","12.917","79.15","214.0","VELLORE, IN","","","","","5",",I","3",",I","0",",I","","","","","","","","","","","","","19010215",",,I","","","","","14.0",",,I,15,","","","","","32.8",",,,I","","","","","",""
"IN020011100","1901-03","12.917","79.15","214.0","VELLORE, IN","","","","","0",",I","0",",I","0",",I","","","","","","","","","","","","","19010331","+,,I","","","","","0.0",",,I,31,+","","","","","0.0",",,,I","","","","","",""
"IN020011100","1901-04","12.917","79.15","214.0","VELLORE, IN","","","","","1",",I","1",",I","0",",I","","","","","","","","","","","","","19010427",",,I","","","","","13.0",",,I,27,","","","","","13.0",",,,I","","","","","",""
"IN020011100","1901-05","12.917","79.15","214.0","VELLORE, IN","","","","","8",",I","4",",I","1",",I","","","","","","","","","","","","","19010503",",,I","","","","","26.4",",,I,03,","","","","","70.7",",,,I","","","","","",""
"IN020011100","1901-06","12.917","79.15","214.0","VELLORE, IN","","","","","7","1,I","4","1,I","1","1,I","","","","","","","","","","","","","19010605",",1,I","","","","","29.2","1,,I,05,","","","","","60.2","1,,,I","","","","","",""
"IN020011100","1901-07","12.917","79.15","214.0","VELLORE, IN","","","","","9",",I","5",",I","0",",I","","","","","","","","","","","","","19010713",",,I","","","","","21.1",",,I,13,","","","","","62.5",",,,I","","","","","",""
"IN020011100","1901-08","12.917","79.15","214.0","VELLORE, IN","","","","","6",",I","5",",I","1",",I","","","","","","","","","","","","","19010816",",,I","","","","","27.4",",,I,16,","","","","","56.4",",,,I","","","","","",""
"IN020011100","1901-09","12.917","79.15","214.0","VELLORE, IN","","","","","12",",I","10",",I","2",",I","","","","","","","","","","","","","19010919",",,I","","","","","66.3",",,I,19,","","","","","179.6",",,,I","","","","","",""
"IN020011100","1901-10","12.917","79.15","214.0","VELLORE, IN","","","","","8",",I","4",",I","1",",I","","","","","","","","","","","","","19011006",",,I","","","","","142.7",",,I,06,","","","","","197.2",",,,I","","","","","",""
"IN020011100","1901-11","12.917","79.15","214.0","VELLORE, IN","","","","","16",",I","11",",I","2",",I","","","","","","","","","","","","","19011106",",,I","","","","","72.4",",,I,06,","","","","","194.7",",,,I","","","","","",""
"IN020011100","1901-12","12.917","79.15","214.0","VELLORE, IN","","","","","6",",I","5",",I","3",",I","","","","","","","","","","","","","19011210",",,I","","","","","152.9",",,I,10,","","","","","297.9",",,,I","","","","","",""
