"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00403447","2001-09","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","1133.2","0","135.6",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","7",",0","","","20010926",",,0","20010930","+,,0","20010930","+,,0","3","","20010919",",,0","20010905",",,0","4.4",",0,26,","0",",,0,30,+","0",",,0,30,+","36.3",",,0,19,","34.4",",0,05,","15.5","0","","","15.5",",0","","","","","","","","","","","94.6",",,,0","0",",,,0","22.34",",0","28.86",",,,0","15.81",",,,0","","","",""
"USC00403447","2001-10","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","1158.2","0","25.0","2,0","6",",0","6",",0","3",",0","0",",0","0",",0","0","1,0","3","1,0","0","1,0","22","1,0","0","1,0","","","20011028",",1,0","20011031","+,,0","20011031","+,,0","1","","20011011",",,0","20011002",",1,0","-1.7","1,0,28,","0",",,0,31,+","0",",,0,31,+","63.8",",,0,11,","29.4","1,0,02,","114.5","0","","","99.0","1,0","","","","","","","","","","","186.9",",,,0","0",",,,0","15.84","2,0","23.57","1,,,0","8.11","1,,,0","","","",""
"USC00403447","2001-11","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","1163.2","0","5.0","4,0","6",",0","6",",0","4",",0","0",",0","0",",0","0","1,0","2","1,0","0","3,0","20","3,0","0","3,0","","","20011121",",1,0","20011130","+,,0","20011130","+,,0","","","20011129",",,0","20011102",",3,0","-3.9","1,0,21,","0",",,0,30,+","0",",,0,30,+","136.4",",,0,29,","28.3","3,0,02,","245.4","0","","","130.9","3,0","","","","","","","","","","","274.0",",,,0","0",",,,0","13.50","4,0","22.26","3,,,0","4.73","1,,,0","","","",""
"USC00403447","2001-12","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","1163.7","0","0.5","2,0","10",",0","8",",0","5",",0","0",",0","0","1,0","0",",0","12",",0","0","2,0","3","2,0","0","2,0","","","20011231","+,,0","20011231","+,,0","20011231","+,1,0","3","","20011213",",,0","20011204",",2,0","-7.8",",0,31,+","0",",,0,31,+","0","1,,0,31,+","47.5",",,0,13,","25.6","2,0,04,","549.4","0","","","304.0","2,0","","","","","","","","","","","221.8",",,,0","0","1,,,0","8.01","2,0","13.87","2,,,0","2.15",",,,0","","","",""
"USC00403447","2002-01","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","6.9","0","6.9","3,0","10",",0","6",",0","1",",0","0",",0","0",",0","0","2,0","21","2,0","0","1,0","5","1,0","0","1,0","","","20020104",",2,0","20020131","+,,0","20020131","+,,0","1","","20020124",",,0","20020131","+,1,0","-10.6","2,0,04,","0",",,0,31,+","0",",,0,31,+","31.2",",,0,24,","26.1","1,0,31,+","885.9","0","","","336.5","1,0","","","","","","","","","","","102.0",",,,0","0",",,,0","6.45","3,0","13.18","1,,,0","-0.29","2,,,0","","","",""
"USC00403447","2002-02","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","6.9","0","0.0","3,0","9",",0","7",",0","1",",0","","","2","1,0","0","1,0","20","1,0","0","2,0","1","2,0","0","2,0","","","20020228","+,1,0","","","20020206",",1,0","1","","20020201",",,0","20020225",",2,0","-7.8","1,0,28,+","","","76","1,,0,06,","29.0",",,0,01,","22.2","2,0,25,","1198.7","0","","","312.8","2,0","","","","","","","","","","","72.1",",,,0","101","1,,,0","5.77","3,0","12.65","2,,,0","-1.11","1,,,0","","","",""
"USC00403447","2002-03","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","","","13",",0","9",",0","5",",0","","","0","2,0","0","3,0","8","3,0","0","5,0","8","5,0","0","5,0","1","","20020304",",3,0","","","20020331","+,2,0","7","","20020312",",,0","20020325",",5,0","-8.9","3,0,04,","","","0","2,,0,31,+","68.1",",,0,12,","27.2","5,0,25,","","","","","","","","","","","","","","","","","318.8",",,,0","0","2,,,0","10.82","8,0","17.84","5,,,0","3.80","3,,,0","","","",""
"USC00403447","2002-04","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","62.2","4,0","9",",0","3",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0","1,0","23","1,0","1","1,0","","","20020406",",3,0","20020430","+,,0","20020430","+,,0","1","","20020408",",,0","20020418",",1,0","0.6","3,0,06,","0",",,0,30,+","0",",,0,30,+","10.9",",,0,08,","32.2","1,0,18,","","","","","50.5","1,0","","","","","","","","","","","31.0",",,,0","0",",,,0","18.70","4,0","25.81","1,,,0","11.58","3,,,0","","","",""
"USC00403447","2002-05","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","101.8","5,0","12",",0","9",",0","4",",0","0",",0","0","3,0","0","1,0","0","1,0","0","4,0","26","4,0","1","4,0","","","20020519",",1,0","20020531","+,,0","20020531","+,3,0","","","20020504",",,0","20020528",",4,0","5.6","1,0,19,","0",",,0,31,+","0","3,,0,31,+","41.7",",,0,04,","32.2","4,0,28,","","","","","21.3","4,0","","","","","","","","","","","196.7",",,,0","0","3,,,0","21.28","5,0","27.64","4,,,0","14.93","1,,,0","","","",""
"USC00403447","2002-06","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","20020630","+,,0","20020630","+,,0","1","","","","","","","","0",",,0,30,+","0",",,0,30,+","","","","","","","","","","","","","","","","","","","","","","","0",",,,0","","","","","","","","","",""
"USC00403447","2002-07","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","301.6",",0","12",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","20020719",",,0","20020731","+,,0","20020731","+,,0","7","","20020731",",,0","20020710","+,,0","20.0",",0,19,","0",",,0,31,+","0",",,0,31,+","26.7",",,0,31,","36.1",",0,10,+","0.0","0","","","0.0",",0","","","","","","","","","","","81.1",",,,0","0",",,,0","28.06",",0","33.47",",,,0","22.65",",,,0","","","",""
"USC00403447","2002-08","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","284.4",",0","11",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","","","20020808",",,0","20020831","+,,0","20020831","+,,0","6","","20020815",",,0","20020806",",,0","18.3",",0,08,","0",",,0,31,+","0",",,0,31,+","36.3",",,0,15,","36.7",",0,06,","0.0","0","","","0.0",",0","","","","","","","","","","","172.3",",,,0","0",",,,0","27.51",",0","33.24",",,,0","21.77",",,,0","","","",""
"USC00403447","2002-09","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","180.3",",0","9",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","11",",0","","","20020924",",,0","20020930","+,,0","20020930","+,,0","3","","20020927",",,0","20020910",",,0","10.6",",0,24,","0",",,0,30,+","0",",,0,30,+","105.9",",,0,27,","36.1",",0,10,","1.9","0","","","1.9",",0","","","","","","","","","","","239.9",",,,0","0",",,,0","24.28",",0","30.22",",,,0","18.34",",,,0","","","",""
"USC00403447","2002-10","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","33.1","4,0","8",",0","7",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","4,0","12","4,0","1","4,0","","","20021014",",1,0","20021031","+,,0","20021031","+,,0","","","20021010",",,0","20021002",",4,0","5.6","1,0,14,","0",",,0,31,+","0",",,0,31,+","142.0",",,0,10,","32.8","4,0,02,","78.7","0","","","76.8","4,0","","","","","","","","","","","235.8",",,,0","0",",,,0","16.67","4,0","21.81","4,,,0","11.53","1,,,0","","","",""
"USC00403447","2002-11","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","","","9",",0","9",",0","0",",0","","","0","1,0","0","2,0","7","2,0","","","","","","","","","20021128",",2,0","","","20021130","+,1,0","1","","20021105",",,0","","","-5.6","2,0,28,","","","0","1,,0,30,+","21.8",",,0,05,","","","","","","","","","","","","","","","","","","","82.2",",,,0","0","1,,,0","","","","","2.95","2,,,0","","","",""
"USC00403447","2002-12","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","0.0","2,0","15",",0","10",",0","2",",0","","","0","1,0","0",",0","18",",0","0","2,0","1","2,0","0","2,0","","","20021206",",,0","","","20021203",",1,0","","","20021219",",,0","20021217",",2,0","-6.7",",0,06,","","","0","1,T,0,03,","88.4",",,0,19,","21.7","2,0,17,","","","","","359.2","2,0","","","","","","","","","","","252.8",",,,0","0","1,T,,0","5.93","2,0","11.38","2,,,0","0.48",",,,0","","","",""
"USC00403447","2003-01","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","","","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","26",",0","","","","","","","","","20030124",",,0","20030131","+,,0","20030124","+,,0","","","20030129",",,0","","","-14.4",",0,24,","0",",,0,31,+","0",",T,0,24,+","12.7",",,0,29,","","","","","","","","","","","","","","","","","","","38.2",",,,0","0",",T,,0","","","","","-3.92",",,,0","","","",""
"USC00403447","2003-02","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","0.0","4,0","16",",0","12",",0","4",",0","2",",0","0",",0","0",",0","18",",0","1","4,0","0","4,0","0","4,0","","","20030208",",,0","20030225","+,,0","20030224",",,0","","","20030215",",,0","20030214","+,4,0","-10.6",",0,08,","25",",,0,25,+","13",",,0,24,","81.8",",,0,15,","18.3","4,0,14,+","","","","","346.1","4,0","","","","","","","","","","","284.5",",,,0","13",",,,0","4.05","4,0","9.03","4,,,0","-0.93",",,,0","","","",""
"USC00403447","2003-03","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","0.9","3,0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0","3,0","10","3,0","0","3,0","","","20030307","+,,0","20030331","+,,0","20030331","+,,0","2","","20030326",",,0","20030324","+,3,0","-2.8",",0,07,+","0",",,0,31,+","0",",,0,31,+","29.0",",,0,26,","26.7","3,0,24,+","","","","","182.1","3,0","","","","","","","","","","","81.6",",,,0","0",",,,0","11.73","3,0","18.79","3,,,0","4.67",",,,0","","","",""
"USC00403447","2003-04","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","28.6","2,0","7",",0","6",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","23","1,0","0","1,0","","","20030411",",1,0","20030430","+,,0","20030430","+,,0","6","","20030421",",,0","20030429","+,1,0","2.2","1,0,11,","0",",,0,30,+","0",",,0,30,+","62.2",",,0,21,","31.1","1,0,29,+","","","","","62.2","1,0","","","","","","","","","","","139.6",",,,0","0",",,,0","17.09","2,0","23.97","1,,,0","10.21","1,,,0","","","",""
"USC00403447","2003-05","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","91.2","2,0","15",",0","12",",0","4",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","0","1,0","1","","20030523","+,1,0","20030531","+,,0","20030531","+,,0","9","","20030517",",,0","20030509",",1,0","10.0","1,0,23,+","0",",,0,31,+","0",",,0,31,+","94.2",",,0,17,","31.7","1,0,09,","","","","","2.5","1,0","","","","","","","","","","","322.1",",,,0","0",",,,0","21.38","2,0","27.26","1,,,0","15.50","1,,,0","","","",""
"USC00403447","2003-06","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","131.3","3,0","15",",0","8",",0","3",",0","0",",0","0",",0","0","3,0","0","3,0","0",",0","30",",0","6",",0","","","20030621","+,3,0","20030630","+,,0","20030630","+,,0","3","","20030603",",,0","20030629","+,,0","12.2","3,0,21,+","0",",,0,30,+","0",",,0,30,+","44.5",",,0,03,","33.9",",0,29,+","","","","","0.3",",0","","","","","","","","","","","154.4",",,,0","0",",,,0","23.28","3,0","29.24",",,,0","17.32","3,,,0","","","",""
"USC00403447","2003-07","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","241.6","3,0","11",",0","6",",0","1",",0","0",",0","0",",0","0","3,0","0","3,0","0",",0","31",",0","19",",0","","","20030723",",3,0","20030731","+,,0","20030731","+,,0","4","","20030722",",,0","20030716",",,0","16.7","3,0,23,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,22,","36.7",",0,16,","0.0","0","","","0.0",",0","","","","","","","","","","","62.4",",,,0","0",",,,0","27.00","3,0","32.40",",,,0","21.60","3,,,0","","","",""
"USC00403447","2003-08","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","272.1",",0","9",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","20030811",",,0","20030831","+,,0","20030831","+,,0","6","","20030803",",,0","20030818",",,0","18.3",",0,11,","0",",,0,31,+","0",",,0,31,+","31.5",",,0,03,","36.7",",0,18,","0.0","0","","","0.0",",0","","","","","","","","","","","97.8",",,,0","0",",,,0","27.11",",0","32.92",",,,0","21.30",",,,0","","","",""
"USC00403447","2003-09","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","109.4",",0","7",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","20030929",",,0","20030930","+,,0","20030930","+,,0","3","","20030922",",,0","20030910",",,0","5.6",",0,29,","0",",,0,30,+","0",",,0,30,+","47.0",",,0,22,","33.3",",0,10,","10.5","0","","","10.5",",0","","","","","","","","","","","114.7",",,,0","0",",,,0","21.63",",0","27.75",",,,0","15.50",",,,0","","","",""
"USC00403447","2003-10","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","25.8","1,0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","26","1,0","0","1,0","","","20031028","+,,0","20031031","+,,0","20031031","+,,0","","","20031010",",,0","20031024",",1,0","3.9",",0,28,+","0",",,0,31,+","0",",,0,31,+","28.4",",,0,10,","30.6","1,0,24,","63.6","0","","","53.1","1,0","","","","","","","","","","","75.7",",,,0","0",",,,0","17.42","1,0","24.59","1,,,0","10.25",",,,0","","","",""
"USC00403447","2003-11","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","11.7","2,0","10",",0","8",",0","2",",0","0",",0","0",",0","0",",0","5",",0","0","2,0","15","2,0","0","2,0","","","20031126","+,,0","20031130","+,,0","20031130","+,,0","","","20031116",",,0","20031103",",2,0","-4.4",",0,26,+","0",",,0,30,+","0",",,0,30,+","55.9",",,0,16,","30.0","2,0,03,","207.8","0","","","144.2","2,0","","","","","","","","","","","159.7",",,,0","0",",,,0","13.65","2,0","20.48","2,,,0","6.83",",,,0","","","",""
"USC00403447","2003-12","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","0.0","3,0","10",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","19","1,0","0","2,0","1","2,0","0","2,0","","","20031225",",1,0","20031231","+,,0","20031231","+,,0","1","","20031229",",,0","20031209",",2,0","-6.1","1,0,25,","0",",,0,31,+","0",",,0,31,+","27.7",",,0,29,","21.1","2,0,09,","554.9","0","","","347.1","2,0","","","","","","","","","","","106.4",",,,0","0",",,,0","5.84","3,0","12.56","2,,,0","-0.87","1,,,0","","","",""
"USC00403447","2004-01","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","","","9",",0","7",",0","1",",0","","","0","2,0","0","2,0","18","2,0","1","4,0","3","4,0","0","4,0","","","20040107",",2,0","","","20040131","+,2,0","1","","20040125",",,0","20040104","+,4,0","-10.6","2,0,07,","","","0","2,,0,31,+","69.9",",,0,25,","22.8","4,0,04,+","","","","","","","","","","","","","","","","","108.6",",,,0","0","2,,,0","5.77","6,0","12.45","4,,,0","-0.90","2,,,0","","","",""
"USC00403447","2004-02","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","0.0","2,0","11",",0","10",",0","1",",0","1",",0","1",",0","0",",0","19",",0","0","2,0","1","2,0","0","2,0","","","20040208",",,0","20040215",",,0","20040215",",,0","","","20040205",",,0","20040220",",2,0","-8.9",",0,08,","25",",,0,15,","25",",,0,15,","74.7",",,0,05,","21.1","2,0,20,","","","","","346.6","2,0","","","","","","","","","","","151.0",",,,0","25",",,,0","5.54","2,0","11.89","2,,,0","-0.80",",,,0","","","",""
"USC00403447","2004-03","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","15.9","2,0","10",",0","8",",0","2",",0","0",",0","0","1,0","0",",0","2",",0","0","2,0","12","2,0","0","2,0","","","20040310",",,0","20040331","+,,0","20040331","+,1,0","1","","20040301",",,0","20040328","+,2,0","-2.8",",0,10,","0",",,0,31,+","0","1,,0,31,+","29.2",",,0,01,","29.4","2,0,28,+","","","","","146.8","2,0","","","","","","","","","","","96.9",",,,0","0","1,,,0","13.86","2,0","20.21","2,,,0","7.51",",,,0","","","",""
"USC00403447","2004-04","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","25.3",",0","11",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","","","20040405",",,0","20040430","+,,0","20040430","+,,0","1","","20040422",",,0","20040419",",,0","1.1",",0,05,","0",",,0,30,+","0",",,0,30,+","57.9",",,0,22,","28.3",",0,19,","","","","","99.3",",0","","","","","","","","","","","238.6",",,,0","0",",,,0","15.87",",0","22.19",",,,0","9.54",",,,0","","","",""
"USC00403447","2004-05","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","153.8",",0","10",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","","","20040504",",,0","20040531","+,,0","20040531","+,,0","","","20040531",",,0","20040525","+,,0","6.1",",0,04,","0",",,0,31,+","0",",,0,31,+","55.4",",,0,31,","32.2",",0,25,+","","","","","12.2",",0","","","","","","","","","","","169.0",",,,0","0",",,,0","22.90",",0","28.28",",,,0","17.52",",,,0","","","",""
"USC00403447","2004-06","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","214.8",",0","17",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","","","20040605",",,0","20040630","+,,0","20040630","+,,0","8","","20040615",",,0","20040614","+,,0","13.3",",0,05,","0",",,0,30,+","0",",,0,30,+","27.9",",,0,15,","34.4",",0,14,+","","","","","0.0",",0","","","","","","","","","","","140.3",",,,0","0",",,,0","25.49",",0","30.58",",,,0","20.40",",,,0","","","",""
