"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00403447","2004-07","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","239.2","1,0","12",",0","9",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","15",",0","","","20040728",",1,0","20040731","+,,0","20040731","+,,0","4","","20040724",",,0","20040714",",,0","14.4","1,0,28,","0",",,0,31,+","0",",,0,31,+","37.6",",,0,24,","36.7",",0,14,","0.0","0","","","0.0",",0","","","","","","","","","","","114.6",",,,0","0",",,,0","26.30","1,0","31.59",",,,0","21.00","1,,,0","","","",""
"USC00403447","2004-08","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","177.4","1,0","6",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","14","1,0","","","20040815",",,0","20040831","+,,0","20040831","+,,0","2","","20040829",",,0","20040818",",1,0","10.0",",0,15,","0",",,0,31,+","0",",,0,31,+","36.6",",,0,29,","35.0","1,0,18,","1.9","0","","","1.9","1,0","","","","","","","","","","","79.6",",,,0","0",",,,0","24.27","1,0","30.64","1,,,0","17.89",",,,0","","","",""
"USC00403447","2004-09","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","138.2",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","","","20040930",",,0","20040930","+,,0","20040930","+,,0","2","","20040904",",,0","20040912","+,,0","7.2",",0,30,","0",",,0,30,+","0",",,0,30,+","5.1",",,0,04,","32.8",",0,12,+","3.6","0","","","1.7",",0","","","","","","","","","","","10.8",",,,0","0",",,,0","22.88",",0","29.68",",,,0","16.08",",,,0","","","",""
"USC00403447","2004-10","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","47.2","2,0","16",",0","11",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","23","1,0","0","1,0","2","","20041015",",1,0","20041031","+,,0","20041031","+,,0","2","","20041019",",,0","20041026",",1,0","2.8","1,0,15,","0",",,0,31,+","0",",,0,31,+","37.6",",,0,19,","31.1","1,0,26,","37.8","0","","","34.2","1,0","","","","","","","","","","","136.8",",,,0","0",",,,0","18.69","2,0","24.96","1,,,0","12.43","1,,,0","","","",""
"USC00403447","2004-11","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","0.0","3,0","19",",0","9",",0","4",",0","0",",0","0","1,0","0","1,0","2","1,0","0","2,0","5","2,0","0","2,0","","","20041128",",1,0","20041130","+,,0","20041130","+,1,0","1","","20041102",",,0","20041101",",2,0","-1.1","1,0,28,","0",",,0,30,+","0","1,,0,30,+","56.6",",,0,02,","26.1","2,0,01,","188.7","0","","","150.9","2,0","","","","","","","","","","","213.3",",,,0","0","1,,,0","12.95","3,0","18.29","2,,,0","7.62","1,,,0","","","",""
"USC00403447","2004-12","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","","","5",",0","4",",0","2",",0","4",",0","1",",0","0","2,0","17","2,0","1","5,0","1","5,0","0","5,0","","","20041225",",2,0","20041225","+,,0","20041223",",,0","","","20041207",",,0","20041231",",5,0","-11.7","2,0,25,","51",",,0,25,+","51",",,0,23,","43.4",",,0,07,","21.7","5,0,31,","","","","","","","","","","","","","","","","","116.5",",,,0","51",",,,0","6.10","7,0","13.07","5,,,0","-0.87","2,,,0","","","",""
"USC00403447","2005-01","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","","","12",",0","9",",0","2",",0","0","5,0","0","2,0","0","2,0","13","2,0","1","5,0","3","5,0","0","5,0","","","20050117",",2,0","20050131","+,5,0","20050131","+,2,0","","","20050108",",,0","20050112",",5,0","-8.3","2,0,17,","0","5,,0,31,+","0","2,,0,31,+","33.5",",,0,08,","23.3","5,0,12,","","","","","","","","","","","","","","","","","149.4",",,,0","0","2,,,0","7.41","7,0","12.67","5,,,0","2.15","2,,,0","","","",""
"USC00403447","2005-02","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","0.0","2,0","12",",0","8",",0","0",",0","0",",0","0","1,0","0",",0","8",",0","0","2,0","2","2,0","0","2,0","","","20050211",",,0","20050228","+,,0","20050228","+,1,0","","","20050208",",,0","20050215",",2,0","-4.4",",0,11,","0",",,0,28,+","0","1,,0,28,+","17.3",",,0,08,","25.6","2,0,15,","","","","","255.0","2,0","","","","","","","","","","","85.3",",,,0","0","1,,,0","8.49","2,0","13.95","2,,,0","3.02",",,,0","","","",""
"USC00403447","2005-03","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","","","10",",0","10",",0","1",",0","0",",0","0","1,0","0","1,0","4","1,0","0","5,0","9","5,0","0","5,0","","","20050302",",1,0","20050331","+,,0","20050331","+,1,0","1","","20050328",",,0","20050330","+,5,0","-5.0","1,0,02,","0",",,0,31,+","0","1,,0,31,+","35.8",",,0,28,","27.2","5,0,30,+","","","","","","","","","","","","","","","","","110.8",",,,0","0","1,,,0","11.82","6,0","18.99","5,,,0","4.65","1,,,0","","","",""
"USC00403447","2005-04","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","19.7",",0","15",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","1","","20050404","+,,0","20050430","+,,0","20050430","+,,0","4","","20050412",",,0","20050421",",,0","2.2",",0,04,+","0",",,0,30,+","0",",,0,30,+","49.5",",,0,12,","30.6",",0,21,","","","","","80.3",",0","","","","","","","","","","","160.1",",,,0","0",",,,0","16.31",",0","22.61",",,,0","10.02",",,,0","","","",""
"USC00403447","2005-05","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","96.8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","5",",0","","","20050501",",,0","20050531","+,,0","20050531","+,,0","2","","20050510",",,0","20050512",",,0","2.8",",0,01,","0",",,0,31,+","0",",,0,31,+","6.9",",,0,10,","34.4",",0,12,","","","","","35.5",",0","","","","","","","","","","","15.1",",,,0","0",",,,0","20.31",",0","27.59",",,,0","13.03",",,,0","","","",""
"USC00403447","2005-06","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","225.2",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","20050619","+,,0","20050630","+,,0","20050630","+,,0","2","","20050610",",,0","20050630","+,,0","15.6",",0,19,+","0",",,0,30,+","0",",,0,30,+","25.7",",,0,10,","36.1",",0,30,+","","","","","0.0",",0","","","","","","","","","","","66.3",",,,0","0",",,,0","25.84",",0","32.11",",,,0","19.57",",,,0","","","",""
"USC00403447","2005-07","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","284.1",",0","11",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","","","20050730",",,0","20050731","+,,0","20050731","+,,0","7","","20050716",",,0","20050723",",,0","18.9",",0,30,","0",",,0,31,+","0",",,0,31,+","88.4",",,0,16,","37.8",",0,23,","0.0","0","","","0.0",",0","","","","","","","","","","","193.0",",,,0","0",",,,0","27.50",",0","32.85",",,,0","22.14",",,,0","","","",""
"USC00403447","2005-08","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","315.7",",0","7",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","20050831",",,0","20050831","+,,0","20050831","+,,0","1","","20050830",",,0","20050820",",,0","17.2",",0,31,","0",",,0,31,+","0",",,0,31,+","64.0",",,0,30,","38.3",",0,20,","0.0","0","","","0.0",",0","","","","","","","","","","","116.3",",,,0","0",",,,0","28.52",",0","34.63",",,,0","22.41",",,,0","","","",""
"USC00403447","2005-09","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","197.2","1,0","4",",0","4",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","18",",0","","","20050930",",1,0","20050930","+,,0","20050930","+,,0","1","","20050926",",,0","20050920",",,0","7.2","1,0,30,","0",",,0,30,+","0",",,0,30,+","40.1",",,0,26,","36.7",",0,20,","2.8","0","","","2.8",",0","","","","","","","","","","","78.9",",,,0","0",",,,0","25.10","1,0","31.76",",,,0","18.44","1,,,0","","","",""
"USC00403447","2005-11","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","12.2",",0","8",",0","6",",0","0",",0","0","1,0","0",",0","0",",0","7",",0","0",",0","16",",0","0",",0","","","20051130","+,,0","20051130","+,1,0","20051130","+,,0","","","20051113",",,0","20051109",",,0","-5.0",",0,30,+","0","1,,0,30,+","0",",,0,30,+","14.2",",,0,13,","29.4",",0,09,","","","","","180.3",",0","","","","","","","","","","","58.2",",,,0","0",",,,0","12.73",",0","19.92",",,,0","5.54",",,,0","","","",""
"USC00403447","2005-12","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","","","0.0","1,0","9","2,0","6","2,0","1","2,0","0",",0","0",",0","0","1,0","19","1,0","0","1,0","1","1,0","0","1,0","","","20051210",",1,0","20051231","+,,0","20051231","+,,0","","","20051215",",2,0","20051228",",1,0","-9.4","1,0,10,","0",",,0,31,+","0",",,0,31,+","26.9","2,,0,15,","21.7","1,0,28,","","","","","414.6","1,0","","","","","","","","","","","65.5",",a,,0","0",",,,0","4.51","1,0","10.11","1,,,0","-1.09","1,,,0","","","",""
"USC00403447","2006-01","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","0.0","0","0.0","2,0","11",",0","9",",0","3",",0","0",",0","0",",0","0","2,0","11","2,0","0","2,0","5","2,0","0","2,0","","","20060126","+,2,0","20060118",",,0","20060118",",,0","2","","20060123",",,0","20060110","+,2,0","-3.9","2,0,26,+","0",",T,0,18,","0",",T,0,18,","64.8",",,0,23,","21.7","2,0,10,+","","","","","272.0","2,0","","","","","","","","","","","226.6",",,,0","0",",T,,0","8.96","2,0","15.25","2,,,0","2.66","2,,,0","","","",""
"USC00403447","2006-02","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","0.0","0","0.0","1,0","12",",0","7",",0","0",",0","2",",0","0",",0","0","1,0","20","1,0","1","1,0","2","1,0","0","1,0","1","","20060219",",1,0","20060212","+,,0","20060211",",,0","","","20060211",",,0","20060217",",1,0","-10.0","1,0,19,","25",",,0,12,+","10",",,0,11,","17.8",",,0,11,","22.8","1,0,17,","","","","","359.8","1,0","","","","","","","","","","","77.8",",,,0","10",",,,0","5.01","1,0","11.09","1,,,0","-1.07","1,,,0","","","",""
"USC00403447","2006-03","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","20.1","0","20.1","3,0","8",",0","7",",0","1",",0","0",",0","0",",0","0","3,0","4","3,0","0","2,0","14","2,0","0","2,0","","","20060304",",3,0","20060331","+,,0","20060331","+,,0","1","","20060320",",,0","20060313",",2,0","-2.2","3,0,04,","0",",,0,31,+","0",",,0,31,+","29.7",",,0,20,","30.6","2,0,13,","","","","","169.7","2,0","","","","","","","","","","","84.3",",,,0","0",",,,0","13.00","3,0","19.48","2,,,0","6.51","3,,,0","","","",""
"USC00403447","2006-04","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","100.6","0","80.5","1,0","7","2,0","5","2,0","1","2,0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","24","1,0","3","1,0","","","20060410",",1,0","20060430","+,,0","20060430","+,,0","5","","20060421",",2,0","20060419",",1,0","2.2","1,0,10,","0",",,0,30,+","0",",,0,30,+","42.9","2,,0,21,","34.4","1,0,19,","","","","","43.3","1,0","","","","","","","","","","","89.7",",a,,0","0",",,,0","19.62","1,0","26.40","1,,,0","12.83","1,,,0","","","",""
"USC00403447","2006-05","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","215.7","0","115.1","2,0","8",",0","8",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","27","1,0","10","1,0","1","","20060515",",2,0","20060531","+,,0","20060531","+,,0","4","","20060510",",,0","20060529","+,1,0","7.8","2,0,15,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,10,","33.9","1,0,29,+","","","","","19.2","1,0","","","","","","","","","","","81.4",",,,0","0",",,,0","21.57","2,0","27.54","1,,,0","15.59","2,,,0","","","",""
"USC00403447","2006-06","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","419.1","0","203.4",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","","","20060606",",,0","20060630","+,,0","20060630","+,,0","","","20060619",",,0","20060617",",,0","13.3",",0,06,","0",",,0,30,+","0",",,0,30,+","42.9",",,0,19,","36.7",",0,17,","","","","","0.0",",0","","","","","","","","","","","87.5",",,,0","0",",,,0","25.11",",0","31.83",",,,0","18.39",",,,0","","","",""
"USC00403447","2006-07","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","720.4","0","301.3",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","20060707",",,0","20060731","+,,0","20060731","+,,0","","","20060706",",,0","20060720",",,0","15.6",",0,07,","0",",,0,31,+","0",",,0,31,+","9.1",",,0,06,","39.4",",0,20,","0.0","0","","","0.0",",0","","","","","","","","","","","11.2",",,,0","0",",,,0","28.05",",0","34.57",",,,0","21.53",",,,0","","","",""
"USC00403447","2006-08","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","1012.4","0","292.0","2,0","8",",0","5",",0","2",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","30","1,0","25","1,0","3","","20060831",",2,0","20060831","+,,0","20060831","+,,0","2","","20060811",",,0","20060811","+,1,0","17.2","2,0,31,","0",",,0,31,+","0",",,0,31,+","48.3",",,0,11,","38.3","1,0,11,+","0.0","0","","","0.0","1,0","","","","","","","","","","","96.1",",,,0","0",",,,0","28.42","2,0","34.79","1,,,0","22.04","2,,,0","","","",""
"USC00403447","2006-09","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","1125.3","0","112.9",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","1","","20060929",",,0","20060930","+,,0","20060930","+,,0","4","","20060918",",,0","20060912",",,0","6.1",",0,29,","0",",,0,30,+","0",",,0,30,+","25.4",",,0,18,","34.4",",0,12,","11.2","0","","","11.2",",0","","","","","","","","","","","52.4",",,,0","0",",,,0","21.72",",0","28.50",",,,0","14.95",",,,0","","","",""
"USC00403447","2006-10","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","1163.3","0","38.0",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","20",",0","3",",0","","","20061023",",,0","20061031","+,,0","20061031","+,,0","","","20061017",",,0","20061005",",,0","-0.6",",0,23,","0",",,0,31,+","0",",,0,31,+","43.2",",,0,17,","33.9",",0,05,","126.2","0","","","115.0",",0","","","","","","","","","","","81.8",",,,0","0",",,,0","15.85",",0","22.81",",,,0","8.89",",,,0","","","",""
"USC00403447","2006-11","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","1166.9","0","3.6","1,0","11",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","11","1,0","0",",0","10",",0","0",",0","","","20061121",",1,0","20061130","+,,0","20061130","+,,0","","","20061115",",,0","20061110",",,0","-5.0","1,0,21,","0",",,0,30,+","0",",,0,30,+","29.7",",,0,15,","27.8",",0,10,","363.3","0","","","237.1",",0","","","","","","","","","","","66.1",",,,0","0",",,,0","10.40","1,0","17.35",",,,0","3.45","1,,,0","","","",""
"USC00403447","2006-12","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","1166.9","0","0.0",",0","7",",0","7",",0","2",",0","0",",0","0",",0","0",",0","13",",0","0",",0","8",",0","0",",0","3","","20061208",",,0","20061231","+,,0","20061201",",,0","2","","20061231",",,0","20061220",",,0","-11.1",",0,08,","0",",,0,31,+","0",",T,0,01,","49.3",",,0,31,","23.3",",0,20,","678.9","0","","","315.6",",0","","","","","","","","","","","160.6",",,,0","0",",T,,0","8.15",",0","14.58",",,,0","1.72",",,,0","","","",""
"USC00403447","2007-01","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","0.0","0","0.0","1,0","11",",0","9",",0","2",",0","0",",0","0",",0","0",",0","19",",0","1","1,0","0","1,0","0","1,0","","","20070130",",,0","20070131","+,,0","20070131","+,,0","","","20070105",",,0","20070114",",1,0","-8.9",",0,30,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,05,","19.4","1,0,14,","1071.4","0","","","392.5","1,0","","","","","","","","","","","158.6",",,,0","0",",,,0","5.36","1,0","10.22","1,,,0","0.50",",,,0","","","",""
"USC00403447","2007-02","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","0.0","0","0.0","4,0","5",",0","4",",0","1",",0","1",",0","1",",0","0","3,0","18","3,0","2","2,0","1","2,0","0","2,0","","","20070216",",3,0","20070202",",,0","20070202",",,0","","","20070225",",,0","20070222",",2,0","-8.9","3,0,16,","51",",,0,02,","38",",,0,02,","45.5",",,0,25,","22.2","2,0,22,","1409.0","0","","","337.6","2,0","","","","","","","","","","","69.2",",,,0","38",",,,0","4.45","4,0","10.77","2,,,0","-1.87","3,,,0","","","",""
"USC00403447","2007-03","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","38.9","0","38.9","3,0","5",",0","4",",0","0",",0","0",",0","0",",0","0","2,0","2","2,0","0","1,0","23","1,0","0","1,0","","","20070305","+,2,0","20070331","+,,0","20070331","+,,0","1","","20070328",",,0","20070329",",1,0","-3.3","2,0,05,+","0",",,0,31,+","0",",,0,31,+","9.1",",,0,28,","31.7","1,0,29,","1509.4","0","","","100.4","1,0","","","","","","","","","","","21.1",",,,0","0",",,,0","16.28","3,0","23.89","1,,,0","8.67","2,,,0","","","",""
"USC00403447","2007-04","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","60.2","0","21.3",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","3",",0","0",",0","18",",0","0",",0","","","20070408",",,0","20070430","+,,0","20070430","+,,0","2","","20070415","+,,0","20070404",",,0","-3.3",",0,08,","0",",,0,30,+","0",",,0,30,+","48.8",",,0,15,+","30.6",",0,04,","1643.5","0","","","134.1",",0","","","","","","","","","","","151.0",",,,0","0",",,,0","14.57",",0","20.92",",,,0","8.22",",,,0","","","",""
"USC00403447","2007-05","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","202.0","0","141.8",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","20070519",",,0","20070531","+,,0","20070531","+,,0","2","","20070504",",,0","20070510",",,0","6.1",",0,19,","0",",,0,31,+","0",",,0,31,+","10.7",",,0,04,","33.3",",0,10,","1652.2","0","","","8.7",",0","","","","","","","","","","","23.6",",,,0","0",",,,0","22.63",",0","29.71",",,,0","15.54",",,,0","","","",""
"USC00403447","2007-06","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","440.7","0","238.7",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","23",",0","","","20070613",",,0","20070630","+,,0","20070630","+,,0","4","","20070619",",,0","20070623","+,,0","15.6",",0,13,","0",",,0,30,+","0",",,0,30,+","15.5",",,0,19,","35.6",",0,23,+","1652.2","0","","","0.0",",0","","","","","","","","","","","42.1",",,,0","0",",,,0","26.29",",0","32.89",",,,0","19.69",",,,0","","","",""
"USC00403447","2007-07","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","699.8","0","259.1","1,0","11",",0","7",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","21",",0","","","20070724",",1,0","20070731","+,,0","20070731","+,,0","2","","20070711",",,0","20070731",",,0","15.6","1,0,24,","0",",,0,31,+","0",",,0,31,+","22.4",",,0,11,","35.6",",0,31,","0.0","0","","","0.0",",0","","","","","","","","","","","92.7",",,,0","0",",,,0","26.98","1,0","32.49",",,,0","21.48","1,,,0","","","",""
"USC00403447","2007-08","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","1050.4","0","350.6","1,0","1",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","31",",0","","","20070828","+,1,0","20070831","+,,0","20070831","+,,0","3","","20070826",",,0","20070816",",,0","18.9","1,0,28,+","0",",,0,31,+","0",",,0,31,+","11.7",",,0,26,","41.1",",0,16,","0.0","0","","","0.0",",0","","","","","","","","","","","11.7",",,,0","0",",,,0","30.05","1,0","37.35",",,,0","22.76","1,,,0","","","",""
"USC00403447","2007-09","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","1237.8","0","187.4",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","1","","20070929","+,,0","20070930","+,,0","20070930","+,,0","3","","20070911",",,0","20070903",",,0","11.1",",0,29,+","0",",,0,30,+","0",",,0,30,+","21.1",",,0,11,","35.6",",0,03,","1.1","0","","","1.1",",0","","","","","","","","","","","73.8",",,,0","0",",,,0","24.54",",0","30.88",",,,0","18.20",",,,0","","","",""
"USC00403447","2007-10","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","1316.1","0","78.3",",0","9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","5",",0","","","20071031","+,,0","20071031","+,,0","20071031","+,,0","2","","20071023",",,0","20071009",",,0","3.3",",0,31,+","0",",,0,31,+","0",",,0,31,+","38.4",",,0,23,","34.4",",0,09,","72.5","0","","","71.4",",0","","","","","","","","","","","125.6",",,,0","0",",,,0","18.55",",0","25.39",",,,0","11.71",",,,0","","","",""
"USC00403447","2007-11","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","1316.2","0","0.1","1,0","6","1,0","5","1,0","0","1,0","0",",0","0",",0","0","1,0","8","1,0","0","1,0","11","1,0","0","1,0","","","20071123","+,1,0","20071130","+,,0","20071130","+,,0","4","","20071126",",1,0","20071106",",1,0","-2.2","1,0,23,+","0",",,0,30,+","0",",,0,30,+","13.2","1,,0,26,","26.7","1,0,06,","275.0","0","","","202.5","1,0","","","","","","","","","","","40.0","1,,,0","0",",,,0","11.35","1,0","18.03","1,,,0","4.68","1,,,0","","","",""
"USC00403447","2007-12","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","1317.6","0","1.4",",0","13",",0","12",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","4",",0","0",",0","2","","20071217",",,0","20071231","+,,0","20071231","+,,0","1","","20071228",",,0","20071212",",,0","-5.0",",0,17,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,28,","25.6",",0,12,","599.2","0","","","324.2",",0","","","","","","","","","","","130.1",",,,0","0",",,,0","7.92",",0","13.67",",,,0","2.16",",,,0","","","",""
"USC00403447","2008-01","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","1.9","0","1.9",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","24",",0","4",",0","2",",0","0",",0","1","","20080103",",,0","20080131","+,,0","20080131","+,,0","3","","20080111",",,0","20080108",",,0","-10.6",",0,03,","0",",,0,31,+","0",",,0,31,+","46.5",",,0,11,","23.3",",0,08,","1050.6","0","","","451.4",",0","","","","","","","","","","","118.9",",,,0","0",",,,0","3.83",",0","9.54",",,,0","-1.87",",,,0","","","",""
"USC00403447","2008-02","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","3.3","0","1.4",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","14",",0","0",",0","2",",0","0",",0","1","","20080214","+,,0","20080229","+,,0","20080211","+,,0","","","20080201",",,0","20080205",",,0","-5.6",",0,14,+","0",",,0,29,+","0",",T,0,11,+","25.7",",,0,01,","24.4",",0,05,","1385.2","0","","","334.6",",0","","","","","","","","","","","83.7",",,,0","0",",T,,0","6.84",",0","12.85",",,,0","0.83",",,,0","","","",""
"USC00403447","2008-03","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","7.5","0","4.2",",0","12",",0","7",",0","3",",0","1",",0","1",",0","0",",0","5",",0","0",",0","10",",0","0",",0","","","20080309","+,,0","20080308",",,0","20080308",",,0","3","","20080304",",,0","20080328","+,,0","-5.6",",0,09,+","102",",,0,08,","102",",,0,08,","51.8",",,0,04,","25.6",",0,28,+","1611.2","0","","","226.0",",0","","","","","","","","","","","173.0",",,,0","102",",,,0","11.18",",0","17.54",",,,0","4.82",",,,0","","","",""
"USC00403447","2008-04","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","33.6","0","26.1",",0","13",",0","8",",0","3",",0","0",",0","0",",0","0",",0","1",",0","0",",0","20",",0","1",",0","","","20080415",",,0","20080430","+,,0","20080430","+,,0","5","","20080401",",,0","20080423",",,0","-1.1",",0,15,","0",",,0,30,+","0",",,0,30,+","49.5",",,0,01,","32.2",",0,23,","1720.0","0","","","108.8",",0","","","","","","","","","","","203.1",",,,0","0",",,,0","15.58",",0","22.05",",,,0","9.10",",,,0","","","",""
"USC00403447","2008-05","35.05692","-89.7524","112.2","GERMANTOWN 4 SE, TN US","","","129.3","0","95.7",",0","12",",0","12",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","1","","20080512","+,,0","20080531","+,,0","20080531","+,,0","7","","20080503",",,0","20080527",",,0","7.2",",0,12,+","0",",,0,31,+","0",",,0,31,+","68.6",",,0,03,","33.9",",0,27,","1736.1","0","","","16.1",",0","","","","","","","","","","","187.0",",,,0","0",",,,0","20.90",",0","27.11",",,,0","14.69",",,,0","","","",""
