"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00202423","1890-04","44.2838","-83.5036","178.6","EAST TAWAS, MI US","","","0.0","1,6","8",",6","5",",6","0",",6","","","","","0","1,6","18","1,6","0",",6","3",",6","0",",6","","","18900401",",1,6","","","","","","","18900408",",,6","18900414","+,,6","-6.1","1,6,01,","","","","","6.4",",,6,08,","22.8",",6,14,+","","","375.4",",6","27.6",",,,6","","","5.35","1,6","10.39",",,,6","0.31","1,,,6","71",",,,6"
"USC00202423","1890-05","44.2838","-83.5036","178.6","EAST TAWAS, MI US","","","1.1",",6","11","1,6","9","1,6","1","1,6","","","","","0",",6","5",",6","0",",6","3",",6","0",",6","","","18900505",",,6","","","","","","","18900525",",1,6","18900530",",,6","-1.1",",6,05,","","","","","25.4","1,,6,25,","23.9",",6,30,","","","275.3",",6","73.3","1,,,6","","","9.49",",6","14.10",",,,6","4.87",",,,6","",""
"USC00202423","1890-06","44.2838","-83.5036","178.6","EAST TAWAS, MI US","","","60.4",",6","","","","","","","","","","","0",",6","0",",6","0",",6","27",",6","2",",6","","","18900608",",,6","","","","","","","","","18900629","+,,6","4.4",",6,08,","","","","","","","35.0",",6,29,+","","","23.6",",6","","","","","19.56",",6","24.90",",,,6","14.22",",,,6","55",",,,6"
"USC00202423","1891-10","44.2838","-83.5036","178.6","EAST TAWAS, MI US","","","","","5",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","18911004",",,6","","","","","","","","","2.5",",,6,04,","","","","","","","5.1",",,,6","","","","","","","","","",""
"USC00202423","1893-01","44.2838","-83.5036","178.6","EAST TAWAS, MI US","0.0","","0.0",",6","6","3,6","2","3,6","0","3,6","","","","","10",",6","31",",6","29",",6","0",",6","0",",6","","","18930104",",,6","","","","","","","18930105",",3,6","18930129",",,6","-28.9",",6,04,","","","","","7.6","3,,6,05,","3.3",",6,29,","","","897.0",",6","11.3","3,,,6","","","-10.60",",6","-5.56",",,,6","-15.65",",,,6","",""
"USC00202423","1893-02","44.2838","-83.5036","178.6","EAST TAWAS, MI US","0.0","","0.0","1,6","6",",6","5",",6","0",",6","","","5",",6","8","1,6","27","1,6","20",",6","0",",6","0",",6","","","18930204",",1,6","","","18930202",",,6","","","18930202",",,6","18930215",",,6","-25.0","1,6,04,","","","152",",,6,02,","15.2",",,6,02,","5.0",",6,15,","","","735.9",",6","39.4",",,,6","394",",,,6","-8.97","1,6","-3.17",",,,6","-14.77","1,,,6","",""
"USC00202423","1897-01","44.2838","-83.5036","178.6","EAST TAWAS, MI US","0.0","6","0.0","4,6","5",",6","4",",6","1",",6","","","1",",6","2","2,6","27","2,6","20","2,6","0","2,6","0","2,6","","","18970124",",2,6","","","18970120",",,6","","","18970104",",,6","18970117",",2,6","-20.6","2,6,24,","","","25",",,6,20,","53.3",",,6,04,","6.7","2,6,17,","","","641.3","2,6","80.4",",,,6","41",",,,6","-5.68","4,6","-1.88","2,,,6","-9.48","2,,,6","",""
"USC00202423","1897-03","44.2838","-83.5036","178.6","EAST TAWAS, MI US","","","0.0","2,6","","","","","","","","","","","0","1,6","27","1,6","11","1,6","0","1,6","0","1,6","","","18970316",",1,6","","","","","","","","","18970330",",1,6","-16.7","1,6,16,","","","","","","","11.1","1,6,30,","","","595.4","1,6","","","","","-2.23","2,6","2.02","1,,,6","-6.47","1,,,6","",""
"USC00202423","1897-04","44.2838","-83.5036","178.6","EAST TAWAS, MI US","","","","","6",",6","6",",6","1",",6","","","0",",6","0","3,6","17","3,6","0","3,6","0","3,6","0","3,6","","","18970419",",3,6","","","18970416",",,6","","","18970430",",,6","18970422",",3,6","-9.4","3,6,19,","","","0",",T,6,16,","31.8",",,6,30,","20.0","3,6,22,","","","","","103.2",",,,6","0",",T,,6","4.74","6,6","9.72","3,,,6","-0.23","3,,,6","",""
"USC00202423","1897-05","44.2838","-83.5036","178.6","EAST TAWAS, MI US","","","0.0",",6","5",",6","5",",6","1",",6","","","","","0",",6","1",",6","0",",6","2",",6","0",",6","","","18970526",",,6","","","","","","","18970502",",,6","18970517",",,6","0.0",",6,26,","","","","","25.4",",,6,02,","24.4",",6,17,","","","248.3",",6","83.6",",,,6","","","10.32",",6","15.43",",,,6","5.21",",,,6","",""
"USC00202423","1897-06","44.2838","-83.5036","178.6","EAST TAWAS, MI US","","","15.9",",6","4",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","18",",6","0",",6","","","18970609",",,6","","","","","","","18970629",",,6","18970614",",,6","2.2",",6,09,","","","","","12.7",",,6,29,","30.0",",6,14,","","","99.9",",6","37.7",",,,6","","","15.53",",6","21.27",",,,6","9.80",",,,6","",""
"USC00202423","1897-07","44.2838","-83.5036","178.6","EAST TAWAS, MI US","","","104.5","2,6","5",",6","5",",6","1",",6","","","","","0","1,6","0","1,6","0","1,6","27","1,6","4","1,6","","","18970714",",1,6","","","","","","","18970727",",,6","18970710",",1,6","11.1","1,6,14,","","","","","26.2",",,6,27,","35.6","1,6,10,","2.8","6","2.8","1,6","76.0",",,,6","","","21.99","2,6","27.47","1,,,6","16.50","1,,,6","",""
"USC00202423","1897-08","44.2838","-83.5036","178.6","EAST TAWAS, MI US","","","30.2",",6","5",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","25",",6","0",",6","","","18970820",",,6","","","","","","","18970819",",,6","18970813",",,6","5.6",",6,20,","","","","","22.9",",,6,19,","28.9",",6,13,","48.5","6","45.7",",6","66.9",",,,6","","","17.83",",6","23.67",",,,6","12.00",",,,6","",""
"USC00202423","1897-09","44.2838","-83.5036","178.6","EAST TAWAS, MI US","","","31.5",",6","2",",6","2",",6","0",",6","","","","","0",",6","1",",6","0",",6","21",",6","0",",6","","","18970921",",,6","","","","","","","18970912",",,6","18970910",",,6","-0.6",",6,21,","","","","","10.2",",,6,12,","28.9",",6,10,","139.7","6","91.2",",6","15.3",",,,6","","","16.34",",6","22.25",",,,6","10.43",",,,6","",""
"USC00202423","1897-10","44.2838","-83.5036","178.6","EAST TAWAS, MI US","","","4.2","2,6","6",",6","6",",6","2",",6","","","","","0","1,6","5","1,6","0","1,6","3","1,6","0","1,6","","","18971030","+,1,6","","","","","","","18971011",",,6","18971015",",1,6","-2.2","1,6,30,+","","","","","49.0",",,6,11,","27.8","1,6,15,","381.1","6","241.4","1,6","119.0",",,,6","","","10.05","2,6","14.67","1,,,6","5.42","1,,,6","",""
"USC00202423","1897-11","44.2838","-83.5036","178.6","EAST TAWAS, MI US","","","0.0","4,6","5",",6","4",",6","0",",6","","","","","0","2,6","18","2,6","4","2,6","0","2,6","0","2,6","","","18971130",",2,6","","","","","","","18971125",",,6","18971103",",2,6","-12.8","2,6,30,","","","","","15.2",",,6,25,","17.2","2,6,03,","825.5","6","444.4","2,6","28.9",",,,6","","","1.42","4,6","5.40","2,,,6","-2.55","2,,,6","",""
"USC00202423","1897-12","44.2838","-83.5036","178.6","EAST TAWAS, MI US","","","","","4",",6","3",",6","0",",6","","","","","1","3,6","26","3,6","11","3,6","0","3,6","0","3,6","","","18971224",",3,6","","","","","","","18971211",",,6","18971210",",3,6","-22.2","3,6,24,","","","","","17.8",",,6,11,","8.3","3,6,10,","","","","","36.8",",,,6","","","-3.53","6,6","0.21","3,,,6","-7.26","3,,,6","",""
"USC00202423","1898-01","44.2838","-83.5036","178.6","EAST TAWAS, MI US","0.0","6","0.0","4,6","2",",6","2",",6","0",",6","","","","","1","2,6","29","2,6","18","2,6","0","2,6","0","2,6","","","18980130",",2,6","","","","","","","18980120",",,6","18980107",",2,6","-20.6","2,6,30,","","","","","11.9",",,6,20,","3.3","2,6,07,","","","641.7","2,6","23.6",",,,6","","","-5.42","4,6","-1.17","2,,,6","-9.67","2,,,6","",""
"USC00202423","1898-02","44.2838","-83.5036","178.6","EAST TAWAS, MI US","0.0","6","0.0",",6","","","","","","","","","","","4",",6","25",",6","15",",6","0",",6","0",",6","","","18980203","+,,6","","","","","","","","","18980211",",,6","-23.3",",6,03,+","","","","","","","6.1",",6,11,","","","662.7",",6","","","","","-5.33",",6","-1.43",",,,6","-9.24",",,,6","",""
"USC00202423","1898-03","44.2838","-83.5036","178.6","EAST TAWAS, MI US","0.0","6","0.0","4,6","7",",6","7",",6","0",",6","","","","","0","2,6","27","2,6","5","2,6","0","2,6","0","2,6","","","18980305",",2,6","","","","","","","18980328",",,6","18980316",",2,6","-13.9","2,6,05,","","","","","22.4",",,6,28,","12.2","2,6,16,","","","492.4","2,6","64.0",",,,6","","","0.32","4,6","4.63","2,,,6","-3.99","2,,,6","",""
"USC00202423","1898-04","44.2838","-83.5036","178.6","EAST TAWAS, MI US","0.0","6","0.0",",6","2",",6","2",",6","0",",6","","","","","0",",6","12",",6","1",",6","0",",6","0",",6","","","18980405","+,,6","","","","","","","18980420",",,6","18980412","+,,6","-11.7",",6,05,+","","","","","23.4",",,6,20,","18.3",",6,12,+","","","392.9",",6","41.7",",,,6","","","5.24",",6","10.61",",,,6","-0.14",",,,6","",""
