"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00028686","1903-08","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","518.8",",6","2",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","31",",6","19030828",",,6","","","","","","","19030820",",,6","19030819","+,,6","22.8",",6,28,","","","","","0.8",",,6,20,","46.1",",6,19,+","0.0",",6","1.1",",,,6","","","35.07",",6","42.83",",,,6","27.31",",,,6"
"USC00028686","1903-09","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","306.7",",6","3",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","24",",6","19030917","+,,6","","","","","","","19030930",",,6","19030904",",,6","13.3",",6,17,+","","","","","17.8",",,6,30,","45.0",",6,04,","0.0",",6","25.4",",,,6","","","28.56",",6","36.58",",,,6","20.53",",,,6"
"USC00028686","1903-10","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","119.8",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","15",",6","19031031",",,6","","","19031031","+,,6","","","19031001",",,6","19031008",",,6","6.7",",6,31,","","","0",",,6,31,+","0.0",",T,6,01,","35.0",",6,08,","3.9",",6","0.0",",T,,6","0",",,,6","22.07",",6","30.95",",,,6","13.20",",,,6"
"USC00028686","1903-11","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","2.0","1,6","0",",6","0",",6","0",",6","","","0",",6","0","1,6","0","1,6","0",",6","27",",6","0",",6","19031119",",1,6","","","19031130","+,,6","","","19031130","+,,6","19031107",",,6","3.9","1,6,19,","","","0",",,6,30,+","0.0",",,6,30,+","29.4",",6,07,","62.0",",6","0.0",",,,6","0",",,,6","16.25","1,6","24.98",",,,6","7.51","1,,,6"
"USC00028686","1903-12","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","10",",6","0",",6","2",",6","0",",6","19031229","+,,6","","","19031231","+,,6","","","19031231","+,,6","19031201",",,6","-1.7",",6,29,+","","","0",",,6,31,+","0.0",",,6,31,+","26.7",",6,01,","246.5",",6","0.0",",,,6","0",",,,6","10.38",",6","18.58",",,,6","2.18",",,,6"
"USC00028686","1948-07","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","","","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19480731","+,,0","19480731","+,,0","1","","19480722",",,0","","","","","0",",,0,31,+","0",",,0,31,+","2.5",",,0,22,","","","","","2.5",",,,0","0",",,,0","","","","","",""
"USC00028686","1948-08","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","","","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19480831","+,,0","19480831","+,,0","","","19480806",",,0","","","","","0",",,0,31,+","0",",,0,31,+","5.1",",,0,06,","","","","","5.1",",,,0","0",",,,0","","","","","",""
"USC00028686","1948-09","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","","","2","1,0","1","1,0","0","1,0","0","1,0","0","1,0","","","","","","","","","","","","","19480930","+,1,0","19480930","+,1,0","","","19480916",",1,0","","","","","0","1,,0,30,+","0","1,,0,30,+","3.8","1,,0,16,","","","","","4.3","1,,,0","0","1,,,0","","","","","",""
"USC00028686","1948-10","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","","","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19481031","+,,0","19481031","+,,0","","","19481018",",,0","","","","","0",",,0,31,+","0",",,0,31,+","10.9",",,0,18,","","","","","11.4",",,,0","0",",,,0","","","","","",""
"USC00028686","1948-11","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","5.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","19481120",",,0","19481130","+,,0","19481130","+,,0","","","19481130","+,,0","19481102",",,0","2.2",",0,20,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","27.8",",0,02,","116.8",",0","0.0",",,,0","0",",,,0","14.64",",0","21.22",",,,0","8.05",",,,0"
"USC00028686","1948-12","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","0.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","19481224","+,,0","19481231","+,,0","19481231","+,,0","","","19481227",",,0","19481214","+,,0","0.6",",0,24,+","0",",,0,31,+","0",",,0,31,+","6.9",",,0,27,","21.1",",0,14,+","244.6",",0","16.3",",,,0","0",",,,0","10.44",",0","16.15",",,,0","4.73",",,,0"
"USC00028686","1949-01","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","","","7",",0","5",",0","1",",0","","","2",",0","","","","","","","","","","","","","","","19490112",",,0","","","19490112",",,0","","","","","","","152",",,0,12,","58.4",",,0,12,","","","","","95.4",",,,0","177",",,,0","","","","","",""
"USC00028686","1949-02","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","","","2",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19490228","+,,0","19490228","+,,0","","","19490228","+,,0","","","","","0",",,0,28,+","0",",,0,28,+","0.8",",,0,28,+","","","","","1.6",",,,0","0",",,,0","","","","","",""
"USC00028686","1949-03","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","","","1",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19490331","+,,0","19490331","+,,0","","","19490331",",,0","","","","","0",",,0,31,+","0",",,0,31,+","1.3",",,0,31,","","","","","1.3",",,,0","0",",,,0","","","","","",""
"USC00028686","1949-04","34.7","-114.45","153.0","TOPOCK 2 SSE, AZ US","","","1",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19490430","+,,0","19490430","+,,0","","","19490417",",,0","","","","","0",",,0,30,+","0",",,0,30,+","0.3",",,0,17,","","","","","0.3",",,,0","0",",,,0","","","","","",""
