"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00003028","2002-04","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","6.5",",W","4.7","W","4.7",",W","6",",W","1",",W","0",",W","","","","","0",",W","7",",W","0",",W","21",",W","1",",W","","","20020403",",,W","","","","","","","20020408",",,W","20020415",",,W","-8.9",",W,03,","","","","","5.3",",,W,08,","32.2",",W,15,","2692.2","W","167.2",",W","11.4",",,,W","","","12.92",",W","22.57",",,,W","3.26",",,,W","","","210",",W","210",",W","20.6",",W","25.0",",W"
"USW00003028","2002-05","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","6.7",",W","42.0","W","37.3",",W","7",",W","3",",W","0",",W","","","","","0",",W","1",",W","0",",W","26",",W","4",",W","","","20020512",",,W","","","","","","","20020516",",,W","20020531",",,W","0.0",",W,12,","","","","","9.4",",,W,16,","38.9",",W,31,","2777.9","W","85.7",",W","24.7",",,,W","","","16.77",",W","26.18",",,,W","7.35",",,,W","0",",W","150",",W","160",",W","21.9",",W","24.6",",W"
"USW00003028","2002-06","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","6.9",",W","241.5","W","199.5",",W","5",",W","3",",W","0",",W","","","","","0",",W","0",",W","0",",W","29",",W","23",",W","","","20020616",",,W","","","","","","","20020604",",,W","20020628",",,W","8.9",",W,16,","","","","","19.8",",,W,04,","40.6",",W,28,","2781.5","W","3.6",",W","37.2",",,,W","","","24.86",",W","33.40",",,,W","16.32",",,,W","0","5,W","200",",W","190",",W","23.2",",W","27.7",",W"
"USW00003028","2002-07","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.1",",W","443.4","W","201.9",",W","10",",W","4",",W","1",",W","","","","","0",",W","0",",W","0",",W","31",",W","21",",W","","","20020731",",,W","","","","","","","20020705",",,W","20020725",",,W","13.3",",W,31,","","","","","61.0",",,W,05,","37.8",",W,25,","0.0","W","0.0",",W","80.4",",,,W","","","24.85",",W","32.75",",,,W","16.94",",,,W","","","210",",W","210",",W","17.9",",W","21.5",",W"
"USW00003028","2002-08","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.7",",W","612.3","W","168.9",",W","11",",W","5",",W","1",",W","","","","","0",",W","0",",W","0",",W","31",",W","13",",W","","","20020813",",,W","","","","","","","20020829",",,W","20020818",",,W","11.1",",W,13,","","","","","49.5",",,W,29,","39.4",",W,18,","1.1","W","1.1",",W","98.4",",,,W","","","23.75",",W","31.41",",,,W","16.08",",,,W","0",",W","180",",W","190",",W","16.5",",W","24.1",",W"
"USW00003028","2002-09","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.5",",W","668.4","W","56.1",",W","8",",W","4",",W","0",",W","","","","","0",",W","0",",W","0",",W","25",",W","3",",W","","","20020927","+,,W","","","","","","","20020909",",,W","20020903","+,,W","3.9",",W,27,+","","","","","14.5",",,W,09,","32.2",",W,03,+","42.7","W","41.6",",W","43.3",",,,W","","","18.82",",W","25.89",",,,W","11.74",",,,W","0",",W","180",",W","180",",W","17.9",",W","21.5",",W"
"USW00003028","2002-10","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.9",",W","671.7","W","3.3",",W","12",",W","4",",W","0",",W","","","","","0",",W","12",",W","2",",W","8",",W","0",",W","","","20021030",",,W","","","","","","","20021022",",,W","20021011",",,W","-5.6",",W,30,","","","","","21.8",",,W,22,","30.0",",W,11,","326.0","W","283.3",",W","44.8",",,,W","","","9.30",",W","16.08",",,,W","2.52",",,,W","0","3,W","180",",W","190",",W","14.3",",W","17.4",",W"
"USW00003028","2002-11","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.5",",W","671.7","W","0.0",",W","5",",W","1",",W","0",",W","","","","","0",",W","27",",W","1",",W","5",",W","0",",W","","","20021126",",,W","","","","","","","20021102",",,W","20021107",",,W","-13.3",",W,26,","","","","","2.8",",,W,02,","25.0",",W,07,","715.9","W","389.9",",W","6.2",",,,W","","","5.34",",W","13.47",",,,W","-2.80",",,,W","0",",W","190",",W","190",",W","21.0",",W","23.7",",W"
"USW00003028","2002-12","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","3.9",",W","671.7","W","0.0",",W","4",",W","2",",W","0",",W","","","","","0",",W","30",",W","4",",W","0",",W","0",",W","","","20021224",",,W","","","","","","","20021205",",,W","20021215",",,W","-16.7",",W,24,","","","","","13.7",",,W,05,","19.4",",W,15,","1260.7","W","544.8",",W","21.6",",,,W","","","0.76",",W","7.78",",,,W","-6.27",",,,W","0",",W","320",",W","310",",W","14.8",",W","17.4",",W"
"USW00003028","2003-01","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.1",",W","0.0","W","0.0","2,W","1",",W","1",",W","0",",W","","","","","0","1,W","30","1,W","1","1,W","3","1,W","0","1,W","","","20030122",",1,W","","","","","","","20030121",",,W","20030108",",1,W","-11.1","1,W,22,","","","","","3.0",",,W,21,","23.3","1,W,08,","1696.8","W","436.1","1,W","3.0",",,,W","","","2.98","2,W","11.04","1,,,W","-5.07","1,,,W","0","3,W","330",",W","340",",W","17.4",",W","21.9",",W"
"USW00003028","2003-02","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.8",",W","0.0","W","0.0",",W","5",",W","3",",W","0",",W","","","","","2",",W","26",",W","6",",W","2",",W","0",",W","","","20030207",",,W","","","","","","","20030219",",,W","20030201",",,W","-20.0",",W,07,","","","","","3.3",",,W,19,","24.4",",W,01,","2211.7","W","514.9",",W","9.4",",,,W","","","-0.06",",W","7.32",",,,W","-7.43",",,,W","","","340",",W","330",",W","14.8",",W","17.9",",W"
"USW00003028","2003-03","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.4",",W","0.6","W","0.6",",W","6",",W","2",",W","1",",W","","","","","0",",W","16",",W","0",",W","9",",W","0",",W","","","20030305",",,W","","","","","","","20030319",",,W","20030331","+,,W","-11.1",",W,05,","","","","","26.2",",,W,19,","27.2",",W,31,+","2563.6","W","351.9",",W","35.9",",,,W","","","7.00",",W","15.43",",,,W","-1.43",",,,W","0","3,W","10",",W","20",",W","17.4",",W","21.5",",W"
"USW00003028","2003-04","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","6.4",",W","0.6","W","0.0",",W","7",",W","4",",W","1",",W","","","","","0",",W","5",",W","0",",W","14",",W","0",",W","","","20030408",",,W","","","","","","","20030415",",,W","20030414",",,W","-5.6",",W,08,","","","","","25.4",",,W,15,","30.0",",W,14,","2757.6","W","194.0",",W","51.0",",,,W","","","11.87",",W","20.18",",,,W","3.55",",,,W","0",",W","210",",W","210",",W","25.0",",W","30.8",",W"
"USW00003028","2003-05","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.7",",W","31.2","W","30.6",",W","7",",W","4",",W","1",",W","","","","","0",",W","0",",W","0",",W","21",",W","2",",W","","","20030511","+,,W","","","","","","","20030515",",,W","20030529",",,W","0.6",",W,11,+","","","","","32.8",",,W,15,","36.7",",W,29,","2842.8","W","85.2",",W","75.3",",,,W","","","16.57",",W","24.81",",,,W","8.34",",,,W","0",",W","190",",W","260",",W","17.0",",W","21.9",",W"
"USW00003028","2003-06","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.9",",W","84.9","W","53.7","1,W","11",",W","6",",W","1",",W","","","","","0","1,W","0","1,W","0",",W","27",",W","4",",W","","","20030608",",1,W","","","","","","","20030605",",,W","20030623",",,W","5.0","1,W,08,","","","","","46.2",",,W,05,","33.9",",W,23,","2871.6","W","28.8",",W","93.2",",,,W","","","19.22","1,W","26.12",",,,W","12.32","1,,,W","","","150",",W","310",",W","21.9",",W","26.8",",W"
"USW00003028","2003-07","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.6",",W","347.5","W","262.6",",W","6",",W","4",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","28",",W","","","20030710",",,W","","","","","","","20030727",",,W","20030714",",,W","13.9",",W,10,","","","","","11.4",",,W,27,","40.0",",W,14,","0.0","W","0.0",",W","28.8",",,,W","","","26.80",",W","35.95",",,,W","17.65",",,,W","0",",W","230",",W","230",",W","23.7",",W","30.0",",W"
"USW00003028","2003-08","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.8",",W","549.0","W","201.5",",W","10",",W","5",",W","0",",W","","","","","0",",W","0",",W","0",",W","29",",W","23",",W","","","20030813",",,W","","","","","","","20030830",",,W","20030807",",,W","11.7",",W,13,","","","","","16.8",",,W,30,","38.9",",W,07,","6.4","W","6.4",",W","36.9",",,,W","","","24.63",",W","32.91",",,,W","16.35",",,,W","0",",W","320",",W","330",",W","17.4",",W","25.9",",W"
"USW00003028","2003-09","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.9",",W","589.7","W","40.7",",W","7",",W","2",",W","0",",W","","","","","0",",W","0",",W","0",",W","27",",W","4",",W","","","20030919",",,W","","","","","","","20030907",",,W","20030923","+,,W","2.2",",W,19,","","","","","4.1",",,W,07,","33.9",",W,23,+","61.5","W","55.1",",W","10.8",",,,W","","","17.85",",W","26.47",",,,W","9.24",",,,W","0","1,W","330",",W","330",",W","17.4",",W","20.6",",W"
"USW00003028","2003-10","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.9",",W","606.3","W","16.6",",W","1",",W","0",",W","0",",W","","","","","0",",W","5",",W","0",",W","22",",W","5",",W","","","20031026",",,W","","","","","","","20031002",",,W","20031019",",,W","-6.1",",W,26,","","","","","0.3",",,W,02,","33.3",",W,19,","185.2","W","123.7",",W","0.3",",,,W","","","14.88",",W","24.67",",,,W","5.08",",,,W","0","2,W","10",",W","160",",W","15.6",",W","19.2",",W"
"USW00003028","2003-11","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.1",",W","606.3","W","0.0",",W","5",",W","1",",W","0",",W","","","","","0",",W","17",",W","1",",W","6",",W","0",",W","","","20031123",",,W","","","","","","","20031113",",,W","20031120",",,W","-16.7",",W,23,","","","","","7.6",",,W,13,","26.1",",W,20,","576.2","W","391.0",",W","10.3",",,,W","","","5.30",",W","13.48",",,,W","-2.88",",,,W","0",",W","330",",W","330",",W","19.7",",W","23.7",",W"
"USW00003028","2003-12","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.8",",W","606.3","W","0.0",",W","2",",W","1",",W","0",",W","","","","","0",",W","29",",W","1",",W","1",",W","0",",W","","","20031212",",,W","","","","","","","20031212",",,W","20031202",",,W","-15.0",",W,12,","","","","","3.8",",,W,12,","22.8",",W,02,","1073.4","W","497.2",",W","4.1",",,,W","","","2.30",",W","11.03",",,,W","-6.44",",,,W","","","330",",W","310",",W","20.1",",W","23.7",",W"
"USW00003028","2004-01","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.3",",W","0.0","W","0.0",",W","1",",W","0",",W","0",",W","","","","","0",",W","31",",W","2",",W","0",",W","0",",W","","","20040105",",,W","","","","","","","20040126",",,W","20040123",",,W","-16.7",",W,05,","","","","","0.3",",,W,26,","20.0",",W,23,","1595.9","W","522.5",",W","0.3",",,,W","","","1.48",",W","9.59",",,,W","-6.64",",,,W","0",",W","320",",W","320",",W","16.1",",W","19.2",",W"
"USW00003028","2004-02","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.4",",W","0.0","W","0.0",",W","4",",W","1",",W","0",",W","","","","","0",",W","25",",W","3",",W","2",",W","0",",W","","","20040212",",,W","","","","","","","20040219",",,W","20040218",",,W","-17.2",",W,12,","","","","","3.3",",,W,19,","25.0",",W,18,","2095.5","W","499.6",",W","7.9",",,,W","","","1.11",",W","9.26",",,,W","-7.04",",,,W","0","1,W","350",",W","360",",W","17.4",",W","21.0",",W"
"USW00003028","2004-03","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.4",",W","0.0","W","0.0",",W","4",",W","1",",W","0",",W","","","","","0",",W","21",",W","0",",W","9",",W","0",",W","","","20040307","+,,W","","","","","","","20040304",",,W","20040323",",,W","-5.6",",W,07,+","","","","","8.9",",,W,04,","28.9",",W,23,","2384.7","W","289.2",",W","12.2",",,,W","","","9.00",",W","18.16",",,,W","-0.15",",,,W","","","150",",W","140",",W","17.0",",W","20.1",",W"
"USW00003028","2004-04","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.5",",W","0.0","W","0.0",",W","9",",W","6",",W","1",",W","","","","","0",",W","5",",W","0",",W","11",",W","0",",W","","","20040413",",,W","","","","","","","20040423",",,W","20040428",",,W","-6.1",",W,13,","","","","","31.5",",,W,23,","28.9",",W,28,","2623.3","W","238.6",",W","64.6",",,,W","","","10.38",",W","18.31",",,,W","2.45",",,,W","0",",W","210",",W","210",",W","19.7",",W","23.2",",W"
"USW00003028","2004-05","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","6.0",",W","66.1","W","66.1",",W","0",",W","0",",W","0",",W","","","","","0",",W","1",",W","0",",W","28",",W","8",",W","","","20040514",",,W","","","","","","","20040531","+,,W","20040519",",,W","-2.2",",W,14,","","","","","0.0",",,W,31,+","35.6",",W,19,","2676.3","W","53.0",",W","0.0",",,,W","","","18.75",",W","28.23",",,,W","9.28",",,,W","0","1,W","30",",W","170",",W","17.9",",W","22.8",",W"
"USW00003028","2004-06","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.3",",W","149.2","W","83.1",",W","9",",W","7",",W","0",",W","","","","","0",",W","0",",W","0",",W","29",",W","8",",W","","","20040601",",,W","","","","","","","20040626",",,W","20040607",",,W","6.1",",W,01,","","","","","22.6",",,W,26,","37.2",",W,07,","2689.9","W","13.6",",W","105.7",",,,W","","","20.65",",W","28.66",",,,W","12.64",",,,W","","","50",",W","40",",W","26.4",",W","33.1",",W"
"USW00003028","2004-07","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.6",",W","276.7","W","127.5",",W","10",",W","4",",W","2",",W","","","","","0",",W","0",",W","0",",W","29",",W","11",",W","","","20040705",",,W","","","","","","","20040717",",,W","20040715",",,W","10.6",",W,05,","","","","","30.2",",,W,17,","36.7",",W,15,","7.7","W","7.7",",W","77.3",",,,W","","","22.20",",W","29.35",",,,W","15.04",",,,W","0","3,W","210",",W","220",",W","23.2",",W","27.3",",W"
"USW00003028","2004-08","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.5",",W","387.0","W","110.3",",W","7",",W","4",",W","0",",W","","","","","0",",W","0",",W","0",",W","29",",W","8",",W","","","20040813",",,W","","","","","","","20040805",",,W","20040823","+,,W","10.6",",W,13,","","","","","21.8",",,W,05,","34.4",",W,23,+","15.4","W","7.7",",W","41.7",",,,W","","","21.64",",W","29.30",",,,W","13.98",",,,W","0",",W","330",",W","330",",W","24.6",",W","31.7",",W"
"USW00003028","2004-09","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","6.2",",W","469.1","W","82.1",",W","7",",W","3",",W","1",",W","","","","","0",",W","0",",W","0",",W","26",",W","9",",W","","","20040923",",,W","","","","","","","20040921",",,W","20040917",",,W","5.0",",W,23,","","","","","38.4",",,W,21,","36.1",",W,17,","45.2","W","29.8",",W","54.5",",,,W","","","20.08",",W","28.09",",,,W","12.06",",,,W","0",",W","180",",W","160",",W","17.0",",W","21.0",",W"
"USW00003028","2004-10","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.0",",W","469.1","W","0.0",",W","5",",W","2",",W","0",",W","","","","","0",",W","4",",W","0",",W","16",",W","0",",W","","","20041030",",,W","","","","","","","20041013",",,W","20041021",",,W","-4.4",",W,30,","","","","","7.4",",,W,13,","27.8",",W,21,","221.2","W","176.0",",W","13.3",",,,W","","","12.65",",W","20.76",",,,W","4.55",",,,W","","","190",",W","210",",W","16.5",",W","20.6",",W"
"USW00003028","2004-11","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.5",",W","469.1","W","0.0",",W","14",",W","6",",W","0",",W","","","","","0",",W","20",",W","1",",W","4",",W","0",",W","","","20041130",",,W","","","","","","","20041109",",,W","20041105",",,W","-16.1",",W,30,","","","","","17.5",",,W,09,","25.0",",W,05,","640.4","W","419.2",",W","57.2",",,,W","","","4.36",",W","10.41",",,,W","-1.70",",,,W","","","330",",W","330",",W","19.7",",W","21.9",",W"
"USW00003028","2004-12","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.3",",W","469.1","W","0.0",",W","4",",W","1",",W","0",",W","","","","","1",",W","30",",W","2",",W","2",",W","0",",W","","","20041224",",,W","","","","","","","20041223",",,W","20041211",",,W","-24.4",",W,24,","","","","","2.5",",,W,23,","24.4",",W,11,","1121.6","W","481.2",",W","5.6",",,,W","","","2.81",",W","11.45",",,,W","-5.83",",,,W","","","200",",W","200",",W","16.1",",W","20.6",",W"
"USW00003028","2005-01","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","3.4",",W","0.0","B","0.0",",W","6",",W","4",",W","0",",W","","","","","0",",W","27",",W","5",",W","4",",W","0",",W","","","20050106","+,,W","","","","","","","20050130",",,W","20050120","+,,W","-17.2",",W,06,+","","","","","12.7",",,W,30,","23.3",",W,20,+","1630.3","B","508.7",",W","22.9",",,,W","","","1.92",",W","9.21",",,,W","-5.36",",,,W","0","2,","10",",W","10",",W","14.3",",W","17.0",",W"
"USW00003028","2005-02","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.0",",W","0.0","B","0.0",",W","3",",W","1",",W","0",",W","","","","","0",",W","26",",W","2",",W","2",",W","0",",W","","","20050209",",,W","","","","","","","20050206",",,W","20050219",",,W","-9.4",",W,09,","","","","","18.3",",,W,06,","22.8",",W,19,","2044.1","B","413.8",",W","20.1",",,,W","","","3.56",",W","10.60",",,,W","-3.49",",,,W","","","260",",W","270",",W","15.6",",W","17.9",",W"
"USW00003028","2005-03","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.4",",W","0.0","B","0.0",",W","10",",W","4",",W","0",",W","","","","","0",",W","26",",W","1",",W","3",",W","0",",W","","","20050316",",,W","","","","","","","20050326",",,W","20050312",",,W","-8.3",",W,16,","","","","","11.7",",,W,26,","25.6",",W,12,","2437.0","B","392.9",",W","31.3",",,,W","","","5.66",",W","13.80",",,,W","-2.48",",,,W","","","290",",W","290",",W","21.9",",W","25.9",",W"
"USW00003028","2005-04","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","6.5",",W","0.0","B","0.0",",W","11",",W","5",",W","0",",W","","","","","0",",W","10",",W","0",",W","13",",W","0",",W","","","20050401",",,W","","","","","","","20050405",",,W","20050418",",,W","-3.3",",W,01,","","","","","6.6",",,W,05,","27.8",",W,18,","2661.1","B","224.1",",W","27.2",",,,W","","","10.86",",W","19.04",",,,W","2.69",",,,W","","","320",",W","330",",W","21.9",",W","26.4",",W"
"USW00003028","2005-05","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.6",",W","29.1","B","29.1",",W","9",",W","5",",W","1",",W","","","","","0",",W","0",",W","0",",W","23",",W","3",",W","","","20050501",",,W","","","","","","","20050529",",,W","20050521",",,W","0.6",",W,01,","","","","","28.2",",,W,29,","36.1",",W,21,","2753.9","B","92.8",",W","76.2",",,,W","","","16.28",",W","23.99",",,,W","8.57",",,,W","","","180",",W","170",",W","17.0",",W","20.6",",W"
"USW00003028","2005-06","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.7",",W","150.5","B","121.4",",W","6",",W","3",",W","0",",W","","","","","0",",W","0",",W","0",",W","29",",W","14",",W","","","20050614","+,,W","","","","","","","20050612",",,W","20050628",",,W","7.2",",W,14,+","","","","","9.7",",,W,12,","37.8",",W,28,","2764.5","B","10.6",",W","16.3",",,,W","","","22.03",",W","30.78",",,,W","13.27",",,,W","","","180",",W","190",",W","20.1",",W","23.2",",W"
"USW00003028","2005-07","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.8",",W","377.8","B","227.3",",W","6",",W","2",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","26",",W","","","20050727",",,W","","","","","","","20050701",",,W","20050720",",,W","9.4",",W,27,","","","","","11.7",",,W,01,","40.6",",W,20,","0.0","B","0.0",",W","19.6",",,,W","","","25.67",",W","34.93",",,,W","16.41",",,,W","","","360",",W","360",",W","18.3",",W","21.9",",W"
"USW00003028","2005-08","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.4",",B","533.9","B","156.1",",B","11",",B","4",",B","1",",B","","","","","0",",B","0",",B","0",",B","29",",B","17",",B","","","20050829",",,B","","","","","","","20050811",",,B","20050802","+,,B","11.1",",B,29,","","","","","29.7",",,B,11,","37.8",",B,02,+","4.2","B","4.2",",B","80.7",",,,B","","","23.23",",B","30.72",",,,B","15.75",",,,B","","","210",",B","210",",B","17.9",",B","24.6",",B"
"USW00003028","2005-09","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.9",",B","642.8","B","108.9",",B","6",",B","0",",B","0",",B","","","","","0",",B","0",",B","0",",B","29",",B","11",",B","","","20050929",",,B","","","","","","","20050923",",,B","20050927","+,,B","5.6",",B,29,","","","","","2.3",",,B,23,","36.1",",B,27,+","18.0","B","13.8",",B","5.3",",,,B","","","21.50",",B","29.91",",,,B","13.09",",,,B","","","190",",B","10",",B","15.6",",B","19.2",",B"
"USW00003028","2005-10","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.2",",B","658.7","B","15.9",",B","7",",B","2",",B","0",",B","","","","","0",",B","6",",B","0",",B","19",",B","2",",B","","","20051024",",,B","","","","","","","20051010",",,B","20051002","+,,B","-4.4",",B,24,","","","","","19.8",",,B,10,","32.8",",B,02,+","190.7","B","172.7",",B","27.8",",,,B","","","13.27",",B","21.96",",,,B","4.58",",,,B","","","180",",B","170",",B","16.5",",B","19.2",",B"
"USW00003028","2005-11","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.1",",B","658.7","B","0.0",",B","2",",B","1",",B","0",",B","","","","","0",",B","20",",B","0",",B","12",",B","0",",B","","","20051116",",,B","","","","","","","20051127",",,B","20051111",",,B","-12.8",",B,16,","","","","","6.1",",,B,27,","28.3",",B,11,","519.3","B","328.6",",B","6.4",",,,B","","","7.38",",B","17.10",",,,B","-2.34",",,,B","","","310",",B","360",",B","20.6",",B","25.9",",B"
"USW00003028","2005-12","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","4.6",",B","658.7","B","0.0",",B","2",",B","0",",B","0",",B","","","","","2",",B","30",",B","4",",B","3",",B","0",",B","","","20051208",",,B","","","","","","","20051204",",,B","20051226",",,B","-22.8",",B,08,","","","","","0.8",",,B,04,","22.8",",B,26,","1055.8","B","536.5",",B","1.3",",,,B","","","1.03",",B","9.44",",,,B","-7.39",",,,B","","","320",",B","330",",B","17.9",",B","21.0",",B"
"USW00003028","2006-01","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.2",",W","0.0","W","0.0",",W","4",",W","1",",W","0",",W","","","","","0",",W","29",",W","0",",W","4",",W","0",",W","","","20060123","+,,W","","","","","","","20060109",",,W","20060107",",,W","-11.6",",W,23,+","","","","","3.6",",,W,09,","26.7",",W,07,","1508.8","W","453.0",",W","7.5",",,,W","","","3.72",",W","13.46",",,,W","-6.02",",,,W","","","330",",W","330",",W","19.2",",W","21.0",",W"
"USW00003028","2006-02","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","5.3",",W","0.0","W","0.0",",W","0",",W","0",",W","0",",W","","","","","1",",W","26",",W","2",",W","3",",W","0",",W","","","20060218",",,W","","","","","","","20060228","+,,W","20060228",",,W","-21.0",",W,18,","","","","","0.0",",,W,28,+","25.6",",W,28,","1974.5","W","465.7",",W","0.0",",,,W","","","1.70",",W","11.64",",,,W","-8.24",",,,W","","","340",",W","330",",W","19.2",",W","22.8",",W"
"USW00003028","2006-03","37.28346","-102.613784","1337.0","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","6.0","1,W","0.0","W","0.0",",W","6","1,W","1","1,W","0","1,W","","","","","0",",W","22",",W","2",",W","7",",W","0",",W","","","20060321",",,W","","","","","","","20060321",",1,W","20060306",",,W","-12.1",",W,21,","","","","","24.1","1,,W,21,","25.6",",W,06,","2359.1","W","384.6",",W","29.7","1,,,W","","","5.93",",W","14.43",",,,W","-2.57",",,,W","","","310",",W","310",",W","21.0",",W","25.9",",W"
