"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013988","1934-11","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","1252.2","X","0.0",",X","13",",X","12",",X","1",",X","1",",X","2",",X","0",",X","8",",X","1",",X","4",",X","0",",X","7","","","","19341123",",,X","19341130",",,X","19341130",",,X","2","","19341121",",,X","19341107",",,X","-5.6",",X,23,","51",",,X,30,","102",",,X,30,","48.3",",,X,21,","25.6",",X,07,","408.0","X","284.6",",X","137.2",",,,X","","","127",",,,X","8.85",",X","13.86",",,,X","3.83",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1934-12","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","1252.2","X","0.0",",X","7",",X","3",",X","0",",X","9",",X","3",",X","0",",X","28",",X","8",",X","0",",X","0",",X","6","","","","19341226","+,,X","19341218","+,,X","19341218",",,X","","","19341218",",,X","19341215",",,X","-13.9",",X,26,+","51",",,X,18,+","56",",,X,18,","5.6",",,X,18,","12.8",",X,15,","992.3","X","584.3",",X","13.6",",,,X","","","111",",,,X","-0.51",",X","3.36",",,,X","-4.39",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1935-01","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","0.0","X","0.0",",X","7",",X","3",",X","0",",X","0",",X","0",",X","2",",X","23",",X","6",",X","0",",X","0",",X","13","","","","19350121",",,X","19350123","+,,X","19350120",",,X","","","19350107",",,X","19350116",",,X","-21.1",",X,21,","0",",T,X,23,+","3",",,X,20,","15.2",",,X,07,","19.4",",X,16,","1553.7","X","561.4",",X","28.7",",,,X","","","3",",,,X","0.22",",X","4.91",",,,X","-4.46",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1935-02","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","0.0","X","0.0","1,X","6",",X","4",",X","0",",X","0",",X","0",",X","0",",X","21",",X","5","1,X","1","1,X","0","1,X","11","","","","19350226",",,X","19350225",",,X","19350225",",,X","1","","19350224",",,X","19350221",",1,X","-11.7",",X,26,","0",",T,X,25,","5",",,X,25,","14.5",",,X,24,","23.9","1,X,21,","1976.5","X","422.8","1,X","34.0",",,,X","","","5",",,,X","2.71","1,X","6.91","1,,,X","-1.49",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1935-03","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","5.0","X","5.0",",X","4",",X","2",",X","0",",X","0",",X","0",",X","0",",X","7",",X","0",",X","10",",X","0",",X","5","","","","19350307",",,X","19350306",",,X","19350316","+,,X","1","","19350309",",,X","19350322",",,X","-8.9",",X,07,","0",",T,X,06,","0",",T,X,16,+","10.4",",,X,09,","28.3",",X,22,","2219.8","X","243.3",",X","17.5",",,,X","","","0",",T,,X","10.65",",X","16.40",",,,X","4.89",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1935-04","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","12.3","X","7.3",",X","11",",X","5",",X","0",",X","0",",X","1",",X","0",",X","6",",X","0",",X","8",",X","0",",X","13","","","","19350415","+,,X","19350430","+,,X","19350407",",,X","3","","19350428",",,X","19350414",",,X","-0.6",",X,15,+","0",",,X,30,+","25",",,X,07,","23.9",",,X,28,","27.8",",X,14,","2440.5","X","220.7",",X","58.6",",,,X","","","25",",,,X","11.22",",X","16.57",",,,X","5.87",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1935-05","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","31.7","X","19.4",",X","22",",X","16",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","15",",X","0",",X","12","","","","19350504",",,X","19350531","+,,X","19350531","+,,X","7","","19350527",",,X","19350512",",,X","3.9",",X,04,","0",",,X,31,+","0",",,X,31,+","35.6",",,X,27,","31.7",",X,12,","2549.6","X","109.1",",X","254.0",",,,X","","","0",",,,X","15.44",",X","19.93",",,,X","10.95",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1935-06","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","153.0","X","121.3",",X","17",",X","7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","4",",X","3","","","","19350607",",,X","19350630","+,,X","19350630","+,,X","11","","19350611",",,X","19350612","+,,X","7.8",",X,07,","0",",,X,30,+","0",",,X,30,+","24.1",",,X,11,","32.8",",X,12,+","2561.8","X","12.2",",X","82.3",",,,X","","","0",",,,X","21.97",",X","27.21",",,,X","16.73",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1935-07","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","528.6","X","375.6",",X","4",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","30",",X","1","","","","19350714",",,X","19350731","+,,X","19350731","+,,X","9","","19350712",",,X","19350727",",,X","19.4",",X,14,","0",",,X,31,+","0",",,X,31,+","5.6",",,X,12,","40.0",",X,27,","0.0","X","0.0",",X","12.9",",,,X","","","0",",,,X","30.45",",X","36.40",",,,X","24.50",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1935-08","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","797.5","X","268.9",",X","9",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","19",",X","1","","","","19350828",",,X","19350831","+,,X","19350831","+,,X","8","","19350831",",,X","19350811","+,,X","12.8",",X,28,","0",",,X,31,+","0",",,X,31,+","26.4",",,X,31,","40.0",",X,11,+","5.0","X","5.0",",X","58.0",",,,X","","","0",",,,X","26.85",",X","32.73",",,,X","20.96",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1935-09","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","909.3","X","111.8",",X","8",",X","5",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","26",",X","10",",X","12","","","","19350928",",,X","19350930","+,,X","19350930","+,,X","3","","19350901",",,X","19350923",",,X","4.4",",X,28,","0",",,X,30,+","0",",,X,30,+","46.5",",,X,01,","34.4",",X,23,","30.5","X","25.5",",X","116.9",",,,X","","","0",",,,X","21.21",",X","27.34",",,,X","15.08",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1935-10","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","926.5","X","17.2",",X","11",",X","5",",X","1",",X","0",",X","0",",X","0",",X","4",",X","0",",X","13",",X","0",",X","13","","","","19351031",",,X","19351031","+,,X","19351031","+,,X","7","","19351020",",,X","19351016","+,,X","-1.1",",X,31,","0",",,X,31,+","0",",,X,31,+","43.2",",,X,20,","29.4",",X,16,+","199.4","X","168.9",",X","93.6",",,,X","","","0",",,,X","13.44",",X","19.15",",,,X","7.72",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1935-11","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","926.5","X","0.0",",X","10",",X","8",",X","1",",X","1",",X","1",",X","0",",X","13",",X","0",",X","0",",X","0",",X","9","","","","19351122",",,X","19351115",",,X","19351115",",,X","1","","19351126",",,X","19351103",",,X","-3.3",",X,22,","25",",,X,15,","28",",,X,15,","27.2",",,X,26,","20.0",",X,03,","591.0","X","391.6",",X","97.5",",,,X","","","28",",,,X","5.28",",X","9.21",",,,X","1.35",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1935-12","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","926.5","X","0.0",",X","6",",X","1",",X","0",",X","0",",X","0",",X","0",",X","24",",X","9",",X","0",",X","0",",X","4","","","","19351225",",,X","19351230","+,,X","19351228",",,X","","","19351205",",,X","19351208",",,X","-16.1",",X,25,","0",",T,X,30,+","13",",,X,28,","3.3",",,X,05,","13.9",",X,08,","1156.1","X","565.1",",X","6.4",",,,X","","","27",",,,X","0.10",",X","4.33",",,,X","-4.12",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1936-01","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","0.0","X","0.0",",X","10",",X","5",",X","0",",X","6",",X","2",",X","9",",X","29",",X","15",",X","0",",X","0",",X","8","","","","19360127",",,X","19360131","+,,X","19360108",",,X","","","19360101",",,X","19360113",",,X","-22.2",",X,27,","51",",,X,31,+","56",",,X,08,","13.5",",,X,01,","13.3",",X,13,","1902.5","X","746.4",",X","29.9",",,,X","","","151",",,,X","-5.74",",X","-1.41",",,,X","-10.07",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1936-02","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","0.0","X","0.0",",X","8",",X","1",",X","0",",X","17",",X","1",",X","11",",X","25",",X","18",",X","1",",X","0",",X","3","","","","19360208",",,X","19360218","+,,X","19360208",",,X","1","","19360208",",,X","19360224",",,X","-21.7",",X,08,","76",",,X,18,+","74",",,X,08,","5.8",",,X,08,","23.3",",X,24,","2633.1","X","730.6",",X","14.0",",,,X","","","147",",,,X","-6.86",",X","-1.65",",,,X","-12.07",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1936-03","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","3.0","X","3.0",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","10",",X","0",",X","7",",X","0",",X","","","","","19360331",",,X","19360331","+,,X","19360311",",,X","1","","19360310",",,X","19360323",",,X","-6.7",",X,31,","0",",,X,31,+","0",",T,X,11,","1.3",",,X,10,","26.1",",X,23,","2913.4","X","280.3",",X","2.1",",,,X","","","0",",T,,X","9.39",",X","16.51",",,,X","2.27",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1936-04","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","25.8","X","22.8",",X","12",",X","5",",X","0",",X","0",",X","0",",X","0",",X","6",",X","1",",X","16",",X","1",",X","3","","","","19360403",",,X","19360403","+,,X","19360401",",,X","5","","19360426","+,,X","19360430",",,X","-8.9",",X,03,","0",",T,X,03,+","23",",,X,01,","11.4",",,X,26,+","32.8",",X,30,","3114.1","X","200.7",",X","47.9",",,,X","","","29",",,,X","12.40",",X","19.18",",,,X","5.63",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1936-05","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","139.7","X","113.9",",X","10",",X","7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","2",",X","6","","","","19360503",",,X","19360531","+,,X","19360531","+,,X","6","","19360523",",,X","19360531","+,,X","6.7",",X,03,","0",",,X,31,+","0",",,X,31,+","25.1",",,X,23,","32.2",",X,31,+","3127.1","X","13.0",",X","105.6",",,,X","","","0",",,,X","21.59",",X","27.37",",,,X","15.81",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1936-06","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","364.5","X","224.8",",X","3",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","17",",X","","","","","19360603",",,X","19360630","+,,X","19360630","+,,X","3","","19360630",",,X","19360628","+,,X","10.6",",X,03,","0",",,X,30,+","0",",,X,30,+","12.4",",,X,30,","41.7",",X,28,+","3128.5","X","1.4",",X","13.0",",,,X","","","0",",,,X","25.78",",X","33.14",",,,X","18.43",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1936-07","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","756.1","X","391.6",",X","2",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","29",",X","2","","","","19360731",",,X","19360731","+,,X","19360731","+,,X","3","","19360727",",,X","19360724","+,,X","14.4",",X,31,","0",",,X,31,+","0",",,X,31,+","8.4",",,X,27,","42.8",",X,24,+","0.0","X","0.0",",X","9.2",",,,X","","","0",",,,X","30.97",",X","38.34",",,,X","23.60",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1936-08","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","1134.7","X","378.6",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","27",",X","1","","","","19360830",",,X","19360831","+,,X","19360831","+,,X","6","","19360815",",,X","19360814",",,X","13.9",",X,30,","0",",,X,31,+","0",",,X,31,+","3.8",",,X,15,","45.0",",X,14,","0.0","X","0.0",",X","6.4",",,,X","","","0",",,,X","30.55",",X","37.75",",,,X","23.34",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1936-09","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","1305.5","X","170.8",",X","16",",X","10",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","24",",X","14",",X","5","","","","19360928",",,X","19360930","+,,X","19360930","+,,X","10","","19360901",",,X","19360906",",,X","9.4",",X,28,","0",",,X,30,+","0",",,X,30,+","43.2",",,X,01,","40.0",",X,06,","28.0","X","28.0",",X","203.2",",,,X","","","0",",,,X","23.09",",X","27.99",",,,X","18.19",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1936-10","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","1324.7","X","19.2",",X","8",",X","4",",X","0",",X","0",",X","0",",X","0",",X","4",",X","0",",X","13",",X","0",",X","5","","","","19361023",",,X","19361031","+,,X","19361031","+,,X","4","","19361008",",,X","19361020","+,,X","-1.7",",X,23,","0",",,X,31,+","0",",,X,31,+","18.5",",,X,08,","28.9",",X,20,+","182.2","X","154.2",",X","51.0",",,,X","","","0",",,,X","13.98",",X","19.12",",,,X","8.83",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1936-11","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","1324.7","X","0.0",",X","2",",X","1",",X","0",",X","0",",X","0",",X","0",",X","21",",X","0",",X","3",",X","0",",X","4","","","","19361103",",,X","19361130","+,,X","19361126","+,,X","","","19361102",",,X","19361101",",,X","-6.7",",X,03,","0",",,X,30,+","0",",T,X,26,+","4.6",",,X,02,","26.1",",X,01,","557.9","X","375.7",",X","4.9",",,,X","","","0",",T,,X","5.81",",X","12.56",",,,X","-0.94",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1936-12","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","1324.7","X","0.0",",X","7",",X","4",",X","0",",X","2",",X","2",",X","0",",X","21",",X","1",",X","0",",X","0",",X","9","","","","19361207","+,,X","19361219","+,,X","19361205",",,X","1","","19361205",",,X","19361225",",,X","-13.3",",X,07,+","25",",,X,19,+","53",",,X,05,","23.6",",,X,05,","18.3",",X,25,","1009.4","X","451.5",",X","59.8",",,,X","","","107",",,,X","3.77",",X","8.42",",,,X","-0.89",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1937-01","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","0.0","X","0.0",",X","9",",X","7",",X","1",",X","23","3,X","2","2,X","0",",X","30",",X","15",",X","0",",X","0",",X","13","","","","19370109","+,,X","19370115","+,3,X","19370114",",2,X","1","","19370107",",,X","19370106",",,X","-17.2",",X,09,+","127","3,,X,15,+","51","2,,X,14,","44.2",",,X,07,","13.3",",X,06,","1733.5","X","724.1",",X","85.6",",,,X","","","90","2,,,X","-5.03",",X","-0.13",",,,X","-9.93",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1937-02","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","0.0","X","0.0",",X","6",",X","1",",X","0",",X","7",",X","3",",X","0",",X","23",",X","7",",X","0",",X","0",",X","2","","","","19370210","+,,X","19370221","+,,X","19370220",",,X","","","19370220",",,X","19370207",",,X","-12.8",",X,10,+","51",",,X,21,+","33",",,X,20,","17.8",",,X,20,","16.1",",X,07,","2260.2","X","526.7",",X","22.0",",,,X","","","99",",,,X","-0.48",",X","4.15",",,,X","-5.10",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1937-03","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","0.0","X","0.0",",X","9",",X","3",",X","1",",X","3",",X","2",",X","0",",X","19",",X","4",",X","2",",X","0",",X","8","","","","19370315",",,X","19370313",",,X","19370312",",,X","1","","19370323",",,X","19370307","+,,X","-6.1",",X,15,","102",",,X,13,","48",",,X,12,","30.5",",,X,23,","21.1",",X,07,+","2695.5","X","435.3",",X","44.0",",,,X","","","107",",,,X","4.29",",X","8.86",",,,X","-0.28",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013988","1937-04","39.12791","-94.58915","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","10.0","X","10.0",",X","9",",X","4",",X","1",",X","0",",X","0",",X","0",",X","3",",X","0",",X","13",",X","0",",X","9","","","","19370406",",,X","19370430","+,,X","19370426","+,,X","5","","19370420",",,X","19370422","+,,X","-1.7",",X,06,","0",",,X,30,+","0",",T,X,26,+","28.4",",,X,20,","27.8",",X,22,+","2888.7","X","193.2",",X","63.8",",,,X","","","0",",T,,X","12.23",",X","17.52",",,,X","6.94",",,,X","","","","","","","","","","","","","","","","","","","","","",""
