"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00148259","1959-06","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","","","","","6",",0","3",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","19590630","+,,0","19590630","+,,0","","","19590621",",,0","","","","","0",",,0,30,+","0",",,0,30,+","48.3",",,0,21,","","","","","","","","","","","","","58.5",",,,0","0",",,,0","","","","","","","",""
"USC00148259","1959-07","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","","","","","10",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19590731","+,,0","19590731","+,,0","","","19590714",",,0","","","","","0",",,0,31,+","0",",,0,31,+","23.4",",,0,14,","","","","","","","","","","","","","55.2",",,,0","0",",,,0","","","","","","","",""
"USC00148259","1959-08","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","","","285.7","1,0","8",",0","5",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","27","1,0","19590809",",1,0","19590831","+,,0","19590831","+,,0","","","19590829",",,0","19590804",",1,0","12.2","1,0,09,","0",",,0,31,+","0",",,0,31,+","35.6",",,0,29,","38.9","1,0,04,","","","","","0.0","1,0","","","","","67.8",",,,0","0",",,,0","27.86","1,0","34.90","1,,,0","20.81","1,,,0","",""
"USC00148259","1959-09","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","","","94.7","1,0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","26","1,0","4","1,0","19590911",",,0","19590930","+,,0","19590930","+,,0","","","19590924",",,0","19590908","+,1,0","1.7",",0,11,","0",",,0,30,+","0",",,0,30,+","40.4",",,0,24,","36.7","1,0,08,+","166.8",",,,0","","","38.9","1,0","","","","","102.4",",,,0","0",",,,0","20.06","1,0","27.37","1,,,0","12.76",",,,0","3587",",,,0"
"USC00148259","1959-10","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","","","0.0",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","9",",0","0",",0","11",",0","0",",0","19591018",",,0","19591031","+,,0","19591031","+,,0","","","19591003",",,0","19591016",",,0","-3.3",",0,18,","0",",,0,31,+","0",",,0,31,+","29.2",",,0,03,","26.7",",0,16,","88.0","4,,,0","","","231.1",",0","","","","","114.8",",,,0","0",",,,0","10.88",",0","18.21",",,,0","3.55",",,,0","3096",",,,0"
"USC00148259","1959-11","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","1","5,0","20","5,0","5","4,0","2","4,0","0","4,0","19591117",",5,0","19591105",",,0","19591113","+,,0","","","19591113","+,,0","19591104",",4,0","-17.8","5,0,17,","0",",T,0,05,","0",",T,0,13,+","0.0",",T,0,13,+","26.1","4,0,04,","","","","","","","","","","","0.0",",T,,0","0",",T,,0","1.84","8,0","9.72","4,,,0","-6.04","5,,,0","",""
"USC00148259","1959-12","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","","","","","2","2,0","0","2,0","0","2,0","0","4,0","0","1,0","","","","","","","","","","","","","19591231","+,4,0","19591231","+,1,0","","","19591215",",2,0","","","","","0","4,,0,31,+","0","1,,0,31,+","2.0","2,,0,15,","","","","","","","","","","","","","12.2",",a,,0","0","1,,,0","","","","","","","",""
"USC00148259","1960-01","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","","","","","4","4,0","3","4,0","0","4,0","","","0","3,0","","","","","","","","","","","","","","","19600131","+,3,0","","","19600115",",4,0","","","","","","","0","3,,0,31,+","14.7","4,,0,15,","","","","","","","","","","","","","26.0","4,,,0","0","3,,,0","","","","","","","",""
"USC00148259","1960-02","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","","","","","8",",0","4",",0","0",",0","","","2","2,0","","","","","","","","","","","","","","","19600223",",2,0","","","19600223",",,0","","","","","","","279","2,,0,23,","20.3",",,0,23,","","","","","","","","","","","","","44.5",",,,0","363","2,,,0","","","","","","","",""
"USC00148259","1960-03","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","","","1.1","5,0","8",",0","7",",0","0",",0","","","4",",0","7","3,0","25","3,0","13","3,0","2","3,0","0","3,0","19600306",",3,0","","","19600314",",,0","","","19600316","+,,0","19600329",",3,0","-21.7","3,0,06,","","","165",",,0,14,","6.1",",,0,16,+","27.2","3,0,29,","","","","","571.0","3,0","","","","","31.2",",,,0","533",",a,,0","-3.53","5,0","2.25","3,,,0","-9.30","3,,,0","",""
"USC00148259","1960-04","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","","","","","7",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19600430","+,,0","19600430","+,,0","","","19600429",",,0","","","","","0",",,0,30,+","0",",,0,30,+","24.6",",,0,29,","","","","","","","","","","","","","77.9",",,,0","0",",,,0","","","","","","","",""
"USC00148259","1960-05","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","","","","","11",",0","9",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19600531","+,,0","19600531","+,,0","","","19600509",",,0","","","","","0",",,0,31,+","0",",,0,31,+","19.1",",,0,09,","","","","","","","","","","","","","66.9",",,,0","0",",,,0","","","","","","","",""
"USC00148259","1960-06","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","","","117.2",",0","15",",0","12",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","5",",0","19600625","+,,0","19600630","+,,0","19600630","+,,0","","","19600612","+,,0","19600629",",,0","9.4",",0,25,+","0",",,0,30,+","0",",,0,30,+","17.5",",,0,12,+","38.9",",0,29,","153.6","2,,,0","","","14.3",",0","","","","","119.8",",,,0","0",",,,0","21.76",",0","27.99",",,,0","15.53",",,,0","2600",",,,0"
"USC00148259","1960-07","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","","","171.4",",0","9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","19600731",",,0","19600731","+,,0","19600731","+,,0","","","19600717",",,0","19600703",",,0","9.4",",0,31,","0",",,0,31,+","0",",,0,31,+","35.3",",,0,17,","40.0",",0,03,","201.9","1,,,0","0.8","0","0.8",",0","","","","","92.8",",,,0","0",",,,0","23.84",",0","30.88",",,,0","16.79",",,,0","1984",",,,0"
"USC00148259","1960-08","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","","","219.4",",0","7",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","19600812","+,,0","19600831","+,,0","19600831","+,,0","","","19600818",",,0","19600806",",,0","11.1",",0,12,+","0",",,0,31,+","0",",,0,31,+","96.5",",,0,18,","37.8",",0,06,","215.4","1,,,0","0.8","0","0.0",",0","","","","","147.5",",,,0","0",",,,0","25.41",",0","32.23",",,,0","18.60",",,,0","2970",",,,0"
"USC00148259","1960-09","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","","","117.1",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","14",",0","19600930",",,0","19600930","+,,0","19600930","+,,0","","","19600924",",,0","19600907","+,,0","3.3",",0,30,","0",",,0,30,+","0",",,0,30,+","47.8",",,0,24,","35.6",",0,07,+","180.2",",,,0","23.6","0","22.8",",0","","","","","87.3",",,,0","0",",,,0","21.48",",0","29.64",",,,0","13.31",",,,0","2209",",,,0"
"USC00148259","1960-10","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","","","15.1",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","21",",0","0",",0","19601020",",,0","19601031","+,,0","19601031","+,,0","","","19601019",",,0","19601012",",,0","-6.7",",0,20,","0",",,0,31,+","0",",,0,31,+","16.3",",,0,19,","31.7",",0,12,","","","165.9","0","142.3",",0","","","","","53.4",",,,0","0",",,,0","14.23",",0","21.54",",,,0","6.92",",,,0","",""
"USC00148259","1960-11","39.2476","-96.5994","322.5","TUTTLE CREEK LAKE, KS US","","","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","1",",0","0",",0","19601110",",,0","19601130","+,,0","19601130","+,,0","","","19601122","+,,0","19601114",",,0","-12.2",",0,10,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,22,+","22.2",",0,14,","","","540.6","0","374.7",",0","","","","","0.0",",T,,0","0",",,,0","5.84",",0","14.52",",,,0","-2.84",",,,0","",""
