"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00094871","1996-07","42.12894","-86.41518","195.4","BENTON HARBOR, MI US","","","","","","","","","","","","","36.9",",M","","","","","","","","","","","0",",M","0",",M","0",",M","27",",M","0",",M","","","","","19960711",",,M","","","","","","","","","19960718","+,,M","2.8",",M,11,","","","","","","","30.0",",M,18,+","37.6","M","37.6",",M","","","","","","","","","","","18.31",",M","24.97",",,,M","11.65",",,,M","","","","","","","","","",""
"USW00094871","1996-09","42.12894","-86.41518","195.4","BENTON HARBOR, MI US","","","","","","","","","","","","","25.5",",M","","","","","","","","","","","0",",M","0",",M","0",",M","14",",M","0",",M","","","","","19960919",",,M","","","","","","","","","19960905",",,M","2.8",",M,19,","","","","","","","31.1",",M,05,","","","95.4",",M","","","","","","","","","","","16.00",",M","21.98",",,,M","10.02",",,,M","","","","","","","","","",""
"USW00094871","1996-10","42.12894","-86.41518","195.4","BENTON HARBOR, MI US","","","","","","","","","","","","","0.0",",M","","","","","","","","","","","0",",M","8",",M","0",",M","6",",M","0",",M","","","","","19961011",",,M","","","","","","","","","19961017",",,M","-3.3",",M,11,","","","","","","","26.1",",M,17,","","","230.0",",M","","","","","","","","","","","10.91",",M","16.68",",,,M","5.15",",,,M","","","","","","","","","",""
"USW00094871","1996-11","42.12894","-86.41518","195.4","BENTON HARBOR, MI US","","","","","","","","","","","","","0.0","1,M","","","","","","","","","","","0","1,M","19","1,M","5","1,M","0","1,M","0","1,M","","","","","19961115",",1,M","","","","","","","","","19961106",",1,M","-10.0","1,M,15,","","","","","","","18.3","1,M,06,","","","479.4","1,M","","","","","","","","","","","1.80","1,M","4.61","1,,,M","-1.01","1,,,M","","","","","","","","","",""
"USW00094871","1996-12","42.12894","-86.41518","195.4","BENTON HARBOR, MI US","","","","","","","","","","","","","0.0",",M","","","","","","","","","","","0",",M","22",",M","6",",M","0",",M","0",",M","","","","","19961220","+,,M","","","","","","","","","19961223",",,M","-13.9",",M,20,+","","","","","","","11.1",",M,23,","","","589.4",",M","","","","","","","","","","","-0.68",",M","2.08",",,,M","-3.44",",,,M","","","","","","","","","",""
"USW00094871","1997-01","42.12894","-86.41518","195.4","BENTON HARBOR, MI US","","","","","","","","","","","0.0","M","0.0",",M","","","","","","","","","","","3",",M","28",",M","21",",M","0",",M","0",",M","","","","","19970119",",,M","","","","","","","","","19970104",",,M","-22.8",",M,19,","","","","","","","17.2",",M,04,","","","721.3",",M","","","","","","","","","","","-4.94",",M","-0.89",",,,M","-8.98",",,,M","","","","","","","","","",""
"USW00094871","1997-02","42.12894","-86.41518","195.4","BENTON HARBOR, MI US","","","","","","","","","","","0.0","M","0.0","3,M","","","","","","","","","","","1","3,M","24","3,M","8","3,M","0","3,M","0","3,M","","","","","19970213",",3,M","","","","","","","","","19970218",",3,M","-19.4","3,M,13,","","","","","","","13.3","3,M,18,","","","489.3","3,M","","","","","","","","","","","-1.24","3,M","2.75","3,,,M","-5.23","3,,,M","","","","","","","","","",""
"USW00094871","1997-03","42.12894","-86.41518","195.4","BENTON HARBOR, MI US","","","","","","","","","","","0.0","M","0.0",",M","","","","","","","","","","","0",",M","22",",M","1",",M","1",",M","0",",M","","","","","19970324","+,,M","","","","","","","","","19970327",",,M","-9.4",",M,24,+","","","","","","","21.7",",M,27,","","","491.1",",M","","","","","","","","","","","2.49",",M","7.08",",,,M","-2.09",",,,M","","","","","","","","","",""
"USW00094871","1997-04","42.12894","-86.41518","195.4","BENTON HARBOR, MI US","","","","","","","","","","","0.0","M","0.0",",M","","","","","","","","","","","0",",M","18",",M","0",",M","3",",M","0",",M","","","","","19970410",",,M","","","","","","","","","19970404",",,M","-9.4",",M,10,","","","","","","","25.0",",M,04,","","","388.7",",M","","","","","","","","","","","5.38",",M","11.46",",,,M","-0.71",",,,M","","","","","","","","","",""
"USW00094871","1997-05","42.12894","-86.41518","195.4","BENTON HARBOR, MI US","","","","","","","","","","","0.6","M","0.6",",M","","","","","","","","","","","0",",M","3",",M","0",",M","3",",M","0",",M","","","","","19970522",",,M","","","","","","","","","19970524",",,M","-0.6",",M,22,","","","","","","","26.7",",M,24,","","","248.1",",M","","","","","","","","","","","10.35",",M","15.87",",,,M","4.82",",,,M","","","","","","","","","",""
