"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"US1COAU0015","2010-05","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","","","","","7","2,N","0","2,N","0","2,N","","","","","","","","","","","","","","","","","","","","","","","","","20100519","+,2,N","","","","","","","","","0.8","2,,N,19,+","","","","","","","4.5","2,,,N","","","","","","","",""
"US1COAU0015","2010-06","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","","","","","3",",N","1",",N","0",",N","","","0","3,N","","","","","","","","","","","","","","","","","20100630","+,3,N","","","20100612",",,N","","","","","","","0","3,,N,30,+","3.0",",,N,12,","","","","","","","5.8",",,,N","0","3,,,N","","","","","",""
"US1COAU0015","2010-07","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","","","","","12",",N","8",",N","1",",N","","","","","","","","","","","","","","","","","","","","","","","","","20100731",",,N","","","","","","","","","48.0",",,N,31,","","","","","","","119.0",",,,N","","","","","","","",""
"US1COAU0015","2010-08","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","","","","","16",",N","10",",N","0",",N","","","","","","","","","","","","","","","","","","","","","","","","","20100823",",,N","","","","","","","","","12.7",",,N,23,","","","","","","","84.6",",,,N","","","","","","","",""
"US1COAU0015","2010-09","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","","","","","5",",N","3",",N","0",",N","","","0","5,N","","","","","","","","","","","","","","","","","20100930","+,5,N","","","20100923",",,N","","","","","","","0","5,,N,30,+","22.4",",,N,23,","","","","","","","50.1",",,,N","0","5,,,N","","","","","",""
"US1COAU0015","2010-10","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","","","","","13",",N","7",",N","0",",N","","","","","","","","","","","","","","","","","","","","","","","","","20101008",",,N","","","","","","","","","13.7",",,N,08,","","","","","","","55.1",",,,N","","","","","","","",""
"US1COAU0015","2010-11","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","","","","","8","1,N","3","1,N","0","1,N","","","","","","","","","","","","","","","","","","","","","","","","","20101122",",1,N","","","","","","","","","8.4","1,,N,22,","","","","","","","22.2","1,,,N","","","","","","","",""
"US1COAU0015","2010-12","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","","","","","6","4,N","6","4,N","0","4,N","","","","","","","","","","","","","","","","","","","","","","","","","20101220",",4,N","","","","","","","","","20.3","4,,N,20,","","","","","","","50.8","4,,,N","","","","","","","",""
"US1COAU0015","2011-01","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","0.0","7","0.0",",7","2","1,7","0","1,7","0","1,7","31",",7","1",",7","12",",7","31",",7","9",",7","0",",7","0",",7","","","20110101",",,7","20110101",",,7","20110110",",,7","","","20110110",",1,7","20110115",",,7","-30.0",",7,01,","533",",,7,01,","25",",,7,10,","1.5","1,,7,10,","8.9",",7,15,","","","815.9",",7","2.0","1,,,7","25",",,,7","-7.99",",7","1.55",",,,7","-17.53",",,,7"
"US1COAU0015","2011-02","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","0.0","7","0.0",",7","7",",7","5",",7","0",",7","28",",7","5",",7","11",",7","28",",7","13",",7","0",",7","0",",7","","","20110204","+,,7","20110226",",,7","20110226",",,7","","","20110226","+,,7","20110213",",,7","-32.2",",7,04,+","584",",,7,26,","132",",,7,26,","6.6",",,7,26,+","10.6",",7,13,","","","719.4",",7","25.3",",,,7","409",",,,7","-7.36",",7","1.15",",,,7","-15.88",",,,7"
"US1COAU0015","2011-03","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","0.0","7","0.0",",7","5",",7","3",",7","0",",7","22","1,N","4","1,N","0",",7","31",",7","0",",7","0",",7","0",",7","","","20110301",",,7","20110308",",1,N","20110308",",1,N","","","20110308",",,7","20110314",",,7","-14.4",",7,01,","559","1,,N,08,","165","1,,N,08,","16.5",",,7,08,","15.0",",7,14,","","","536.7",",7","31.0",",,,7","388","1,,,N","1.02",",7","8.89",",,,7","-6.85",",,,7"
"US1COAU0015","2011-04","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","0.0","7","0.0","1,7","8",",7","5",",7","0",",7","","","3","4,N","0","1,7","27","1,7","0","1,7","0","1,7","0","1,7","2","","20110411",",1,7","","","20110425","+,4,N","","","20110423",",,7","20110403",",1,7","-11.7","1,7,11,","","","25","4,,N,25,+","19.6",",,7,23,","19.4","1,7,03,","","","408.8","1,7","55.0",",,,7","75","4,,,N","4.24","1,7","12.93","1,,,7","-4.46","1,,,7"
"US1COAU0015","2011-05","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","0.0","7","0.0",",7","5",",7","4",",7","0",",7","","","4","1,N","0",",7","18",",7","1",",7","6",",7","0",",7","","","20110502",",,7","","","20110519",",1,N","","","20110519",",,7","20110530",",,7","-11.7",",7,02,","","","51","1,,N,19,","9.9",",,7,19,","25.6",",7,30,","","","337.4",",7","26.4",",,,7","137","1,,,N","7.45",",7","15.44",",,,7","-0.54",",,,7"
"US1COAU0015","2011-06","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","1.4","7","1.4",",7","2",",7","0",",7","0",",7","","","0","2,N","0",",7","5",",7","0",",7","30",",7","0",",7","","","20110612","+,,7","","","20110630","+,2,N","","","20110630","+,,7","20110625",",,7","-1.1",",7,12,+","","","0","2,,N,30,+","0.3",",,7,30,+","30.0",",7,25,","","","121.9",",7","0.6",",,,7","0","2,,,N","14.32",",7","25.27",",,,7","3.37",",,,7"
"US1COAU0015","2011-07","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","39.5","7","38.1",",7","14",",7","9",",7","0",",7","","","","","0",",7","0",",7","0",",7","31",",7","0",",7","","","20110701",",,7","","","","","1","","20110713",",,7","20110718","+,,7","3.3",",7,01,","","","","","20.8",",,7,13,","30.6",",7,18,+","11.9","7","11.9",",7","67.3",",,,7","","","19.18",",7","28.49",",,,7","9.87",",,,7"
"US1COAU0015","2011-08","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","58.6","7","19.1",",7","12",",7","8",",7","0",",7","","","","","0",",7","0",",7","0",",7","31",",7","0",",7","","","20110808",",,7","","","","","","","20110828",",,7","20110817",",,7","3.3",",7,08,","","","","","8.6",",,7,28,","31.1",",7,17,","21.4","7","9.5",",7","48.3",",,,7","","","18.64",",7","28.10",",,,7","9.19",",,,7"
"US1COAU0015","2011-09","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","58.6","7","0.0",",7","13",",7","8",",7","0",",7","","","","","0",",7","0",",7","0",",7","20",",7","0",",7","","","20110918",",,7","","","","","","","20110915",",,7","20110904","+,,7","0.6",",7,18,","","","","","8.9",",,7,15,","27.8",",7,04,+","177.4","7","156.0",",7","46.1",",,,7","","","13.13",",7","21.65",",,,7","4.61",",,,7"
"US1COAU0015","2011-10","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","58.6","7","0.0",",7","8",",7","7",",7","0",",7","","","","","0",",7","24",",7","0",",7","4",",7","0",",7","","","20111030",",,7","","","","","","","20111006",",,7","20111002",",,7","-5.6",",7,30,","","","","","20.1",",,7,06,","23.9",",7,02,","536.9","7","359.5",",7","98.8",",,,7","","","6.74",",7","14.90",",,,7","-1.43",",,,7"
"US1COAU0015","2011-11","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","58.6","7","0.0",",7","4",",7","2",",7","0",",7","","","3","1,N","0",",7","30",",7","3",",7","0",",7","0",",7","","","20111109",",,7","","","20111106",",1,N","","","20111106",",,7","20111102","+,,7","-13.3",",7,09,","","","163","1,,N,06,","18.3",",,7,06,","13.9",",7,02,+","1104.2","7","567.3",",7","24.5",",,,7","252","1,,,N","-0.58",",7","6.54",",,,7","-7.70",",,,7"
"US1COAU0015","2011-12","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","58.6","7","0.0",",7","6",",7","5",",7","0",",7","29",",N","6",",N","8",",7","31",",7","10",",7","0",",7","0",",7","","","20111207",",,7","20111214",",,7","20111205",",,N","","","20111214",",,7","20111220","+,,7","-23.9",",7,07,","381",",,7,14,","165",",,N,05,","15.2",",,7,14,","10.0",",7,20,+","1848.0","7","743.8",",7","45.0",",,,7","653",",,,N","-5.66",",7","2.50",",,,7","-13.83",",,,7"
"US1COAU0015","2012-01","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","0.0","7","0.0",",7","4",",7","4",",7","0",",7","31",",N","4",",N","4",",7","31",",7","4",",7","0",",7","0",",7","","","20120113",",,7","20120124","+,,7","20120122",",,N","","","20120122",",,7","20120105","+,,7","-19.4",",7,13,","483",",,7,24,+","147",",,N,22,","12.7",",,7,22,","10.0",",7,05,+","2568.4","7","720.4",",7","31.8",",,,7","411",",,,N","-4.90",",7","4.58",",,,7","-14.39",",,,7"
"US1COAU0015","2012-02","37.3125746","-107.1182686","2363.4","PAGOSA SPRINGS 6.2 WNW, CO US","0.0","7","0.0",",7","9",",7","7",",7","0",",7","29",",7","9",",7","7",",7","29",",7","9",",7","0",",7","0",",7","","","20120221","+,,7","20120229","+,,7","20120213",",,7","","","20120213",",,7","20120228",",,7","-20.6",",7,21,+","762",",,7,29,+","213",",,7,13,","14.2",",,7,13,","8.3",",7,28,","3269.2","7","700.8",",7","55.1",",,,7","889",",,,7","-5.83",",7","2.43",",,,7","-14.09",",,,7"
