"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IDM00097630","2017-01","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","29","2,S","3","2,S","","","20170124","+,2,S","","","32.6","2,S,24,+","","","","","","","30.85","2,,,S","",""
"IDM00097630","2017-02","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","23","5,S","1","5,S","","","20170202",",5,S","","","32.8","5,S,02,","","","","","","","30.49","5,,,S","",""
"IDM00097630","2017-03","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","26","5,S","5","5,S","","","20170326","+,5,S","","","33.6","5,S,26,+","","","","","","","30.87","5,,,S","",""
"IDM00097630","2017-04","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","4,S","0","4,S","0","5,S","25","5,S","1","5,S","20170422",",4,S","20170408",",5,S","22.6","4,S,22,","32.4","5,S,08,","","","","","26.78","9,S","30.06","5,,,S","23.51","4,,,S"
"IDM00097630","2017-05","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","26","5,S","0","5,S","","","20170506",",5,S","","","30.7","5,S,06,","","","","","","","29.70","5,,,S","",""
"IDM00097630","2017-06","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","25","5,S","0","5,S","","","20170603","+,5,S","","","29.7","5,S,03,+","","","","","","","28.89","5,,,S","",""
"IDM00097630","2017-10","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","20171025","+,3,S","","","31.2","3,S,25,+","","","","","","","29.82","3,,,S","",""
"IDM00097630","2018-01","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","26","5,S","6","5,S","","","20180128","+,5,S","","","34.0","5,S,28,+","","","","","","","31.26","5,,,S","",""
"IDM00097630","2018-07","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","20180726",",3,S","","","29.1","3,S,26,","","","","","","","28.00","3,,,S","",""
"IDM00097630","2018-08","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","4,S","27","4,S","0","4,S","","","20180816",",4,S","","","28.9","4,S,16,","","","","","","","27.99","4,,,S","",""
"IDM00097630","2018-09","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","25","5,S","0","5,S","","","20180929",",5,S","","","30.0","5,S,29,","","","","","","","28.49","5,,,S","",""
"IDM00097630","2018-11","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","2,S","0","2,S","","","","","","","20181106",",2,S","","","22.3","2,S,06,","","","","","","","","","","","23.09","2,,,S"
"IDM00097630","2018-12","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","1,S","0","1,S","0","5,S","26","5,S","4","5,S","20181220","+,1,S","20181212",",5,S","22.1","1,S,20,+","34.1","5,S,12,","","","","","27.10","6,S","30.87","5,,,S","23.34","1,,,S"
"IDM00097630","2019-01","-2.883","132.25","130.0","FAK FAK TOREA, ID","230.3","5,S","0","3,S","0","3,S","0","2,S","29","2,S","10","2,S","20190111",",3,S","20190121",",2,S","22.4","3,S,11,","33.8","2,S,21,","0.0","S","0.0","2,S","27.16","5,S","31.10","2,,,S","23.21","3,,,S"
"IDM00097630","2019-02","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","3,S","0","3,S","","","","","","","20190227",",3,S","","","22.0","3,S,27,","","","","","","","","","","","22.96","3,,,S"
"IDM00097630","2019-03","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","29","2,S","6","2,S","","","20190317",",2,S","","","33.0","2,S,17,","","","","","","","31.05","2,,,S","",""
"IDM00097630","2019-04","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","3,S","0","3,S","0","3,S","27","3,S","0","3,S","20190404","+,3,S","20190406",",3,S","22.4","3,S,04,+","31.4","3,S,06,","","","","","26.83","6,S","30.24","3,,,S","23.43","3,,,S"
"IDM00097630","2019-05","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","4,S","0","4,S","0","4,S","27","4,S","0","4,S","20190529","+,4,S","20190509",",4,S","22.3","4,S,29,+","30.7","4,S,09,","","","","","26.33","8,S","29.56","4,,,S","23.10","4,,,S"
"IDM00097630","2019-06","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","27","3,S","0","3,S","","","20190602",",3,S","","","30.0","3,S,02,","","","","","","","27.89","3,,,S","",""
"IDM00097630","2019-07","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","4,S","27","4,S","0","4,S","","","20190708","+,4,S","","","27.8","4,S,08,+","","","","","","","26.48","4,,,S","",""
"IDM00097630","2019-08","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","4,S","27","4,S","0","4,S","","","20190820",",4,S","","","28.8","4,S,20,","","","","","","","26.07","4,,,S","",""
"IDM00097630","2019-09","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","28","2,S","0","2,S","","","20190930",",2,S","","","28.9","2,S,30,","","","","","","","26.96","2,,,S","",""
"IDM00097630","2019-10","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","4,S","0","4,S","","","","","","","20191002",",4,S","","","21.8","4,S,02,","","","","","","","","","","","22.62","4,,,S"
"IDM00097630","2019-11","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","5,S","0","5,S","","","","","","","20191127","+,5,S","","","21.5","5,S,27,+","","","","","","","","","","","22.79","5,,,S"
"IDM00097630","2019-12","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","28","3,S","6","3,S","","","20191227",",3,S","","","33.1","3,S,27,","","","","","","","31.56","3,,,S","",""
"IDM00097630","2020-02","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","26","3,S","10","3,S","","","20200202",",3,S","","","35.2","3,S,02,","","","","","","","32.05","3,,,S","",""
"IDM00097630","2020-03","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","26","5,S","0","5,S","","","20200304","+,5,S","","","31.9","5,S,04,+","","","","","","","30.39","5,,,S","",""
"IDM00097630","2020-04","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0",",S","30",",S","0",",S","","","20200401",",,S","","","32.0",",S,01,","","","","","","","30.21",",,,S","",""
"IDM00097630","2020-05","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","5,S","0","5,S","0","3,S","28","3,S","0","3,S","20200531","+,5,S","20200508",",3,S","22.4","5,S,31,+","31.0","3,S,08,","","","","","26.65","7,S","29.82","3,,,S","23.48","5,,,S"
"IDM00097630","2020-06","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","27","3,S","0","3,S","","","20200615","+,3,S","","","30.0","3,S,15,+","","","","","","","28.78","3,,,S","",""
"IDM00097630","2020-07","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","20200719",",3,S","","","29.0","3,S,19,","","","","","","","28.03","3,,,S","",""
"IDM00097630","2020-08","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","4,S","27","4,S","0","4,S","","","20200822",",4,S","","","29.1","4,S,22,","","","","","","","28.13","4,,,S","",""
"IDM00097630","2020-09","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","25","5,S","0","5,S","","","20200925",",5,S","","","29.8","5,S,25,","","","","","","","28.94","5,,,S","",""
"IDM00097630","2020-12","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","26","5,S","3","5,S","","","20201222",",5,S","","","33.2","5,S,22,","","","","","","","30.39","5,,,S","",""
"IDM00097630","2021-01","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","26","5,S","1","5,S","","","20210115",",5,S","","","32.5","5,S,15,","","","","","","","30.55","5,,,S","",""
"IDM00097630","2021-03","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","5,S","0","5,S","","","","","","","20210314",",5,S","","","21.3","5,S,14,","","","","","","","","","","","22.86","5,,,S"
"IDM00097630","2021-08","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","4,S","0","4,S","0","3,S","28","3,S","0","3,S","20210812",",4,S","20210830",",3,S","21.4","4,S,12,","30.0","3,S,30,","","","","","25.69","7,S","28.82","3,,,S","22.56","4,,,S"
"IDM00097630","2021-09","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","4,S","26","4,S","0","4,S","","","20210910","+,4,S","","","30.3","4,S,10,+","","","","","","","29.04","4,,,S","",""
"IDM00097630","2022-01","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","26","5,S","2","5,S","","","20220113",",5,S","","","33.0","5,S,13,","","","","","","","30.49","5,,,S","",""
"IDM00097630","2022-02","-2.883","132.25","130.0","FAK FAK TOREA, ID","194.9","4,S","0","4,S","0","4,S","0","1,S","27","1,S","0","1,S","20220224",",4,S","20220220",",1,S","22.2","4,S,24,","31.7","1,S,20,","","","0.0","1,S","26.40","4,S","29.89","1,,,S","22.90","4,,,S"
"IDM00097630","2022-03","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","5,S","0","5,S","0","1,S","30","1,S","2","1,S","20220325","+,5,S","20220331","+,1,S","22.4","5,S,25,+","32.8","1,S,31,+","","","","","26.58","6,S","30.21","1,,,S","22.94","5,,,S"
"IDM00097630","2022-04","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","1,S","29","1,S","0","1,S","","","20220424",",1,S","","","31.2","1,S,24,","","","","","","","30.17","1,,,S","",""
"IDM00097630","2022-05","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","29","2,S","2","2,S","","","20220527",",2,S","","","33.4","2,S,27,","","","","","","","30.40","2,,,S","",""
"IDM00097630","2022-06","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0",",S","30",",S","0",",S","","","20220602",",,S","","","30.4",",S,02,","","","","","","","29.38",",,,S","",""
"IDM00097630","2022-07","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","20220716",",3,S","","","29.8","3,S,16,","","","","","","","27.99","3,,,S","",""
"IDM00097630","2022-08","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","1,S","30","1,S","0","1,S","","","20220831",",1,S","","","31.7","1,S,31,","","","","","","","28.39","1,,,S","",""
"IDM00097630","2022-09","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","5,S","0","5,S","0","2,S","28","2,S","0","2,S","20220918",",5,S","20220907",",2,S","21.2","5,S,18,","30.1","2,S,07,","","","","","25.86","7,S","29.24","2,,,S","22.48","5,,,S"
"IDM00097630","2022-10","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","26","5,S","0","5,S","","","20221031",",5,S","","","32.1","5,S,31,","","","","","","","30.24","5,,,S","",""
"IDM00097630","2022-11","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","25","5,S","2","5,S","","","20221113",",5,S","","","32.6","5,S,13,","","","","","","","30.84","5,,,S","",""
"IDM00097630","2022-12","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","26","5,S","2","5,S","","","20221230",",5,S","","","33.2","5,S,30,","","","","","","","30.78","5,,,S","",""
"IDM00097630","2023-01","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","29","2,S","6","2,S","","","20230104",",2,S","","","33.8","2,S,04,","","","","","","","31.20","2,,,S","",""
"IDM00097630","2023-02","-2.883","132.25","130.0","FAK FAK TOREA, ID","206.7","5,S","0","5,S","0","5,S","0","1,S","27","1,S","9","1,S","20230221",",5,S","20230227","+,1,S","22.4","5,S,21,","32.8","1,S,27,+","","","0.0","1,S","27.23","5,S","31.24","1,,,S","23.21","5,,,S"
"IDM00097630","2023-03","-2.883","132.25","130.0","FAK FAK TOREA, ID","220.7","5,S","0","4,S","0","4,S","0","1,S","30","1,S","1","1,S","20230318",",4,S","20230307",",1,S","21.2","4,S,18,","32.4","1,S,07,","","","0.0","1,S","26.81","5,S","30.54","1,,,S","23.07","4,,,S"
"IDM00097630","2023-04","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","5,S","0","5,S","0","2,S","28","2,S","1","2,S","20230417",",5,S","20230407",",2,S","22.0","5,S,17,","32.4","2,S,07,","","","","","26.68","6,S","30.25","2,,,S","23.11","5,,,S"
"IDM00097630","2023-05","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","20230530","+,3,S","","","32.0","3,S,30,+","","","","","","","29.73","3,,,S","",""
"IDM00097630","2023-06","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","25","5,S","0","5,S","","","20230606",",5,S","","","31.0","5,S,06,","","","","","","","28.88","5,,,S","",""
"IDM00097630","2023-07","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","29","2,S","0","2,S","","","20230717","+,2,S","","","31.1","2,S,17,+","","","","","","","28.89","2,,,S","",""
"IDM00097630","2023-11","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","25","5,S","6","5,S","","","20231112",",5,S","","","34.7","5,S,12,","","","","","","","31.36","5,,,S","",""
"IDM00097630","2024-01","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","28","3,S","13","3,S","","","20240112",",3,S","","","33.6","3,S,12,","","","","","","","32.01","3,,,S","",""
"IDM00097630","2024-02","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","27","2,S","18","2,S","","","20240203",",2,S","","","35.0","2,S,03,","","","","","","","32.44","2,,,S","",""
"IDM00097630","2024-04","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","25","5,S","4","5,S","","","20240406",",5,S","","","33.4","5,S,06,","","","","","","","31.33","5,,,S","",""
"IDM00097630","2024-05","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","4,S","27","4,S","0","4,S","","","20240503",",4,S","","","32.0","4,S,03,","","","","","","","30.49","4,,,S","",""
"IDM00097630","2024-06","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","27","3,S","0","3,S","","","20240602",",3,S","","","31.7","3,S,02,","","","","","","","29.36","3,,,S","",""
