"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00003936","1961-04","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","14.2","0","14.2",",0","10",",0","5",",0","0",",0","0",",0","1",",0","0",",0","9",",0","0",",0","9",",0","0",",0","5","","","","19610406",",,0","19610409",",,0","19610409",",,0","4","","19610423","+,,0","19610420","+,,0","-4.4",",0,06,","0",",T,0,09,","61",",,0,09,","24.9",",,0,23,+","31.7",",0,20,+","2840.0","0","260.0",",0","80.4",",,,0","","","","","","","66",",,,0","10.14",",0","17.01",",,,0","3.27",",,,0","","","","","","","",""
"USW00003936","1961-05","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","48.6","0","34.4",",0","16",",0","9",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","15",",0","1",",0","6","","","","19610502",",,0","19610531","+,,0","19610531","+,,0","8","","19610504",",,0","19610531",",,0","-1.1",",0,02,","0",",,0,31,+","0",",,0,31,+","49.8",",,0,04,","32.2",",0,31,","2950.9","0","110.9",",0","174.4",",,,0","","","","","","","0",",,,0","15.87",",0","21.52",",,,0","10.22",",,,0","","","","","","","",""
"USW00003936","1961-06","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","183.7","0","135.1",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","8",",0","6","","","","19610624",",,0","19610630","+,,0","19610630","+,,0","4","","19610602",",,0","19610630",",,0","10.6",",0,24,","0",",,0,30,+","0",",,0,30,+","29.0",",,0,02,","38.3",",0,30,","2952.5","0","1.6",",0","114.1",",,,0","","","","","","","0",",,,0","22.78",",0","28.89",",,,0","16.67",",,,0","","","","","","","",""
"USW00003936","1961-07","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","414.4","0","230.7",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","7","","","","19610710",",,0","19610731","+,,0","19610731","+,,0","6","","19610721",",,0","19610718",",,0","11.7",",0,10,","0",",,0,31,+","0",",,0,31,+","32.8",",,0,21,","40.0",",0,18,","0.0","0","0.0",",0","102.3",",,,0","","","","","","","0",",,,0","25.78",",0","32.76",",,,0","18.79",",,,0","","","","","","","",""
"USW00003936","1961-08","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","608.4","0","194.0",",0","9",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","8","","","","19610823",",,0","19610831","+,,0","19610831","+,,0","3","","19610821",",,0","19610809",",,0","10.0",",0,23,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,21,","37.2",",0,09,","1.7","0","1.7",",0","40.8",",,,0","","","","","","","0",",,,0","24.54",",0","31.08",",,,0","18.00",",,,0","","","","","","","",""
"USW00003936","1961-09","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","667.4","0","59.0",",0","11",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","3",",0","10","","","","19610915",",,0","19610930","+,,0","19610930","+,,0","5","","19610912",",,0","19610902",",,0","2.2",",0,15,","0",",,0,30,+","0",",,0,30,+","97.5",",,0,12,","35.6",",0,02,","71.8","0","70.1",",0","204.0",",,,0","","","","","","","0",",,,0","17.96",",0","24.02",",,,0","11.90",",,,0","","","","","","","",""
"USW00003936","1961-10","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","675.5","0","8.1",",0","6",",0","5",",0","2",",0","0",",0","0",",0","0",",0","3",",0","0",",0","16",",0","0",",0","8","","","","19611026",",,0","19611031","+,,0","19611031","+,,0","2","","19611029",",,0","19611005",",,0","-3.9",",0,26,","0",",,0,31,+","0",",,0,31,+","45.2",",,0,29,","28.9",",0,05,","211.1","0","139.3",",0","91.1",",,,0","","","","","","","0",",,,0","14.10",",0","21.60",",,,0","6.60",",,,0","","","","","","","",""
"USW00003936","1961-11","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","675.5","0","0.0",",0","9",",0","5",",0","1",",0","0",",0","1",",0","0",",0","19",",0","0",",0","1",",0","0",",0","13","","","","19611106",",,0","19611130","+,,0","19611118",",,0","","","19611115",",,0","19611101",",,0","-6.1",",0,06,","0",",,0,30,+","28",",,0,18,","27.2",",,0,15,","22.8",",0,01,","624.5","0","413.4",",0","56.3",",,,0","","","","","","","28",",,,0","4.55",",0","9.84",",,,0","-0.73",",,,0","","","","","","","",""
"USW00003936","1961-12","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","675.5","0","0.0",",0","7",",0","4",",0","0",",0","22",",0","4",",0","4",",0","29",",0","13",",0","0",",0","0",",0","11","","","","19611213",",,0","19611214","+,,0","19611209",",,0","","","19611208",",,0","19611203",",,0","-25.0",",0,13,","127",",,0,14,+","64",",,0,09,","8.1",",,0,08,","18.3",",0,03,","1317.0","0","692.5",",0","22.6",",,,0","","","","","","","202",",,,0","-4.01",",0","1.48",",,,0","-9.50",",,,0","","","","","","","",""
"USW00003936","1962-01","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","0.0","0","0.0",",0","8",",0","3",",0","0",",0","10",",0","3",",0","7",",0","31",",0","12",",0","0",",0","0",",0","8","","","","19620120",",,0","19620123","+,,0","19620118",",,0","","","19620118",",,0","19620129",",,0","-21.7",",0,20,","178",",,0,23,+","137",",,0,18,","10.9",",,0,18,","13.3",",0,29,","2035.6","0","718.6",",0","28.7",",,,0","","","","","","","195",",,,0","-4.85",",0","0.65",",,,0","-10.35",",,,0","","","","","","","",""
"USW00003936","1962-02","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","0.0","0","0.0",",0","8",",0","7",",0","0",",0","5",",0","3",",0","1",",0","21",",0","8",",0","1",",0","0",",0","10","","","","19620228",",,0","19620228","+,,0","19620223",",,0","1","","19620217",",,0","19620212",",,0","-19.4",",0,28,","76",",,0,28,+","56",",,0,23,","8.4",",,0,17,","22.2",",0,12,","2533.3","0","497.7",",0","36.1",",,,0","","","","","","","119",",,,0","0.56",",0","5.70",",,,0","-4.58",",,,0","","","","","","","",""
"USW00003936","1962-03","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","0.0","0","0.0",",0","5",",0","2",",0","1",",0","2",",0","0",",0","1",",0","17",",0","4",",0","4",",0","0",",0","3","","","","19620301",",,0","19620301",",,0","19620312",",,0","2","","19620320",",,0","19620328",",,0","-18.3",",0,01,","51",",,0,01,","5",",,0,12,","48.8",",,0,20,","26.1",",0,28,","2974.4","0","441.1",",0","59.0",",,,0","","","","","","","5",",,,0","4.10",",0","10.09",",,,0","-1.88",",,,0","","","","","","","",""
"USW00003936","1962-04","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","10.6","0","10.6",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","11",",0","0",",0","3","","","","19620402",",,0","19620430","+,,0","19620430","+,,0","4","","19620427",",,0","19620420",",,0","-6.1",",0,02,","0",",,0,30,+","0",",,0,30,+","11.9",",,0,27,","30.6",",0,20,","3193.1","0","218.7",",0","22.9",",,,0","","","","","","","0",",,,0","11.40",",0","19.09",",,,0","3.70",",,,0","","","","","","","",""
"USW00003936","1962-05","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","164.4","0","153.8",",0","7",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","2","","","","19620502",",,0","19620531","+,,0","19620531","+,,0","9","","19620528",",,0","19620512","+,,0","3.9",",0,02,","0",",,0,31,+","0",",,0,31,+","117.3",",,0,28,","35.0",",0,12,+","3199.8","0","6.7",",0","166.0",",,,0","","","","","","","0",",,,0","23.08",",0","30.07",",,,0","16.09",",,,0","","","","","","","",""
"USW00003936","1962-06","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","313.5","0","149.1",",0","12",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","8",",0","7","","","","19620613",",,0","19620630","+,,0","19620630","+,,0","8","","19620602",",,0","19620619",",,0","12.2",",0,13,","0",",,0,30,+","0",",,0,30,+","45.5",",,0,02,","34.4",",0,19,","3204.8","0","5.0",",0","143.9",",,,0","","","","","","","0",",,,0","23.14",",0","29.04",",,,0","17.24",",,,0","","","","","","","",""
"USW00003936","1962-07","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","541.0","0","227.5",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","3","","","","19620726",",,0","19620731","+,,0","19620731","+,,0","7","","19620728",",,0","19620703",",,0","14.4",",0,26,","0",",,0,31,+","0",",,0,31,+","19.8",",,0,28,","37.2",",0,03,","0.0","0","0.0",",0","59.8",",,,0","","","","","","","0",",,,0","25.67",",0","31.88",",,,0","19.46",",,,0","","","","","","","",""
"USW00003936","1962-08","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","777.4","0","236.4",",0","7",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","3","","","","19620825",",,0","19620831","+,,0","19620831","+,,0","6","","19620823",",,0","19620818",",,0","12.8",",0,25,","0",",,0,31,+","0",",,0,31,+","36.6",",,0,23,","40.0",",0,18,","0.0","0","0.0",",0","99.3",",,,0","","","","","","","0",",,,0","25.96",",0","33.37",",,,0","18.55",",,,0","","","","","","","",""
"USW00003936","1962-09","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","845.9","0","68.5",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","3",",0","11","","","","19620910",",,0","19620930","+,,0","19620930","+,,0","6","","19620921",",,0","19620914","+,,0","5.0",",0,10,","0",",,0,30,+","0",",,0,30,+","39.1",",,0,21,","33.3",",0,14,+","45.0","0","45.0",",0","137.9",",,,0","","","","","","","0",",,,0","19.12",",0","24.55",",,,0","13.69",",,,0","","","","","","","",""
"USW00003936","1962-10","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","889.0","0","43.1",",0","7",",0","7",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","16",",0","0",",0","11","","","","19621025",",,0","19621031","+,,0","19621031","+,,0","1","","19621005",",,0","19621014","+,,0","-2.2",",0,25,","0",",,0,31,+","0",",,0,31,+","15.0",",,0,05,","31.7",",0,14,+","175.4","0","130.4",",0","79.8",",,,0","","","","","","","0",",,,0","15.51",",0","22.00",",,,0","9.03",",,,0","","","","","","","",""
"USW00003936","1962-11","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","889.0","0","0.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","1",",0","0",",0","10","","","","19621108",",,0","19621130","+,,0","19621119","+,,0","","","19621126",",,0","19621113",",,0","-5.6",",0,08,","0",",,0,30,+","0",",T,0,19,+","14.7",",,0,26,","22.2",",0,13,","522.7","0","347.3",",0","38.3",",,,0","","","","","","","0",",T,,0","6.76",",0","12.77",",,,0","0.74",",,,0","","","","","","","",""
"USW00003936","1962-12","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","889.0","0","0.0",",0","5",",0","3",",0","0",",0","4",",0","2",",0","2",",0","26",",0","6",",0","0",",0","0",",0","8","","","","19621226",",,0","19621227","+,,0","19621225",",,0","","","19621220",",,0","19621217",",,0","-22.8",",0,26,","51",",,0,27,+","51",",,0,25,","6.1",",,0,20,","20.6",",0,17,","1076.4","0","553.7",",0","13.3",",,,0","","","","","","","81",",,,0","0.47",",0","6.10",",,,0","-5.16",",,,0","","","","","","","",""
"USW00003936","1963-01","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","0.0","0","0.0",",0","11",",0","1",",0","0",",0","17",",0","1",",0","12",",0","31",",0","18",",0","0",",0","0",",0","7","","","","19630127",",,0","19630115","+,,0","19630111",",,0","","","19630111",",,0","19630109",",,0","-23.3",",0,27,","76",",,0,15,+","71",",,0,11,","7.1",",,0,11,","16.1",",0,09,","1881.0","0","804.6",",0","16.8",",,,0","","","","","","","133",",,,0","-7.62",",0","-2.09",",,,0","-13.16",",,,0","","","","","","","",""
"USW00003936","1963-02","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","1",",0","0",",0","7","","","","19630221",",,0","19630201",",,0","19630209",",,0","","","19630223",",,0","19630205",",,0","-13.9",",0,21,","0",",T,0,01,","3",",,0,09,","1.5",",,0,23,","21.7",",0,05,","2373.1","0","492.1",",0","2.1",",,,0","","","","","","","3",",,,0","0.76",",0","7.68",",,,0","-6.16",",,,0","","","","","","","",""
"USW00003936","1963-03","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","1.4","0","1.4",",0","7",",0","4",",0","1",",0","1",",0","0",",0","0",",0","16",",0","0",",0","8",",0","0",",0","9","","","","19630301",",,0","19630305",",,0","19630305",",,0","3","","19630304",",,0","19630328",",,0","-7.8",",0,01,","25",",,0,05,","15",",,0,05,","31.8",",,0,04,","29.4",",0,28,","2686.5","0","313.4",",0","51.6",",,,0","","","","","","","15",",,,0","8.27",",0","15.48",",,,0","1.05",",,,0","","","","","","","",""
"USW00003936","1963-04","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","15.8","0","14.4",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","18",",0","0",",0","4","","","","19630423","+,,0","19630430","+,,0","19630430","+,,0","6","","19630426",",,0","19630416",",,0","0.0",",0,23,+","0",",,0,30,+","0",",,0,30,+","16.0",",,0,26,","30.6",",0,16,","2817.4","0","130.9",",0","40.1",",,,0","","","","","","","0",",,,0","14.45",",0","21.50",",,,0","7.40",",,,0","","","","","","","",""
"USW00003936","1963-05","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","90.5","0","74.7",",0","11",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","4",",0","11","","","","19630501",",,0","19630531","+,,0","19630531","+,,0","6","","19630519",",,0","19630509",",,0","1.7",",0,01,","0",",,0,31,+","0",",,0,31,+","31.2",",,0,19,","35.0",",0,09,","2872.2","0","54.8",",0","79.8",",,,0","","","","","","","0",",,,0","18.97",",0","25.12",",,,0","12.83",",,,0","","","","","","","",""
"USW00003936","1963-06","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","318.3","0","227.8",",0","10",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","6","","","","19630618",",,0","19630630","+,,0","19630630","+,,0","8","","19630615",",,0","19630628",",,0","11.7",",0,18,","0",",,0,30,+","0",",,0,30,+","53.8",",,0,15,","38.9",",0,28,","2872.2","0","0.0",",0","96.3",",,,0","","","","","","","0",",,,0","25.93",",0","32.69",",,,0","19.16",",,,0","","","","","","","",""
"USW00003936","1963-07","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","620.2","0","301.9",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","5","","","","19630729",",,0","19630731","+,,0","19630731","+,,0","6","","19630712",",,0","19630723",",,0","15.6",",0,29,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,12,","40.6",",0,23,","0.0","0","0.0",",0","46.2",",,,0","","","","","","","0",",,,0","28.07",",0","34.67",",,,0","21.47",",,,0","","","","","","","",""
"USW00003936","1963-08","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","881.1","0","260.9",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","21",",0","7","","","","19630815",",,0","19630831","+,,0","19630831","+,,0","6","","19630818",",,0","19630805","+,,0","12.8",",0,15,","0",",,0,31,+","0",",,0,31,+","39.6",",,0,18,","40.0",",0,05,+","1.4","0","1.4",",0","64.6",",,,0","","","","","","","0",",,,0","26.70",",0","33.49",",,,0","19.92",",,,0","","","","","","","",""
"USW00003936","1963-09","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","1008.9","0","127.8",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","9","","","","19630930",",,0","19630930","+,,0","19630930","+,,0","5","","19630916",",,0","19630908",",,0","3.9",",0,30,","0",",,0,30,+","0",",,0,30,+","42.4",",,0,16,","36.7",",0,08,","9.7","0","8.3",",0","54.1",",,,0","","","","","","","0",",,,0","22.32",",0","28.86",",,,0","15.77",",,,0","","","","","","","",""
"USW00003936","1963-10","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","1089.8","0","80.9",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","27",",0","5",",0","7","","","","19631029",",,0","19631031","+,,0","19631031","+,,0","8","","19631021",",,0","19631005",",,0","-1.7",",0,29,","0",",,0,31,+","0",",,0,31,+","17.8",",,0,21,","35.6",",0,05,","50.5","0","40.8",",0","57.0",",,,0","","","","","","","0",",,,0","19.63",",0","27.28",",,,0","11.97",",,,0","","","","","","","",""
"USW00003936","1963-11","39.13456","-96.67894","319.3","MANHATTAN ASOS, KS US","","","","","","","","","","","1089.8","0","0.0",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","4",",0","0",",0","7","","","","19631114",",,0","19631130","+,,0","19631122",",,0","2","","19631119",",,0","19631116",",,0","-8.3",",0,14,","0",",,0,30,+","0",",T,0,22,","17.5",",,0,19,","23.3",",0,16,","369.7","0","319.2",",0","37.7",",,,0","","","","","","","0",",T,,0","7.69",",0","14.83",",,,0","0.56",",,,0","","","","","","","",""
