"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"RSM00031123","1959-02","57.767","130.9","255.0","CJULBJU, RS","","","","","","","","","23","5,S","0","5,S","0","5,S","","","","","19590226",",5,S","","","","","-7.8","5,S,26,","","","-18.50","5,,,S"
"RSM00031123","1960-05","57.767","130.9","255.0","CJULBJU, RS","","","","","","","","","0","4,S","0","4,S","0","4,S","","","","","19600530","+,4,S","","","","","20.0","4,S,30,+","","","10.97","4,,,S"
"RSM00031123","1960-08","57.767","130.9","255.0","CJULBJU, RS","","","","","","","","","0","2,S","16","2,S","0","2,S","","","","","19600814","+,2,S","","","","","30.0","2,S,14,+","","","21.46","2,,,S"
"RSM00031123","1960-09","57.767","130.9","255.0","CJULBJU, RS","","","","","","","","","0","2,S","0","2,S","0","2,S","","","","","19600911",",2,S","","","","","20.0","2,S,11,","","","11.82","2,,,S"
"RSM00031123","1961-03","57.767","130.9","255.0","CJULBJU, RS","","","","","","","","","28","2,S","0","2,S","0","2,S","","","","","19610314",",2,S","","","","","1.1","2,S,14,","","","-7.78","2,,,S"
"RSM00031123","1961-04","57.767","130.9","255.0","CJULBJU, RS","","","","","","","","","12","2,S","0","2,S","0","2,S","","","","","19610425",",2,S","","","","","17.8","2,S,25,","","","2.34","2,,,S"
"RSM00031123","1961-05","57.767","130.9","255.0","CJULBJU, RS","","","","","","","","","0","2,S","2","2,S","0","2,S","","","","","19610530","+,2,S","","","","","21.1","2,S,30,+","","","12.09","2,,,S"
"RSM00031123","1961-08","57.767","130.9","255.0","CJULBJU, RS","","","","","","","","","0","5,S","20","5,S","2","5,S","","","","","19610811","+,5,S","","","","","32.2","5,S,11,+","","","24.38","5,,,S"
"RSM00031123","1962-02","57.767","130.9","255.0","CJULBJU, RS","","","","","","","","","23","5,S","0","5,S","0","5,S","","","","","19620228",",5,S","","","","","-11.1","5,S,28,","","","-20.17","5,,,S"
"RSM00031123","1962-03","57.767","130.9","255.0","CJULBJU, RS","","","","","","","","","25","5,S","0","5,S","0","5,S","","","","","19620330",",5,S","","","","","2.8","5,S,30,","","","-9.31","5,,,S"
"RSM00031123","1962-05","57.767","130.9","255.0","CJULBJU, RS","","","","","","","","","0","2,S","2","2,S","0","2,S","","","","","19620531",",2,S","","","","","25.0","2,S,31,","","","14.04","2,,,S"
