"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IDM00097700","1996-03","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","","","","","","","19960325","+,5,S","","","23.2","5,S,25,+","","","","","","","","","23.93","5,,,S"
"IDM00097700","1996-04","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","4,S","26","4,S","5","4,S","19960427",",5,S","19960410",",4,S","22.9","5,S,27,","32.7","4,S,10,","","","27.76","6,S","31.58","4,,,S","23.94","5,,,S"
"IDM00097700","1996-05","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","1,S","0","1,S","","","","","","","19960508",",1,S","","","20.5","1,S,08,","","","","","","","","","23.22","1,,,S"
"IDM00097700","1996-07","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","207.7","S","207.7","5,S","0","4,S","0","4,S","0","3,S","28","3,S","0","3,S","19960730",",4,S","19960727",",3,S","20.4","4,S,30,","31.3","3,S,27,","0.0","3,S","26.34","5,S","29.95","3,,,S","22.73","4,,,S"
"IDM00097700","1996-08","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","2,S","29","2,S","0","2,S","19960804",",5,S","19960825",",2,S","20.4","5,S,04,","31.4","2,S,25,","","","26.53","6,S","30.09","2,,,S","22.96","5,,,S"
"IDM00097700","1996-10","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","4,S","27","4,S","4","4,S","19961025",",5,S","19961026",",4,S","22.2","5,S,25,","33.2","4,S,26,","","","27.53","7,S","31.56","4,,,S","23.50","5,,,S"
"IDM00097700","1996-11","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","4,S","0","4,S","","","","","","","19961124",",4,S","","","23.0","4,S,24,","","","","","","","","","23.69","4,,,S"
"IDM00097700","1997-03","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","5,S","26","5,S","1","5,S","","","19970305",",5,S","","","32.8","5,S,05,","","","","","30.39","5,,,S","",""
"IDM00097700","1997-04","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","3,S","0","3,S","0","4,S","26","4,S","0","4,S","19970422",",3,S","19970409",",4,S","21.8","3,S,22,","31.6","4,S,09,","","","27.00","6,S","30.75","4,,,S","23.24","3,,,S"
"IDM00097700","1997-05","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","221.5","4,S","0","1,S","0","1,S","0","3,S","28","3,S","0","3,S","19970531","+,1,S","19970515",",3,S","21.2","1,S,31,+","31.5","3,S,15,","0.0","3,S","26.51","4,S","30.42","3,,,S","22.60","1,,,S"
"IDM00097700","1997-06","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","199.7","4,S","0","2,S","0","2,S","0","3,S","27","3,S","0","3,S","19970611",",2,S","19970616",",3,S","20.2","2,S,11,","31.8","3,S,16,","0.0","3,S","26.02","4,S","30.13","3,,,S","21.90","2,,,S"
"IDM00097700","1997-08","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","172.5","5,S","0","2,S","0","2,S","0","4,S","27","4,S","0","4,S","19970817",",2,S","19970813",",4,S","18.1","2,S,17,","30.7","4,S,13,","0.0","4,S","24.97","5,S","29.81","4,,,S","20.13","2,,,S"
"IDM00097700","1997-09","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","3,S","0","3,S","0","3,S","27","3,S","2","3,S","19970911",",3,S","19970911",",3,S","18.0","3,S,11,","32.9","3,S,11,","","","25.87","6,S","30.56","3,,,S","21.19","3,,,S"
"IDM00097700","1997-10","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","238.1","2,S","0","2,S","0","2,S","0","1,S","30","1,S","0","1,S","19971009",",2,S","19971006",",1,S","20.7","2,S,09,","31.4","1,S,06,","0.0","1,S","26.55","2,S","30.68","1,,,S","22.42","2,,,S"
"IDM00097700","1997-11","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","226.7","5,S","0","1,S","0","1,S","0","4,S","26","4,S","1","4,S","19971105",",1,S","19971130",",4,S","19.8","1,S,05,","32.2","4,S,30,","0.0","4,S","27.37","5,S","31.19","4,,,S","23.55","1,,,S"
"IDM00097700","1998-02","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","4,S","0","4,S","0","3,S","25","3,S","0","3,S","19980213",",4,S","19980213",",3,S","23.0","4,S,13,","31.2","3,S,13,","","","27.44","6,S","30.25","3,,,S","24.63","4,,,S"
"IDM00097700","1998-03","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","4,S","27","4,S","0","4,S","","","19980309",",4,S","","","31.1","4,S,09,","","","","","30.26","4,,,S","",""
"IDM00097700","1998-06","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","221.3","5,S","0","3,S","0","3,S","0","2,S","28","2,S","0","2,S","19980615",",3,S","19980601",",2,S","22.3","3,S,15,","31.6","2,S,01,","0.0","2,S","27.14","5,S","30.19","2,,,S","24.09","3,,,S"
"IDM00097700","1998-07","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","5,S","26","5,S","0","5,S","19980718",",5,S","19980729",",5,S","23.0","5,S,18,","31.3","5,S,29,","","","26.96","6,S","30.05","5,,,S","23.87","5,,,S"
"IDM00097700","1998-09","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","","","","","","","19980903",",5,S","","","21.4","5,S,03,","","","","","","","","","23.64","5,,,S"
"IDM00097700","1998-10","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","4,S","0","4,S","","","","","","","19981001",",4,S","","","22.8","4,S,01,","","","","","","","","","24.02","4,,,S"
"IDM00097700","1998-11","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","","","","","","","19981130",",5,S","","","23.3","5,S,30,","","","","","","","","","24.06","5,,,S"
"IDM00097700","1998-12","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","5,S","26","5,S","0","5,S","","","19981213",",5,S","","","31.9","5,S,13,","","","","","30.75","5,,,S","",""
"IDM00097700","1999-04","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","4,S","26","4,S","0","4,S","19990405",",5,S","19990428","+,4,S","23.0","5,S,05,","31.6","4,S,28,+","","","27.17","7,S","30.54","4,,,S","23.80","5,,,S"
"IDM00097700","1999-05","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","","","","","","","19990524",",5,S","","","21.6","5,S,24,","","","","","","","","","23.50","5,,,S"
"IDM00097700","1999-06","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","3,S","0","3,S","0","5,S","25","5,S","0","5,S","19990622",",3,S","19990614",",5,S","22.4","3,S,22,","31.0","5,S,14,","","","26.53","7,S","29.74","5,,,S","23.33","3,,,S"
"IDM00097700","1999-07","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","5,S","26","5,S","0","5,S","19990730",",5,S","19990723",",5,S","19.0","5,S,30,","30.7","5,S,23,","","","25.85","9,S","29.07","5,,,S","22.63","5,,,S"
"IDM00097700","2007-03","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","5,S","26","5,S","0","5,S","","","20070305",",5,S","","","31.6","5,S,05,","","","","","30.73","5,,,S","",""
"IDM00097700","2007-04","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","3,S","27","3,S","0","3,S","20070429",",5,S","20070416","+,3,S","22.8","5,S,29,","31.8","3,S,16,+","","","27.36","7,S","30.91","3,,,S","23.81","5,,,S"
"IDM00097700","2007-05","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","4,S","27","4,S","3","4,S","","","20070531","+,4,S","","","32.2","4,S,31,+","","","","","31.41","4,,,S","",""
"IDM00097700","2007-06","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","5,S","25","5,S","3","5,S","","","20070606",",5,S","","","32.4","5,S,06,","","","","","31.15","5,,,S","",""
"IDM00097700","2007-08","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","2,S","29","2,S","0","2,S","20070826",",5,S","20070827",",2,S","20.2","5,S,26,","31.4","2,S,27,","","","26.45","6,S","30.28","2,,,S","22.61","5,,,S"
"IDM00097700","2007-09","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","5,S","25","5,S","12","5,S","","","20070928",",5,S","","","33.4","5,S,28,","","","","","31.84","5,,,S","",""
"IDM00097700","2007-10","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","281.9","2,S","0","2,S","0","2,S","0",",S","31",",S","27",",S","20071005",",2,S","20071025",",,S","20.8","2,S,05,","33.6",",S,25,","0.0",",S","28.05","2,S","32.72",",,,S","23.39","2,,,S"
"IDM00097700","2007-12","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","2,S","29","2,S","1","2,S","","","20071215",",2,S","","","32.2","2,S,15,","","","","","31.27","2,,,S","",""
"IDM00097700","2008-01","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","4,S","0","4,S","0","5,S","26","5,S","0","5,S","20080116",",4,S","20080103",",5,S","23.0","4,S,16,","32.0","5,S,03,","","","27.42","8,S","30.96","5,,,S","23.88","4,,,S"
"IDM00097700","2008-02","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","2,S","27","2,S","0","2,S","","","20080214",",2,S","","","31.6","2,S,14,","","","","","30.52","2,,,S","",""
"IDM00097700","2008-03","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","5,S","26","5,S","1","5,S","","","20080327",",5,S","","","35.0","5,S,27,","","","","","31.51","5,,,S","",""
"IDM00097700","2008-04","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","3,S","27","3,S","1","3,S","","","20080420",",3,S","","","32.8","3,S,20,","","","","","31.24","3,,,S","",""
"IDM00097700","2008-05","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","3,S","28","3,S","0","3,S","20080509",",5,S","20080527","+,3,S","22.4","5,S,09,","32.1","3,S,27,+","","","27.52","8,S","31.69","3,,,S","23.36","5,,,S"
"IDM00097700","2008-07","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","2,S","29","2,S","0","2,S","","","20080721",",2,S","","","32.0","2,S,21,","","","","","30.16","2,,,S","",""
"IDM00097700","2008-08","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","2,S","29","2,S","0","2,S","","","20080829",",2,S","","","30.6","2,S,29,","","","","","29.89","2,,,S","",""
"IDM00097700","2008-09","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","2,S","28","2,S","0","2,S","","","20080904","+,2,S","","","32.0","2,S,04,+","","","","","30.88","2,,,S","",""
"IDM00097700","2008-10","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","4,S","0","4,S","","","","","","","20081020",",4,S","","","22.4","4,S,20,","","","","","","","","","23.57","4,,,S"
"IDM00097700","2008-11","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","4,S","26","4,S","18","4,S","","","20081120","+,4,S","","","33.2","4,S,20,+","","","","","32.35","4,,,S","",""
"IDM00097700","2008-12","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","4,S","27","4,S","1","4,S","","","20081219",",4,S","","","32.6","4,S,19,","","","","","31.24","4,,,S","",""
"IDM00097700","2009-01","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","4,S","27","4,S","0","4,S","","","20090128",",4,S","","","32.0","4,S,28,","","","","","31.18","4,,,S","",""
"IDM00097700","2009-03","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","4,S","27","4,S","2","4,S","","","20090327",",4,S","","","32.3","4,S,27,","","","","","31.25","4,,,S","",""
"IDM00097700","2009-04","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","4,S","26","4,S","24","4,S","","","20090428","+,4,S","","","33.6","4,S,28,+","","","","","32.77","4,,,S","",""
"IDM00097700","2009-05","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","2,S","29","2,S","23","2,S","","","20090518",",2,S","","","33.8","2,S,18,","","","","","32.60","2,,,S","",""
"IDM00097700","2009-06","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","2,S","28","2,S","10","2,S","","","20090627",",2,S","","","32.8","2,S,27,","","","","","31.71","2,,,S","",""
"IDM00097700","2009-07","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","4,S","27","4,S","0","4,S","","","20090722","+,4,S","","","32.0","4,S,22,+","","","","","30.84","4,,,S","",""
"IDM00097700","2009-08","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","1,S","30","1,S","2","1,S","","","20090816",",1,S","","","32.8","1,S,16,","","","","","31.57","1,,,S","",""
"IDM00097700","2009-09","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","1,S","29","1,S","26","1,S","","","20090924",",1,S","","","34.6","1,S,24,","","","","","32.66","1,,,S","",""
"IDM00097700","2009-10","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","2,S","29","2,S","29","2,S","","","20091004",",2,S","","","34.4","2,S,04,","","","","","33.26","2,,,S","",""
"IDM00097700","2009-11","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","259.0","5,S","0","4,S","0","4,S","0","1,S","29","1,S","25","1,S","20091128",",4,S","20091111",",1,S","21.2","4,S,28,","34.2","1,S,11,","0.0","1,S","28.67","5,S","33.43","1,,,S","23.92","4,,,S"
"IDM00097700","2009-12","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","5,S","26","5,S","7","5,S","","","20091205","+,5,S","","","33.0","5,S,05,+","","","","","31.54","5,,,S","",""
"IDM00097700","2010-01","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","5,S","26","5,S","0","5,S","20100107",",5,S","20100102","+,5,S","23.6","5,S,07,","31.6","5,S,02,+","","","27.28","9,S","30.24","5,,,S","24.33","5,,,S"
"IDM00097700","2010-02","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","213.0","5,S","0","5,S","0","5,S","0","1,S","27","1,S","0","1,S","20100209",",5,S","20100228","+,1,S","23.4","5,S,09,","31.4","1,S,28,+","0.0","1,S","27.63","5,S","30.79","1,,,S","24.47","5,,,S"
"IDM00097700","2010-03","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","2,S","29","2,S","2","2,S","","","20100326",",2,S","","","33.6","2,S,26,","","","","","31.07","2,,,S","",""
"IDM00097700","2010-04","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","248.7","4,S","0","2,S","0","2,S","0","2,S","28","2,S","5","2,S","20100411","+,2,S","20100430",",2,S","23.0","2,S,11,+","32.8","2,S,30,","0.0","2,S","27.87","4,S","31.44","2,,,S","24.30","2,,,S"
"IDM00097700","2010-05","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","3,S","0","3,S","0","4,S","27","4,S","8","4,S","20100530","+,3,S","20100531","+,4,S","24.0","3,S,30,+","33.0","4,S,31,+","","","28.09","7,S","31.51","4,,,S","24.67","3,,,S"
"IDM00097700","2010-06","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","5,S","25","5,S","1","5,S","","","20100601",",5,S","","","33.2","5,S,01,","","","","","30.69","5,,,S","",""
"IDM00097700","2010-07","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","3,S","28","3,S","0","3,S","20100709",",5,S","20100727","+,3,S","22.4","5,S,09,","31.4","3,S,27,+","","","27.14","8,S","30.43","3,,,S","23.85","5,,,S"
"IDM00097700","2010-08","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","229.1","5,S","0","5,S","0","5,S","0",",S","31",",S","0",",S","20100809",",5,S","20100823",",,S","22.8","5,S,09,","31.6",",S,23,","0.0",",S","26.95","5,S","30.18",",,,S","23.73","5,,,S"
"IDM00097700","2010-09","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","3,S","27","3,S","0","3,S","","","20100924","+,3,S","","","32.0","3,S,24,+","","","","","31.08","3,,,S","",""
"IDM00097700","2010-10","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","3,S","28","3,S","5","3,S","","","20101027","+,3,S","","","32.2","3,S,27,+","","","","","31.07","3,,,S","",""
"IDM00097700","2010-11","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","3,S","27","3,S","0","3,S","","","20101126","+,3,S","","","32.0","3,S,26,+","","","","","31.34","3,,,S","",""
"IDM00097700","2010-12","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","2,S","29","2,S","0","2,S","","","20101203","+,2,S","","","32.0","2,S,03,+","","","","","30.69","2,,,S","",""
"IDM00097700","2011-01","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","3,S","28","3,S","0","3,S","","","20110115",",3,S","","","32.0","3,S,15,","","","","","30.72","3,,,S","",""
"IDM00097700","2011-02","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","5,S","23","5,S","0","5,S","","","20110201",",5,S","","","31.8","5,S,01,","","","","","30.65","5,,,S","",""
"IDM00097700","2011-03","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","2,S","29","2,S","0","2,S","","","20110301",",2,S","","","31.8","2,S,01,","","","","","30.77","2,,,S","",""
"IDM00097700","2011-04","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","3,S","27","3,S","0","3,S","20110423","+,5,S","20110430",",3,S","23.0","5,S,23,+","31.5","3,S,30,","","","27.37","7,S","31.02","3,,,S","23.72","5,,,S"
"IDM00097700","2011-05","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","2,S","29","2,S","0","2,S","","","20110515","+,2,S","","","31.8","2,S,15,+","","","","","30.42","2,,,S","",""
"IDM00097700","2011-06","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","2,S","28","2,S","0","2,S","","","20110607","+,2,S","","","31.0","2,S,07,+","","","","","29.85","2,,,S","",""
"IDM00097700","2011-07","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","1,S","30","1,S","0","1,S","","","20110716",",1,S","","","31.8","1,S,16,","","","","","30.00","1,,,S","",""
"IDM00097700","2011-08","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0",",S","31",",S","0",",S","","","20110831","+,,S","","","31.2",",S,31,+","","","","","30.33",",,,S","",""
"IDM00097700","2011-09","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","2,S","28","2,S","0","2,S","20110924",",5,S","20110930","+,2,S","20.8","5,S,24,","32.0","2,S,30,+","","","26.97","7,S","30.95","2,,,S","22.99","5,,,S"
"IDM00097700","2011-10","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","1,S","30","1,S","19","1,S","20111008",",5,S","20111018","+,1,S","22.2","5,S,08,","33.4","1,S,18,+","","","27.93","6,S","32.39","1,,,S","23.47","5,,,S"
"IDM00097700","2011-11","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","3,S","27","3,S","11","3,S","","","20111129",",3,S","","","33.0","3,S,29,","","","","","31.94","3,,,S","",""
"IDM00097700","2011-12","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","2,S","29","2,S","0","2,S","20111218","+,5,S","20111201",",2,S","23.2","5,S,18,+","32.0","2,S,01,","","","27.44","6,S","30.80","2,,,S","24.07","5,,,S"
"IDM00097700","2012-02","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","224.4","4,S","0","3,S","0","3,S","0","1,S","28","1,S","0","1,S","20120210",",3,S","20120212",",1,S","22.4","3,S,10,","31.8","1,S,12,","0.0","1,S","27.33","4,S","30.96","1,,,S","23.69","3,,,S"
"IDM00097700","2012-03","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","3,S","28","3,S","0","3,S","","","20120311",",3,S","","","31.7","3,S,11,","","","","","30.57","3,,,S","",""
"IDM00097700","2012-04","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","5,S","0","5,S","0","2,S","28","2,S","2","2,S","20120422","+,5,S","20120417",",2,S","22.0","5,S,22,+","32.6","2,S,17,","","","27.26","7,S","31.18","2,,,S","23.33","5,,,S"
"IDM00097700","2012-05","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","2,S","29","2,S","0","2,S","","","20120519",",2,S","","","32.0","2,S,19,","","","","","31.03","2,,,S","",""
"IDM00097700","2012-06","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","3,S","27","3,S","0","3,S","","","20120601",",3,S","","","31.8","3,S,01,","","","","","29.81","3,,,S","",""
"IDM00097700","2012-07","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","1,S","30","1,S","0","1,S","","","20120715",",1,S","","","30.6","1,S,15,","","","","","29.45","1,,,S","",""
"IDM00097700","2012-08","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","1,S","30","1,S","0","1,S","","","20120828",",1,S","","","31.6","1,S,28,","","","","","30.14","1,,,S","",""
"IDM00097700","2012-09","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","2,S","28","2,S","2","2,S","","","20120902",",2,S","","","33.6","2,S,02,","","","","","31.54","2,,,S","",""
"IDM00097700","2012-10","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","1,S","30","1,S","18","1,S","","","20121026",",1,S","","","33.2","1,S,26,","","","","","32.24","1,,,S","",""
"IDM00097700","2012-11","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0",",S","30",",S","25",",S","","","20121104",",,S","","","33.2",",S,04,","","","","","32.56",",,,S","",""
"IDM00097700","2012-12","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","0","3,S","0","3,S","0","4,S","27","4,S","12","4,S","20121223",",3,S","20121207","+,4,S","22.4","3,S,23,","33.0","4,S,07,+","","","27.86","6,S","31.91","4,,,S","23.80","3,,,S"
"IDM00097700","2013-01","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","","","","","","","0","1,S","30","1,S","0","1,S","","","20130124","+,1,S","","","32.0","1,S,24,+","","","","","30.84","1,,,S","",""
"IDM00097700","2013-02","-3.25","127.083","20.0","NAMLEA BURU ISLAND, ID","","","207.8","5,S","0","3,S","0","3,S","0","3,S","25","3,S","1","3,S","20130228",",3,S","20130216",",3,S","22.4","3,S,28,","32.6","3,S,16,","0.0","3,S","27.32","5,S","31.05","3,,,S","23.60","3,,,S"
