"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00418446","1963-05","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","","","222.3",",0","3",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","19630501",",,0","19630531","+,,0","19630531","+,,0","","","19630520",",,0","19630527","+,,0","12.8",",0,01,","0",",,0,31,+","0",",,0,31,+","59.2",",,0,20,","33.9",",0,27,+","","","","","0.0",",0","","","","","64.0",",,,0","0",",,,0","25.50",",0","31.83",",,,0","19.17",",,,0","",""
"USC00418446","1963-06","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","","","300.3",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","28",",0","19630616",",,0","19630630","+,,0","19630630","+,,0","","","19630630",",,0","19630616",",,0","18.3",",0,16,","0",",,0,30,+","0",",,0,30,+","45.7",",,0,30,","37.8",",0,16,","","","","","0.0",",0","","","","","64.4",",,,0","0",",,,0","28.34",",0","34.65",",,,0","22.03",",,,0","",""
"USC00418446","1963-07","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","","","353.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","19630723",",,0","19630731","+,,0","19630731","+,,0","","","19630731","+,,0","19630731","+,,0","21.7",",0,23,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","38.3",",0,31,+","","","0.0","","0.0",",0","","","","","0.0",",,,0","0",",,,0","29.72",",0","36.44",",,,0","23.00",",,,0","",""
"USC00418446","1963-08","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","","","378.3",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","19630814",",,0","19630831","+,,0","19630831","+,,0","","","19630821",",,0","19630828","+,,0","21.7",",0,14,","0",",,0,31,+","0",",,0,31,+","12.7",",,0,21,","39.4",",0,28,+","","","0.0","","0.0",",0","","","","","12.7",",,,0","0",",,,0","30.54",",0","37.97",",,,0","23.10",",,,0","",""
"USC00418446","1963-12","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","","","","","5",",0","4",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","19631231","+,,0","19631231","+,,0","","","19631220",",,0","","","","","0",",,0,31,+","0",",,0,31,+","41.7",",,0,20,","","","","","","","","","","","","","77.3",",,,0","0",",,,0","","","","","","","",""
"USC00418446","1965-10","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","","","63.1","2,0","6",",0","3",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","25","2,0","0","2,0","19651025",",2,0","19651031","+,,0","19651031","+,,0","","","19651019",",,0","19651009",",2,0","2.8","2,0,25,","0",",,0,31,+","0",",,0,31,+","35.3",",,0,19,","31.7","2,0,09,","94.8","5,,,0","","","40.3","2,0","","","","","58.7",",,,0","0",",,,0","19.12","2,0","25.60","2,,,0","12.63","2,,,0","",""
"USC00418446","1965-11","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","","","37.8","2,0","6",",0","4",",0","2",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","23","2,0","0","2,0","19651130",",2,0","19651130","+,,0","19651130","+,,0","","","19651105",",,0","19651127",",2,0","1.7","2,0,30,","0",",,0,30,+","0",",,0,30,+","34.8",",,0,05,","30.0","2,0,27,","","","","","26.0","2,0","","","","","100.0",",,,0","0",",,,0","18.75","2,0","24.14","2,,,0","13.37","2,,,0","1902","5,,,0"
"USC00418446","1965-12","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","","","","","12",",0","11",",0","1",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","9","3,0","0","3,0","19651227",",3,0","19651231","+,,0","19651231","+,,0","","","19651203",",,0","19651212",",3,0","1.7","3,0,27,","0",",,0,31,+","0",",,0,31,+","86.9",",,0,03,","24.4","3,0,12,","","","","","","","","","","","167.1",",,,0","0",",,,0","12.61","4,0","18.18","3,,,0","7.05","3,,,0","",""
"USC00418446","1966-01","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","4.1","0","4.1",",0","13",",0","9",",0","0",",0","0",",0","0",",0","0",",0","11",",0","1",",0","3",",0","0",",0","19660130",",,0","19660131","+,,0","19660131","+,,0","","","19660105",",,0","19660101",",,0","-8.9",",0,30,","0",",,0,31,+","0",",,0,31,+","13.2",",,0,05,","25.0",",0,01,","","","","","351.7",",0","","","","","69.7",",,,0","0",",,,0","7.12",",0","12.32",",,,0","1.92",",,,0","3204",",,,0"
"USC00418446","1966-02","30.3368","-96.5402","80.2","SOMERVILLE DAM, TX US","5.2","0","1.1",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","9",",0","0",",0","3",",0","0",",0","19660203",",,0","19660228","+,,0","19660228","+,,0","","","19660227",",,0","19660210",",,0","-3.9",",0,03,","0",",,0,28,+","0",",,0,28,+","36.3",",,0,27,","22.8",",0,10,","82.0","1,,,0","","","254.6",",0","","","","","105.4",",,,0","0",",,,0","9.28",",0","14.98",",,,0","3.58",",,,0","3603",",,,0"
