"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA00116FRMN","1991-01","50.7","-119.2833","351.0","SALMON ARM CS, BC CA","0.0","C","0.0",",C","","","","","","","","","","","3",",C","30",",C","22",",C","0",",C","0",",C","19910106",",,C","","","","","","","19910113",",,C","-23.5",",C,06,","","","","","","","6.3",",C,13,","","","803.7",",C","","","","","-7.59",",C","-3.56",",,,C","-11.62",",,,C","","","",""
"CA00116FRMN","1991-02","50.7","-119.2833","351.0","SALMON ARM CS, BC CA","0.0","C","0.0",",C","10",",C","4",",C","0",",C","0",",","","","0",",C","13",",C","0",",C","0",",C","0",",C","19910201",",,C","19910228","+,,C","","","19910204",",,C","19910219",",,C","-5.6",",C,01,","0",",,C,28,+","","","9.8",",,C,04,","11.1",",C,19,","","","428.2",",C","26.2",",,,C","","","3.04",",C","6.80",",,,C","-0.71",",,,C","","","",""
"CA00116FRMN","1991-03","50.7","-119.2833","351.0","SALMON ARM CS, BC CA","0.0","C","0.0",",C","8",",C","3",",C","0",",C","","","","","0",",C","28",",C","1",",C","0",",C","0",",C","19910305",",,C","","","","","19910303",",,C","19910331",",,C","-10.3",",C,05,","","","","","4.0",",,C,03,","18.9",",C,31,","","","485.8",",C","17.0",",,,C","","","2.66",",C","8.56",",,,C","-3.24",",,,C","","","",""
"CA00116FRMN","1991-04","50.7","-119.2833","351.0","SALMON ARM CS, BC CA","0.0","C","0.0",",C","7","2,C","6","2,C","0","2,C","0","2,","","","0",",C","7",",C","0",",C","6",",C","0",",C","19910411",",,C","19910430","+,2,C","","","19910403",",2,C","19910420",",,C","-2.6",",C,11,","0","2,,C,30,+","","","6.4","2,,C,03,","23.9",",C,20,","","","271.3",",C","28.0","2,,,C","","","9.29",",C","16.84",",,,C","1.74",",,,C","","","",""
"CA00116FRMN","1991-05","50.7","-119.2833","351.0","SALMON ARM CS, BC CA","1.9","C","1.9",",C","11",",C","4",",C","0",",C","0","3,","","","0",",C","1",",C","0",",C","15",",C","0",",C","19910502",",,C","19910531","+,3,C","","","19910524",",,C","19910518",",,C","-0.4",",C,02,","0","3,,C,31,+","","","15.2",",,C,24,","27.9",",C,18,","","","142.1",",C","37.4",",,,C","","","13.81",",C","20.27",",,,C","7.35",",,,C","","","",""
"CA00116FRMN","1991-06","50.7","-119.2833","351.0","SALMON ARM CS, BC CA","10.3","C","8.4","1,C","14",",C","4",",C","0",",C","0",",","","","0","1,C","0","1,C","0",",C","21",",C","0",",C","19910604",",1,C","19910630","+,,C","","","19910616",",,C","19910628",",,C","0.8","1,C,04,","0",",,C,30,+","","","6.8",",,C,16,","31.4",",C,28,","","","64.6",",C","31.0",",,,C","","","16.45","1,C","23.50",",,,C","9.40","1,,,C","","","",""
"CA00116FRMN","1991-07","50.7","-119.2833","351.0","SALMON ARM CS, BC CA","86.1","C","75.8",",C","8",",C","3",",C","0",",C","0",",","","","0",",C","0",",C","0",",C","29",",C","6",",C","19910706",",,C","19910731","+,,C","","","19910713",",,C","19910724",",,C","6.8",",C,06,","0",",,C,31,+","","","6.8",",,C,13,","35.7",",C,24,","11.2","C","11.2",",C","23.0",",,,C","","","20.42",",C","28.58",",,,C","12.25",",,,C","","","",""
"CA00116FRMN","1991-08","50.7","-119.2833","351.0","SALMON ARM CS, BC CA","186.2","C","100.1","1,C","11",",C","6",",C","0",",C","0",",","","","0","1,C","0","1,C","0",",C","26",",C","13",",C","19910825",",1,C","19910831","+,,C","","","19910810",",,C","19910808",",,C","8.1","1,C,25,","0",",,C,31,+","","","15.0",",,C,10,","36.5",",C,08,","26.3","C","15.1",",C","57.8",",,,C","","","21.21","1,C","29.21",",,,C","13.21","1,,,C","","","",""
"CA00116FRMN","1991-09","50.7","-119.2833","351.0","SALMON ARM CS, BC CA","186.8","C","0.6",",C","4",",C","2",",C","0",",C","0",",","","","0",",C","0",",C","0",",C","24",",C","0",",C","19910922",",,C","19910930","+,,C","","","19910913",",,C","19910912",",,C","1.1",",C,22,","0",",,C,30,+","","","8.8",",,C,13,","28.1",",C,12,","116.9","C","90.6",",C","14.0",",,,C","","","15.33",",C","23.24",",,,C","7.43",",,,C","","","",""
"CA00116FRMN","1991-10","50.7","-119.2833","351.0","SALMON ARM CS, BC CA","186.8","C","0.0","1,C","6",",C","2",",C","0",",C","","","","","0",",C","14",",C","1","1,C","6","1,C","0","1,C","19911029",",,C","","","","","19911021",",,C","19911011",",1,C","-12.1",",C,29,","","","","","12.6",",,C,21,","24.8","1,C,11,","475.3","C","358.4","1,C","20.4",",,,C","","","6.47","1,C","13.44","1,,,C","-0.50",",,,C","","","",""
