"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00430842","2020-01","42.8897","-72.563","75.0","BRATTLEBORO 3 N, VT US","0.0","","0.0",",H","3",",H","29",",H","5",",H","0",",H","0",",H","20200122","+,,H","20200113",",,H","-19.4",",H,22,+","19.4",",H,13,","626.2",",H","-1.87",",H","3.16",",,,H","-6.90",",,,H"
"USC00430842","2020-02","42.8897","-72.563","75.0","BRATTLEBORO 3 N, VT US","0.0","","0.0",",H","4",",H","28",",H","5",",H","0",",H","0",",H","20200216","+,,H","20200225",",,H","-20.0",",H,16,+","13.9",",H,25,","593.6",",H","-2.14",",H","3.28",",,,H","-7.55",",,,H"
"USC00430842","2020-03","42.8897","-72.563","75.0","BRATTLEBORO 3 N, VT US","","","","","","","","","1","5,H","1","5,H","0","5,H","","","20200310",",5,H","","","22.2","5,H,10,","","","","","9.90","5,,,H","",""
