"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00141104","1893-01","37.5409","-99.6291","725.1","BUCKLIN 1 SE, KS US","","","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","18930126",",,6","","","","","","","","","2.5",",,6,26,","","","","","2.5",",,,6","","","","","","","",""
"USC00141104","1893-02","37.5409","-99.6291","725.1","BUCKLIN 1 SE, KS US","","","","","3","1,6","3","1,6","1","1,6","","","1",",6","","","","","","","","","","","","","","","","","18930216",",,6","","","18930216",",1,6","","","","","","","25",",,6,16,","25.4","1,,6,16,","","","","","40.7","1,,,6","25",",,,6","","","","","",""
"USC00141104","1893-04","37.5409","-99.6291","725.1","BUCKLIN 1 SE, KS US","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","18930429","+,,6","","","","","","","","","0.0",",T,6,29,+","","","","","0.0",",T,,6","","","","","","","",""
"USC00141104","1893-05","37.5409","-99.6291","725.1","BUCKLIN 1 SE, KS US","","","","","5",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","18930513",",,6","","","","","","","","","20.3",",,6,13,","","","","","45.7",",,,6","","","","","","","",""
"USC00141104","1893-06","37.5409","-99.6291","725.1","BUCKLIN 1 SE, KS US","","","","","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","18930609",",,6","","","","","","","","","11.4",",,6,09,","","","","","21.5",",,,6","","","","","","","",""
"USC00141104","1893-07","37.5409","-99.6291","725.1","BUCKLIN 1 SE, KS US","","","","","7",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","18930708",",,6","","","","","","","","","10.2",",,6,08,","","","","","35.5",",,,6","","","","","","","",""
"USC00141104","1893-08","37.5409","-99.6291","725.1","BUCKLIN 1 SE, KS US","","","","","7",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","18930812",",,6","","","","","","","","","25.4",",,6,12,","","","","","76.1",",,,6","","","","","","","",""
"USC00141104","1893-09","37.5409","-99.6291","725.1","BUCKLIN 1 SE, KS US","","","","","1",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","18930929",",,6","","","","","","","","","50.8",",,6,29,","","","","","50.8",",,,6","","","","","","","",""
"USC00141104","1893-10","37.5409","-99.6291","725.1","BUCKLIN 1 SE, KS US","","","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","18931001",",,6","","","","","","","","","2.5",",,6,01,","","","","","2.5",",,,6","","","","","","","",""
"USC00141104","1893-11","37.5409","-99.6291","725.1","BUCKLIN 1 SE, KS US","","","","","0","1,6","0","1,6","0","1,6","","","0",",6","","","","","","","","","","","","","","","","","18931111",",,6","","","18931130","+,1,6","","","","","","","0",",T,6,11,","0.0","1,,6,30,+","","","","","0.0","1,,,6","0",",T,,6","","","","","",""
