"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00042369","1959-11","37.41667","-121.38333","366.1","DEL PUERTO ROAD CAMP, CA US","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19591130","+,,0","19591130","+,,0","","","19591130","+,,0","","","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","","","","","","","0.0",",,,0","0",",,,0","","","","","",""
"USC00042369","1959-12","37.41667","-121.38333","366.1","DEL PUERTO ROAD CAMP, CA US","","","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19591231","+,,0","19591231","+,,0","","","19591224",",,0","","","","","0",",,0,31,+","0",",,0,31,+","12.2",",,0,24,","","","","","","","14.5",",,,0","0",",,,0","","","","","",""
"USC00042369","1960-01","37.41667","-121.38333","366.1","DEL PUERTO ROAD CAMP, CA US","","","7",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19600131","+,,0","19600115","+,,0","","","19600125",",,0","","","","","0",",,0,31,+","0",",T,0,15,+","15.2",",,0,25,","","","","","","","47.0",",,,0","0",",T,,0","","","","","",""
"USC00042369","1960-02","37.41667","-121.38333","366.1","DEL PUERTO ROAD CAMP, CA US","","","6",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19600229","+,,0","19600229","+,,0","","","19600201",",,0","","","","","0",",,0,29,+","0",",,0,29,+","25.7",",,0,01,","","","","","","","93.2",",,,0","0",",,,0","","","","","",""
"USC00042369","1960-03","37.41667","-121.38333","366.1","DEL PUERTO ROAD CAMP, CA US","","","3","2,0","2","2,0","0","2,0","0",",0","0",",0","","","","","","","","","","","","","","","19600331","+,,0","19600331","+,,0","","","19600313",",2,0","","","","","0",",,0,31,+","0",",,0,31,+","3.3","2,,0,13,","","","","","","","12.7",",a,,0","0",",,,0","","","","","",""
"USC00042369","1960-04","37.41667","-121.38333","366.1","DEL PUERTO ROAD CAMP, CA US","","","1","2,0","1","2,0","0","2,0","0",",0","0",",0","","","","","","","","","","","","","","","19600430","+,,0","19600430","+,,0","","","19600423",",2,0","","","","","0",",,0,30,+","0",",,0,30,+","2.5","2,,0,23,","","","","","","","19.0",",a,,0","0",",,,0","","","","","",""
"USC00042369","1960-05","37.41667","-121.38333","366.1","DEL PUERTO ROAD CAMP, CA US","","","2",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19600531","+,,0","19600531","+,,0","","","19600503",",,0","","","","","0",",,0,31,+","0",",,0,31,+","5.8",",,0,03,","","","","","","","9.4",",,,0","0",",,,0","","","","","",""
"USC00042369","1960-06","37.41667","-121.38333","366.1","DEL PUERTO ROAD CAMP, CA US","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19600630","+,,0","19600630","+,,0","","","19600630","+,,0","","","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","","","","","","","0.0",",,,0","0",",,,0","","","","","",""
"USC00042369","1960-07","37.41667","-121.38333","366.1","DEL PUERTO ROAD CAMP, CA US","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19600731","+,,0","19600731","+,,0","","","19600731","+,,0","","","","","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","","","","","","","0.0",",,,0","0",",,,0","","","","","",""
"USC00042369","1960-08","37.41667","-121.38333","366.1","DEL PUERTO ROAD CAMP, CA US","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19600831","+,,0","19600831","+,,0","","","19600831","+,,0","","","","","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","","","","","","","0.0",",,,0","0",",,,0","","","","","",""
