"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00000477","2017-05","29.5291","-97.4643","108.2","ROGER M DREYER MEMORIAL AIRPORT, TX US","3.2",",W","","","189.4",",W","9",",W","5",",W","0",",W","0",",W","0",",W","0",",W","31",",W","14",",W","11","","3","","20170506","+,,W","6","","20170529",",,W","20170527",",,W","9.4",",W,06,+","14.2",",,W,29,","35.0",",W,27,","","","0.0",",W","52.4",",,,W","24.44",",W","31.02",",,,W","17.86",",,,W","320",",W","20","5,W","9.8",",W","14.3","5,W"
"USW00000477","2017-06","29.5291","-97.4643","108.2","ROGER M DREYER MEMORIAL AIRPORT, TX US","2.9",",W","","","312.6",",W","6",",W","2",",W","2",",W","0",",W","0",",W","0",",W","30",",W","27",",W","13","","","","20170607",",,W","5","","20170624",",,W","20170623",",,W","18.9",",W,07,","47.0",",,W,24,","38.9",",W,23,","","","0.0",",W","79.6",",,,W","28.75",",W","34.82",",,,W","22.68",",,,W","150",",W","40","4,W","8.1",",W","13.0","4,W"
"USW00000477","2017-07","29.5291","-97.4643","108.2","ROGER M DREYER MEMORIAL AIRPORT, TX US","2.5",",W","","","377.4",",W","1",",W","1",",W","0",",W","0",",W","0",",W","0",",W","31",",W","31",",W","9","","","","20170728","+,,W","3","","20170715",",,W","20170730",",,W","22.8",",W,28,+","23.6",",,W,15,","40.6",",W,30,","0.0","W","0.0",",W","23.6",",,,W","30.51",",W","37.11",",,,W","23.90",",,,W","190",",W","","","7.2",",W","",""
"USW00000477","2017-09","29.5291","-97.4643","108.2","ROGER M DREYER MEMORIAL AIRPORT, TX US","2.0",",W","","","240.1",",W","6",",W","4",",W","0",",W","0",",W","0",",W","0",",W","30",",W","16",",W","18","","2","","20170912","+,,W","2","","20170928",",,W","20170920",",,W","13.9",",W,12,+","24.6",",,W,28,","35.6",",W,20,","","","0.0",",W","39.1",",,,W","26.34",",W","32.07",",,,W","20.60",",,,W","190",",W","","","7.2",",W","",""
"USW00000477","2017-10","29.5291","-97.4643","108.2","ROGER M DREYER MEMORIAL AIRPORT, TX US","2.2","1,W","","","128.7","2,W","3","1,W","1","1,W","0","1,W","0","1,W","0","1,W","0","2,W","26","2,W","8","2,W","16","","4","","20171029",",1,W","2","","20171003",",1,W","20171021","+,2,W","0.6","1,W,29,","14.2","1,,W,03,","33.3","2,W,21,+","","","27.9","2,W","18.8","1,,,W","21.77","2,W","28.53","2,,,W","15.01","1,,,W","360","1,W","","","10.3","1,W","",""
"USW00000477","2017-11","29.5291","-97.4643","108.2","ROGER M DREYER MEMORIAL AIRPORT, TX US","2.7",",W","","","90.0",",W","4",",W","0",",W","0",",W","0",",W","0",",W","0",",W","25",",W","4",",W","14","","4","","20171123",",,W","","","20171116",",,W","20171105",",,W","0.6",",W,23,","2.3",",,W,16,","33.3",",W,05,","","","48.4",",W","5.6",",,,W","19.72",",W","26.29",",,,W","13.15",",,,W","350",",W","","","10.3",",W","",""
"USW00000477","2017-12","29.5291","-97.4643","108.2","ROGER M DREYER MEMORIAL AIRPORT, TX US","2.4","1,W","","","13.7","1,W","9","1,W","4","1,W","0","1,W","0","1,W","3","1,W","0","1,W","11","1,W","0","1,W","14","","4","","20171209",",1,W","1","","20171206",",1,W","20171204",",1,W","-0.5","1,W,09,","24.1","1,,W,06,","30.6","1,W,04,","","","192.7","1,W","78.6","1,,,W","12.37","1,W","18.16","1,,,W","6.58","1,,,W","360","1,W","","","9.4","1,W","",""
"USW00000477","2018-01","29.5291","-97.4643","108.2","ROGER M DREYER MEMORIAL AIRPORT, TX US","2.8",",W","0.6","W","0.6",",W","5",",W","2",",W","0",",W","0",",W","10",",W","0",",W","11",",W","0",",W","10","","3","","20180117",",,W","","","20180127","+,,W","20180111",",,W","-7.1",",W,17,","3.3",",,W,27,+","25.0",",W,11,","","","255.3",",W","8.0",",,,W","10.12",",W","16.97",",,,W","3.26",",,,W","10",",W","","","10.3",",W","",""
"USW00000477","2018-02","29.5291","-97.4643","108.2","ROGER M DREYER MEMORIAL AIRPORT, TX US","3.6",",W","37.4","W","36.8",",W","11","1,W","3","1,W","0","1,W","0",",W","1",",W","0",",W","15",",W","0",",W","21","","9","","20180212",",,W","5","","20180207",",1,W","20180228",",,W","-1.0",",W,12,","8.4","1,,W,07,","28.9",",W,28,","","","128.5",",W","28.0","1,,,W","15.06",",W","19.86",",,,W","10.25",",,,W","190",",W","170","3,W","10.3",",W","17.0","3,W"
"USW00000477","2018-03","29.5291","-97.4643","108.2","ROGER M DREYER MEMORIAL AIRPORT, TX US","3.4",",W","112.0","W","74.6",",W","5",",W","3",",W","1",",W","0",",W","0",",W","0",",W","29",",W","0",",W","13","","2","","20180314",",,W","5","","20180328",",,W","20180310",",,W","3.9",",W,14,","61.5",",,W,28,","31.7",",W,10,","","","34.4",",W","73.0",",,,W","19.63",",W","25.60",",,,W","13.65",",,,W","360",",W","","","10.7",",W","",""
"USW00000477","2018-04","29.5291","-97.4643","108.2","ROGER M DREYER MEMORIAL AIRPORT, TX US","3.1",",W","174.5","W","62.5",",W","6",",W","4",",W","0",",W","0",",W","0",",W","0",",W","27",",W","0",",W","7","","3","","20180415",",,W","5","","20180421",",,W","20180412","+,,W","5.0",",W,15,","23.1",",,W,21,","30.0",",W,12,+","","","23.8",",W","45.5",",,,W","19.62",",W","26.12",",,,W","13.12",",,,W","350",",W","","","9.4",",W","",""
"USW00000477","2018-05","29.5291","-97.4643","108.2","ROGER M DREYER MEMORIAL AIRPORT, TX US","3.0",",W","438.2","W","263.7",",W","4",",W","1",",W","0",",W","0",",W","0",",W","0",",W","31",",W","23",",W","17","","6","","20180507","+,,W","1","","20180520",",,W","20180531",",,W","13.3",",W,07,+","13.7",",,W,20,","37.2",",W,31,","","","0.0",",W","17.3",",,,W","26.84",",W","33.28",",,,W","20.40",",,,W","160",",W","","","9.8",",W","",""
"USW00000477","2018-06","29.5291","-97.4643","108.2","ROGER M DREYER MEMORIAL AIRPORT, TX US","3.6",",W","783.4","W","345.2",",W","4",",W","3",",W","1",",W","0",",W","0",",W","0",",W","30",",W","28",",W","12","","","","20180617","+,,W","2","","20180619",",,W","20180606","+,,W","22.8",",W,17,+","33.8",",,W,19,","38.3",",W,06,+","","","0.0",",W","56.4",",,,W","29.84",",W","35.43",",,,W","24.25",",,,W","160",",W","160","3,W","8.1",",W","12.1","3,W"
"USW00000477","2018-07","29.5291","-97.4643","108.2","ROGER M DREYER MEMORIAL AIRPORT, TX US","2.5",",W","1156.9","W","373.5",",W","5",",W","3",",W","0",",W","0",",W","0",",W","0",",W","31",",W","31",",W","18","","2","","20180727",",,W","4","","20180709",",,W","20180723",",,W","21.1",",W,27,","17.3",",,W,09,","40.0",",W,23,","0.0","W","0.0",",W","28.2",",,,W","30.38",",W","37.14",",,,W","23.63",",,,W","150",",W","","","6.7",",W","",""
"USW00000477","2018-08","29.5291","-97.4643","108.2","ROGER M DREYER MEMORIAL AIRPORT, TX US","2.6",",W","1502.8","W","345.9","2,W","4",",W","2",",W","1",",W","0","1,W","0","1,W","0","1,W","30","1,W","30","1,W","11","","","","20180802",",1,W","6","","20180811",",,W","20180828","+,1,W","19.4","1,W,02,","52.3",",,W,11,","38.3","1,W,28,+","0.0","W","0.0","1,W","64.3",",,,W","30.27","2,W","36.99","1,,,W","23.55","1,,,W","120",",W","","","9.4",",W","",""
"USW00000477","2018-09","29.5291","-97.4643","108.2","ROGER M DREYER MEMORIAL AIRPORT, TX US","1.9",",W","1763.5","W","260.7",",W","15",",W","12",",W","2",",W","0",",W","0",",W","0",",W","30",",W","15",",W","13","","3","","20180927",",,W","10","","20180909",",,W","20180901",",,W","18.3",",W,27,","36.6",",,W,09,","37.8",",W,01,","0.0","W","0.0",",W","207.4",",,,W","27.02",",W","31.42",",,,W","22.62",",,,W","200",",W","","","7.6",",W","",""
"USW00000477","2018-10","29.5291","-97.4643","108.2","ROGER M DREYER MEMORIAL AIRPORT, TX US","2.7",",W","1901.6","W","138.1",",W","15",",W","11",",W","3",",W","0",",W","0",",W","0",",W","24",",W","6",",W","17","","6","","20181016","+,,W","8","","20181031",",,W","20181004",",,W","8.3",",W,16,+","49.5",",,W,31,","33.3",",W,04,","28.4","W","28.4",",W","168.4",",,,W","21.87",",W","26.58",",,,W","17.17",",,,W","10",",W","","","11.2",",W","",""
