"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00000263","2019-04","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.7",",W","56.4","W","40.8",",W","9",",W","6",",W","1",",W","0",",W","1",",W","0",",W","24",",W","1",",W","20190402",",,W","","","20190424",",,W","20190410",",,W","0.0",",W,02,","47.5",",,W,24,","32.2",",W,10,","1233.8","W","48.7",",W","98.3",",,,W","18.07",",W","24.40",",,,W","11.74",",,,W","330",",W","320","3,W","8.9",",W","15.7","3,W"
"USW00000263","2019-05","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","3.0",",W","193.1","W","136.7",",W","12",",W","6",",W","2",",W","0",",W","0",",W","0",",W","29",",W","0",",W","20190513","+,,W","1","","20190509","+,,W","20190529","+,,W","11.1",",W,13,+","35.6",",,W,09,+","31.1",",W,29,+","1242.7","W","8.9",",W","100.2",",,,W","22.45",",W","26.83",",,,W","18.08",",,,W","330",",W","","","9.4",",W","",""
"USW00000263","2019-06","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.0",",W","392.0","W","198.9",",W","3","1,W","2","1,W","0","1,W","0",",W","0",",W","0",",W","30",",W","9",",W","20190612",",,W","","","20190630",",1,W","20190608",",,W","15.0",",W,12,","14.2","1,,W,30,","33.9",",W,08,","1242.7","W","0.0",",W","19.0","1,,,W","24.96",",W","30.18",",,,W","19.74",",,,W","20","3,W","","","9.8","3,W","",""
"USW00000263","2019-07","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.6",",W","645.8","W","253.8",",W","2",",W","1",",W","0",",W","0",",W","0",",W","0",",W","31",",W","21",",W","20190725",",,W","","","20190710",",,W","20190731",",,W","12.2",",W,25,","6.1",",,W,10,","36.1",",W,31,","0.0","W","0.0",",W","7.4",",,,W","26.52",",W","32.28",",,,W","20.76",",,,W","10",",W","","","7.2",",W","",""
"USW00000263","2019-08","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.3",",W","961.4","W","315.6",",W","3",",W","1",",W","0",",W","0",",W","0",",W","0",",W","31",",W","31",",W","20190802","+,,W","","","20190804",",,W","20190829","+,,W","20.0",",W,02,+","2.5",",,W,04,","36.1",",W,29,+","0.0","W","0.0",",W","3.3",",,,W","28.51",",W","34.80",",,,W","22.23",",,,W","70",",W","","","6.7",",W","",""
"USW00000263","2019-09","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.2",",W","1222.7","W","261.3",",W","0",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30",",W","29",",W","20190915",",,W","","","20190930","+,,W","20190919",",,W","17.2",",W,15,","0.0",",,W,30,+","36.1",",W,19,","0.0","W","0.0",",W","0.0",",,,W","27.04",",W","33.16",",,,W","20.93",",,,W","130",",W","","","7.2",",W","",""
"USW00000263","2019-10","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.0",",W","1312.1","W","89.4",",W","7",",W","5",",W","0",",W","0",",W","1",",W","0",",W","26",",W","6",",W","20191031",",,W","","","20191015",",,W","20191010","+,,W","-1.0",",W,31,","22.6",",,W,15,","32.2",",W,10,+","69.4","W","69.4",",W","64.0",",,,W","18.98",",W","25.60",",,,W","12.35",",,,W","360","1,W","","","10.7","1,W","",""
"USW00000263","2019-11","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","1.4",",W","1324.0","W","11.9",",W","6",",W","2",",W","0",",W","0",",W","6",",W","0",",W","13",",W","0",",W","20191112","+,,W","","","20191114",",,W","20191125",",,W","-2.1",",W,12,+","4.3",",,W,14,","27.2",",W,25,","261.1","W","191.7",",W","12.3",",,,W","12.34",",W","18.50",",,,W","6.18",",,,W","","","","","","","",""
"USW00000263","2019-12","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","1.2",",W","1324.6","W","0.6",",W","3",",W","1",",W","0",",W","0",",W","12",",W","0",",W","9",",W","0",",W","20191219",",,W","","","20191220",",,W","20191214",",,W","-6.0",",W,19,","7.4",",,W,20,","26.1",",W,14,","504.6","W","243.5",",W","8.2",",,,W","10.50",",W","17.66",",,,W","3.33",",,,W","","","","","","","",""
"USW00000263","2020-01","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","1.4",",W","1.7","W","1.7",",W","8",",W","5",",W","1",",W","0",",W","5",",W","0",",W","8",",W","0",",W","20200112","+,,W","","","20200116",",,W","20200110",",,W","-1.0",",W,12,+","35.1",",,W,16,","23.9",",W,10,","722.8","W","218.2",",W","87.1",",,,W","11.35",",W","17.06",",,,W","5.63",",,,W","","","","","","","",""
"USW00000263","2020-02","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","1.8",",W","3.4","W","1.7",",W","8",",W","2",",W","0",",W","0",",W","7",",W","0",",W","9",",W","0",",W","20200227",",,W","","","20200212",",,W","20200217","+,,W","-4.9",",W,27,","18.5",",,W,12,","23.9",",W,17,+","955.4","W","232.6",",W","27.2",",,,W","10.37",",W","16.36",",,,W","4.38",",,,W","330","2,W","","","9.4","2,W","",""
"USW00000263","2020-03","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.8",",W","44.7","W","41.3",",W","11",",W","4",",W","0",",W","0",",W","0",",W","0",",W","22",",W","0",",W","20200307",",,W","","","20200321",",,W","20200324",",,W","3.9",",W,07,","14.7",",,W,21,","30.0",",W,24,","1011.6","W","56.2",",W","43.6",",,,W","17.85",",W","22.60",",,,W","13.11",",,,W","170",",W","","","7.6",",W","",""
"USW00000263","2020-04","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.7",",W","91.8","W","47.1",",W","9",",W","3",",W","0",",W","0",",W","0",",W","0",",W","23",",W","1",",W","20200415",",,W","","","20200404",",,W","20200424",",,W","2.8",",W,15,","15.5",",,W,04,","33.9",",W,24,","1067.3","W","55.7",",W","37.4",",,,W","18.05",",W","24.53",",,,W","11.57",",,,W","270",",W","","","9.4",",W","",""
"USW00000263","2020-05","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","3.0",",W","229.8","W","138.0",",W","13",",W","5",",W","2",",W","0",",W","0",",W","0",",W","31",",W","7",",W","20200510",",,W","","","20200512",",,W","20200519","+,,W","7.8",",W,10,","61.0",",,W,12,","32.8",",W,19,+","1068.7","W","1.4",",W","122.5",",,,W","22.74",",W","29.21",",,,W","16.27",",,,W","20",",W","","","8.9",",W","",""
"USW00000263","2020-06","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.7",",W","430.3","W","200.5",",W","9",",W","4",",W","0",",W","0",",W","0",",W","0",",W","30",",W","11",",W","20200612","+,,W","","","20200623",",,W","20200609",",,W","12.2",",W,12,+","13.7",",,W,23,","35.0",",W,09,","1068.7","W","0.0",",W","30.6",",,,W","25.02",",W","30.79",",,,W","19.24",",,,W","170",",W","","","7.2",",W","",""
"USW00000263","2020-07","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","3.0",",W","735.9","W","305.6",",W","4",",W","2",",W","0",",W","0",",W","0",",W","0",",W","31",",W","30",",W","20200704",",,W","","","20200731",",,W","20200713",",,W","18.9",",W,04,","18.5",",,W,31,","37.8",",W,13,","0.0","W","0.0",",W","24.9",",,,W","28.19",",W","34.28",",,,W","22.10",",,,W","190",",W","190","3,W","9.8",",W","13.4","3,W"
"USW00000263","2020-08","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.5",",W","1026.2","W","290.3",",W","4",",W","2",",W","0",",W","0",",W","0",",W","0",",W","31",",W","30",",W","20200823","+,,W","","","20200822",",,W","20200828","+,,W","17.2",",W,23,+","15.2",",,W,22,","37.2",",W,28,+","0.0","W","0.0",",W","20.8",",,,W","27.70",",W","34.43",",,,W","20.97",",,,W","360",",W","","","8.9",",W","",""
"USW00000263","2020-09","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.7",",W","1167.6","W","141.4",",W","7",",W","6",",W","1",",W","0",",W","0",",W","0",",W","29",",W","2",",W","20200930",",,W","","","20200909",",,W","20200903","+,,W","6.1",",W,30,","56.1",",,W,09,","32.8",",W,03,+","6.4","W","6.4",",W","108.7",",,,W","22.83",",W","28.09",",,,W","17.57",",,,W","10",",W","","","9.8",",W","",""
"USW00000263","2020-10","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.6",",W","1246.4","W","78.8",",W","1",",W","0",",W","0",",W","0",",W","1",",W","0",",W","26",",W","2",",W","20201031",",,W","","","20201026",",,W","20201010",",,W","0.0",",W,31,","0.3",",,W,26,","33.9",",W,10,","62.0","W","55.6",",W","0.3",",,,W","19.08",",W","26.25",",,,W","11.91",",,,W","330",",W","","","9.8",",W","",""
"USW00000263","2020-11","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.2",",W","1257.8","W","11.4",",W","4",",W","2",",W","1",",W","0",",W","1",",W","0",",W","26",",W","0",",W","20201130",",,W","","","20201128",",,W","20201114",",,W","-2.7",",W,30,","25.7",",,W,28,","27.2",",W,14,","164.5","W","102.5",",W","30.4",",,,W","15.30",",W","22.28",",,,W","8.31",",,,W","10",",W","","","8.9",",W","",""
"USW00000263","2020-12","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.6",",W","1258.1","W","0.3","2,W","","","","","","","0","1,W","14","1,W","0","1,W","10","1,W","0","1,W","20201217",",1,W","","","","","20201223","+,1,W","-4.9","1,W,17,","","","23.9","1,W,23,+","406.5","W","242.0","1,W","","","9.98","2,W","17.94","1,,,W","2.02","1,,,W","360",",W","","","11.2",",W","",""
"USW00000263","2021-01","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.4",",W","0.0","W","0.0",",W","6",",W","3",",W","0",",W","0",",W","15",",W","0",",W","5",",W","0",",W","20210112",",,W","","","20210110",",,W","20210122",",,W","-4.9",",W,12,","13.0",",,W,10,","25.0",",W,22,","682.7","W","276.2",",W","22.7",",,,W","9.42",",W","16.20",",,,W","2.65",",,,W","360",",W","","","8.9",",W","",""
"USW00000263","2021-02","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","3.1",",W","2.5","W","2.5","1,W","9",",W","1",",W","0",",W","0","1,W","12","1,W","6",",W","10",",W","0",",W","20210216","+,1,W","","","20210211",",,W","20210204",",,W","-13.8","1,W,16,+","4.6",",,W,11,","27.8",",W,04,","984.8","W","302.1",",W","10.8",",,,W","7.36","1,W","13.29",",,,W","1.43","1,,,W","210",",W","","","8.9",",W","",""
"USW00000263","2021-03","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","3.6",",W","18.6","W","16.1","1,W","7",",W","3",",W","0",",W","0",",W","1",",W","0","1,W","22","1,W","0","1,W","20210303",",,W","","","20210323",",,W","20210327",",1,W","0.0",",W,03,","10.2",",,W,23,","27.8","1,W,27,","1087.2","W","102.4","1,W","27.2",",,,W","15.43","1,W","22.16","1,,,W","8.70",",,,W","10",",W","30","1,W","10.3",",W","15.7","1,W"
"USW00000263","2021-04","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","3.4",",W","65.3","W","46.7",",W","10",",W","5",",W","0",",W","0",",W","0",",W","0",",W","21",",W","1",",W","20210411",",,W","","","20210429",",,W","20210409",",,W","5.0",",W,11,","23.9",",,W,29,","35.0",",W,09,","1137.8","W","50.6",",W","60.0",",,,W","18.20",",W","24.37",",,,W","12.04",",,,W","10",",W","160","4,W","9.4",",W","14.3","4,W"
"USW00000263","2021-05","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","3.2",",W","171.6","W","106.3",",W","16",",W","9",",W","4",",W","0",",W","0",",W","0",",W","30",",W","1",",W","20210506",",,W","","","20210518",",,W","20210503",",,W","10.0",",W,06,","55.1",",,W,18,","32.2",",W,03,","1141.7","W","3.9",",W","257.5",",,,W","21.64",",W","26.54",",,,W","16.74",",,,W","20",",W","360","2,W","8.1",",W","14.8","2,W"
"USW00000263","2021-06","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.7",",W","399.2","W","227.6",",W","7",",W","3",",W","0",",W","0",",W","0",",W","0",",W","30",",W","15",",W","20210619","+,,W","","","20210629",",,W","20210614","+,,W","17.2",",W,19,+","24.4",",,W,29,","37.2",",W,14,+","1141.7","W","0.0",",W","57.1",",,,W","25.92",",W","31.07",",,,W","20.77",",,,W","150",",W","","","8.1",",W","",""
"USW00000263","2021-07","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.4",",W","627.9","W","228.7",",W","15",",W","9",",W","1",",W","0",",W","0",",W","0",",W","31",",W","10",",W","20210722",",,W","","","20210706",",,W","20210731","+,,W","17.8",",W,22,","85.9",",,W,06,","32.8",",W,31,+","0.0","W","0.0",",W","158.4",",,,W","25.71",",W","30.21",",,,W","21.21",",,,W","190",",W","","","7.2",",W","",""
"USW00000263","2021-08","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.4",",W","878.3","W","250.4",",W","8",",W","7",",W","2",",W","0",",W","0",",W","0",",W","31",",W","17",",W","20210816",",,W","","","20210801",",,W","20210831","+,,W","17.8",",W,16,","82.0",",,W,01,","32.8",",W,31,+","0.0","W","0.0",",W","149.4",",,,W","26.41",",W","31.41",",,,W","21.42",",,,W","130",",W","","","7.2",",W","",""
"USW00000263","2021-09","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","1.7",",W","1052.8","W","174.5",",W","3",",W","2",",W","1",",W","0",",W","0",",W","0",",W","30",",W","14",",W","20210923",",,W","","","20210928",",,W","20210905",",,W","7.2",",W,23,","45.7",",,W,28,","35.0",",W,05,","0.8","W","0.8",",W","50.0",",,,W","24.12",",W","30.95",",,,W","17.30",",,,W","20",",W","","","6.7",",W","",""
"USW00000263","2021-10","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.3",",W","1141.5","W","88.7",",W","9",",W","7",",W","2",",W","0",",W","0",",W","0",",W","31",",W","0",",W","20211030",",,W","","","20211013",",,W","20211025","+,,W","3.9",",W,30,","74.7",",,W,13,","30.0",",W,25,+","24.7","W","23.9",",W","159.9",",,,W","20.42",",W","26.56",",,,W","14.28",",,,W","330",",W","","","8.9",",W","",""
"USW00000263","2021-11","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.3",",W","1148.2","W","6.7",",W","3",",W","2",",W","0",",W","0",",W","1",",W","0",",W","15",",W","0",",W","20211123",",,W","","","20211103",",,W","20211117","+,,W","0.0",",W,23,","15.0",",,W,03,","25.0",",W,17,+","166.6","W","141.9",",W","27.0",",,,W","13.83",",W","20.15",",,,W","7.50",",,,W","10",",W","","","9.8",",W","",""
"USW00000263","2021-12","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.3",",W","1163.0","W","14.8",",W","2",",W","1",",W","0",",W","0",",W","2",",W","0",",W","18",",W","0",",W","20211212",",,W","","","20211218",",,W","20211229",",,W","-2.1",",W,12,","16.3",",,W,18,","27.2",",W,29,","274.8","W","108.2",",W","18.6",",,,W","15.32",",W","21.04",",,,W","9.59",",,,W","10",",W","","","10.7",",W","",""
"USW00000263","2022-01","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.3",",W","0.0","W","0.0","2,W","4",",W","2",",W","0",",W","0","1,W","15","1,W","0","1,W","6","1,W","0","1,W","20220122","+,1,W","","","20220131",",,W","20220101",",1,W","-6.0","1,W,22,+","17.5",",,W,31,","26.1","1,W,01,","573.0","W","298.2","1,W","22.9",",,,W","8.13","2,W","15.04","1,,,W","1.22","1,,,W","360",",W","","","12.5",",W","",""
"USW00000263","2022-02","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.8",",W","3.6","W","3.6",",W","3",",W","1",",W","0",",W","0",",W","18",",W","0",",W","7",",W","0",",W","20220204",",,W","","","20220203",",,W","20220222","+,,W","-7.1",",W,04,","5.3",",,W,03,","27.2",",W,22,+","868.4","W","295.4",",W","7.1",",,,W","7.91",",W","15.02",",,,W","0.80",",,,W","10",",W","","","10.7",",W","",""
"USW00000263","2022-03","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","3.3",",W","18.6","W","15.0",",W","5",",W","2",",W","0",",W","0",",W","5",",W","0",",W","20",",W","0",",W","20220312",",,W","","","20220307",",,W","20220326",",,W","-3.8",",W,12,","6.1",",,W,07,","30.0",",W,26,","1014.8","W","146.4",",W","12.2",",,,W","14.09",",W","22.15",",,,W","6.03",",,,W","360",",W","360","3,W","12.5",",W","17.0","3,W"
"USW00000263","2022-04","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","3.7",",W","104.5","W","85.9",",W","6",",W","2",",W","0",",W","0",",W","0",",W","0",",W","29",",W","3",",W","20220408",",,W","","","20220425",",,W","20220405",",,W","2.2",",W,08,","20.6",",,W,25,","32.8",",W,05,","1039.0","W","24.2",",W","27.5",",,,W","20.39",",W","26.57",",,,W","14.21",",,,W","360",",W","160","2,W","10.3",",W","14.8","2,W"
"USW00000263","2022-05","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","3.9",",W","322.6","W","218.1",",W","6",",W","2",",W","1",",W","0",",W","0",",W","0",",W","31",",W","21",",W","20220526",",,W","","","20220524",",,W","20220521","+,,W","11.1",",W,26,","32.5",",,W,24,","35.0",",W,21,+","1039.0","W","0.0",",W","51.3",",,,W","25.37",",W","31.47",",,,W","19.26",",,,W","190",",W","110","1,W","8.9",",W","14.8","1,W"
"USW00000263","2022-06","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","3.2",",W","607.5","W","284.9",",W","2",",W","1",",W","1",",W","0",",W","0",",W","0",",W","30",",W","27",",W","20220629",",,W","","","20220628",",,W","20220612","+,,W","17.8",",W,29,","43.7",",,W,28,","37.2",",W,12,+","1039.0","W","0.0",",W","45.5",",,,W","27.83",",W","34.63",",,,W","21.03",",,,W","170",",W","40",",W","9.4",",W","14.8",",W"
"USW00000263","2022-07","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.9",",W","918.0","W","310.5","1,W","1",",W","1",",W","1",",W","0",",W","0",",W","0","1,W","30","1,W","30","1,W","20220726","+,,W","","","20220714",",,W","20220711","+,1,W","20.0",",W,26,+","47.5",",,W,14,","37.8","1,W,11,+","0.0","W","0.0","1,W","47.5",",,,W","28.69","1,W","35.33","1,,,W","22.05",",,,W","170",",W","60","1,W","7.2",",W","14.8","1,W"
"USW00000263","2022-08","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.2",",W","1201.2","W","283.2",",W","11",",W","5",",W","0",",W","0",",W","0",",W","0",",W","31",",W","24",",W","20220812",",,W","","","20220824",",,W","20220812","+,,W","20.0",",W,12,","19.8",",,W,24,","36.1",",W,12,+","0.0","W","0.0",",W","44.7",",,,W","27.47",",W","33.05",",,,W","21.89",",,,W","360",",W","60","3,W","9.4",",W","13.0","3,W"
"USW00000263","2022-09","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","1.5",",W","1396.9","W","195.7",",W","2",",W","2",",W","0",",W","0",",W","0",",W","0",",W","30",",W","15",",W","20220928","+,,W","","","20220924",",,W","20220922",",,W","10.0",",W,28,+","12.7",",,W,24,","33.9",",W,22,","0.0","W","0.0",",W","18.3",",,,W","24.86",",W","31.51",",,,W","18.20",",,,W","360",",W","","","6.7",",W","",""
"USW00000263","2022-10","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.2",",W","1462.8","W","65.9",",W","3",",W","2",",W","1",",W","0",",W","0",",W","0",",W","27",",W","1",",W","20221026","+,,W","","","20221028",",,W","20221012",",,W","2.8",",W,26,+","30.5",",,W,28,","32.2",",W,12,","39.7","W","39.7",",W","46.8",",,,W","19.18",",W","26.33",",,,W","12.03",",,,W","330",",W","","","11.2",",W","",""
"USW00000263","2022-11","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.5",",W","1487.5","W","24.7",",W","12",",W","8",",W","0",",W","0",",W","1",",W","0",",W","14",",W","0",",W","20221113",",,W","","","20221125",",,W","20221104",",,W","0.0",",W,13,","10.7",",,W,25,","28.9",",W,04,","219.2","W","179.5",",W","46.9",",,,W","13.18",",W","18.08",",,,W","8.27",",,,W","360",",W","","","9.8",",W","",""
"USW00000263","2022-12","29.724","-98.695","422.1","BOERNE STAGE FIELD AIRPORT, TX US","2.1",",W","1495.3","W","7.8",",W","8","1,W","2","1,W","0","1,W","0",",W","10",",W","1",",W","8",",W","0",",W","20221223",",,W","","","20221219",",1,W","20221208","+,,W","-11.0",",W,23,","16.0","1,,W,19,","23.9",",W,08,+","469.9","W","250.7",",W","23.8","1,,,W","10.50",",W","15.81",",,,W","5.18",",,,W","10",",W","","","10.3",",W","",""
