"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1SCSP0110","2021-03","35.0053","-81.93657","230.1","SPARTANBURG 4.2 N, SC US","132.3","1,a,,N"
"US1SCSP0110","2021-10","35.0053","-81.93657","230.1","SPARTANBURG 4.2 N, SC US","129.7","5,a,,N"
"US1SCSP0110","2022-09","35.0053","-81.93657","230.1","SPARTANBURG 4.2 N, SC US","68.6","2,a,,N"
"US1SCSP0110","2022-10","35.0053","-81.93657","230.1","SPARTANBURG 4.2 N, SC US","76.7","2,a,,N"
"US1SCSP0110","2022-11","35.0053","-81.93657","230.1","SPARTANBURG 4.2 N, SC US","168.4","3,a,,N"
"US1SCSP0110","2023-01","35.0053","-81.93657","230.1","SPARTANBURG 4.2 N, SC US","173.0","2,a,,N"
"US1SCSP0110","2023-02","35.0053","-81.93657","230.1","SPARTANBURG 4.2 N, SC US","74.4","2,a,,N"
"US1SCSP0110","2023-03","35.0053","-81.93657","230.1","SPARTANBURG 4.2 N, SC US","84.2","1,a,,N"
"US1SCSP0110","2023-07","35.0053","-81.93657","230.1","SPARTANBURG 4.2 N, SC US","132.6","3,a,,N"
"US1SCSP0110","2023-10","35.0053","-81.93657","230.1","SPARTANBURG 4.2 N, SC US","4.3","4,a,,N"
"US1SCSP0110","2023-11","35.0053","-81.93657","230.1","SPARTANBURG 4.2 N, SC US","7.7","4,a,,N"
