"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00510840","1906-02","20.1","-155.46667","140.5","HAINA 214, HI US","161.7","6","74.9",",6","7",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","28",",6","0",",6","19060207","+,,6","","","","","19060206",",,6","19060226",",,6","13.3",",6,07,+","","","","","12.2",",,6,06,","28.3",",6,26,","0.3","6","0.0",",6","21.3",",,,6","","","21.01",",6","26.07",",,,6","15.95",",,,6","",""
"USC00510840","1906-05","20.1","-155.46667","140.5","HAINA 214, HI US","","","120.4","1,6","18",",6","10",",6","0",",6","","","","","0","1,6","0","1,6","0",",6","31",",6","0",",6","19060503",",1,6","","","","","19060525",",,6","19060503",",,6","16.1","1,6,03,","","","","","9.1",",,6,25,","27.8",",6,03,","","","0.0",",6","71.8",",,,6","","","22.36","1,6","26.56",",,,6","18.15","1,,,6","",""
"USC00510840","1906-06","20.1","-155.46667","140.5","HAINA 214, HI US","","","152.6",",6","8",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","19060606","+,,6","","","","","19060616",",,6","19060604",",,6","17.2",",6,06,+","","","","","10.9",",,6,16,","30.0",",6,04,","","","0.0",",6","30.8",",,,6","","","23.42",",6","28.05",",,,6","18.79",",,,6","",""
"USC00510840","1906-07","20.1","-155.46667","140.5","HAINA 214, HI US","","","155.4","1,6","15",",6","13",",6","2",",6","","","","","0","1,6","0","1,6","0",",6","31",",6","0",",6","19060722",",1,6","","","","","19060714",",,6","19060718","+,,6","15.6","1,6,22,","","","","","30.7",",,6,14,","29.4",",6,18,+","0.0","6","0.0",",6","180.0",",,,6","","","23.50","1,6","28.51",",,,6","18.49","1,,,6","",""
"USC00510840","1906-08","20.1","-155.46667","140.5","HAINA 214, HI US","","","171.5",",6","26",",6","16",",6","3",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","19060807","+,,6","","","","","19060807",",,6","19060822","+,,6","18.3",",6,07,+","","","","","41.1",",,6,07,","28.9",",6,22,+","0.0","6","0.0",",6","215.1",",,,6","","","23.86",",6","28.44",",,,6","19.29",",,,6","",""
"USC00510840","1906-09","20.1","-155.46667","140.5","HAINA 214, HI US","","","167.3",",6","9",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","19060925","+,,6","","","","","19060912",",,6","19060926","+,,6","18.3",",6,25,+","","","","","15.7",",,6,12,","29.4",",6,26,+","0.0","6","0.0",",6","38.7",",,,6","","","23.91",",6","28.98",",,,6","18.83",",,,6","",""
"USC00510840","1906-10","20.1","-155.46667","140.5","HAINA 214, HI US","","","173.8",",6","8",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","19061021",",,6","","","","","19061001",",,6","19061031","+,,6","17.8",",6,21,","","","","","7.4",",,6,01,","29.4",",6,31,+","0.0","6","0.0",",6","26.4",",,,6","","","23.94",",6","29.03",",,,6","18.85",",,,6","",""
"USC00510840","1906-11","20.1","-155.46667","140.5","HAINA 214, HI US","","","136.7",",6","13",",6","10",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","19061129","+,,6","","","","","19061127",",,6","19061113",",,6","15.6",",6,29,+","","","","","22.1",",,6,27,","31.7",",6,13,","0.0","6","0.0",",6","89.0",",,,6","","","22.89",",6","28.19",",,,6","17.59",",,,6","",""
"USC00510840","1906-12","20.1","-155.46667","140.5","HAINA 214, HI US","","","66.6",",6","15",",6","12",",6","8",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","19061226",",,6","","","","","19061222",",,6","19061201",",,6","14.4",",6,26,","","","","","98.3",",,6,22,","29.4",",6,01,","1.1","6","1.1",",6","463.4",",,,6","","","20.45",",6","24.39",",,,6","16.50",",,,6","",""
"USC00510840","1907-01","20.1","-155.46667","140.5","HAINA 214, HI US","86.8","","86.8",",6","11",",6","9",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","19070115","+,,6","","","","","19070125",",,6","19070112","+,,6","13.9",",6,15,+","","","","","14.5",",,6,25,","28.3",",6,12,+","1.1","","0.0",",6","73.5",",,,6","","","21.13",",6","25.79",",,,6","16.48",",,,6","",""
"USC00510840","1907-02","20.1","-155.46667","140.5","HAINA 214, HI US","132.5","","45.7",",6","9",",6","9",",6","4",",6","","","","","0",",6","0",",6","0",",6","28",",6","0",",6","19070226","+,,6","","","","","19070208",",,6","19070201",",,6","13.3",",6,26,+","","","","","58.7",",,6,08,","27.2",",6,01,","1.1","","0.0",",6","221.3",",,,6","","","19.96",",6","24.55",",,,6","15.38",",,,6","",""
"USC00510840","1907-03","20.1","-155.46667","140.5","HAINA 214, HI US","178.0","","45.5",",6","16",",6","16",",6","2",",6","","","","","0",",6","0",",6","0",",6","29",",6","0",",6","19070307",",,6","","","","","19070309",",,6","19070330",",,6","13.3",",6,07,","","","","","66.0",",,6,09,","25.6",",6,30,","3.0","","1.9",",6","232.9",",,,6","","","19.74",",6","23.16",",,,6","16.32",",,,6","",""
"USC00510840","1907-04","20.1","-155.46667","140.5","HAINA 214, HI US","248.8","","70.8",",6","13",",6","13",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","19070408",",,6","","","","","19070407",",,6","19070430","+,,6","12.8",",6,08,","","","","","40.4",",,6,07,","27.2",",6,30,+","3.3","","0.3",",6","137.0",",,,6","","","20.68",",6","25.37",",,,6","15.99",",,,6","",""
"USC00510840","1907-05","20.1","-155.46667","140.5","HAINA 214, HI US","409.3","","160.5",",6","6",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","19070506",",,6","","","","","19070504",",,6","19070527","+,,6","15.6",",6,06,","","","","","14.7",",,6,04,","30.6",",6,27,+","3.3","","0.0",",6","37.4",",,,6","","","23.51",",6","29.03",",,,6","17.99",",,,6","",""
"USC00510840","1907-06","20.1","-155.46667","140.5","HAINA 214, HI US","586.5","","177.2",",6","10",",6","8",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","19070602",",,6","","","","","19070623",",,6","19070609","+,,6","16.7",",6,02,","","","","","15.2",",,6,23,","29.4",",6,09,+","3.3","","0.0",",6","58.9",",,,6","","","24.24",",6","28.53",",,,6","19.95",",,,6","",""
"USC00510840","1907-07","20.1","-155.46667","140.5","HAINA 214, HI US","772.9","","186.4",",6","16",",6","13",",6","3",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","19070709",",,6","","","","","19070718",",,6","19070709","+,,6","17.2",",6,09,","","","","","58.4",",,6,18,","30.0",",6,09,+","0.0","","0.0",",6","201.2",",,,6","","","24.35",",6","28.84",",,,6","19.86",",,,6","",""
"USC00510840","1907-08","20.1","-155.46667","140.5","HAINA 214, HI US","","","","","19",",6","16",",6","6",",6","","","","","0","1,6","0","1,6","0","5,6","26","5,6","0","5,6","19070816","+,1,6","","","","","19070809",",,6","19070821","+,5,6","18.9","1,6,16,+","","","","","144.0",",,6,09,","28.3","5,6,21,+","","","","","453.3",",,,6","","","24.04","6,6","27.57","5,,,6","20.52","1,,,6","",""
"USC00510840","1907-09","20.1","-155.46667","140.5","HAINA 214, HI US","","","160.5",",6","15",",6","14",",6","2",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","19070920","+,,6","","","","","19070922",",,6","19070920","+,,6","17.8",",6,20,+","","","","","46.2",",,6,22,","29.4",",6,20,+","","","0.0",",6","183.3",",,,6","","","23.68",",6","27.94",",,,6","19.42",",,,6","",""
"USC00510840","1907-10","20.1","-155.46667","140.5","HAINA 214, HI US","","","123.0",",6","16",",6","11",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","19071017","+,,6","","","","","19071013",",,6","19071001",",,6","17.2",",6,17,+","","","","","84.3",",,6,13,","28.9",",6,01,","","","0.0",",6","207.0",",,,6","","","22.30",",6","26.14",",,,6","18.46",",,,6","",""
"USC00510840","1907-11","20.1","-155.46667","140.5","HAINA 214, HI US","","","105.2",",6","11",",6","9",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","19071116",",,6","","","","","19071106",",,6","19071121",",,6","16.7",",6,16,","","","","","50.8",",,6,06,","27.8",",6,21,","","","0.0",",6","123.5",",,,6","","","21.84",",6","25.50",",,,6","18.17",",,,6","",""
"USC00510840","1908-04","20.1","-155.46667","140.5","HAINA 214, HI US","","","93.2",",6","14",",6","6",",6","2",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","19080423",",,6","","","","","19080421",",,6","19080425",",,6","15.0",",6,23,","","","","","29.2",",,6,21,","31.1",",6,25,","","","0.0",",6","105.0",",,,6","","","21.44",",6","25.80",",,,6","17.08",",,,6","",""
"USC00510840","1908-05","20.1","-155.46667","140.5","HAINA 214, HI US","","","116.0",",6","11",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","19080507",",,6","","","","","19080506",",,6","19080524","+,,6","15.6",",6,07,","","","","","15.2",",,6,06,","27.8",",6,24,+","","","0.0",",6","52.1",",,,6","","","22.08",",6","26.46",",,,6","17.69",",,,6","",""
"USC00510840","1908-06","20.1","-155.46667","140.5","HAINA 214, HI US","","","126.3",",6","","","","","","","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","19080617","+,,6","","","","","","","19080629","+,,6","17.2",",6,17,+","","","","","","","27.2",",6,29,+","","","0.0",",6","","","","","22.54",",6","26.50",",,,6","18.58",",,,6","",""
"USC00510840","1908-07","20.1","-155.46667","140.5","HAINA 214, HI US","","","129.2",",6","19",",6","13",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","19080720",",,6","","","","","19080713",",,6","19080715",",,6","17.2",",6,20,","","","","","29.2",",,6,13,","27.2",",6,15,","0.0","6","0.0",",6","173.4",",,,6","","","22.50",",6","25.96",",,,6","19.04",",,,6","",""
"USC00510840","1908-08","20.1","-155.46667","140.5","HAINA 214, HI US","","","145.0","1,6","26","5,6","15","5,6","1","5,6","","","","","0",",6","0",",6","0","1,6","30","1,6","0","1,6","19080827","+,,6","","","","","19080816",",5,6","19080828",",1,6","18.3",",6,27,+","","","","","35.3","5,,6,16,","28.3","1,6,28,","0.0","6","0.0","1,6","185.3","5,,,6","","","23.19","1,6","26.43","1,,,6","19.94",",,,6","",""
"USC00510840","1908-09","20.1","-155.46667","140.5","HAINA 214, HI US","","","143.9","1,6","16",",6","8",",6","3",",6","","","","","0",",6","0",",6","0","1,6","29","1,6","0","1,6","19080901",",,6","","","","","19080918",",,6","19080929",",1,6","17.2",",6,01,","","","","","54.4",",,6,18,","31.1","1,6,29,","0.0","6","0.0","1,6","193.2",",,,6","","","23.28","1,6","27.15","1,,,6","19.40",",,,6","",""
"USC00510840","1908-10","20.1","-155.46667","140.5","HAINA 214, HI US","","","133.6",",6","","","","","","","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","19081025",",,6","","","","","","","19081012","+,,6","16.7",",6,25,","","","","","","","28.3",",6,12,+","0.0","6","0.0",",6","","","","","22.64",",6","26.47",",,,6","18.81",",,,6","",""
"USC00510840","1908-11","20.1","-155.46667","140.5","HAINA 214, HI US","","","101.6",",6","16",",6","15",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","19081116","+,,6","","","","","19081130",",,6","19081110",",,6","15.0",",6,16,+","","","","","92.2",",,6,30,","30.6",",6,10,","0.0","6","0.0",",6","250.6",",,,6","","","21.72",",6","26.30",",,,6","17.14",",,,6","",""
"USC00510840","1908-12","20.1","-155.46667","140.5","HAINA 214, HI US","","","73.1",",6","24",",6","16",",6","4",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","19081227",",,6","","","","","19081208",",,6","19081205","+,,6","11.7",",6,27,","","","","","57.7",",,6,08,","26.1",",6,05,+","1.1","6","1.1",",6","308.0",",,,6","","","20.65",",6","24.22",",,,6","17.09",",,,6","",""
"USC00510840","1909-01","20.1","-155.46667","140.5","HAINA 214, HI US","71.1","6","71.1",",6","19",",6","10",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","19090108","+,,6","","","","","19090131",",,6","19090109",",,6","13.9",",6,08,+","","","","","26.7",",,6,31,","27.8",",6,09,","2.2","6","1.1",",6","140.9",",,,6","","","20.59",",6","24.86",",,,6","16.32",",,,6","",""
"USC00510840","1909-02","20.1","-155.46667","140.5","HAINA 214, HI US","117.0","6","45.9",",6","14",",6","11",",6","2",",6","","","","","0",",6","0",",6","0",",6","28",",6","0",",6","19090214",",,6","","","","","19090213",",,6","19090212",",,6","11.7",",6,14,","","","","","35.3",",,6,13,","27.8",",6,12,","2.2","6","0.0",",6","181.5",",,,6","","","19.97",",6","24.29",",,,6","15.66",",,,6","",""
"USC00510840","1909-03","20.1","-155.46667","140.5","HAINA 214, HI US","171.5","6","54.5","1,6","","","","","","","","","","","0","1,6","0","1,6","0",",6","30",",6","0",",6","19090330",",1,6","","","","","","","19090307",",,6","11.1","1,6,30,","","","","","","","26.7",",6,07,","2.2","6","0.0",",6","","","","","20.18","1,6","24.08",",,,6","16.27","1,,,6","",""
"USC00510840","1909-04","20.1","-155.46667","140.5","HAINA 214, HI US","259.1","6","87.6",",6","7",",6","5",",6","5",",6","","","","","0",",6","0",",6","0",",6","29",",6","0",",6","19090401",",,6","","","","","19090403",",,6","19090427",",,6","13.9",",6,01,","","","","","93.2",",,6,03,","28.3",",6,27,","2.2","6","0.0",",6","301.7",",,,6","","","21.25",",6","25.78",",,,6","16.72",",,,6","",""
"USC00510840","1909-05","20.1","-155.46667","140.5","HAINA 214, HI US","379.5","6","120.4",",6","17",",6","6",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","19090524","+,,6","","","","","19090514",",,6","19090531","+,,6","16.1",",6,24,+","","","","","25.4",",,6,14,","28.9",",6,31,+","2.2","6","0.0",",6","78.9",",,,6","","","22.22",",6","26.59",",,,6","17.84",",,,6","",""
"USC00510840","1909-06","20.1","-155.46667","140.5","HAINA 214, HI US","526.1","6","146.6",",6","7",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","19090602",",,6","","","","","19090615",",,6","19090628","+,,6","16.1",",6,02,","","","","","18.3",",,6,15,","28.9",",6,28,+","2.2","6","0.0",",6","48.3",",,,6","","","23.22",",6","27.65",",,,6","18.79",",,,6","",""
"USC00510840","1909-07","20.1","-155.46667","140.5","HAINA 214, HI US","683.8","6","157.7",",6","21",",6","11",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","19090725","+,,6","","","","","19090727",",,6","19090714","+,,6","17.2",",6,25,+","","","","","35.8",",,6,27,","28.9",",6,14,+","0.0","6","0.0",",6","120.9",",,,6","","","23.42",",6","27.41",",,,6","19.44",",,,6","",""
"USC00510840","1909-08","20.1","-155.46667","140.5","HAINA 214, HI US","844.0","6","160.2",",6","10",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","19090801",",,6","","","","","19090828",",,6","19090816",",,6","17.2",",6,01,","","","","","7.9",",,6,28,","30.0",",6,16,","0.0","6","0.0",",6","25.9",",,,6","","","23.50",",6","28.18",",,,6","18.82",",,,6","",""
"USC00510840","1909-09","20.1","-155.46667","140.5","HAINA 214, HI US","1011.5","6","167.5",",6","11",",6","7",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","19090922","+,,6","","","","","19090914",",,6","19090905","+,,6","17.2",",6,22,+","","","","","15.5",",,6,14,","30.6",",6,05,+","0.0","6","0.0",",6","54.3",",,,6","","","23.92",",6","28.92",",,,6","18.91",",,,6","",""
"USC00510840","1909-10","20.1","-155.46667","140.5","HAINA 214, HI US","1167.5","6","156.0",",6","11",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","19091026","+,,6","","","","","19091023",",,6","19091009","+,,6","16.7",",6,26,+","","","","","19.6",",,6,23,","29.4",",6,09,+","0.0","6","0.0",",6","56.9",",,,6","","","23.37",",6","27.85",",,,6","18.89",",,,6","",""
"USC00510840","1909-11","20.1","-155.46667","140.5","HAINA 214, HI US","1296.8","6","129.3",",6","7",",6","6",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","19091118",",,6","","","","","19091114",",,6","19091111",",,6","15.6",",6,18,","","","","","36.3",",,6,14,","30.6",",6,11,","0.0","6","0.0",",6","65.2",",,,6","","","22.64",",6","27.42",",,,6","17.87",",,,6","",""
"USC00510840","1909-12","20.1","-155.46667","140.5","HAINA 214, HI US","1392.7","6","95.9",",6","14",",6","12",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","19091230",",,6","","","","","19091226",",,6","19091207","+,,6","14.4",",6,30,","","","","","46.2",",,6,26,","29.4",",6,07,+","0.0","6","0.0",",6","168.2",",,,6","","","21.43",",6","26.25",",,,6","16.60",",,,6","",""
"USC00510840","1910-01","20.1","-155.46667","140.5","HAINA 214, HI US","62.4","6","62.4",",6","","","","","","","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","19100131","+,,6","","","","","","","19100101",",,6","15.0",",6,31,+","","","","","","","27.2",",6,01,","0.3","6","0.3",",6","","","","","20.34",",6","24.14",",,,6","16.54",",,,6","",""
"USC00510840","1910-02","20.1","-155.46667","140.5","HAINA 214, HI US","132.3","6","69.9",",6","14",",6","9",",6","2",",6","","","","","0",",6","0",",6","0",",6","27",",6","0",",6","19100217",",,6","","","","","19100221",",,6","19100225",",,6","13.9",",6,17,","","","","","58.4",",,6,21,","27.2",",6,25,","0.6","6","0.3",",6","174.8",",,,6","","","20.82",",6","25.04",",,,6","16.59",",,,6","",""
"USC00510840","1910-03","20.1","-155.46667","140.5","HAINA 214, HI US","240.7","6","108.4",",6","19",",6","10",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","19100311",",,6","","","","","19100331",",,6","19100302",",,6","15.6",",6,11,","","","","","31.8",",,6,31,","27.8",",6,02,","0.6","6","0.0",",6","145.7",",,,6","","","21.83",",6","25.89",",,,6","17.77",",,,6","",""
"USC00510840","1910-04","20.1","-155.46667","140.5","HAINA 214, HI US","354.6","6","113.9",",6","16",",6","10",",6","3",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","19100422","+,,6","","","","","19100401",",,6","19100430","+,,6","17.8",",6,22,+","","","","","46.2",",,6,01,","26.7",",6,30,+","0.6","6","0.0",",6","158.2",",,,6","","","22.13",",6","25.58",",,,6","18.68",",,,6","",""
"USC00510840","1910-05","20.1","-155.46667","140.5","HAINA 214, HI US","488.0","6","133.4",",6","20",",6","11",",6","3",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","19100516","+,,6","","","","","19100515",",,6","19100526",",,6","17.8",",6,16,+","","","","","72.4",",,6,15,","30.0",",6,26,","0.6","6","0.0",",6","199.5",",,,6","","","22.64",",6","26.47",",,,6","18.80",",,,6","",""
"USC00510840","1910-06","20.1","-155.46667","140.5","HAINA 214, HI US","","","","","20",",6","17",",6","1",",6","","","","","0",",6","0",",6","","","","","","","19100627","+,,6","","","","","19100601",",,6","","","16.7",",6,27,+","","","","","25.7",",,6,01,","","","","","","","155.5",",,,6","","","","","","","18.42",",,,6","",""
"USC00510840","1910-07","20.1","-155.46667","140.5","HAINA 214, HI US","","","121.4",",6","13",",6","12",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","19100719","+,,6","","","","","19100715",",,6","19100730",",,6","16.7",",6,19,+","","","","","30.5",",,6,15,","30.0",",6,30,","0.0","6","0.0",",6","110.3",",,,6","","","22.25",",6","26.78",",,,6","17.71",",,,6","",""
