"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00251065","1898-04","40.87948","-97.75071","522.7","BRADSHAW, NE US","3",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","18980404",",,6","","","","","","","36.6",",,6,04,","","","69.6",",,,6","","","",""
"USC00251065","1898-05","40.87948","-97.75071","522.7","BRADSHAW, NE US","6",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","18980504",",,6","","","","","","","29.2",",,6,04,","","","76.9",",,,6","","","",""
"USC00251065","1898-06","40.87948","-97.75071","522.7","BRADSHAW, NE US","","","","","","","","","0",",6","","","","","","","","","","","18980630","+,,6","","","","","","","","","0",",,6,30,+","","","","","","","0",",,,6","",""
"USC00251065","1898-07","40.87948","-97.75071","522.7","BRADSHAW, NE US","1",",6","1",",6","0",",6","","","0",",6","","","","","","","","","","","18980731","+,,6","","","18980702",",,6","","","","","0",",,6,31,+","5.1",",,6,02,","","","5.1",",,,6","0",",,,6","",""
"USC00251065","1898-08","40.87948","-97.75071","522.7","BRADSHAW, NE US","3",",6","3",",6","1",",6","","","0",",6","","","","","","","","","","","18980831","+,,6","","","18980806",",,6","","","","","0",",,6,31,+","27.9",",,6,06,","","","44.9",",,,6","0",",,,6","",""
"USC00251065","1898-09","40.87948","-97.75071","522.7","BRADSHAW, NE US","4",",6","4",",6","2",",6","","","","","","","","","","","","","","","","","","","18980910",",,6","","","","","","","35.6",",,6,10,","","","71.1",",,,6","","","",""
"USC00251065","1898-10","40.87948","-97.75071","522.7","BRADSHAW, NE US","3",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","18981010",",,6","","","","","","","30.5",",,6,10,","","","39.4",",,,6","","","",""
"USC00251065","1898-11","40.87948","-97.75071","522.7","BRADSHAW, NE US","3",",6","1",",6","0",",6","","","1",",6","","","","","","","","","","","18981121",",,6","","","18981121",",,6","","","","","38",",,6,21,","3.8",",,6,21,","","","6.4",",,,6","64",",,,6","",""
"USC00251065","1898-12","40.87948","-97.75071","522.7","BRADSHAW, NE US","3",",6","2",",6","0",",6","","","1",",6","","","","","","","","","","","18981203",",,6","","","18981220","+,,6","","","","","25",",,6,03,","2.5",",,6,20,+","","","6.3",",,,6","38",",,,6","",""
"USC00251065","1899-01","40.87948","-97.75071","522.7","BRADSHAW, NE US","1",",6","0",",6","0",",6","","","0",",6","","","","","","","","","","","18990129",",,6","","","18990129",",,6","","","","","13",",,6,29,","1.3",",,6,29,","","","1.3",",,,6","13",",,,6","",""
"USC00251065","1899-02","40.87948","-97.75071","522.7","BRADSHAW, NE US","4",",6","3",",6","0",",6","","","3",",6","","","","","","","","","","","18990225",",,6","","","18990225",",,6","","","","","152",",,6,25,","15.2",",,6,25,","","","26.6",",,,6","266",",,,6","",""
"USC00251065","1899-03","40.87948","-97.75071","522.7","BRADSHAW, NE US","2",",6","1",",6","0",",6","","","0",",6","","","","","","","","","","","18990330",",,6","","","18990314",",,6","","","","","13",",,6,30,","2.5",",,6,14,","","","3.8",",,,6","13",",,,6","",""
"USC00251065","1899-04","40.87948","-97.75071","522.7","BRADSHAW, NE US","","","","","","","","","0",",6","","","","","","","","","","","18990408",",,6","","","","","","","","","0",",T,6,08,","","","","","","","0",",T,,6","",""
"USC00251065","1899-05","40.87948","-97.75071","522.7","BRADSHAW, NE US","8",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","18990502",",,6","","","","","","","43.2",",,6,02,","","","131.8",",,,6","","","",""
"USC00251065","1899-06","40.87948","-97.75071","522.7","BRADSHAW, NE US","9",",6","9",",6","3",",6","","","0",",6","","","","","","","","","","","18990630","+,,6","","","18990612",",,6","","","","","0",",,6,30,+","69.9",",,6,12,","","","215.2",",,,6","0",",,,6","",""
"USC00251065","1899-07","40.87948","-97.75071","522.7","BRADSHAW, NE US","7",",6","6",",6","1",",6","","","0",",6","","","","","","","","","","","18990731","+,,6","","","18990702",",,6","","","","","0",",,6,31,+","27.9",",,6,02,","","","83.2",",,,6","0",",,,6","",""
"USC00251065","1899-08","40.87948","-97.75071","522.7","BRADSHAW, NE US","6",",6","5",",6","1",",6","","","0",",6","","","","","","","","","","","18990831","+,,6","","","18990813",",,6","","","","","0",",,6,31,+","34.3",",,6,13,","","","91.2",",,,6","0",",,,6","",""
