"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00022010","1967-01","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","2.5","0","2.5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","11",",0","0",",0","4","","3","","19670108",",,0","19670131","+,,0","19670131","+,,0","","","19670113",",,0","19670130",",,0","-3.9",",0,08,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,13,","28.9",",0,30,","","","548.8","0","235.6",",0","0.5",",,,0","","","","","","","0",",,,0","10.81",",0","18.23",",,,0","3.40",",,,0","","","330",",X","","","","","338",",X","","","10.3",",X","","","","","13.9",",X"
"USW00022010","1967-02","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","4.5","0","2.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","11",",0","0",",0","4","","2","","19670207",",,0","19670228","+,,0","19670206",",,0","1","","19670219",",,0","19670210",",,0","-4.4",",0,07,","0",",,0,28,+","15",",,0,06,","4.6",",,0,19,","26.7",",0,10,","","","718.5","0","169.7",",0","7.4",",,,0","","","","","","","15",",,,0","12.34",",0","19.16",",,,0","5.53",",,,0","","","20",",X","","","","","315",",X","","","12.5",",X","","","","","18.0",",X"
"USW00022010","1967-03","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","100.9","0","96.4",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","7",",0","8","","","","19670308",",,0","19670331","+,,0","19670331","+,,0","1","","19670324",",,0","19670328",",,0","2.8",",0,08,","0",",,0,31,+","0",",,0,31,+","10.9",",,0,24,","36.1",",0,28,","","","749.6","0","31.1",",0","14.8",",,,0","","","","","","","0",",,,0","20.44",",0","27.61",",,,0","13.28",",,,0","","","360",",X","","","","","360",",X","","","13.9",",X","","","","","20.0",",X"
"USW00022010","1967-04","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","285.1","0","184.2",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","5","","","","19670414",",,0","19670430","+,,0","19670430","+,,0","5","","19670417",",,0","19670430",",,0","11.7",",0,14,","0",",,0,30,+","0",",,0,30,+","24.1",",,0,17,","36.7",",0,30,","","","749.6","0","0.0",",0","28.2",",,,0","","","","","","","0",",,,0","24.47",",0","30.31",",,,0","18.63",",,,0","","","280",",X","","","","","270",",X","","","13.0",",X","","","","","18.0",",X"
"USW00022010","1967-05","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","527.1","0","242.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","2","","","","19670502",",,0","19670531","+,,0","19670531","+,,0","2","","19670504",",,0","19670511","+,,0","10.6",",0,02,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,04,","39.4",",0,11,+","","","749.6","0","0.0",",0","16.5",",,,0","","","","","","","0",",,,0","26.14",",0","33.34",",,,0","18.95",",,,0","","","40",",X","","","","","45",",X","","","11.2",",X","","","","","17.5",",X"
"USW00022010","1967-06","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","863.2","0","336.1",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","29",",0","","","","","19670602",",,0","19670630","+,,0","19670630","+,,0","2","","19670601",",,0","19670628","+,,0","18.3",",0,02,","0",",,0,30,+","0",",,0,30,+","4.8",",,0,01,","38.3",",0,28,+","","","749.6","0","0.0",",0","9.1",",,,0","","","","","","","0",",,,0","29.54",",0","35.84",",,,0","23.24",",,,0","","","90",",X","","","","","135",",X","","","12.5",",X","","","","","20.0",",X"
"USW00022010","1967-07","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","1239.2","0","376.0",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","19670720","+,,0","19670731","+,,0","19670731","+,,0","3","","19670719",",,0","19670731",",,0","21.7",",0,20,+","0",",,0,31,+","0",",,0,31,+","1.3",",,0,19,","39.4",",0,31,","","","0.0","0","0.0",",0","3.1",",,,0","","","","","","","0",",,,0","30.46",",0","37.08",",,,0","23.85",",,,0","","","130",",X","","","","","135",",X","","","9.8",",X","","","","","14.4",",X"
"USW00022010","1967-08","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","1554.1","0","314.9",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","","","19670825",",,0","19670831","+,,0","19670831","+,,0","3","","19670825",",,0","19670810","+,,0","18.9",",0,25,","0",",,0,31,+","0",",,0,31,+","10.4",",,0,25,","38.9",",0,10,+","","","0.0","0","0.0",",0","25.5",",,,0","","","","","","","0",",,,0","28.49",",0","34.78",",,,0","22.21",",,,0","","","60",",X","","","","","","","","","14.3",",X","","","","","",""
"USW00022010","1967-09","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","1741.4","0","187.3",",0","10",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","4","","","","19670929","+,,0","19670930","+,,0","19670930","+,,0","3","","19670902",",,0","19670913","+,,0","10.6",",0,29,+","0",",,0,30,+","0",",,0,30,+","83.3",",,0,02,","33.9",",0,13,+","","","0.5","0","0.5",",0","178.3",",,,0","","","","","","","0",",,,0","24.56",",0","30.12",",,,0","19.00",",,,0","","","360",",X","","","","","","","","","9.4",",X","","","","","",""
"USW00022010","1967-10","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","1818.1","0","76.7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","5","","","","19671031",",,0","19671031","+,,0","19671029",",,0","2","","19671029",",,0","19671009","+,,0","3.3",",0,31,","0",",,0,31,+","0",",T,0,29,","22.6",",,0,29,","30.0",",0,09,+","","","22.1","0","21.6",",0","35.4",",,,0","","","","","","","0",",T,,0","20.11",",0","26.63",",,,0","13.59",",,,0","","","330",",X","","","","","","","","","20.6",",X","","","","","",""
"USW00022010","1967-11","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","1839.5","0","21.4",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","16","","6","","19671104",",,0","19671130","+,,0","19671130","+,,0","","","19671108",",,0","19671126","+,,0","1.7",",0,04,","0",",,0,30,+","0",",,0,30,+","9.4",",,0,08,","30.6",",0,26,+","","","113.1","0","91.0",",0","16.8",",,,0","","","","","","","0",",,,0","16.01",",0","21.75",",,,0","10.27",",,,0","","","330",",X","","","","","","","","","13.9",",X","","","","","",""
"USW00022010","1967-12","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","1840.3","0","0.8",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","3",",0","0",",0","13","","5","","19671228",",,0","19671231","+,,0","19671215",",,0","1","","19671214",",,0","19671208","+,,0","-3.9",",0,28,","0",",,0,31,+","0",",T,0,15,","9.9",",,0,14,","23.9",",0,08,+","","","381.6","0","268.5",",0","19.5",",,,0","","","","","","","0",",T,,0","9.70",",0","15.29",",,,0","4.11",",,,0","","","320",",X","","","","","","","","","13.4",",X","","","","","",""
"USW00022010","1968-01","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","1.7","0","1.7",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","3",",0","0",",0","15","","4","","19680107",",,0","19680109",",,0","19680131","+,,0","1","","19680108",",,0","19680128",",,0","-3.3",",0,07,","0",",T,0,09,","0",",,0,31,+","6.6",",,0,08,","23.9",",0,28,","","","645.8","0","264.2",",0","16.9",",,,0","","","","","","","0",",,,0","9.87",",0","14.84",",,,0","4.89",",,,0","","","320",",X","","","","","","","","","11.2",",X","","","","","",""
"USW00022010","1968-02","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","1.7","0","0.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","6",",0","0",",0","11","","1","","19680223","+,,0","19680229","+,,0","19680229","+,,0","1","","19680217",",,0","19680225",",,0","-1.1",",0,23,+","0",",,0,29,+","0",",,0,29,+","15.0",",,0,17,","25.0",",0,25,","","","881.9","0","236.1",",0","38.9",",,,0","","","","","","","0",",,,0","10.19",",0","16.02",",,,0","4.36",",,,0","","","350",",X","","","","","","","","","13.0",",X","","","","","",""
"USW00022010","1968-03","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","19.7","0","18.0",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","18",",0","0",",0","12","","3","","19680322",",,0","19680331","+,,0","19680303",",,0","2","","19680310",",,0","19680310",",,0","-1.1",",0,22,","0",",,0,31,+","0",",T,0,03,","14.7",",,0,10,","28.3",",0,10,","","","1021.5","0","139.6",",0","29.1",",,,0","","","","","","","0",",T,,0","14.41",",0","20.37",",,,0","8.45",",,,0","","","320",",X","","","","","","","","","13.0",",X","","","","","",""
"USW00022010","1968-04","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","109.8","0","90.1",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","4",",0","11","","1","","19680405",",,0","19680430","+,,0","19680430","+,,0","4","","19680418",",,0","19680427","+,,0","6.1",",0,05,","0",",,0,30,+","0",",,0,30,+","51.1",",,0,18,","33.9",",0,27,+","","","1037.9","0","16.4",",0","64.4",",,,0","","","","","","","0",",,,0","20.79",",0","27.00",",,,0","14.58",",,,0","","","360",",X","","","","","","","","","13.0",",X","","","","","",""
"USW00022010","1968-05","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","322.0","0","212.2",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","8","","","","19680501",",,0","19680531","+,,0","19680531","+,,0","8","","19680511",",,0","19680530","+,,0","13.3",",0,01,","0",",,0,31,+","0",",,0,31,+","15.5",",,0,11,","36.7",",0,30,+","","","1037.9","0","0.0",",0","26.3",",,,0","","","","","","","0",",,,0","25.18",",0","30.59",",,,0","19.76",",,,0","","","150",",X","","","","","","","","","11.6",",X","","","","","",""
"USW00022010","1968-06","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","610.7","0","288.7",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","26",",0","1","","","","19680617","+,,0","19680630","+,,0","19680630","+,,0","6","","19680617",",,0","19680612",",,0","16.7",",0,17,+","0",",,0,30,+","0",",,0,30,+","34.3",",,0,17,","38.3",",0,12,","","","1037.9","0","0.0",",0","43.8",",,,0","","","","","","","0",",,,0","27.96",",0","34.23",",,,0","21.68",",,,0","","","360",",X","","","","","","","","","17.0",",X","","","","","",""
"USW00022010","1968-07","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","929.2","0","318.5",",0","6",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","1","","","","19680706",",,0","19680731","+,,0","19680731","+,,0","8","","19680702",",,0","19680722",",,0","20.0",",0,06,","0",",,0,31,+","0",",,0,31,+","29.2",",,0,02,","37.8",",0,22,","","","0.0","0","0.0",",0","78.0",",,,0","","","","","","","0",",,,0","28.61",",0","34.64",",,,0","22.57",",,,0","","","60",",X","","","","","","","","","13.0",",X","","","","","",""
"USW00022010","1968-08","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","1281.4","0","352.2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","1","","","","19680831",",,0","19680831","+,,0","19680831","+,,0","3","","19680831",",,0","19680812",",,0","20.0",",0,31,","0",",,0,31,+","0",",,0,31,+","4.6",",,0,31,","39.4",",0,12,","","","0.0","0","0.0",",0","6.4",",,,0","","","","","","","0",",,,0","29.70",",0","36.05",",,,0","23.35",",,,0","","","130",",X","","","","","","","","","11.6",",X","","","","","",""
"USW00022010","1968-09","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","1487.6","0","206.2",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","13",",0","6","","1","","19680928","+,,0","19680930","+,,0","19680930","+,,0","3","","19680913",",,0","19680916",",,0","13.3",",0,28,+","0",",,0,30,+","0",",,0,30,+","18.5",",,0,13,","37.8",",0,16,","","","0.0","0","0.0",",0","30.5",",,,0","","","","","","","0",",,,0","25.21",",0","31.30",",,,0","19.12",",,,0","","","160",",X","","","","","","","","","9.4",",X","","","","","",""
"USW00022010","1968-10","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","1626.4","0","138.8",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","7","","","","19681025",",,0","19681031","+,,0","19681031","+,,0","2","","19681003",",,0","19681002",",,0","9.4",",0,25,","0",",,0,31,+","0",",,0,31,+","36.8",",,0,03,","34.4",",0,02,","","","0.0","0","0.0",",0","46.7",",,,0","","","","","","","0",",,,0","22.81",",0","28.78",",,,0","16.83",",,,0","","","120",",X","","","","","","","","","9.8",",X","","","","","",""
"USW00022010","1968-11","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","1644.5","0","18.1",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","2","","","","19681128",",,0","19681130","+,,0","19681130","+,,0","1","","19681130",",,0","19681105",",,0","-0.6",",0,28,","0",",,0,30,+","0",",,0,30,+","23.1",",,0,30,","30.6",",0,05,","","","127.9","0","127.9",",0","55.6",",,,0","","","","","","","0",",,,0","14.67",",0","21.25",",,,0","8.09",",,,0","","","320",",X","","","","","","","","","10.7",",X","","","","","",""
"USW00022010","1968-12","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","1644.5","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","6",",0","0",",0","10","","5","","19681223",",,0","19681231","+,,0","19681231","+,,0","","","19681227","+,,0","19681226","+,,0","-3.9",",0,23,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,27,+","23.3",",0,26,+","","","364.8","0","236.9",",0","0.0",",T,,0","","","","","","","0",",,,0","10.69",",0","17.67",",,,0","3.71",",,,0","","","290",",X","","","","","","","","","15.6",",X","","","","","",""
"USW00022010","1969-01","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","3.1","0","3.1",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","11",",0","0",",0","13","","8","","19690105",",,0","19690131","+,,0","19690131","+,,0","1","","19690115",",,0","19690122",",,0","-2.8",",0,05,","0",",,0,31,+","0",",,0,31,+","22.1",",,0,15,","29.4",",0,22,","","","548.7","0","183.9",",0","26.4",",,,0","","","","","","","0",",,,0","12.50",",0","18.62",",,,0","6.38",",,,0","","","310",",X","","","","","","","","","10.3",",X","","","","","",""
"USW00022010","1969-02","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","10.0","0","6.9",",0","4",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","6","","","","19690218",",,0","19690228","+,,0","19690228","+,,0","1","","19690213",",,0","19690207",",,0","2.2",",0,18,","0",",,0,28,+","0",",,0,28,+","27.7",",,0,13,","31.1",",0,07,","","","685.9","0","137.2",",0","29.8",",,,0","","","","","","","0",",,,0","13.68",",0","19.53",",,,0","7.84",",,,0","","","350",",X","","","","","","","","","11.6",",X","","","","","",""
"USW00022010","1969-03","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","27.2","0","17.2",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","17",",0","1",",0","6","","1","","19690312",",,0","19690331","+,,0","19690331","+,,0","1","","19690323",",,0","19690319",",,0","-1.7",",0,12,","0",",,0,31,+","0",",,0,31,+","11.7",",,0,23,","32.2",",0,19,","","","836.6","0","150.7",",0","15.2",",,,0","","","","","","","0",",,,0","14.03",",0","20.57",",,,0","7.48",",,,0","","","290",",X","","","","","","","","","15.6",",X","","","","","",""
"USW00022010","1969-04","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","129.7","0","102.5",",0","9",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","5","","","","19690418",",,0","19690430","+,,0","19690430","+,,0","5","","19690411",",,0","19690410","+,,0","10.0",",0,18,","0",",,0,30,+","0",",,0,30,+","74.7",",,0,11,","32.8",",0,10,+","","","837.4","0","0.8",",0","138.9",",,,0","","","","","","","0",",,,0","21.72",",0","27.97",",,,0","15.48",",,,0","","","310",",X","","","","","","","","","16.5",",X","","","","","",""
"USW00022010","1969-05","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","310.0","0","180.3",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","7","","","","19690518","+,,0","19690531","+,,0","19690531","+,,0","9","","19690502",",,0","19690531",",,0","12.2",",0,18,+","0",",,0,31,+","0",",,0,31,+","22.9",",,0,02,","37.2",",0,31,","","","837.4","0","0.0",",0","60.1",",,,0","","","","","","","0",",,,0","24.15",",0","30.22",",,,0","18.08",",,,0","","","340",",X","","","","","","","","","14.3",",X","","","","","",""
"USW00022010","1969-06","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","633.7","0","323.7",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","24",",0","1","","","","19690604",",,0","19690630","+,,0","19690630","+,,0","2","","19690604",",,0","19690623","+,,0","16.7",",0,04,","0",",,0,30,+","0",",,0,30,+","3.3",",,0,04,","40.6",",0,23,+","","","837.4","0","0.0",",0","5.1",",,,0","","","","","","","0",",,,0","29.12",",0","35.52",",,,0","22.72",",,,0","","","120",",X","","","","","","","","","10.7",",X","","","","","",""
"USW00022010","1969-07","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","1036.5","0","402.8",",0","2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","19690727",",,0","19690731","+,,0","19690731","+,,0","4","","19690727",",,0","19690724",",,0","21.7",",0,27,","0",",,0,31,+","0",",,0,31,+","34.5",",,0,27,","40.0",",0,24,","","","0.0","0","0.0",",0","37.3",",,,0","","","","","","","0",",,,0","31.33",",0","38.00",",,,0","24.65",",,,0","","","320",",X","","","","","","","","","17.0",",X","","","","","",""
"USW00022010","1969-08","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","1398.2","0","361.7",",0","8",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","2","","","","19690826",",,0","19690831","+,,0","19690831","+,,0","4","","19690826",",,0","19690817",",,0","19.4",",0,26,","0",",,0,31,+","0",",,0,31,+","51.3",",,0,26,","42.8",",0,17,","","","0.0","0","0.0",",0","108.6",",,,0","","","","","","","0",",,,0","30.00",",0","36.19",",,,0","23.82",",,,0","","","120",",X","","","","","","","","","13.4",",X","","","","","",""
"USW00022010","1969-09","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","1646.8","0","248.6",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","18",",0","1","","","","19690930",",,0","19690930","+,,0","19690930","+,,0","5","","19690914",",,0","19690916","+,,0","16.1",",0,30,","0",",,0,30,+","0",",,0,30,+","12.2",",,0,14,","34.4",",0,16,+","","","0.0","0","0.0",",0","19.9",",,,0","","","","","","","0",",,,0","26.62",",0","32.24",",,,0","21.00",",,,0","","","40",",X","","","","","","","","","10.7",",X","","","","","",""
"USW00022010","1969-10","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","1741.7","0","94.9",",0","5",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","3",",0","9","","","","19691031",",,0","19691031","+,,0","19691031","+,,0","5","","19691004",",,0","19691001",",,0","7.8",",0,31,","0",",,0,31,+","0",",,0,31,+","193.0",",,0,04,","33.3",",0,01,","","","35.8","0","35.8",",0","287.8",",,,0","","","","","","","0",",,,0","20.24",",0","25.10",",,,0","15.38",",,,0","","","240",",X","","","","","","","","","13.0",",X","","","","","",""
"USW00022010","1969-11","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","1766.5","0","24.8",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","13",",0","0",",0","11","","3","","19691120",",,0","19691130","+,,0","19691130","+,,0","1","","19691126",",,0","19691112",",,0","-3.3",",0,20,","0",",,0,30,+","0",",,0,30,+","42.2",",,0,26,","31.7",",0,12,","","","190.5","0","154.7",",0","85.5",",,,0","","","","","","","0",",,,0","14.00",",0","20.07",",,,0","7.94",",,,0","","","340",",X","","","","","","","","","10.3",",X","","","","","",""
"USW00022010","1969-12","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","1766.5","0","0.0",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","9",",0","0",",0","15","","7","","19691231",",,0","19691231","+,,0","19691229",",,0","3","","19691229",",,0","19691222","+,,0","-1.1",",0,31,","0",",,0,31,+","0",",T,0,29,","18.3",",,0,29,","23.9",",0,22,+","","","379.7","0","189.2",",0","29.9",",,,0","","","","","","","0",",T,,0","12.23",",0","18.51",",,,0","5.95",",,,0","","","290",",X","","","","","","","","","19.2",",X","","","","","",""
"USW00022010","1970-01","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","1.4","0","1.4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","4",",0","0",",0","16","","4","","19700107",",,0","19700131","+,,0","19700131","+,,0","","","19700113",",,0","19700128",",,0","-7.8",",0,07,","0",",,0,31,+","0",",,0,31,+","9.9",",,0,13,","25.0",",0,28,","","","689.2","0","309.5",",0","10.8",",,,0","","","","","","","0",",,,0","8.39",",0","13.78",",,,0","3.01",",,,0","","","140",",X","","","","","","","","","12.5",",X","","","","","",""
"USW00022010","1970-02","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","1.4","0","0.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","9",",0","0",",0","9","","3","","19700203",",,0","19700228","+,,0","19700220",",,0","","","19700222",",,0","19700218",",,0","-3.3",",0,03,","0",",,0,28,+","0",",T,0,20,","23.9",",,0,22,","27.2",",0,18,","","","846.4","0","157.2",",0","41.0",",,,0","","","","","","","0",",T,,0","12.72",",0","18.56",",,,0","6.88",",,,0","","","270",",X","","","","","","","","","11.6",",X","","","","","",""
"USW00022010","1970-03","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","9.3","0","7.9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","11","","3","","19700313","+,,0","19700331","+,,0","19700331","+,,0","2","","19700316",",,0","19700331",",,0","0.6",",0,13,+","0",",,0,31,+","0",",,0,31,+","7.9",",,0,16,","28.3",",0,31,","","","984.4","0","138.0",",0","14.6",",,,0","","","","","","","0",",,,0","14.13",",0","20.95",",,,0","7.32",",,,0","","","130",",X","","","","","","","","","10.7",",X","","","","","",""
"USW00022010","1970-04","29.3784","-100.92704","305.7","DEL RIO INTERNATIONAL AIRPORT, TX US","","","","","","","","","","","117.3","0","108.0",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","5",",0","16","","","","19700406","+,,0","19700430","+,,0","19700430","+,,0","1","","19700404",",,0","19700427","+,,0","5.0",",0,06,+","0",",,0,30,+","0",",,0,30,+","1.5",",,0,04,","33.9",",0,27,+","","","1006.9","0","22.5",",0","3.7",",,,0","","","","","","","0",",,,0","21.18",",0","27.63",",,,0","14.74",",,,0","","","280",",X","","","","","","","","","11.2",",X","","","","","",""
