"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00369022","1972-11","40.6645","-78.2191","271.3","TYRONE, PA US","14",",0","10",",0","2",",0","","","","","","","","","","","","","","","","","","","19721108",",,0","","","","","","","30.2",",,0,08,","","","145.2",",,,0","","","",""
"USC00369022","1972-12","40.6645","-78.2191","271.3","TYRONE, PA US","19",",0","11",",0","0",",0","","","1",",0","","","","","","","","","","","19721201",",,0","","","19721209",",,0","","","","","140",",,0,01,","23.9",",,0,09,","","","128.4",",,,0","153",",,,0","",""
"USC00369022","1973-01","40.6645","-78.2191","271.3","TYRONE, PA US","8",",0","6",",0","0",",0","0",",0","1",",0","","","","","","","","","19730124",",,0","19730104",",,0","","","19730104",",,0","","","0",",T,0,24,","38",",,0,04,","20.3",",,0,04,","","","69.7",",,,0","41",",,,0","",""
"USC00369022","1973-02","40.6645","-78.2191","271.3","TYRONE, PA US","8",",0","6",",0","0",",0","","","","","","","","","","","","","","","","","","","19730215",",,0","","","","","","","19.1",",,0,15,","","","67.3",",,,0","","","",""
"USC00369022","1973-03","40.6645","-78.2191","271.3","TYRONE, PA US","13",",0","8",",0","0",",0","","","","","","","","","","","","","","","","","","","19730315",",,0","","","","","","","11.9",",,0,15,","","","49.1",",,,0","","","",""
"USC00369022","1973-04","40.6645","-78.2191","271.3","TYRONE, PA US","17",",0","13",",0","0",",0","0",",0","0",",0","","","","","","","","","19730430","+,,0","19730430","+,,0","","","19730424",",,0","","","0",",,0,30,+","0",",,0,30,+","16.5",",,0,24,","","","112.6",",,,0","0",",,,0","",""
"USC00369022","1973-05","40.6645","-78.2191","271.3","TYRONE, PA US","20",",0","11",",0","0",",0","0",",0","0",",0","","","","","","","","","19730531","+,,0","19730531","+,,0","","","19730525",",,0","","","0",",,0,31,+","0",",,0,31,+","17.8",",,0,25,","","","108.1",",,,0","0",",,,0","",""
"USC00369022","1973-06","40.6645","-78.2191","271.3","TYRONE, PA US","13",",0","8",",0","2",",0","0",",0","0",",0","","","","","","","","","19730630","+,,0","19730630","+,,0","","","19730606",",,0","","","0",",,0,30,+","0",",,0,30,+","63.0",",,0,06,","","","127.6",",,,0","0",",,,0","",""
"USC00369022","1973-07","40.6645","-78.2191","271.3","TYRONE, PA US","9",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","19730731","+,,0","19730731","+,,0","","","19730721",",,0","","","0",",,0,31,+","0",",,0,31,+","21.3",",,0,21,","","","88.1",",,,0","0",",,,0","",""
"USC00369022","1973-08","40.6645","-78.2191","271.3","TYRONE, PA US","8",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","19730831","+,,0","19730831","+,,0","","","19730819",",,0","","","0",",,0,31,+","0",",,0,31,+","19.3",",,0,19,","","","48.5",",,,0","0",",,,0","",""
"USC00369022","1973-09","40.6645","-78.2191","271.3","TYRONE, PA US","7",",0","5",",0","2",",0","0",",0","0",",0","","","","","","","","","19730930","+,,0","19730930","+,,0","","","19730929",",,0","","","0",",,0,30,+","0",",,0,30,+","29.2",",,0,29,","","","105.9",",,,0","0",",,,0","",""
"USC00369022","1973-10","40.6645","-78.2191","271.3","TYRONE, PA US","9",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","19731031","+,,0","19731031","+,,0","","","19731029",",,0","","","0",",,0,31,+","0",",,0,31,+","31.8",",,0,29,","","","80.9",",,,0","0",",,,0","",""
"USC00369022","1973-11","40.6645","-78.2191","271.3","TYRONE, PA US","13",",0","7",",0","0",",0","0",",","","","","","","","","","","","19731130","+,,0","","","","","19731126",",,0","","","0",",,0,30,+","","","16.5",",,0,26,","","","68.2",",,,0","","","",""
"USC00369022","1973-12","40.6645","-78.2191","271.3","TYRONE, PA US","15",",0","10",",0","0",",0","","","","","","","","","","","","","","","","","","","19731221",",,0","","","","","","","23.4",",,0,21,","","","110.6",",,,0","","","",""
"USC00369022","1974-01","40.6645","-78.2191","271.3","TYRONE, PA US","13",",0","8",",0","0",",0","","","","","","","","","","","","","","","","","","","19740111",",,0","","","","","","","14.7",",,0,11,","","","81.0",",,,0","","","",""
"USC00369022","1974-02","40.6645","-78.2191","271.3","TYRONE, PA US","11",",0","4",",0","0",",0","","","","","","","","","","","","","","","","","","","19740222",",,0","","","","","","","8.9",",,0,22,","","","33.7",",,,0","","","",""
"USC00369022","1974-03","40.6645","-78.2191","271.3","TYRONE, PA US","12",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","19740331","+,,0","19740331","+,,0","","","19740331",",,0","","","0",",,0,31,+","0",",,0,31,+","38.9",",,0,31,","","","113.1",",,,0","0",",,,0","",""
"USC00369022","1974-04","40.6645","-78.2191","271.3","TYRONE, PA US","8",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","19740430","+,,0","19740410","+,,0","","","19740404",",,0","","","0",",,0,30,+","13",",,0,10,+","15.0",",,0,04,","","","52.6",",,,0","26",",,,0","",""
"USC00369022","1974-05","40.6645","-78.2191","271.3","TYRONE, PA US","15",",0","10",",0","0",",0","0",",0","0",",0","","","","","","","","","19740531","+,,0","19740531","+,,0","","","19740513",",,0","","","0",",,0,31,+","0",",,0,31,+","19.3",",,0,13,","","","79.6",",,,0","0",",,,0","",""
"USC00369022","1974-06","40.6645","-78.2191","271.3","TYRONE, PA US","10",",0","7",",0","2",",0","0",",0","0",",0","","","","","","","","","19740630","+,,0","19740630","+,,0","","","19740616",",,0","","","0",",,0,30,+","0",",,0,30,+","40.4",",,0,16,","","","127.6",",,,0","0",",,,0","",""
"USC00369022","1974-07","40.6645","-78.2191","271.3","TYRONE, PA US","10",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","19740731","+,,0","19740731","+,,0","","","19740730",",,0","","","0",",,0,31,+","0",",,0,31,+","22.4",",,0,30,","","","83.5",",,,0","0",",,,0","",""
"USC00369022","1974-08","40.6645","-78.2191","271.3","TYRONE, PA US","10",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","19740831","+,,0","19740831","+,,0","","","19740829",",,0","","","0",",,0,31,+","0",",,0,31,+","18.8",",,0,29,","","","73.1",",,,0","0",",,,0","",""
"USC00369022","1974-09","40.6645","-78.2191","271.3","TYRONE, PA US","13",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","19740930","+,,0","19740930","+,,0","","","19740902",",,0","","","0",",,0,30,+","0",",,0,30,+","49.8",",,0,02,","","","130.6",",,,0","0",",,,0","",""
"USC00369022","1974-10","40.6645","-78.2191","271.3","TYRONE, PA US","6",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","19741031","+,,0","19741031","+,,0","","","19741016",",,0","","","0",",,0,31,+","0",",,0,31,+","14.0",",,0,16,","","","29.8",",,,0","0",",,,0","",""
"USC00369022","1974-11","40.6645","-78.2191","271.3","TYRONE, PA US","14",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","19741128",",,0","19741128",",,0","","","19741113",",,0","","","0",",T,0,28,","8",",,0,28,","14.0",",,0,13,","","","53.8",",,,0","8",",,,0","",""
"USC00369022","1974-12","40.6645","-78.2191","271.3","TYRONE, PA US","12",",0","8",",0","1",",0","","","","","","","","","","","","","","","","","","","19741202",",,0","","","","","","","41.9",",,0,02,","","","102.4",",,,0","","","",""
"USC00369022","1975-01","40.6645","-78.2191","271.3","TYRONE, PA US","16",",0","9",",0","1",",0","","","","","","","","","","","","","","","","","","","19750129",",,0","","","","","","","32.3",",,0,29,","","","116.9",",,,0","","","",""
"USC00369022","1975-02","40.6645","-78.2191","271.3","TYRONE, PA US","14",",0","7",",0","0",",0","","","","","","","","","","","","","","","","","","","19750224",",,0","","","","","","","20.3",",,0,24,","","","73.6",",,,0","","","",""
"USC00369022","1975-03","40.6645","-78.2191","271.3","TYRONE, PA US","15",",0","8",",0","0",",0","","","","","","","","","","","","","","","","","","","19750313",",,0","","","","","","","10.2",",,0,13,","","","60.5",",,,0","","","",""
"USC00369022","1975-04","40.6645","-78.2191","271.3","TYRONE, PA US","10",",0","7",",0","0",",0","","","","","","","","","","","","","","","","","","","19750426",",,0","","","","","","","18.5",",,0,26,","","","55.8",",,,0","","","",""
"USC00369022","1975-05","40.6645","-78.2191","271.3","TYRONE, PA US","","","","","","","0",",0","0",",0","","","","","","","","","19750531","+,,0","19750531","+,,0","","","","","","","0",",,0,31,+","0",",,0,31,+","","","","","","","0",",,,0","",""
"USC00369022","1975-06","40.6645","-78.2191","271.3","TYRONE, PA US","13",",0","8",",0","3",",0","0",",0","0",",0","","","","","","","","","19750630","+,,0","19750630","+,,0","","","19750627",",,0","","","0",",,0,30,+","0",",,0,30,+","49.3",",,0,27,","","","144.1",",,,0","0",",,,0","",""
"USC00369022","1975-07","40.6645","-78.2191","271.3","TYRONE, PA US","13",",0","9",",0","0",",0","0",",0","0",",0","","","","","","","","","19750731","+,,0","19750731","+,,0","","","19750709","+,,0","","","0",",,0,31,+","0",",,0,31,+","15.7",",,0,09,+","","","75.6",",,,0","0",",,,0","",""
"USC00369022","1975-08","40.6645","-78.2191","271.3","TYRONE, PA US","14",",0","9",",0","1",",0","0",",0","0",",0","","","","","","","","","19750831","+,,0","19750831","+,,0","","","19750830",",,0","","","0",",,0,31,+","0",",,0,31,+","29.2",",,0,30,","","","118.4",",,,0","0",",,,0","",""
