"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00116753","1963-08","41.34961","-89.10738","193.2","PERU, IL US","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00116753","1963-09","41.34961","-89.10738","193.2","PERU, IL US","","","52.6","2,0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","24","2,0","1","2,0","2","","19630914",",,0","19630930","+,,0","19630930","+,,0","4","","19630902",",,0","19630919",",2,0","4.4",",0,14,","0",",,0,30,+","0",",,0,30,+","14.5",",,0,02,","32.2","2,0,19,","","","","","","","35.3","2,0","","","","","","","","","","","","","","","","","","","","","44.2",",,,0","0",",,,0","19.02","2,0","25.77","2,,,0","12.27",",,,0"
"USC00116753","1963-10","41.34961","-89.10738","193.2","PERU, IL US","","","43.7","1,0","7",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","26",",0","1",",0","","","19631030",",1,0","19631031","+,,0","19631031","+,,0","3","","19631026",",,0","19631006",",,0","0.0","1,0,30,","0",",,0,31,+","0",",,0,31,+","9.1",",,0,26,","32.8",",0,06,","","","","","","","51.6",",0","","","","","","","","","","","","","","","","","","","","","23.3",",,,0","0",",,,0","17.87","1,0","25.04",",,,0","10.71","1,,,0"
"USC00116753","1963-11","41.34961","-89.10738","193.2","PERU, IL US","","","0.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","1",",0","0",",0","","","19631124",",,0","19631130","+,,0","19631130","+,,0","3","","19631122",",,0","19631117",",,0","-5.0",",0,24,","0",",,0,30,+","0",",T,0,30,+","16.5",",,0,22,","21.1",",0,17,","","","","","","","344.1",",0","","","","","","","","","","","","","","","","","","","","","26.7",",,,0","0",",T,,0","6.86",",0","12.16",",,,0","1.56",",,,0"
"USC00116753","1963-12","41.34961","-89.10738","193.2","PERU, IL US","","","0.0",",0","5",",0","3",",0","0",",0","20",",0","2",",0","13",",0","31",",0","23",",0","0",",0","0",",0","","","19631221",",,0","19631219","+,,0","19631217","+,,0","","","19631211",",,0","19631207",",,0","-27.2",",0,21,","127",",,0,19,+","76",",,0,17,+","7.6",",,0,11,","14.4",",0,07,","","","","","","","839.9",",0","","","","","","","","","","","","","","","","","","","","","17.6",",,,0","170",",,,0","-8.76",",0","-4.08",",,,0","-13.44",",,,0"
"USC00116753","1964-01","41.34961","-89.10738","193.2","PERU, IL US","0.0","0","0.0",",0","7",",0","3",",0","0",",0","1",",0","0",",0","1",",0","26",",0","9",",0","0",",0","0",",0","","","19640101",",,0","19640112",",,0","19640112","+,,0","","","19640119",",,0","19640122",",,0","-21.1",",0,01,","25",",,0,12,","10",",,0,12,+","10.9",",,0,19,","14.4",",0,22,","","","","","","","615.4",",0","","","","","","","","","","","","","","","","","","","","","26.2",",,,0","20",",,,0","-1.52",",0","3.64",",,,0","-6.68",",,,0"
"USC00116753","1964-02","41.34961","-89.10738","193.2","PERU, IL US","0.0","0","0.0",",0","5",",0","1",",0","0",",0","7",",0","4",",0","0",",0","29",",0","6",",0","0",",0","0",",0","","","19640227",",,0","19640213",",,0","19640212",",,0","","","19640212",",,0","19640205",",,0","-15.6",",0,27,","102",",,0,13,","76",",,0,12,","8.6",",,0,12,","11.7",",0,05,","","","","","","","586.8",",0","","","","","","","","","","","","","","","","","","","","","16.5",",,,0","169",",,,0","-1.90",",0","2.93",",,,0","-6.73",",,,0"
"USC00116753","1964-03","41.34961","-89.10738","193.2","PERU, IL US","0.0","0","0.0",",0","10",",0","7",",0","0",",0","2",",0","3",",0","0",",0","27",",0","2",",0","0",",0","0",",0","","","19640318",",,0","19640320",",,0","19640320",",,0","1","","19640304",",,0","19640316",",,0","-10.6",",0,18,","51",",,0,20,","71",",,0,20,","20.3",",,0,04,","16.7",",0,16,","","","","","","","510.1",",0","","","","","","","","","","","","","","","","","","","","","82.5",",,,0","157",",,,0","1.88",",0","6.89",",,,0","-3.13",",,,0"
"USC00116753","1964-04","41.34961","-89.10738","193.2","PERU, IL US","6.1","0","6.1","1,0","13",",0","8",",0","2",",0","0",",0","0",",0","0",",0","5",",0","0","1,0","8","1,0","0","1,0","","","19640404","+,,0","19640430","+,,0","19640408",",,0","9","","19640420",",,0","19640416",",1,0","-3.3",",0,04,+","0",",,0,30,+","0",",T,0,08,","46.5",",,0,20,","29.4","1,0,16,","","","","","","","208.8","1,0","","","","","","","","","","","","","","","","","","","","","131.7",",,,0","0",",T,,0","11.19","1,0","17.07","1,,,0","5.32",",,,0"
"USC00116753","1964-05","41.34961","-89.10738","193.2","PERU, IL US","75.8","0","69.7",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","4",",0","","","19640514",",,0","19640531","+,,0","19640531","+,,0","3","","19640512",",,0","19640518",",,0","3.3",",0,14,","0",",,0,31,+","0",",,0,31,+","3.6",",,0,12,","33.9",",0,18,","","","","","","","35.6",",0","","","","","","","","","","","","","","","","","","","","","12.7",",,,0","0",",,,0","19.43",",0","26.16",",,,0","12.71",",,,0"
