"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00004856","1998-08","45.95","-86.22972","178.0","MANISTIQUE, MI US","","","","","49.3",",M","","","","","","","0",",M","0",",M","0",",M","30",",M","0",",M","19980819",",,M","","","19980824","+,,M","7.8",",M,19,","","","27.2",",M,24,+","","","22.2",",M","","","19.21",",M","24.02",",,,M","14.40",",,,M","","","","","","","",""
"USW00004856","1998-09","45.95","-86.22972","178.0","MANISTIQUE, MI US","","","","","5.0",",M","","","","","","","0",",M","0",",M","0",",M","12",",M","0",",M","19980923",",,M","","","19980906",",,M","2.2",",M,23,","","","26.1",",M,06,","","","90.4",",M","","","15.49",",M","20.10",",,,M","10.87",",,,M","","","","","","","",""
"USW00004856","1998-10","45.95","-86.22972","178.0","MANISTIQUE, MI US","","","","","0.0",",M","","","","","","","0",",M","3",",M","0",",M","0",",M","0",",M","19981015",",,M","","","19981023",",,M","-3.3",",M,15,","","","17.8",",M,23,","","","276.8",",M","","","9.40",",M","13.10",",,,M","5.71",",,,M","","","","","","","",""
"USW00004856","1998-11","45.95","-86.22972","178.0","MANISTIQUE, MI US","","","","","0.0","1,M","","","","","","","0","1,M","15","1,M","0","1,M","0","1,M","0","1,M","19981121",",1,M","","","19981101",",1,M","-5.0","1,M,21,","","","12.8","1,M,01,","","","433.7","1,M","","","3.38","1,M","6.37","1,,,M","0.39","1,,,M","","","","","","","",""
"USW00004856","1998-12","45.95","-86.22972","178.0","MANISTIQUE, MI US","","","","","0.0",",M","","","","","","","2",",M","26",",M","9",",M","0",",M","0",",M","19981222",",,M","","","19981202",",,M","-19.4",",M,22,","","","11.1",",M,02,","","","659.5",",M","","","-2.94",",M","1.66",",,,M","-7.54",",,,M","","","","","","","",""
"USW00004856","1999-01","45.95","-86.22972","178.0","MANISTIQUE, MI US","","","0.0","M","0.0",",M","","","","","","","12",",M","31",",M","27",",M","0",",M","0",",M","19990111",",,M","","","19990116",",,M","-25.0",",M,11,","","","6.1",",M,16,","","","857.0",",M","","","-9.31",",M","-5.76",",,,M","-12.87",",,,M","","","","","","","",""
"USW00004856","1999-02","45.95","-86.22972","178.0","MANISTIQUE, MI US","","","0.0","M","0.0",",M","","","","","","","1",",M","27",",M","12",",M","0",",M","0",",M","19990222",",,M","","","19990211",",,M","-20.6",",M,22,","","","6.7",",M,11,","","","626.5",",M","","","-4.04",",M","-0.16",",,,M","-7.93",",,,M","","","","","","","",""
"USW00004856","1999-03","45.95","-86.22972","178.0","MANISTIQUE, MI US","","","0.0","M","0.0",",M","","","","","","","1",",M","29",",M","9",",M","0",",M","0",",M","19990307",",,M","","","19990329",",,M","-17.8",",M,07,","","","11.7",",M,29,","","","629.2",",M","","","-1.96",",M","2.39",",,,M","-6.31",",,,M","","","","","","","",""
"USW00004856","1999-04","45.95","-86.22972","178.0","MANISTIQUE, MI US","","","0.0","M","0.0",",M","","","","","","","0",",M","10",",M","0",",M","0",",M","0",",M","19990424","+,,M","","","19990430","+,,M","-2.2",",M,24,+","","","20.0",",M,30,+","","","377.4",",M","","","5.75",",M","10.28",",,,M","1.22",",,,M","","","","","","","",""
"USW00004856","1999-05","45.95","-86.22972","178.0","MANISTIQUE, MI US","","","0.0","M","0.0",",M","","","","","","","0",",M","1",",M","0",",M","1",",M","0",",M","19990509",",,M","","","19990527",",,M","-1.1",",M,09,","","","22.2",",M,27,","","","246.7",",M","","","10.38",",M","14.37",",,,M","6.38",",,,M","","","","","","","",""
