"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00173046","1886-09","44.2202","-69.789","40.5","GARDINER, ME US","","","6.4",",6","6",",6","6",",6","2",",6","","","","","0",",6","0",",6","0",",6","6",",6","0",",6","","","18860923",",,6","","","","","","","18860913",",,6","18860907",",,6","1.7",",6,23,","","","","","30.5",",,6,13,","26.7",",6,07,","","","","","149.9",",6","93.6",",,,6","","","13.55",",6","18.48",",,,6","8.62",",,,6"
"USC00173046","1886-10","44.2202","-69.789","40.5","GARDINER, ME US","","","0.0",",6","","","","","","","","","","","0",",6","8",",6","0",",6","4",",6","0",",6","","","18861017",",,6","","","","","","","","","18861009",",,6","-5.0",",6,17,","","","","","","","25.6",",6,09,","","","","","302.7",",6","","","","","8.57",",6","14.25",",,,6","2.89",",,,6"
"USC00173046","1886-11","44.2202","-69.789","40.5","GARDINER, ME US","","","0.0",",6","","","","","","","","","1",",6","0",",6","20",",6","0",",6","0",",6","0",",6","","","18861127","+,,6","","","18861113",",,6","","","","","18861102",",,6","-7.8",",6,27,+","","","84",",,6,13,","","","16.1",",6,02,","","","","","442.8",",6","","","97",",,,6","3.57",",6","7.96",",,,6","-0.81",",,,6"
"USC00173046","1886-12","44.2202","-69.789","40.5","GARDINER, ME US","","","0.0",",6","9","1,6","8","1,6","1","1,6","","","","","4",",6","31",",6","17",",6","0",",6","0",",6","","","18861230",",,6","","","","","","","18861225",",1,6","18861225",",,6","-23.3",",6,30,","","","","","27.9","1,,6,25,","11.1",",6,25,","","","","","772.6",",6","118.9","1,,,6","","","-6.59",",6","-1.42",",,,6","-11.76",",,,6"
"USC00173046","1887-01","44.2202","-69.789","40.5","GARDINER, ME US","0.0","6","0.0",",6","12",",6","10",",6","1",",6","","","7",",6","14",",6","28",",6","19",",6","0",",6","0",",6","","","18870104",",,6","","","18870114",",,6","","","18870114",",,6","18870125",",,6","-30.6",",6,04,","","","457",",,6,14,","71.1",",,6,14,","9.4",",6,25,","","","","","861.0",",6","186.0",",,,6","906",",,,6","-9.44",",6","-3.21",",,,6","-15.67",",,,6"
"USC00173046","1887-02","44.2202","-69.789","40.5","GARDINER, ME US","0.0","6","0.0",",6","","","","","","","","","9",",6","8",",6","28",",6","14",",6","0",",6","0",",6","","","18870214",",,6","","","18870219","+,,6","","","","","18870216",",,6","-29.4",",6,14,","","","152",",,6,19,+","","","7.2",",6,16,","","","","","719.3",",6","","","883",",,,6","-7.36",",6","-1.58",",,,6","-13.13",",,,6"
"USC00173046","1887-03","44.2202","-69.789","40.5","GARDINER, ME US","0.0","6","0.0",",6","","","","","","","","","","","3",",6","29",",6","7",",6","0",",6","0",",6","","","18870305",",,6","","","","","","","","","18870314","+,,6","-23.3",",6,05,","","","","","","","10.6",",6,14,+","","","","","640.0",",6","","","","","-2.31",",6","3.05",",,,6","-7.67",",,,6"
"USC00173046","1887-04","44.2202","-69.789","40.5","GARDINER, ME US","0.0","6","0.0",",6","","","","","","","","","2",",6","0",",6","22",",6","1",",6","0",",6","0",",6","","","18870401",",,6","","","18870402",",,6","","","","","18870410",",,6","-12.2",",6,01,","","","381",",,6,02,","","","18.9",",6,10,","","","","","441.7",",6","","","406",",,,6","3.61",",6","9.24",",,,6","-2.02",",,,6"
"USC00173046","1887-05","44.2202","-69.789","40.5","GARDINER, ME US","4.4","6","4.4",",6","5",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","14",",6","0",",6","","","18870502",",,6","","","","","","","18870528",",,6","18870510",",,6","1.7",",6,02,","","","","","14.5",",,6,28,","31.1",",6,10,","","","","","139.4",",6","27.4",",,,6","","","13.98",",6","20.19",",,,6","7.77",",,,6"
"USC00173046","1887-06","44.2202","-69.789","40.5","GARDINER, ME US","19.1","6","14.7",",6","9",",6","7",",6","1",",6","","","","","0",",6","0",",6","0",",6","20",",6","0",",6","","","18870611",",,6","","","","","","","18870624",",,6","18870630",",,6","5.0",",6,11,","","","","","36.8",",,6,24,","31.1",",6,30,","","","","","57.5",",6","86.8",",,,6","","","16.91",",6","22.29",",,,6","11.52",",,,6"
"USC00173046","1887-07","44.2202","-69.789","40.5","GARDINER, ME US","130.4","6","111.3",",6","","","","","","","","","","","0",",6","0",",6","0",",6","29",",6","1",",6","","","18870716",",,6","","","","","","","","","18870702",",,6","12.2",",6,16,","","","","","","","32.8",",6,02,","","","0.0","6","0.0",",6","","","","","21.92",",6","26.48",",,,6","17.36",",,,6"
"USC00173046","1887-08","44.2202","-69.789","40.5","GARDINER, ME US","151.7","6","21.3",",6","8",",6","5",",6","1",",6","","","","","0",",6","0",",6","0",",6","20",",6","0",",6","","","18870828",",,6","","","","","","","18870818",",,6","18870802","+,,6","7.8",",6,28,","","","","","33.8",",,6,18,","27.2",",6,02,+","","","40.9","6","40.9",",6","87.0",",,,6","","","17.70",",6","22.34",",,,6","13.06",",,,6"
"USC00173046","1887-09","44.2202","-69.789","40.5","GARDINER, ME US","153.1","6","1.4",",6","7",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","9",",6","0",",6","","","18870924",",,6","","","","","","","18870908",",,6","18870906",",,6","1.7",",6,24,","","","","","10.9",",,6,08,","23.9",",6,06,","","","196.2","6","155.3",",6","26.6",",,,6","","","13.20",",6","18.59",",,,6","7.81",",,,6"
"USC00173046","1887-10","44.2202","-69.789","40.5","GARDINER, ME US","153.1","6","0.0",",6","7",",6","6",",6","0",",6","","","","","0",",6","10",",6","0",",6","1",",6","0",",6","","","18871031","+,,6","","","","","","","18871021",",,6","18871018",",,6","-3.9",",6,31,+","","","","","24.4",",,6,21,","21.1",",6,18,","","","503.1","6","306.9",",6","62.0",",,,6","","","8.43",",6","13.49",",,,6","3.38",",,,6"
"USC00173046","1887-11","44.2202","-69.789","40.5","GARDINER, ME US","153.1","6","0.0",",6","8",",6","7",",6","1",",6","","","1",",6","0",",6","20",",6","2",",6","0",",6","0",",6","","","18871130",",,6","","","18871125",",,6","","","18871111",",,6","18871128",",,6","-13.3",",6,30,","","","51",",,6,25,","27.2",",,6,11,","15.0",",6,28,","","","984.8","6","481.7",",6","92.4",",,,6","61",",,,6","2.28",",6","6.63",",,,6","-2.08",",,,6"
"USC00173046","1887-12","44.2202","-69.789","40.5","GARDINER, ME US","153.1","6","0.0",",6","9",",6","7",",6","2",",6","","","","","2",",6","28",",6","12",",6","0",",6","0",",6","","","18871231",",,6","","","","","","","18871211",",,6","18871212",",,6","-20.0",",6,31,","","","","","56.9",",,6,11,","10.0",",6,12,","","","1664.1","6","679.3",",6","142.5",",,,6","","","-3.58",",6","0.07",",,,6","-7.23",",,,6"
"USC00173046","1888-01","44.2202","-69.789","40.5","GARDINER, ME US","0.0","6","0.0","4,6","","","","","","","","","","","17","2,6","29","2,6","23","2,6","0","2,6","0","2,6","","","18880129","+,2,6","","","","","","","","","18880102",",2,6","-25.0","2,6,29,+","","","","","","","8.3","2,6,02,","","","2480.1","6","816.0","2,6","","","","","-11.55","4,6","-6.14","2,,,6","-16.96","2,,,6"
"USC00173046","1888-02","44.2202","-69.789","40.5","GARDINER, ME US","0.0","6","0.0","4,6","8",",6","7",",6","2",",6","","","","","9","2,6","26","2,6","12","2,6","0","2,6","0","2,6","","","18880201",",2,6","","","","","","","18880221",",,6","18880226",",2,6","-24.4","2,6,01,","","","","","48.3",",,6,21,","7.8","2,6,26,","","","3102.3","6","622.2","2,6","150.0",",,,6","","","-6.54","4,6","0.20","2,,,6","-13.29","2,,,6"
"USC00173046","1888-03","44.2202","-69.789","40.5","GARDINER, ME US","0.0","6","0.0",",6","","","","","","","","","4",",6","1",",6","25",",6","6",",6","0",",6","0",",6","","","18880304",",,6","","","18880313",",,6","","","","","18880321",",,6","-17.8",",6,04,","","","203",",,6,13,","","","9.4",",6,21,","","","3707.3","6","605.0",",6","","","432",",,,6","-1.18",",6","3.45",",,,6","-5.81",",,,6"
"USC00173046","1888-04","44.2202","-69.789","40.5","GARDINER, ME US","0.0","6","0.0",",6","7",",6","6",",6","0",",6","","","3",",6","0",",6","18",",6","0",",6","2",",6","0",",6","","","18880408",",,6","","","18880402",",,6","","","18880402",",,6","18880428",",,6","-9.4",",6,08,","","","127",",,6,02,","15.2",",,6,02,","26.1",",6,28,","","","4125.2","6","417.9",",6","57.6",",,,6","216",",,,6","4.40",",6","10.32",",,,6","-1.51",",,,6"
"USC00173046","1888-05","44.2202","-69.789","40.5","GARDINER, ME US","0.0","6","0.0",",6","8",",6","6",",6","1",",6","","","","","0",",6","2",",6","0",",6","5",",6","0",",6","","","18880503",",,6","","","","","","","18880513",",,6","18880531","+,,6","-1.7",",6,03,","","","","","29.5",",,6,13,","23.9",",6,31,+","","","4369.8","6","244.6",",6","63.1",",,,6","","","10.44",",6","15.46",",,,6","5.42",",,,6"
