"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00345590","2009-02","36.1169","-97.6069","310.9","MARSHALL 3 SSE MESONET, OK US","","","0.6",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","15",",0","0",",0","5",",0","0",",0","20090204",",,0","20090228","+,,0","20090228","+,,0","20090210",",,0","20090217","+,,0","-11.1",",0,04,","0",",,0,28,+","0",",,0,28,+","33.5",",,0,10,","23.9",",0,17,+","","","  11.7",",,,0,3,2","300.7",",0","  16.1",",,,0,3,2","   1.1",",,,0,3,2","   6.1",",,,0,3,2","   5.7",",,,0,3,2","  11.4",",,,0,3,2","45.5",",,,0","0",",,,0","7.61",",0","14.89",",,,0","0.33",",,,0"
"USC00345590","2009-03","36.1169","-97.6069","310.9","MARSHALL 3 SSE MESONET, OK US","","","10.2",",0","","","","","","","0",",0","0",",0","0",",0","11",",0","0",",0","12",",0","0",",0","20090301",",,0","20090331","+,,0","20090331","+,,0","","","20090305",",,0","-10.6",",0,01,","0",",,0,31,+","0",",,0,31,+","","","30.0",",0,05,","","","  15.6",",,,0,3,2","237.5",",0","  21.1",",,,0,3,2","   2.2",",,,0,3,2","   5.6",",,,0,3,2","   8.7",",,,0,3,2","  14.6",",,,0,3,2","50.3",",a,,0","0",",,,0","11.00",",0","18.17",",,,0","3.84",",,,0"
"USC00345590","2009-04","36.1169","-97.6069","310.9","MARSHALL 3 SSE MESONET, OK US","","","25.0",",0","11","2,0","6","2,0","2","2,0","0",",0","0",",0","0",",0","6",",0","0",",0","20",",0","1",",0","20090407",",,0","20090430","+,,0","20090430","+,,0","20090429",",2,0","20090422",",,0","-8.3",",0,07,","0",",,0,30,+","0",",,0,30,+","31.5","2,,0,29,","33.3",",0,22,","","","  20.0",",,,0,3,2","151.4",",0","  25.6",",,,0,3,2","   3.9",",,,0,3,2","  11.1",",,,0,3,2","  11.5",",,,0,3,2","  18.2",",,,0,3,2","108.9",",a,,0","0",",,,0","14.12",",0","21.63",",,,0","6.62",",,,0"
"USC00345590","2009-05","36.1169","-97.6069","310.9","MARSHALL 3 SSE MESONET, OK US","","","51.6",",0","13",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","2",",0","20090517",",,0","20090531","+,,0","20090531","+,,0","20090502",",,0","20090531","+,,0","6.1",",0,17,","0",",,0,31,+","0",",,0,31,+","14.5",",,0,02,","33.9",",0,31,+","","","  22.8",",,,0,3,2","47.2",",0","  31.7",",,,0,3,2","  12.2",",,,0,3,2","  16.1",",,,0,3,2","  17.3",",,,0,3,2","  24.7",",,,0,3,2","53.6",",,,0","0",",,,0","18.48",",0","24.77",",,,0","12.18",",,,0"
"USC00345590","2009-06","36.1169","-97.6069","310.9","MARSHALL 3 SSE MESONET, OK US","","","256.3",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","20",",0","20090604",",,0","20090630","+,,0","20090630","+,,0","20090610",",,0","20090627","+,,0","10.0",",0,04,","0",",,0,30,+","0",",,0,30,+","11.9",",,0,10,","40.0",",0,27,+","","","  28.9",",,,0,3,2","0.0",",0","  37.2",",,,0,3,2","  18.3",",,,0,3,2","  26.1",",,,0,3,2","  25.1",",,,0,3,2","  32.8",",,,0,3,2","33.8",",,,0","0",",,,0","26.88",",0","33.76",",,,0","19.99",",,,0"
"USC00345590","2009-07","36.1169","-97.6069","310.9","MARSHALL 3 SSE MESONET, OK US","","","281.4",",0","10",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","20090723",",,0","20090731","+,,0","20090731","+,,0","20090729",",,0","20090711",",,0","13.9",",0,23,","0",",,0,31,+","0",",,0,31,+","31.0",",,0,29,","43.3",",0,11,","0.0","0","  30.6",",,,0,3,2","0.0",",0","  38.3",",,,0,3,2","  20.6",",,,0,3,2","  27.8",",,,0,3,2","  26.3",",,,0,3,2","  33.6",",,,0,3,2","105.5",",,,0","0",",,,0","27.41",",0","34.75",",,,0","20.07",",,,0"
"USC00345590","2009-08","36.1169","-97.6069","310.9","MARSHALL 3 SSE MESONET, OK US","","","225.6",",0","13",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","20090831",",,0","20090831","+,,0","20090831","+,,0","20090818",",,0","20090804",",,0","11.7",",0,31,","0",",,0,31,+","0",",,0,31,+","32.0",",,0,18,","38.3",",0,04,","0.8","0","  26.7",",,,0,3,2","0.8",",0","  35.0",",,,0,3,2","  20.0",",,,0,3,2","  28.3",",,,0,3,2","  24.0",",,,0,3,2","  31.9",",,,0,3,2","161.5",",,,0","0",",,,0","25.58",",0","31.46",",,,0","19.70",",,,0"
"USC00345590","2009-09","36.1169","-97.6069","310.9","MARSHALL 3 SSE MESONET, OK US","","","98.5",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","20090929",",,0","20090930","+,,0","20090930","+,,0","20090908",",,0","20090927",",,0","5.0",",0,29,","0",",,0,30,+","0",",,0,30,+","23.1",",,0,08,","35.6",",0,27,","18.3","0","  25.0",",,,0,3,2","17.5",",0","  31.1",",,,0,3,2","  16.7",",,,0,3,2","  21.1",",,,0,3,2","  21.4",",,,0,3,2","  27.2",",,,0,3,2","53.5",",,,0","0",",,,0","21.03",",0","26.63",",,,0","15.43",",,,0"
"USC00345590","2009-10","36.1169","-97.6069","310.9","MARSHALL 3 SSE MESONET, OK US","","","3.9",",0","16",",0","4",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","8",",0","0",",0","20091027",",,0","20091031","+,,0","20091031","+,,0","20091008",",,0","20091020",",,0","0.0",",0,27,","0",",,0,31,+","0",",,0,31,+","85.3",",,0,08,","26.1",",0,20,","224.0","0","  20.0",",,,0,3,2","205.7",",0","  25.6",",,,0,3,2","   8.9",",,,0,3,2","  13.3",",,,0,3,2","  13.3",",,,0,3,2","  17.5",",,,0,3,2","159.0",",,,0","0",",,,0","11.82",",0","17.41",",,,0","6.23",",,,0"
"USC00345590","2009-11","36.1169","-97.6069","310.9","MARSHALL 3 SSE MESONET, OK US","","","2.8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","11",",0","0",",0","20091126",",,0","20091130","+,,0","20091130","+,,0","20091115",",,0","20091107",",,0","-5.0",",0,26,","0",",,0,30,+","0",",,0,30,+","10.9",",,0,15,","26.1",",0,07,","433.0","0","  15.0",",,,0,3,2","209.0",",0","  19.4",",,,0,3,2","   3.3",",,,0,3,2","   8.9",",,,0,3,2","   9.2",",,,0,3,2","  14.0",",,,0,3,2","13.6",",,,0","0",",,,0","11.46",",0","17.94",",,,0","4.98",",,,0"
