"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BR057324290","1950-09","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","2",",I","2",",I","1",",I","","","","","","","","","","","","","19500926",",,I","","","","","37.5",",,I,26,","","","","","58.0",",,,I","","","","","",""
"BR057324290","1950-10","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","4",",I","2",",I","0",",I","","","","","","","","","","","","","19501005",",,I","","","","","19.2",",,I,05,","","","","","33.2",",,,I","","","","","",""
"BR057324290","1950-11","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","16",",I","13",",I","3",",I","","","","","","","","","","","","","19501112",",,I","","","","","105.0",",,I,12,","","","","","303.6",",,,I","","","","","",""
"BR057324290","1950-12","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","9",",I","9",",I","1",",I","","","","","","","","","","","","","19501217",",,I","","","","","43.1",",,I,17,","","","","","157.0",",,,I","","","","","",""
"BR057324290","1951-01","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","7",",I","6",",I","2",",I","","","","","","","","","","","","","19510122",",,I","","","","","43.8",",,I,22,","","","","","121.9",",,,I","","","","","",""
"BR057324290","1951-02","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","8",",I","4",",I","0",",I","","","","","","","","","","","","","19510208",",,I","","","","","20.8",",,I,08,","","","","","47.8",",,,I","","","","","",""
"BR057324290","1951-03","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","11",",I","11",",I","4",",I","","","","","","","","","","","","","19510323",",,I","","","","","97.2",",,I,23,","","","","","320.6",",,,I","","","","","",""
"BR057324290","1951-04","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","4",",I","3",",I","0",",I","","","","","","","","","","","","","19510419",",,I","","","","","5.0",",,I,19,","","","","","15.0",",,,I","","","","","",""
"BR057324290","1951-09","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","1",",I","1",",I","0",",I","","","","","","","","","","","","","19510929",",,I","","","","","4.3",",,I,29,","","","","","4.3",",,,I","","","","","",""
"BR057324290","1951-10","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","1",",I","1",",I","0",",I","","","","","","","","","","","","","19511011",",,I","","","","","6.2",",,I,11,","","","","","6.2",",,,I","","","","","",""
"BR057324290","1951-11","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","3",",I","3",",I","3",",I","","","","","","","","","","","","","19511128",",,I","","","","","86.5",",,I,28,","","","","","173.0",",,,I","","","","","",""
"BR057324290","1951-12","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","12",",I","10",",I","0",",I","","","","","","","","","","","","","19511213",",,I","","","","","23.0",",,I,13,","","","","","100.5",",,,I","","","","","",""
"BR057324290","1952-01","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","2",",I","1",",I","0",",I","","","","","","","","","","","","","19520101",",,I","","","","","2.6",",,I,01,","","","","","4.4",",,,I","","","","","",""
"BR057324290","1952-02","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","1",",I","1",",I","1",",I","","","","","","","","","","","","","19520229",",,I","","","","","53.3",",,I,29,","","","","","53.3",",,,I","","","","","",""
"BR057324290","1952-03","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","12",",I","9",",I","2",",I","","","","","","","","","","","","","19520306",",,I","","","","","30.5",",,I,06,","","","","","185.0",",,,I","","","","","",""
"BR057324290","1953-01","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","1",",I","1",",I","1",",I","","","","","","","","","","","","","19530127",",,I","","","","","98.1",",,I,27,","","","","","98.1",",,,I","","","","","",""
"BR057324290","1953-02","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","4",",I","4",",I","2",",I","","","","","","","","","","","","","19530216",",,I","","","","","128.1",",,I,16,","","","","","182.7",",,,I","","","","","",""
"BR057324290","1953-03","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","15",",I","9",",I","2",",I","","","","","","","","","","","","","19530314",",,I","","","","","41.7",",,I,14,","","","","","138.7",",,,I","","","","","",""
"BR057324290","1953-04","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","7",",I","2",",I","0",",I","","","","","","","","","","","","","19530423",",,I","","","","","8.9",",,I,23,","","","","","20.4",",,,I","","","","","",""
"BR057324290","1953-09","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","2",",I","1",",I","0",",I","","","","","","","","","","","","","19530916",",,I","","","","","21.5",",,I,16,","","","","","21.9",",,,I","","","","","",""
"BR057324290","1953-10","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","5",",I","3",",I","0",",I","","","","","","","","","","","","","19531007",",,I","","","","","12.9",",,I,07,","","","","","30.2",",,,I","","","","","",""
"BR057324290","1953-11","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","11",",I","10",",I","0",",I","","","","","","","","","","","","","19531120",",,I","","","","","24.0",",,I,20,","","","","","153.2",",,,I","","","","","",""
"BR057324290","1953-12","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","16",",I","14",",I","5",",I","","","","","","","","","","","","","19531223",",,I","","","","","75.7",",,I,23,","","","","","328.4",",,,I","","","","","",""
"BR057324290","1954-01","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","9",",I","8",",I","3",",I","","","","","","","","","","","","","19540123",",,I","","","","","57.0",",,I,23,","","","","","212.8",",,,I","","","","","",""
"BR057324290","1954-02","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","2",",I","2",",I","0",",I","","","","","","","","","","","","","19540214",",,I","","","","","25.1",",,I,14,","","","","","39.3",",,,I","","","","","",""
"BR057324290","1954-03","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","3",",I","3",",I","0",",I","","","","","","","","","","","","","19540324",",,I","","","","","7.6",",,I,24,","","","","","16.4",",,,I","","","","","",""
"BR057324290","1954-04","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","4",",I","2",",I","0",",I","","","","","","","","","","","","","19540401",",,I","","","","","10.4",",,I,01,","","","","","16.2",",,,I","","","","","",""
"BR057324290","1954-05","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","3",",I","2",",I","0",",I","","","","","","","","","","","","","19540521",",,I","","","","","8.2",",,I,21,","","","","","13.9",",,,I","","","","","",""
"BR057324290","1954-10","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","0",",I","0",",I","0",",I","","","","","","","","","","","","","19541031","+,,I","","","","","0.0",",,I,31,+","","","","","0.0",",,,I","","","","","",""
"BR057324290","1954-11","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","11",",I","9",",I","0",",I","","","","","","","","","","","","","19541122",",,I","","","","","21.6",",,I,22,","","","","","120.6",",,,I","","","","","",""
"BR057324290","1954-12","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","13",",I","9",",I","1",",I","","","","","","","","","","","","","19541210",",,I","","","","","67.1",",,I,10,","","","","","188.6",",,,I","","","","","",""
"BR057324290","1955-01","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","3",",I","3",",I","0",",I","","","","","","","","","","","","","19550110",",,I","","","","","10.0",",,I,10,","","","","","17.8",",,,I","","","","","",""
"BR057324290","1955-02","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","6",",I","4",",I","0",",I","","","","","","","","","","","","","19550203",",,I","","","","","6.1",",,I,03,","","","","","18.0",",,,I","","","","","",""
"BR057324290","1955-03","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","2",",I","2",",I","0",",I","","","","","","","","","","","","","19550330",",,I","","","","","7.4",",,I,30,","","","","","9.9",",,,I","","","","","",""
"BR057324290","1955-04","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","5",",I","3",",I","0",",I","","","","","","","","","","","","","19550407",",,I","","","","","4.5",",,I,07,","","","","","14.7",",,,I","","","","","",""
"BR057324290","1955-05","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","1",",I","0",",I","0",",I","","","","","","","","","","","","","19550530",",,I","","","","","1.5",",,I,30,","","","","","1.5",",,,I","","","","","",""
"BR057324290","1955-06","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","1",",I","1",",I","0",",I","","","","","","","","","","","","","19550601",",,I","","","","","10.4",",,I,01,","","","","","10.4",",,,I","","","","","",""
"BR057324290","1955-10","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","15",",I","9",",I","2",",I","","","","","","","","","","","","","19551022",",,I","","","","","69.6",",,I,22,","","","","","174.0",",,,I","","","","","",""
"BR057324290","1955-11","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","9",",I","8",",I","2",",I","","","","","","","","","","","","","19551120",",,I","","","","","83.3",",,I,20,","","","","","180.0",",,,I","","","","","",""
"BR057324290","1955-12","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","16",",I","11",",I","4",",I","","","","","","","","","","","","","19551219",",,I","","","","","70.0",",,I,19,","","","","","259.8",",,,I","","","","","",""
"BR057324290","1956-01","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","2",",I","2",",I","0",",I","","","","","","","","","","","","","19560102",",,I","","","","","21.4",",,I,02,","","","","","24.7",",,,I","","","","","",""
"BR057324290","1956-02","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","4",",I","2",",I","0",",I","","","","","","","","","","","","","19560221",",,I","","","","","6.2",",,I,21,","","","","","11.7",",,,I","","","","","",""
"BR057324290","1956-03","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","6",",I","6",",I","0",",I","","","","","","","","","","","","","19560306",",,I","","","","","25.3",",,I,06,","","","","","84.0",",,,I","","","","","",""
"BR057324290","1956-04","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","2",",I","0",",I","0",",I","","","","","","","","","","","","","19560417",",,I","","","","","2.0",",,I,17,","","","","","3.3",",,,I","","","","","",""
"BR057324290","1956-05","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","3",",I","3",",I","0",",I","","","","","","","","","","","","","19560527",",,I","","","","","8.4",",,I,27,","","","","","17.8",",,,I","","","","","",""
"BR057324290","1956-06","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","2",",I","2",",I","0",",I","","","","","","","","","","","","","19560615",",,I","","","","","6.3",",,I,15,","","","","","10.4",",,,I","","","","","",""
"BR057324290","1956-07","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","1",",I","1",",I","0",",I","","","","","","","","","","","","","19560727",",,I","","","","","5.2",",,I,27,","","","","","5.2",",,,I","","","","","",""
"BR057324290","1956-08","-16.717","-43.867","668.0","MONTES CLAROS, BR","","","0",",I","0",",I","0",",I","","","","","","","","","","","","","19560831","+,,I","","","","","0.0",",,I,31,+","","","","","0.0",",,,I","","","","","",""
