"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00363706","1904-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","8",",6","0",",6","","","0",",6","","","","","19040314",",,6","19040308",",,6","","","8",",,6,14,","20.6",",,6,08,","63.6",",,,6","16",",,,6","",""
"USC00363706","1904-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","6",",6","0",",6","","","0",",6","","","","","19040420","+,,6","19040429",",,6","","","0",",T,6,20,+","13.5",",,6,29,","60.5",",,,6","0",",T,,6","",""
"USC00363706","1904-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","5",",6","2",",6","","","","","","","","","","","19040531",",,6","","","","","35.1",",,6,31,","87.8",",,,6","","","",""
"USC00363706","1904-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","15",",6","8",",6","0",",6","","","","","","","","","","","19040607",",,6","","","","","17.5",",,6,07,","66.3",",,,6","","","",""
"USC00363706","1904-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","16",",6","10",",6","2",",6","","","","","","","","","","","19040701",",,6","","","","","35.1",",,6,01,","156.1",",,,6","","","",""
"USC00363706","1904-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","7",",6","0",",6","","","","","","","","","","","19040818","+,,6","","","","","18.3",",,6,18,+","75.0",",,,6","","","",""
"USC00363706","1904-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","3",",6","0",",6","","","","","","","","","","","19040915",",,6","","","","","19.1",",,6,15,","43.0",",,,6","","","",""
"USC00363706","1904-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","4",",6","0",",6","","","","","","","","","","","19041021",",,6","","","","","25.1",",,6,21,","70.6",",,,6","","","",""
"USC00363706","1904-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","3",",6","2",",6","0",",6","","","0",",6","","","","","19041129","+,,6","19041114",",,6","","","0",",T,6,29,+","9.4",",,6,14,","13.8",",,,6","0",",T,,6","",""
"USC00363706","1904-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","7",",6","0",",6","","","0",",6","","","","","19041225","+,,6","19041218",",,6","","","13",",,6,25,+","11.7",",,6,18,","60.7",",,,6","52",",,,6","",""
"USC00363706","1905-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","14",",6","7",",6","1",",6","","","5",",6","","","","","19050103",",,6","19050107",",,6","","","170",",,6,03,","43.2",",,6,07,","105.1",",,,6","539",",,,6","",""
"USC00363706","1905-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","5",",6","0",",6","","","4",",6","","","","","19050220","+,,6","19050213","+,,6","","","71",",,6,20,+","7.6",",,6,13,+","29.7",",,,6","259",",,,6","",""
"USC00363706","1905-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","8",",6","1",",6","","","1",",6","","","","","19050304",",,6","19050321",",,6","","","38",",,6,04,","25.7",",,6,21,","80.6",",,,6","46",",,,6","",""
"USC00363706","1905-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","5",",6","0",",6","","","0",",6","","","","","19050418","+,,6","19050405",",,6","","","0",",T,6,18,+","7.6",",,6,05,","35.4",",,,6","0",",T,,6","",""
"USC00363706","1905-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","6",",6","0",",6","","","","","","","","","","","19050515",",,6","","","","","14.2",",,6,15,","37.7",",,,6","","","",""
"USC00363706","1905-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","8",",6","0",",6","","","","","","","","","","","19050623",",,6","","","","","21.8",",,6,23,","77.1",",,,6","","","",""
"USC00363706","1905-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","10",",6","2",",6","","","","","","","","","","","19050724",",,6","","","","","29.0",",,6,24,","127.3",",,,6","","","",""
"USC00363706","1905-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","8",",6","1",",6","","","","","","","","","","","19050825",",,6","","","","","68.6",",,6,25,","134.0",",,,6","","","",""
"USC00363706","1905-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","5",",6","1",",6","","","","","","","","","","","19050912",",,6","","","","","32.8",",,6,12,","71.2",",,,6","","","",""
"USC00363706","1905-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","4",",6","2",",6","","","","","","","","","","","19051012",",,6","","","","","35.1",",,6,12,","92.8",",,,6","","","",""
"USC00363706","1905-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","3",",6","1",",6","","","","","","","","","","","19051129",",,6","","","","","28.2",",,6,29,","38.4",",,,6","","","",""
"USC00363706","1905-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","4",",6","2",",6","","","0",",6","","","","","19051216",",,6","19051203",",,6","","","10",",,6,16,","41.4",",,6,03,","86.2",",,,6","10",",,,6","",""
"USC00363706","1906-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","5",",6","0",",6","","","2",",6","","","","","19060108",",,6","19060104",",,6","","","117",",,6,08,","17.0",",,6,04,","44.5",",,,6","158",",,,6","",""
"USC00363706","1906-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","4",",6","0",",6","","","2",",6","","","","","19060209",",,6","19060209",",,6","","","218",",,6,09,","20.3",",,6,09,","53.6",",,,6","268",",,,6","",""
"USC00363706","1906-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","7",",6","1",",6","","","4",",6","","","","","19060319",",,6","19060304",",,6","","","178",",,6,19,","35.8",",,6,04,","82.5",",,,6","390",",,,6","",""
"USC00363706","1906-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","5",",6","1",",6","","","","","","","","","","","19060415",",,6","","","","","50.8",",,6,15,","85.2",",,,6","","","",""
"USC00363706","1906-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","5",",6","0",",6","","","","","","","","","","","19060528",",,6","","","","","8.1",",,6,28,","32.5",",,,6","","","",""
"USC00363706","1906-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","9",",6","2",",6","","","","","","","","","","","19060619",",,6","","","","","31.8",",,6,19,","125.9",",,,6","","","",""
"USC00363706","1906-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","5",",6","0",",6","","","","","","","","","","","19060722",",,6","","","","","15.0",",,6,22,","45.5",",,,6","","","",""
"USC00363706","1906-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","15",",6","10",",6","2",",6","","","","","","","","","","","19060807",",,6","","","","","36.3",",,6,07,","137.1",",,,6","","","",""
"USC00363706","1906-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","4",",6","1",",6","","","","","","","","","","","19060912",",,6","","","","","38.9",",,6,12,","61.0",",,,6","","","",""
"USC00363706","1906-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","8",",6","1",",6","","","","","","","","","","","19061005",",,6","","","","","43.9",",,6,05,","103.1",",,,6","","","",""
"USC00363706","1906-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","1",",6","0",",6","","","0",",6","","","","","19061115",",,6","19061119",",,6","","","13",",,6,15,","7.6",",,6,19,","14.1",",,,6","13",",,,6","",""
"USC00363706","1906-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","9",",6","0",",6","","","1",",6","","","","","19061220",",,6","19061206",",,6","","","51",",,6,20,","14.0",",,6,06,","76.5",",,,6","87",",,,6","",""
"USC00363706","1907-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","16",",6","8",",6","0",",6","","","4",",6","","","","","19070126","+,,6","19070119",",,6","","","66",",,6,26,+","10.4",",,6,19,","72.4",",,,6","240",",,,6","",""
"USC00363706","1907-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","6",",6","0",",6","","","4",",6","","","","","19070205",",,6","19070205",",,6","","","216",",,6,05,","22.4",",,6,05,","49.9",",,,6","471",",,,6","",""
"USC00363706","1907-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","9",",6","0",",6","","","","","","","","","","","19070313",",,6","","","","","15.7",",,6,13,","84.6",",,,6","","","",""
"USC00363706","1907-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","4",",6","0",",6","","","0",",6","","","","","19070419",",,6","19070409",",,6","","","10",",,6,19,","15.2",",,6,09,","47.5",",,,6","10",",,,6","",""
"USC00363706","1907-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","14",",6","5",",6","0",",6","","","","","","","","","","","19070504",",,6","","","","","9.1",",,6,04,","43.5",",,,6","","","",""
"USC00363706","1907-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","5",",6","1",",6","","","","","","","","","","","19070630",",,6","","","","","36.1",",,6,30,","87.2",",,,6","","","",""
"USC00363706","1907-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","6",",6","0",",6","","","","","","","","","","","19070708",",,6","","","","","14.5",",,6,08,","50.5",",,,6","","","",""
"USC00363706","1907-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","3",",6","1",",6","","","","","","","","","","","19070824",",,6","","","","","27.9",",,6,24,","65.8",",,,6","","","",""
"USC00363706","1907-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","15",",6","10",",6","1",",6","","","","","","","","","","","19070911",",,6","","","","","118.9",",,6,11,","210.1",",,,6","","","",""
"USC00363706","1907-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","3",",6","0",",6","","","","","","","","","","","19071029","+,,6","","","","","14.7",",,6,29,+","39.2",",,,6","","","",""
"USC00363706","1907-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","7",",6","0",",6","","","0",",6","","","","","19071126",",,6","19071103",",,6","","","20",",,6,26,","21.6",",,6,03,","66.7",",,,6","20",",,,6","",""
"USC00363706","1907-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","15",",6","8",",6","1",",6","","","3",",6","","","","","19071203",",,6","19071210",",,6","","","114",",,6,03,","38.1",",,6,10,","112.4",",,,6","261",",,,6","",""
"USC00363706","1908-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","4",",6","0",",6","","","2",",6","","","","","19080123",",,6","19080108",",,6","","","51",",,6,23,","13.2",",,6,08,","41.2",",,,6","87",",,,6","",""
"USC00363706","1908-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","10",",6","0",",6","","","","","","","","","","","19080201",",,6","","","","","20.8",",,6,01,","131.3",",,,6","","","",""
"USC00363706","1908-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","7",",6","1",",6","","","","","","","","","","","19080319",",,6","","","","","36.6",",,6,19,","82.9",",,,6","","","",""
"USC00363706","1908-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","6",",6","0",",6","","","","","","","","","","","19080428",",,6","","","","","11.2",",,6,28,","48.9",",,,6","","","",""
"USC00363706","1908-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","17",",6","8",",6","1",",6","","","","","","","","","","","19080507",",,6","","","","","46.2",",,6,07,","99.3",",,,6","","","",""
"USC00363706","1908-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","4",",6","3",",6","0",",6","","","","","","","","","","","19080610",",,6","","","","","13.0",",,6,10,","26.7",",,,6","","","",""
"USC00363706","1908-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","14",",6","10",",6","2",",6","","","","","","","","","","","19080725",",,6","","","","","35.6",",,6,25,","140.0",",,,6","","","",""
"USC00363706","1908-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","6",",6","0",",6","","","","","","","","","","","19080807",",,6","","","","","22.6",",,6,07,","61.9",",,,6","","","",""
"USC00363706","1908-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","3",",6","3",",6","0",",6","","","","","","","","","","","19080929",",,6","","","","","20.3",",,6,29,","38.0",",,,6","","","",""
"USC00363706","1908-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","6",",6","1",",6","","","","","","","","","","","19081011",",,6","","","","","38.1",",,6,11,","105.4",",,,6","","","",""
"USC00363706","1908-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","3",",6","1",",6","0",",6","","","","","","","","","","","19081115",",,6","","","","","21.3",",,6,15,","22.6",",,,6","","","",""
"USC00363706","1908-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","7",",6","0",",6","","","","","","","","","","","19081207",",,6","","","","","10.7",",,6,07,","52.5",",,,6","","","",""
"USC00363706","1909-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","6",",6","0",",6","","","","","","","","","","","19090117",",,6","","","","","15.0",",,6,17,","46.7",",,,6","","","",""
"USC00363706","1909-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","15",",6","8",",6","1",",6","","","","","","","","","","","19090224",",,6","","","","","32.0",",,6,24,","105.1",",,,6","","","",""
"USC00363706","1909-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","16",",6","8",",6","1",",6","","","","","","","","","","","19090304",",,6","","","","","26.9",",,6,04,","71.7",",,,6","","","",""
"USC00363706","1909-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","8",",6","0",",6","","","","","","","","","","","19090414",",,6","","","","","16.3",",,6,14,","67.9",",,,6","","","",""
"USC00363706","1909-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","6",",6","0",",6","","","","","","","","","","","19090528",",,6","","","","","16.0",",,6,28,","61.0",",,,6","","","",""
"USC00363706","1909-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","16",",6","11",",6","0",",6","","","","","","","","","","","19090626",",,6","","","","","17.8",",,6,26,","108.2",",,,6","","","",""
"USC00363706","1909-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","3",",6","3",",6","0",",6","","","","","","","","","","","19090723",",,6","","","","","16.8",",,6,23,","21.8",",,,6","","","",""
"USC00363706","1909-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","4",",6","0",",6","","","","","","","","","","","19090817",",,6","","","","","9.4",",,6,17,","20.3",",,,6","","","",""
"USC00363706","1909-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","4",",6","1",",6","","","","","","","","","","","19090916",",,6","","","","","30.0",",,6,16,","66.9",",,,6","","","",""
"USC00363706","1909-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","4",",6","1",",6","","","","","","","","","","","19091012",",,6","","","","","30.0",",,6,12,","60.2",",,,6","","","",""
"USC00363706","1909-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","2",",6","0",",6","","","","","","","","","","","19091109",",,6","","","","","4.1",",,6,09,","10.6",",,,6","","","",""
"USC00363706","1909-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","5",",6","1",",6","","","","","","","","","","","19091214",",,6","","","","","41.7",",,6,14,","75.7",",,,6","","","",""
"USC00363706","1910-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","9",",6","0",",6","","","4",",6","","","","","19100114",",,6","19100114",",,6","","","290",",,6,14,","20.8",",,6,14,","99.2",",,,6","539",",,,6","",""
"USC00363706","1910-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","7",",6","0",",6","","","","","","","","","","","19100212",",,6","","","","","21.3",",,6,12,","75.4",",,,6","","","",""
"USC00363706","1910-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","1",",6","0",",6","","","0",",6","","","","","19100317","+,,6","19100301",",,6","","","0",",T,6,17,+","16.3",",,6,01,","20.9",",,,6","0",",T,,6","",""
"USC00363706","1910-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","8",",6","1",",6","","","0",",6","","","","","19100407",",,6","19100425",",,6","","","0",",T,6,07,","32.8",",,6,25,","106.9",",,,6","0",",T,,6","",""
"USC00363706","1910-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","7",",6","1",",6","","","","","","","","","","","19100525",",,6","","","","","48.5",",,6,25,","104.2",",,,6","","","",""
"USC00363706","1910-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","10",",6","2",",6","","","","","","","","","","","19100617",",,6","","","","","34.0",",,6,17,","124.7",",,,6","","","",""
"USC00363706","1910-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","4",",6","0",",6","","","","","","","","","","","19100728",",,6","","","","","16.8",",,6,28,","36.0",",,,6","","","",""
"USC00363706","1910-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","4",",6","0",",6","","","","","","","","","","","19100809",",,6","","","","","19.1",",,6,09,","48.2",",,,6","","","",""
"USC00363706","1910-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","6",",6","1",",6","","","","","","","","","","","19100901",",,6","","","","","46.5",",,6,01,","78.9",",,,6","","","",""
"USC00363706","1910-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","5",",6","0",",6","","","0",",6","","","","","19101029",",,6","19101007",",,6","","","0",",T,6,29,","9.7",",,6,07,","33.1",",,,6","0",",T,,6","",""
"USC00363706","1910-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","3",",6","0",",6","","","2",",6","","","","","19101129",",,6","19101129",",,6","","","46",",,6,29,","12.2",",,6,29,","21.1",",,,6","76",",,,6","",""
"USC00363706","1910-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","4",",6","0",",6","","","","","","","","","","","19101224",",,6","","","","","21.8",",,6,24,","65.3",",,,6","","","",""
"USC00363706","1911-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","7",",6","0",",6","","","","","","","","","","","19110103",",,6","","","","","11.4",",,6,03,","59.9",",,,6","","","",""
"USC00363706","1911-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","4",",6","0",",6","","","","","","","","","","","19110207",",,6","","","","","15.0",",,6,07,","49.2",",,,6","","","",""
"USC00363706","1911-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","8",",6","0",",6","","","","","","","","","","","19110308",",,6","","","","","19.8",",,6,08,","74.4",",,,6","","","",""
"USC00363706","1911-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","7",",6","0",",6","","","","","","","","","","","19110420",",,6","","","","","22.6",",,6,20,","77.0",",,,6","","","",""
"USC00363706","1911-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","5",",6","0",",6","","","","","","","","","","","19110502",",,6","","","","","15.0",",,6,02,","34.1",",,,6","","","",""
"USC00363706","1911-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","6",",6","0",",6","","","","","","","","","","","19110601",",,6","","","","","23.4",",,6,01,","79.9",",,,6","","","",""
"USC00363706","1911-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","4",",6","0",",6","","","","","","","","","","","19110708",",,6","","","","","18.3",",,6,08,","46.0",",,,6","","","",""
"USC00363706","1911-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","17",",6","12",",6","4",",6","","","","","","","","","","","19110804",",,6","","","","","53.1",",,6,04,","237.6",",,,6","","","",""
"USC00363706","1911-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","7",",6","1",",6","","","","","","","","","","","19110915",",,6","","","","","26.7",",,6,15,","103.2",",,,6","","","",""
"USC00363706","1911-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","5",",6","1",",6","","","","","","","","","","","19111018",",,6","","","","","31.2",",,6,18,","70.6",",,,6","","","",""
"USC00363706","1911-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","6",",6","0",",6","","","1",",6","","","","","19111115",",,6","19111107",",,6","","","76",",,6,15,","20.1",",,6,07,","61.0",",,,6","76",",,,6","",""
"USC00363706","1911-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","8",",6","0",",6","","","2",",6","","","","","19111231",",,6","19111223",",,6","","","41",",,6,31,","13.0",",,6,23,","69.6",",,,6","92",",,,6","",""
"USC00363706","1912-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","7",",6","0",",6","","","","","","","","","","","19120109",",,6","","","","","10.4",",,6,09,","48.2",",,,6","","","",""
"USC00363706","1912-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","4",",6","1",",6","","","1",",6","","","","","19120204",",,6","19120222",",,6","","","41",",,6,04,","25.4",",,6,22,","53.4",",,,6","84",",,,6","",""
"USC00363706","1912-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","17",",6","12",",6","0",",6","","","","","","","","","","","19120315",",,6","","","","","21.8",",,6,15,","124.7",",,,6","","","",""
"USC00363706","1912-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","15",",6","10",",6","0",",6","","","0",",6","","","","","19120403",",,6","19120418",",,6","","","0",",T,6,03,","25.1",",,6,18,","99.1",",,,6","0",",T,,6","",""
"USC00363706","1912-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","4",",6","1",",6","","","","","","","","","","","19120517",",,6","","","","","27.9",",,6,17,","72.6",",,,6","","","",""
"USC00363706","1912-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","7",",6","0",",6","","","","","","","","","","","19120616",",,6","","","","","14.7",",,6,16,","70.7",",,,6","","","",""
"USC00363706","1912-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","5",",6","0",",6","","","","","","","","","","","19120722",",,6","","","","","20.8",",,6,22,","52.8",",,,6","","","",""
"USC00363706","1912-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","7",",6","0",",6","","","","","","","","","","","19120810",",,6","","","","","21.1",",,6,10,","75.0",",,,6","","","",""
"USC00363706","1912-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","8",",6","1",",6","","","","","","","","","","","19120925",",,6","","","","","42.7",",,6,25,","110.7",",,,6","","","",""
"USC00363706","1912-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","4",",6","0",",6","","","","","","","","","","","19121010",",,6","","","","","7.4",",,6,10,","22.9",",,,6","","","",""
"USC00363706","1912-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","5",",6","0",",6","","","0",",6","","","","","19121128","+,,6","19121108",",,6","","","0",",T,6,28,+","16.0",",,6,08,","39.5",",,,6","0",",T,,6","",""
"USC00363706","1912-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","8",",6","0",",6","","","1",",6","","","","","19121224",",,6","19121224",",,6","","","239",",,6,24,","21.8",",,6,24,","97.1",",,,6","239",",,,6","",""
"USC00363706","1913-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","19",",6","8",",6","0",",6","","","0",",6","","","","","19130129",",,6","19130104",",,6","","","20",",,6,29,","14.2",",,6,04,","61.4",",,,6","20",",,,6","",""
"USC00363706","1913-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","5",",6","0",",6","","","2",",6","","","","","19130204","+,,6","19130204",",,6","","","51",",,6,04,+","13.2",",,6,04,","47.9",",,,6","131",",,,6","",""
"USC00363706","1913-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","7",",6","1",",6","","","","","","","","","","","19130327",",,6","","","","","58.9",",,6,27,","122.2",",,,6","","","",""
"USC00363706","1913-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","11",",6","0",",6","","","0",",6","","","","","19130407","+,,6","19130428",",,6","","","0",",T,6,07,+","23.1",",,6,28,","104.4",",,,6","0",",T,,6","",""
"USC00363706","1913-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","5",",6","1",",6","","","","","","","","","","","19130524",",,6","","","","","32.0",",,6,24,","69.4",",,,6","","","",""
"USC00363706","1913-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","3",",6","0",",6","","","","","","","","","","","19130626",",,6","","","","","11.9",",,6,26,","27.2",",,,6","","","",""
"USC00363706","1913-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","6",",6","2",",6","","","","","","","","","","","19130724",",,6","","","","","27.4",",,6,24,","74.1",",,,6","","","",""
"USC00363706","1913-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","4",",6","1",",6","","","","","","","","","","","19130807",",,6","","","","","70.4",",,6,07,","110.5",",,,6","","","",""
"USC00363706","1913-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","5",",6","1",",6","","","","","","","","","","","19130922",",,6","","","","","39.1",",,6,22,","81.8",",,,6","","","",""
"USC00363706","1913-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","14",",6","8",",6","1",",6","","","","","","","","","","","19131001",",,6","","","","","64.0",",,6,01,","164.8",",,,6","","","",""
"USC00363706","1913-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","6",",6","0",",6","","","0",",6","","","","","19131128",",,6","19131109",",,6","","","20",",,6,28,","10.9",",,6,09,","42.7",",,,6","20",",,,6","",""
"USC00363706","1913-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","5",",6","0",",6","","","","","","","","","","","19131226",",,6","","","","","21.8",",,6,26,","69.5",",,,6","","","",""
