"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00144104","1960-08","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","11",",0","9",",0","3",",0","0",",0","0",",0","","","","","","","","","","","","","19600831","+,,0","19600831","+,,0","19600829",",,0","","","","","0",",,0,31,+","0",",,0,31,+","71.9",",,0,29,","","","","","","","","","","","","","237.6",",,,0","0",",,,0","","","","","","","",""
"USC00144104","1960-09","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","3",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19600930","+,,0","19600930","+,,0","19600924",",,0","","","","","0",",,0,30,+","0",",,0,30,+","18.5",",,0,24,","","","","","","","","","","","","","21.3",",,,0","0",",,,0","","","","","","","",""
"USC00144104","1960-10","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","7","3,0","7","3,0","1","3,0","0",",0","0",",0","","","","","","","","","","","","","19601031","+,,0","19601031","+,,0","19601026",",3,0","","","","","0",",,0,31,+","0",",,0,31,+","37.3","3,,0,26,","","","","","","","","","","","","","159.7",",a,,0","0",",,,0","","","","","","","",""
"USC00144104","1960-11","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","1",",0","0",",0","0",",0","0",",0","0",",0","0","5,0","14","5,0","0","5,0","4","5,0","0","5,0","19601110",",5,0","19601130","+,,0","19601109",",,0","19601128",",,0","19601115",",5,0","-9.4","5,0,10,","0",",,0,30,+","13",",,0,09,","2.3",",,0,28,","23.9","5,0,15,","","","","","","","","","","","2.3",",,,0","13",",,,0","7.38","7,0","15.30","5,,,0","-0.54","5,,,0","",""
"USC00144104","1960-12","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","2",",0","2",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","19601228","+,,0","19601228",",,0","19601211",",,0","","","","","0",",T,0,28,+","8",",,0,28,","34.8",",,0,11,","","","","","","","","","","","","","40.6",",,,0","11",",,,0","","","","","","","",""
"USC00144104","1961-01","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","2",",0","0",",0","0",",0","1","2,0","1",",0","","","","","","","","","","","","","19610126",",2,0","19610126",",,0","19610126","+,,0","","","","","25","2,,0,26,","25",",,0,26,","1.8",",,0,26,+","","","","","","","","","","","","","3.6",",,,0","25",",,,0","","","","","","","",""
"USC00144104","1961-02","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","4",",0","2",",0","1",",0","4",",0","2",",0","","","","","","","","","","","","","19610207",",,0","19610206",",,0","19610218",",,0","","","","","76",",,0,07,","51",",,0,06,","46.5",",,0,18,","","","","","","","","","","","","","62.5",",,,0","76",",,,0","","","","","","","",""
"USC00144104","1961-03","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","6",",0","6",",0","2",",0","1",",0","1",",0","","","","","","","","","","","","","19610321",",,0","19610321",",,0","19610327",",,0","","","","","25",",,0,21,","25",",,0,21,","33.8",",,0,27,","","","","","","","","","","","","","130.3",",,,0","25",",,,0","","","","","","","",""
"USC00144104","1961-04","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","6",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","19610430","+,,0","19610409",",,0","19610409",",,0","","","","","0",",,0,30,+","0",",T,0,09,","32.3",",,0,09,","","","","","","","","","","","","","87.2",",,,0","0",",T,,0","","","","","","","",""
"USC00144104","1961-05","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","10",",0","7",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","19610531","+,,0","19610531","+,,0","19610506",",,0","","","","","0",",,0,31,+","0",",,0,31,+","39.6",",,0,06,","","","","","","","","","","","","","146.3",",,,0","0",",,,0","","","","","","","",""
"USC00144104","1961-06","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","7",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","19610630","+,,0","19610630","+,,0","19610614",",,0","","","","","0",",,0,30,+","0",",,0,30,+","30.0",",,0,14,","","","","","","","","","","","","","50.6",",,,0","0",",,,0","","","","","","","",""
"USC00144104","1961-07","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","7",",0","5",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","19610731","+,,0","19610731","+,,0","19610723",",,0","","","","","0",",,0,31,+","0",",,0,31,+","67.6",",,0,23,","","","","","","","","","","","","","137.2",",,,0","0",",,,0","","","","","","","",""
"USC00144104","1961-08","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","4",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19610831","+,,0","19610831","+,,0","19610822",",,0","","","","","0",",,0,31,+","0",",,0,31,+","16.8",",,0,22,","","","","","","","","","","","","","32.1",",,,0","0",",,,0","","","","","","","",""
"USC00144104","1961-09","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","8",",0","7",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","19610930","+,,0","19610930","+,,0","19610913",",,0","","","","","0",",,0,30,+","0",",,0,30,+","139.7",",,0,13,","","","","","","","","","","","","","251.1",",,,0","0",",,,0","","","","","","","",""
"USC00144104","1961-10","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","5",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","19611031","+,,0","19611031","+,,0","19611010",",,0","","","","","0",",,0,31,+","0",",,0,31,+","45.5",",,0,10,","","","","","","","","","","","","","91.8",",,,0","0",",,,0","","","","","","","",""
"USC00144104","1961-11","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","7",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","19611130","+,,0","19611120",",,0","19611102",",,0","","","","","0",",,0,30,+","0",",T,0,20,","47.0",",,0,02,","","","","","","","","","","","","","120.4",",,,0","0",",T,,0","","","","","","","",""
"USC00144104","1961-12","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","4","3,0","2","3,0","0","3,0","","","","","","","","","","","","","","","","","","","","","19611218",",3,0","","","","","","","","","3.3","3,,0,18,","","","","","","","","","","","","","21.4",",a,,0","","","","","","","","","",""
"USC00144104","1962-01","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","6",",0","3",",0","0",",0","","","0","5,0","","","","","","","","","","","","","","","19620131","+,5,0","19620105",",,0","","","","","","","0","5,,0,31,+","7.4",",,0,05,","","","","","","","","","","","","","24.0",",,,0","0","5,,,0","","","","","","","",""
"USC00144104","1962-02","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","3",",0","3",",0","0",",0","2",",0","0",",0","","","","","","","","","","","","","19620202","+,,0","19620226","+,,0","19620215",",,0","","","","","25",",,0,02,+","0",",T,0,26,+","13.0",",,0,15,","","","","","","","","","","","","","19.8",",,,0","0",",T,,0","","","","","","","",""
"USC00144104","1962-03","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","4",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19620331","+,,0","19620331","+,,0","19620321",",,0","","","","","0",",,0,31,+","0",",,0,31,+","23.4",",,0,21,","","","","","","","","","","","","","39.5",",,,0","0",",,,0","","","","","","","",""
"USC00144104","1962-04","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","4",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19620430","+,,0","19620430","+,,0","19620430",",,0","","","","","0",",,0,30,+","0",",,0,30,+","5.6",",,0,30,","","","","","","","","","","","","","14.7",",,,0","0",",,,0","","","","","","","",""
"USC00144104","1962-05","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","3","4,0","2","4,0","2","4,0","0",",0","0",",0","","","","","","","","","","","","","19620531","+,,0","19620531","+,,0","19620531",",4,0","","","","","0",",,0,31,+","0",",,0,31,+","35.6","4,,0,31,","","","","","","","","","","","","","153.3",",a,,0","0",",,,0","","","","","","","",""
"USC00144104","1962-06","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","7",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","19620630","+,,0","19620630","+,,0","19620625",",,0","","","","","0",",,0,30,+","0",",,0,30,+","38.1",",,0,25,","","","","","","","","","","","","","104.9",",,,0","0",",,,0","","","","","","","",""
"USC00144104","1962-07","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","11",",0","8",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","19620731","+,,0","19620731","+,,0","19620720",",,0","","","","","0",",,0,31,+","0",",,0,31,+","47.5",",,0,20,","","","","","","","","","","","","","113.2",",,,0","0",",,,0","","","","","","","",""
"USC00144104","1962-08","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","3",",0","2",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","19620831","+,,0","19620831","+,,0","19620805",",,0","","","","","0",",,0,31,+","0",",,0,31,+","37.1",",,0,05,","","","","","","","","","","","","","75.7",",,,0","0",",,,0","","","","","","","",""
"USC00144104","1962-09","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","9",",0","8",",0","4",",0","0",",0","0",",0","","","","","","","","","","","","","19620930","+,,0","19620930","+,,0","19620919",",,0","","","","","0",",,0,30,+","0",",,0,30,+","59.9",",,0,19,","","","","","","","","","","","","","225.5",",,,0","0",",,,0","","","","","","","",""
"USC00144104","1962-10","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","5",",0","4",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","19621031","+,,0","19621031","+,,0","19621029",",,0","","","","","0",",,0,31,+","0",",,0,31,+","26.2",",,0,29,","","","","","","","","","","","","","42.9",",,,0","0",",,,0","","","","","","","",""
"USC00144104","1962-11","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","3",",0","2",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","19621130","+,,0","19621130","+,,0","19621127",",,0","","","","","0",",,0,30,+","0",",,0,30,+","28.2",",,0,27,","","","","","","","","","","","","","33.3",",,,0","0",",,,0","","","","","","","",""
"USC00144104","1962-12","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","2",",0","2",",0","0",",0","2","2,0","1",",0","","","","","","","","","","","","","19621226","+,2,0","19621225",",,0","19621220",",,0","","","","","51","2,,0,26,+","51",",,0,25,","6.1",",,0,20,","","","","","","","","","","","","","9.1",",,,0","51",",,,0","","","","","","","",""
"USC00144104","1963-01","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","2","3,0","1","3,0","0","3,0","4",",","","","","","","","","","","","","","","","19630131","+,,0","","","19630105",",3,0","","","","","25",",,0,31,+","","","19.8","3,,0,05,","","","","","","","","","","","","","21.6",",a,,0","","","","","","","","","",""
"USC00144104","1963-02","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19630228","+,,0","19630228","+,,0","19630208","+,,0","","","","","0",",,0,28,+","0",",,0,28,+","0.0",",T,0,08,+","","","","","","","","","","","","","0.0",",T,,0","0",",,,0","","","","","","","",""
"USC00144104","1963-03","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","4",",0","4",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","19630331","+,,0","19630331","+,,0","19630304",",,0","","","","","0",",,0,31,+","0",",,0,31,+","27.9",",,0,04,","","","","","","","","","","","","","54.0",",,,0","0",",,,0","","","","","","","",""
"USC00144104","1963-04","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","7",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19630430","+,,0","19630430","+,,0","19630427",",,0","","","","","0",",,0,30,+","0",",,0,30,+","5.3",",,0,27,","","","","","","","","","","","","","17.5",",,,0","0",",,,0","","","","","","","",""
"USC00144104","1963-05","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","6",",0","5",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","19630531","+,,0","19630531","+,,0","19630525",",,0","","","","","0",",,0,31,+","0",",,0,31,+","31.0",",,0,25,","","","","","","","","","","","","","116.3",",,,0","0",",,,0","","","","","","","",""
"USC00144104","1963-06","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","5","3,0","4","3,0","2","3,0","0",",0","0",",0","","","","","","","","","","","","","19630630","+,,0","19630630","+,,0","19630620",",3,0","","","","","0",",,0,30,+","0",",,0,30,+","37.6","3,,0,20,","","","","","","","","","","","","","90.4",",a,,0","0",",,,0","","","","","","","",""
"USC00144104","1963-07","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","4",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","19630731","+,,0","19630731","+,,0","19630712",",,0","","","","","0",",,0,31,+","0",",,0,31,+","22.4",",,0,12,","","","","","","","","","","","","","49.6",",,,0","0",",,,0","","","","","","","",""
"USC00144104","1963-08","38.2548","-95.7499","332.8","JOHN REDMOND LAKE, KS US","","","","","1",",0","1",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","19630831","+,,0","19630831","+,,0","19630829",",,0","","","","","0",",,0,31,+","0",",,0,31,+","37.1",",,0,29,","","","","","","","","","","","","","37.1",",,,0","0",",,,0","","","","","","","",""
