"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00231837","1893-01","38.9783","-93.5702","233.2","CONCORDIA, MO US","5",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","18930127","+,,6","","","18930128",",,6","","","","","13",",,6,27,+","12.7",",,6,28,","21.7",",,,6","39",",,,6","",""
"USC00231837","1893-02","38.9783","-93.5702","233.2","CONCORDIA, MO US","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","18930227",",,6","","","","","","","12.7",",,6,27,","29.2",",,,6","","","",""
"USC00231837","1893-03","38.9783","-93.5702","233.2","CONCORDIA, MO US","5",",6","4",",6","1",",6","","","2",",6","","","","","","","","","","","18930328",",,6","","","18930308",",,6","","","","","76",",,6,28,","25.4",",,6,08,","41.6",",,,6","127",",,,6","",""
"USC00231837","1893-04","38.9783","-93.5702","233.2","CONCORDIA, MO US","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","",""
"USC00231837","1893-05","38.9783","-93.5702","233.2","CONCORDIA, MO US","9",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","","","18930526",",,6","","","","","","","81.3",",,6,26,","171.9",",,,6","","","",""
"USC00231837","1893-06","38.9783","-93.5702","233.2","CONCORDIA, MO US","5",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","4","","18930623",",,6","","","","","","","25.4",",,6,23,","85.1",",,,6","","","",""
"USC00231837","1893-07","38.9783","-93.5702","233.2","CONCORDIA, MO US","7",",6","7",",6","5",",6","","","","","","","","","","","","","","","","","","","18930705",",,6","","","","","","","96.5",",,6,05,","303.1",",,,6","","","",""
"USC00231837","1893-08","38.9783","-93.5702","233.2","CONCORDIA, MO US","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","18930810",",,6","","","","","","","15.2",",,6,10,","27.9",",,,6","","","",""
"USC00231837","1893-09","38.9783","-93.5702","233.2","CONCORDIA, MO US","5",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","18930929",",,6","","","","","","","30.5",",,6,29,","66.1",",,,6","","","",""
"USC00231837","1893-10","38.9783","-93.5702","233.2","CONCORDIA, MO US","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","18931005",",,6","","","","","","","15.2",",,6,05,","15.2",",,,6","","","",""
"USC00231837","1893-11","38.9783","-93.5702","233.2","CONCORDIA, MO US","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","18931126",",,6","","","","","","","19.1",",,6,26,","34.8",",,,6","","","",""
"USC00231837","1893-12","38.9783","-93.5702","233.2","CONCORDIA, MO US","1",",6","1",",6","0",",6","","","1",",6","","","","","","","","","","","18931203",",,6","","","18931203",",,6","","","","","51",",,6,03,","5.1",",,6,03,","5.1",",,,6","51",",,,6","",""
"USC00231837","1894-01","38.9783","-93.5702","233.2","CONCORDIA, MO US","2",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","18940120",",,6","","","","","","","69.9",",,6,20,","72.4",",,,6","","","",""
"USC00231837","1894-02","38.9783","-93.5702","233.2","CONCORDIA, MO US","3",",6","3",",6","1",",6","","","2",",6","","","","","","","","","","","18940212",",,6","","","18940212",",,6","","","","","305",",,6,12,","30.5",",,6,12,","40.7",",,,6","356",",,,6","",""
"USC00231837","1894-03","38.9783","-93.5702","233.2","CONCORDIA, MO US","3",",6","2",",6","1",",6","","","","","","","","","1","","","","","","","","","","18940305",",,6","","","","","","","48.3",",,6,05,","54.7",",,,6","","","",""
"USC00231837","1894-04","38.9783","-93.5702","233.2","CONCORDIA, MO US","6",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","18940407",",,6","","","","","","","17.8",",,6,07,","48.3",",,,6","","","",""
"USC00231837","1894-05","38.9783","-93.5702","233.2","CONCORDIA, MO US","6",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","18940504",",,6","","","","","","","50.8",",,6,04,","96.9",",,,6","","","",""
"USC00231837","1894-06","38.9783","-93.5702","233.2","CONCORDIA, MO US","5",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","18940625",",,6","","","","","","","63.5",",,6,25,","114.3",",,,6","","","",""
"USC00231837","1894-07","38.9783","-93.5702","233.2","CONCORDIA, MO US","6",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","18940704",",,6","","","","","","","44.5",",,6,04,","78.8",",,,6","","","",""
"USC00231837","1894-08","38.9783","-93.5702","233.2","CONCORDIA, MO US","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","18940820",",,6","","","","","","","5.1",",,6,20,","5.1",",,,6","","","",""
"USC00231837","1894-09","38.9783","-93.5702","233.2","CONCORDIA, MO US","10",",6","10",",6","5",",6","","","","","","","","","","","","","","","","","","","18940910",",,6","","","","","","","50.8",",,6,10,","216.1",",,,6","","","",""
"USC00231837","1894-10","38.9783","-93.5702","233.2","CONCORDIA, MO US","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","18941002",",,6","","","","","","","6.4",",,6,02,","13.2",",,,6","","","",""
"USC00231837","1894-11","38.9783","-93.5702","233.2","CONCORDIA, MO US","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","18941102",",,6","","","","","","","12.7",",,6,02,","19.1",",,,6","","","",""
"USC00231837","1894-12","38.9783","-93.5702","233.2","CONCORDIA, MO US","5",",6","5",",6","0",",6","","","1",",6","","","","","","","","","","","18941227",",,6","","","18941201",",,6","","","","","25",",,6,27,","12.7",",,6,01,","29.2",",,,6","25",",,,6","",""
"USC00231837","1895-01","38.9783","-93.5702","233.2","CONCORDIA, MO US","1",",6","1",",6","0",",6","","","1",",6","","","","","","","","","","","18950127",",,6","","","18950127",",,6","","","","","152",",,6,27,","15.2",",,6,27,","15.2",",,,6","152",",,,6","",""
"USC00231837","1895-02","38.9783","-93.5702","233.2","CONCORDIA, MO US","3",",6","3",",6","0",",6","","","3",",6","","","","","","","","","","","18950207",",,6","","","18950207",",,6","","","","","152",",,6,07,","15.2",",,6,07,","22.8",",,,6","228",",,,6","",""
"USC00231837","1895-03","38.9783","-93.5702","233.2","CONCORDIA, MO US","4",",6","3",",6","0",",6","","","3",",6","","","","","","","","","","","18950320",",,6","","","18950320",",,6","","","","","152",",,6,20,","15.2",",,6,20,","23.1",",,,6","228",",,,6","",""
"USC00231837","1895-04","38.9783","-93.5702","233.2","CONCORDIA, MO US","2",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","18950416",",,6","","","","","","","28.4",",,6,16,","30.9",",,,6","","","",""
"USC00231837","1895-05","38.9783","-93.5702","233.2","CONCORDIA, MO US","9",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","18950530",",,6","","","","","","","50.8",",,6,30,","122.6",",,,6","","","",""
"USC00231837","1895-06","38.9783","-93.5702","233.2","CONCORDIA, MO US","10",",6","9",",6","4",",6","","","","","","","","","","","","","","","","","","","18950618",",,6","","","","","","","38.1",",,6,18,","191.9",",,,6","","","",""
"USC00231837","1895-07","38.9783","-93.5702","233.2","CONCORDIA, MO US","8",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","","","18950705",",,6","","","","","","","66.0",",,6,05,","161.3",",,,6","","","",""
"USC00231837","1895-08","38.9783","-93.5702","233.2","CONCORDIA, MO US","7",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","18950806",",,6","","","","","","","25.4",",,6,06,","95.3",",,,6","","","",""
"USC00231837","1895-09","38.9783","-93.5702","233.2","CONCORDIA, MO US","2",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","18950916",",,6","","","","","","","44.5",",,6,16,","49.6",",,,6","","","",""
"USC00231837","1895-10","38.9783","-93.5702","233.2","CONCORDIA, MO US","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","18951004",",,6","","","","","","","0.0",",T,6,04,","0.0",",T,,6","","","",""
"USC00231837","1895-11","38.9783","-93.5702","233.2","CONCORDIA, MO US","3",",6","3",",6","1",",6","","","1",",6","","","","","","","","","","","18951125",",,6","","","18951106",",,6","","","","","51",",,6,25,","50.8",",,6,06,","62.3",",,,6","51",",,,6","",""
"USC00231837","1895-12","38.9783","-93.5702","233.2","CONCORDIA, MO US","6",",6","6",",6","3",",6","","","1",",6","","","","","","","","","","","18951220",",,6","","","18951218",",,6","","","","","51",",,6,20,","50.8",",,6,18,","161.3",",,,6","51",",,,6","",""
"USC00231837","1896-01","38.9783","-93.5702","233.2","CONCORDIA, MO US","2",",6","2",",6","0",",6","","","1",",6","","","","","3","","","","","","18960123",",,6","","","18960122",",,6","","","","","51",",,6,23,","6.4",",,6,22,","11.5",",,,6","51",",,,6","",""
"USC00231837","1896-02","38.9783","-93.5702","233.2","CONCORDIA, MO US","","","","","","","","","1",",6","","","","","","","","","","","18960203",",,6","","","","","","","","","38",",,6,03,","","","","","38",",,,6","",""
"USC00231837","1896-03","38.9783","-93.5702","233.2","CONCORDIA, MO US","6",",6","6",",6","0",",6","","","4",",6","","","","","","","","","","","18960314",",,6","","","18960314",",,6","","","","","76",",,6,14,","7.6",",,6,14,","25.3",",,,6","203",",,,6","",""
"USC00231837","1896-04","38.9783","-93.5702","233.2","CONCORDIA, MO US","7",",6","7",",6","1",",6","","","","","","","","","1","","","","","","","","1","","18960408",",,6","","","","","","","25.4",",,6,08,","104.6",",,,6","","","",""
"USC00231837","1896-05","38.9783","-93.5702","233.2","CONCORDIA, MO US","11",",6","10",",6","2",",6","","","","","","","","","","","","","","","","","","","18960531",",,6","","","","","","","35.6",",,6,31,","162.7",",,,6","","","",""
"USC00231837","1896-06","38.9783","-93.5702","233.2","CONCORDIA, MO US","4",",6","4",",6","1",",6","","","","","","","","","2","","","","","","","","","","18960622",",,6","","","","","","","33.0",",,6,22,","58.5",",,,6","","","",""
"USC00231837","1896-07","38.9783","-93.5702","233.2","CONCORDIA, MO US","7",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","2","","18960719",",,6","","","","","","","38.1",",,6,19,","100.9",",,,6","","","",""
"USC00231837","1896-08","38.9783","-93.5702","233.2","CONCORDIA, MO US","3",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","2","","18960819",",,6","","","","","","","31.8",",,6,19,","66.1",",,,6","","","",""
"USC00231837","1896-09","38.9783","-93.5702","233.2","CONCORDIA, MO US","7",",6","5",",6","2",",6","","","","","","","","","2","","","","","","","","","","18960910",",,6","","","","","","","44.5",",,6,10,","88.9",",,,6","","","",""
