"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00093057","1998-09","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.4","2,W","186.4","W","9.1","3,W","5","1,W","1","1,W","0","1,W","0","3,W","1","3,W","0","3,W","27","3,W","0","3,W","19980927",",3,W","19980929",",1,W","19980924",",3,W","-0.6","3,W,27,","10.7","1,,W,29,","31.1","3,W,24,","18.5","W","16.0","3,W","13.1","1,,,W","18.08","3,W","28.18","3,,,W","7.98","3,,,W","","","200","2,W","270",",W","11.6","2,W","16.5",",W"
"USW00093057","1998-10","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","4.3","1,W","186.4","W","0.0","1,W","9","1,W","5","1,W","0","1,W","0","1,W","16","1,W","0","1,W","12","1,W","0","1,W","19981018",",1,W","19981026",",1,W","19981013",",1,W","-7.8","1,W,18,","20.1","1,,W,26,","28.3","1,W,13,","273.7","W","255.2","1,W","42.5","1,,,W","9.83","1,W","19.33","1,,,W","0.32","1,,,W","","","280","1,W","240",",","14.3","1,W","20.1",",W"
"USW00093057","1998-11","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.2","3,W","186.4","W","0.0","3,W","3","2,W","2","2,W","0","2,W","0","3,W","26","3,W","0","3,W","1","3,W","0","3,W","19981121",",3,W","19981109",",2,W","19981122",",3,W","-11.7","3,W,21,","11.7","2,,W,09,","21.1","3,W,22,","645.9","W","372.2","3,W","15.3","2,,,W","4.55","3,W","14.36","3,,,W","-5.27","3,,,W","","","330","3,W","210","1,W","13.0","3,W","17.0","1,W"
"USW00093057","1998-12","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.7",",W","186.4","W","0.0",",W","4",",W","1",",W","0",",W","0",",W","30",",W","1",",W","0",",W","0",",W","19981208",",,W","19981207",",,W","19981229",",,W","-16.7",",W,08,","2.5",",,W,07,","17.2",",W,29,","1206.9","W","561.0",",W","3.8",",,,W","0.24",",W","9.68",",,,W","-9.21",",,,W","","","230",",W","260",",W","15.2",",W","21.9",",W"
"USW00093057","1999-01","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.9",",W","0.0","W","0.0",",W","4",",W","1",",W","0",",W","0",",W","31",",W","0",",W","0",",W","0",",W","19990104",",,W","19990121",",,W","19990124",",,W","-15.0",",W,04,","3.0",",,W,21,","18.3",",W,24,","1732.5","W","525.6",",W","4.6",",,,W","1.38",",W","11.81",",,,W","-9.05",",,,W","","","310",",W","310",",W","20.1",",W","23.7",",W"
"USW00093057","1999-02","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","4.1",",W","0.0","W","0.0",",W","2",",W","0",",W","0",",W","0",",W","28",",W","0",",W","0",",W","0",",W","19990212",",,W","19990206",",,W","19990225",",,W","-15.6",",W,12,","0.5",",,W,06,","18.9",",W,25,","2186.5","W","454.0",",W","0.8",",,,W","2.12",",W","13.76",",,,W","-9.53",",,,W","","","240",",W","240",",W","17.9",",W","23.2",",W"
"USW00093057","1999-03","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","4.6",",W","0.0","W","0.0",",W","0",",W","0",",W","0",",W","0",",W","23",",W","0",",W","4",",W","0",",W","19990314",",,W","19990331","+,,W","19990321",",,W","-11.1",",W,14,","0.0",",,W,31,+","23.3",",W,21,","2547.2","W","360.7",",W","0.0",",,,W","6.70",",W","16.90",",,,W","-3.51",",,,W","","","190",",W","250",",W","15.2",",W","20.6",",W"
"USW00093057","1999-04","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","","","","","","","0","2,W","0","2,W","0","2,W","","","","","","","","","","","","","19990430","+,2,W","","","","","0.0","2,,W,30,+","","","","","","","0.0","2,,,W","","","","","","","","","","","150",",W","","","24.6",",W"
"USW00093057","1999-05","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","4.9",",W","","","0.3",",W","4",",W","1",",W","0",",W","0",",W","9",",W","0",",W","25",",W","0",",W","19990507",",,W","19990528",",,W","19990522","+,,W","-6.1",",W,07,","3.6",",,W,28,","28.9",",W,22,+","","","169.1",",W","5.4",",,,W","12.89",",W","23.30",",,,W","2.48",",,,W","","","250",",W","260",",W","21.0",",W","28.6",",W"
"USW00093057","1999-06","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","4.3",",W","","","38.8",",W","6",",W","5",",W","0",",W","0",",W","1",",W","0",",W","29",",W","6",",W","19990605",",,W","19990617",",,W","19990630",",,W","-2.8",",W,05,","25.1",",,W,17,","35.6",",W,30,","","","44.7",",W","44.9",",,,W","18.14",",W","28.78",",,,W","7.50",",,,W","","","220",",W","220",",W","17.9",",W","23.7",",W"
"USW00093057","1999-07","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","","","","","","","15","2,W","7","2,W","0","2,W","","","","","","","","","","","","","19990709",",2,W","","","","","11.9","2,,W,09,","","","","","","","49.8","2,,,W","","","","","","","","","","","240",",W","","","25.0",",W"
"USW00093057","1999-08","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.0","1,W","","","29.7","1,W","17","1,W","10","1,W","0","1,W","0","1,W","0","1,W","0","1,W","30","1,W","0","1,W","19990812",",1,W","19990820",",1,W","19990827",",1,W","4.4","1,W,12,","16.3","1,,W,20,","30.0","1,W,27,","","","6.6","1,W","95.8","1,,,W","19.10","1,W","26.98","1,,,W","11.23","1,,,W","","","210","1,W","200","1,W","16.1","1,W","17.4","1,W"
"USW00093057","1999-09","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.0",",W","","","1.4",",W","12",",W","4",",W","0",",W","0",",W","3",",W","0",",W","27",",W","0",",W","19990929",",,W","19990902",",,W","19990926",",,W","-2.8",",W,29,","11.7",",,W,02,","29.4",",W,26,","","","91.7",",W","30.9",",,,W","15.33",",W","24.72",",,,W","5.93",",,,W","","","340",",W","340",",W","14.8",",W","17.9",",W"
"USW00093057","1999-10","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.4",",W","","","0.0",",W","2",",W","0",",W","0",",W","0",",W","26",",W","0",",W","25",",W","0",",W","19991018",",,W","19991017",",,W","19991005",",,W","-8.9",",W,18,","1.5",",,W,17,","27.2",",W,05,","","","269.0",",W","1.8",",,,W","9.66",",W","22.40",",,,W","-3.09",",,,W","","","320",",W","330",",W","14.3",",W","17.4",",W"
"USW00093057","1999-11","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.0","3,W","","","0.0","4,W","0","3,W","0","3,W","0","3,W","0","3,W","27","3,W","0","4,W","8","4,W","0","4,W","19991125",",3,W","19991130","+,3,W","19991113",",4,W","-16.7","3,W,25,","0.0","3,,W,30,+","22.8","4,W,13,","","","368.3","4,W","0.0","3,,,W","4.25","4,W","17.09","4,,,W","-8.60","3,,,W","","","300","2,W","320","2,W","11.6","2,W","15.6","2,W"
"USW00093057","1999-12","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","","","","","","","4",",W","3",",W","0",",W","","","","","","","","","","","","","19991223",",,W","","","","","5.1",",,W,23,","","","","","","","12.2",",,,W","","","","","","","","","","","250",",W","","","17.4",",W"
"USW00093057","2000-01","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.3",",W","0.0","W","0.0",",W","2",",W","0",",W","0",",W","2",",W","29",",W","1",",W","0",",W","0",",W","20000107",",,W","20000101",",,W","20000116",",,W","-18.3",",W,07,","1.0",",,W,01,","20.0",",W,16,","","","545.0",",W","1.3",",,,W","0.75",",W","10.86",",,,W","-9.35",",,,W","","","300",",W","330",",W","14.3",",W","19.7",",W"
"USW00093057","2000-02","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","4.1",",W","0.0","W","0.0",",W","4",",W","0",",W","0",",W","0",",W","29",",W","0",",W","0",",W","0",",W","20000202",",,W","20000222",",,W","20000203",",,W","-13.9",",W,02,","1.5",",,W,22,","19.4",",W,03,","","","453.7",",W","2.8",",,,W","2.69",",W","13.29",",,,W","-7.91",",,,W","","","270",",W","270",",W","16.5",",W","21.0",",W"
"USW00093057","2000-03","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.9","2,W","0.0","W","0.0","2,W","11","1,W","5","1,W","0","1,W","0","2,W","27","2,W","0","2,W","0","2,W","0","2,W","20000319",",2,W","20000322",",1,W","20000327",",2,W","-15.0","2,W,19,","20.3","1,,W,22,","20.6","2,W,27,","","","423.0","2,W","46.1","1,,,W","3.75","2,W","12.77","2,,,W","-5.27","2,,,W","","","310",",W","310",",W","18.3",",W","21.9",",W"
"USW00093057","2000-04","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","4.7",",W","0.0","W","0.0",",W","2",",W","0",",W","0",",W","0",",W","19",",W","0",",W","19",",W","0",",W","20000416",",,W","20000401",",,W","20000427",",,W","-5.6",",W,16,","2.3",",,W,01,","28.3",",W,27,","","","252.2",",W","2.8",",,,W","9.93",",W","20.41",",,,W","-0.56",",,,W","","","220",",W","220",",W","17.9",",W","23.7",",W"
"USW00093057","2000-05","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","4.3",",W","16.2","W","16.2",",W","0",",W","0",",W","0",",W","0",",W","10",",W","0",",W","27",",W","4",",W","20000513",",,W","20000531","+,,W","20000529",",,W","-6.7",",W,13,","0.0",",,W,31,+","34.4",",W,29,","","","112.7",",W","0.0",",,,W","15.22",",W","27.05",",,,W","3.39",",,,W","","","260",",W","230",",W","16.5",",W","23.2",",W"
"USW00093057","2000-06","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","4.2","2,W","60.5","W","44.3","3,W","4",",W","1",",W","0",",W","0","3,W","0","3,W","0","3,W","27","3,W","5","3,W","20000613",",3,W","20000627",",,W","20000616",",3,W","3.9","3,W,13,","3.8",",,W,27,","33.3","3,W,16,","","","2.8","3,W","6.7",",,,W","19.87","3,W","30.06","3,,,W","9.69","3,,,W","","","280",",W","280",",W","16.5",",W","20.1",",W"
"USW00093057","2000-07","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.3",",W","169.2","W","108.7",",W","9",",W","4",",W","0",",W","0",",W","0",",W","0",",W","31",",W","17",",W","20000705",",,W","20000730",",,W","20000728",",,W","6.1",",W,05,","4.6",",,W,30,","36.1",",W,28,","0.0","W","0.0",",W","21.4",",,,W","21.84",",W","32.04",",,,W","11.64",",,,W","","","90",",W","100",",W","14.8",",W","17.4",",W"
"USW00093057","2000-08","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.3",",W","256.7","W","87.5",",W","12",",W","3",",W","0",",W","0",",W","0",",W","0",",W","31",",W","13",",W","20000831",",,W","20000829",",,W","20000803",",,W","6.1",",W,31,","5.6",",,W,29,","35.0",",W,03,","1.7","W","1.7",",W","21.5",",,,W","21.10",",W","31.12",",,,W","11.08",",,,W","","","110",",W","110",",W","16.5",",W","21.0",",W"
"USW00093057","2000-09","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","","","","","","","4","1,W","1","1,W","0","1,W","","","","","","","","","","","","","20000918",",1,W","","","","","5.1","1,,W,18,","","","","","","","7.4","1,,,W","","","","","","","","","","","230",",","","","19.7",",W"
"USW00093057","2000-10","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","4.2","2,W","","","0.0","3,W","14",",W","8",",W","0",",W","0","3,W","13","3,W","0","3,W","2","3,W","0","3,W","20001031","+,3,W","20001011",",,W","20001006","+,3,W","-2.8","3,W,31,+","17.3",",,W,11,","24.4","3,W,06,+","","","281.7","3,W","54.8",",,,W","8.27","3,W","15.77","3,,,W","0.77","3,,,W","","","130","2,W","140",",W","14.8","2,W","19.2",",W"
"USW00093057","2000-11","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.4",",W","","","0.0",",W","10",",W","4",",W","0",",W","0",",W","29",",W","1",",W","0",",W","0",",W","20001108",",,W","20001123",",,W","20001130",",,W","-14.4",",W,08,","7.9",",,W,23,","16.1",",W,30,","","","541.7",",W","24.5",",,,W","0.28",",W","8.44",",,,W","-7.89",",,,W","","","270",",W","280",",W","12.5",",W","15.6",",W"
"USW00093057","2000-12","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.6",",W","","","0.0",",W","3",",W","1",",W","0",",W","3",",W","31",",W","2",",W","0",",W","0",",W","20001228",",,W","20001228",",,W","20001222","+,,W","-18.3",",W,28,","5.1",",,W,28,","15.6",",W,22,+","","","589.2",",W","7.4",",,,W","-0.67",",W","9.32",",,,W","-10.66",",,,W","","","260",",W","270",",W","17.4",",W","21.5",",W"
"USW00093057","2001-01","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.8","1,W","0.0","W","0.0","3,W","15",",W","2",",W","0",",W","5","3,W","28","3,W","4","3,W","0","3,W","0","3,W","20010119",",3,W","20010117",",,W","20010106",",3,W","-23.3","3,W,19,","7.4",",,W,17,","15.0","3,W,06,","","","628.2","3,W","19.9",",,,W","-4.10","3,W","3.36","3,,,W","-11.57","3,,,W","","","270","1,W","270",",W","16.1","1,W","19.2",",W"
"USW00093057","2001-02","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.3",",W","0.0","W","0.0","3,W","7","1,W","2","1,W","0","1,W","1","3,W","22","3,W","0","3,W","0","3,W","0","3,W","20010201",",3,W","20010226",",1,W","20010222",",3,W","-20.6","3,W,01,","4.8","1,,W,26,","17.2","3,W,22,","","","394.0","3,W","12.3","1,,,W","2.57","3,W","11.30","3,,,W","-6.16","3,,,W","","","310","1,W","180",",W","14.3","1,W","17.4",",W"
"USW00093057","2001-03","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.9",",W","","","","","8",",W","0",",W","0",",W","","","","","","","","","","","","","20010308",",,W","","","","","1.5",",,W,08,","","","","","","","6.1",",,,W","","","","","","","","","320",",W","320",",W","20.6",",W","25.0",",W"
"USW00093057","2001-04","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","4.5","2,W","","","","","7",",W","2",",W","0",",W","","","","","","","","","","","","","20010427",",,W","","","","","5.1",",,W,27,","","","","","","","13.2",",,,W","","","","","","","","","330","3,W","330",",W","16.5","3,W","21.5",",W"
"USW00093057","2001-05","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","","","","","","","4",",W","2",",W","0",",W","","","","","","","","","","","","","20010519",",,W","","","","","8.4",",,W,19,","","","","","","","14.6",",,,W","","","","","","","","","","","280",",W","","","18.3",",W"
"USW00093057","2001-06","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","4.2",",W","","","61.5",",W","2",",W","2",",W","0",",W","0",",W","2",",W","0",",W","30",",W","16",",W","20010614",",,W","20010630",",,W","20010619",",,W","-1.7",",W,14,","4.6",",,W,30,","34.4",",W,19,","","","16.7",",W","7.6",",,,W","19.83",",W","31.12",",,,W","8.53",",,,W","","","270",",W","270",",W","21.5",",W","27.7",",W"
"USW00093057","2001-07","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.1",",W","","","110.1",",W","17",",W","9",",W","0",",W","0",",W","0",",W","0",",W","31",",W","11",",W","20010706","+,,W","20010726",",,W","20010723","+,,W","10.0",",W,06,+","10.2",",,W,26,","33.9",",W,23,+","0.0","W","0.0",",W","61.3",",,,W","21.89",",W","30.77",",,,W","13.00",",,,W","","","170",",W","180",",W","17.0",",W","20.1",",W"
"USW00093057","2001-08","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.0",",W","","","55.9",",W","10",",W","5",",W","0",",W","0",",W","0",",W","0",",W","31",",W","3",",W","20010831","+,,W","20010804",",,W","20010827",",,W","6.7",",W,31,+","11.2",",,W,04,","33.3",",W,27,","3.6","W","3.6",",W","38.4",",,,W","20.02",",W","29.07",",,,W","10.96",",,,W","","","230",",W","280",",W","14.8",",W","20.1",",W"
"USW00093057","2001-09","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.4",",W","","","7.5",",W","5",",W","2",",W","0",",W","0",",W","1",",W","0",",W","30",",W","0",",W","20010909",",,W","20010916",",,W","20010905","+,,W","-3.3",",W,09,","3.0",",,W,16,","31.7",",W,05,+","56.5","W","52.9",",W","7.4",",,,W","16.82",",W","28.26",",,,W","5.38",",,,W","","","260",",W","260",",W","13.9",",W","17.9",",W"
"USW00093057","2001-10","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.7",",W","","","0.0",",W","3",",W","0",",W","0",",W","0",",W","20",",W","0",",W","26",",W","0",",W","20011011",",,W","20011007",",,W","20011004",",,W","-8.9",",W,11,","1.0",",,W,07,","27.2",",W,04,","277.1","W","220.6",",W","1.6",",,,W","11.22",",W","22.72",",,,W","-0.29",",,,W","","","330",",W","330",",W","17.4",",W","23.2",",W"
"USW00093057","2001-11","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.4",",W","","","0.0",",W","6",",W","1",",W","0",",W","0",",W","25",",W","2",",W","0",",W","0",",W","20011128",",,W","20011123",",,W","20011112","+,,W","-17.2",",W,28,","9.7",",,W,23,","20.6",",W,12,+","697.3","W","420.2",",W","16.6",",,,W","4.33",",W","13.22",",,,W","-4.57",",,,W","","","260",",W","260",",W","15.6",",W","19.2",",W"
"USW00093057","2001-12","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.3",",W","","","0.0",",W","4",",W","0",",W","0",",W","0",",W","31",",W","0",",W","0",",W","0",",W","20011225","+,,W","20011212",",,W","20011203",",,W","-17.2",",W,25,+","2.0",",,W,12,","16.1",",W,03,","1326.5","W","629.2",",W","4.1",",,,W","-1.96",",W","7.65",",,,W","-11.58",",,,W","","","240",",W","220",",W","15.6",",W","20.1",",W"
"USW00093057","2002-01","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","3.2",",W","0.0","W","0.0",",W","8",",W","4",",W","0",",W","1",",W","31",",W","2",",W","0",",W","0",",W","20020131",",,W","20020111",",,W","20020108",",,W","-18.3",",W,31,","11.7",",,W,11,","17.2",",W,08,","1949.6","W","623.1",",W","22.5",",,,W","-1.77",",W","6.86",",,,W","-10.39",",,,W","0","3,W","280",",W","270",",W","13.9",",W","16.5",",W"
"USW00093057","2002-02","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","4.0",",W","0.0","W","0.0",",W","1",",W","1",",W","0",",W","1",",W","28",",W","0",",W","1",",W","0",",W","20020201",",,W","20020201",",,W","20020223",",,W","-20.6",",W,01,","2.5",",,W,01,","21.1",",W,23,","2454.5","W","504.9",",W","2.5",",,,W","0.30",",W","10.83",",,,W","-10.23",",,,W","0","1,W","340",",W","320",",W","15.6",",W","18.3",",W"
"USW00093057","2002-03","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","4.7",",W","0.0","W","0.0",",W","3",",W","1",",W","0",",W","2",",W","30",",W","1",",W","6",",W","0",",W","20020304","+,,W","20020329",",,W","20020331",",,W","-18.9",",W,04,+","2.5",",,W,29,","22.8",",W,31,","2923.3","W","468.8",",W","4.1",",,,W","3.21",",W","14.64",",,,W","-8.22",",,,W","0","2,W","260",",W","260",",W","20.6",",W","25.9",",W"
"USW00093057","2002-04","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","4.3",",W","0.0","W","0.0",",W","3",",W","0",",W","0",",W","0",",W","14",",W","0",",W","22",",W","0",",W","20020422",",,W","20020406",",,W","20020414",",,W","-7.8",",W,22,","2.0",",,W,06,","26.7",",W,14,","3134.5","W","211.2",",W","2.8",",,,W","11.29",",W","22.20",",,,W","0.39",",,,W","","","270",",W","230",",W","16.1",",W","21.0",",W"
"USW00093057","2002-05","35.16528","-107.90222","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","4.4",",W","3.8","W","3.8",",W","2",",W","0",",W","0",",W","0",",W","9",",W","0",",W","28",",W","2",",W","20020502",",,W","20020519",",,W","20020531",",,W","-5.6",",W,02,","1.3",",,W,19,","34.4",",W,31,","3262.2","W","127.7",",W","1.6",",,,W","14.34",",W","25.53",",,,W","3.14",",,,W","0","1,W","220",",W","220",",W","16.1",",W","21.0",",W"
