"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00112145","1948-07","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","9",",0","9",",0","1",",0","0",",0","0",",0","","","","","","","","","19480731","+,,0","19480731","+,,0","","","19480721",",,0","","","0",",,0,31,+","0",",,0,31,+","27.9",",,0,21,","128.3",",,,0","0",",,,0","",""
"USC00112145","1948-08","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","6",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","19480831","+,,0","19480831","+,,0","","","19480814",",,0","","","0",",,0,31,+","0",",,0,31,+","35.3",",,0,14,","60.2",",,,0","0",",,,0","",""
"USC00112145","1948-09","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","8",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","19480930","+,,0","19480930","+,,0","","","19480921",",,0","","","0",",,0,30,+","0",",,0,30,+","39.1",",,0,21,","97.8",",,,0","0",",,,0","",""
"USC00112145","1948-10","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","8",",0","6",",0","0",",0","0",",0","0",",0","","","","","6","","","","19481031","+,,0","19481031","+,,0","","","19481016",",,0","","","0",",,0,31,+","0",",,0,31,+","15.7",",,0,16,","50.7",",,,0","0",",,,0","",""
"USC00112145","1948-11","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","11",",0","8",",0","1",",0","0",",0","0",",0","","","","","","","","","19481130","+,,0","19481120","+,,0","","","19481105",",,0","","","0",",,0,30,+","0",",T,0,20,+","30.0",",,0,05,","93.3",",,,0","0",",T,,0","",""
"USC00112145","1948-12","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","7",",0","6",",0","1",",0","2",",0","1",",0","","","","","2","","","","19481219",",,0","19481219",",,0","","","19481229",",,0","","","102",",,0,19,","97",",,0,19,","36.6",",,0,29,","73.5",",,,0","97",",,,0","",""
"USC00112145","1949-01","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","16",",0","11",",0","2",",0","1",",0","1",",0","","","","","","","","","19490131",",,0","19490131",",,0","","","19490119",",,0","","","25",",,0,31,","25",",,0,31,","55.1",",,0,19,","191.1",",,,0","25",",,,0","",""
"USC00112145","1949-02","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","9",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","19490203","+,,0","19490228","+,,0","","","19490215",",,0","","","0",",T,0,03,+","0",",T,0,28,+","52.1",",,0,15,","83.1",",,,0","0",",T,,0","",""
"USC00112145","1949-03","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","6",",0","6",",0","1",",0","1",",0","1",",0","","","","","","","","","19490310",",,0","19490310",",,0","","","19490327",",,0","","","25",",,0,10,","30",",,0,10,","48.3",",,0,27,","81.7",",,,0","30",",,,0","",""
"USC00112145","1949-04","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","11",",0","9",",0","0",",0","0",",0","0",",0","","","","","","","","","19490416","+,,0","19490416","+,,0","","","19490427",",,0","","","0",",T,0,16,+","0",",T,0,16,+","23.6",",,0,27,","71.4",",,,0","0",",T,,0","",""
"USC00112145","1949-05","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","11",",0","9",",0","1",",0","0",",0","0",",0","","","","","","","","","19490531","+,,0","19490531","+,,0","","","19490524",",,0","","","0",",,0,31,+","0",",,0,31,+","41.7",",,0,24,","119.7",",,,0","0",",,,0","",""
"USC00112145","1949-06","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","8",",0","4",",0","1",",0","0",",0","0",",0","","","","","","","","","19490630","+,,0","19490630","+,,0","","","19490629",",,0","","","0",",,0,30,+","0",",,0,30,+","57.7",",,0,29,","94.0",",,,0","0",",,,0","",""
"USC00112145","1949-07","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","10",",0","7",",0","3",",0","0",",0","0",",0","","","","","","","","","19490731","+,,0","19490731","+,,0","","","19490721",",,0","","","0",",,0,31,+","0",",,0,31,+","61.0",",,0,21,","161.4",",,,0","0",",,,0","",""
"USC00112145","1949-08","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","6",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","19490831","+,,0","19490831","+,,0","","","19490812",",,0","","","0",",,0,31,+","0",",,0,31,+","20.3",",,0,12,","38.6",",,,0","0",",,,0","",""
"USC00112145","1949-09","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","7",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","19490930","+,,0","19490930","+,,0","","","19490913",",,0","","","0",",,0,30,+","0",",,0,30,+","14.7",",,0,13,","39.1",",,,0","0",",,,0","",""
"USC00112145","1949-11","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","4",",0","3",",0","1",",0","0",",0","0",",0","","","","","","","","","19491118",",,0","19491118",",,0","","","19491113",",,0","","","0",",T,0,18,","0",",T,0,18,","31.8",",,0,13,","39.9",",,,0","0",",T,,0","",""
"USC00112145","1949-12","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","10",",0","9",",0","1",",0","0",",0","1",",0","","","","","","","","","19491223","+,,0","19491210",",,0","","","19491222",",,0","","","0",",T,0,23,+","25",",,0,10,","38.1",",,0,22,","119.6",",,,0","25",",,,0","",""
"USC00112145","1950-01","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","12","3,0","9","3,0","2","3,0","0","3,0","0","3,0","","","","","","","","","19500131",",3,0","19500131",",3,0","","","19500104",",3,0","","","0","3,T,0,31,","0","3,T,0,31,","94.0","3,,0,04,","219.4","3,,,0","0","3,T,,0","",""
"USC00112145","1950-02","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","10",",0","8",",0","1",",0","3",",0","2",",0","","","","","","","","","19500223",",,0","19500223",",,0","","","19500213",",,0","","","76",",,0,23,","76",",,0,23,","33.3",",,0,13,","105.2",",,,0","132",",,,0","",""
"USC00112145","1950-03","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","12",",0","5",",0","0",",0","1",",0","1",",0","","","","","","","","","19500313",",,0","19500313",",,0","","","19500327",",,0","","","51",",,0,13,","46",",,0,13,","20.8",",,0,27,","62.4",",,,0","46",",,,0","",""
"USC00112145","1950-04","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","10",",0","8",",0","1",",0","0",",0","0",",0","","","","","","","","","19500405",",,0","19500414","+,,0","","","19500404",",,0","","","0",",T,0,05,","0",",T,0,14,+","36.6",",,0,04,","111.5",",,,0","0",",T,,0","",""
"USC00112145","1950-05","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","8",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","19500531","+,,0","19500531","+,,0","","","19500529",",,0","","","0",",,0,31,+","0",",,0,31,+","25.1",",,0,29,","63.5",",,,0","0",",,,0","",""
"USC00112145","1950-06","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","11",",0","9",",0","2",",0","0",",0","0",",0","","","","","","","","","19500630","+,,0","19500630","+,,0","","","19500619",",,0","","","0",",,0,30,+","0",",,0,30,+","40.4",",,0,19,","142.9",",,,0","0",",,,0","",""
"USC00112145","1950-07","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","11","1,0","6","1,0","1","1,0","0",",0","0",",0","","","","","","","","","19500731","+,,0","19500731","+,,0","1","","19500720",",1,0","","","0",",,0,31,+","0",",,0,31,+","37.8","1,,0,20,","89.5","1,,,0","0",",,,0","",""
"USC00112145","1950-08","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","5",",0","4",",0","0",",0","0",",0","0",",0","","","","","3","","","","19500831","+,,0","19500831","+,,0","","","19500811",",,0","","","0",",,0,31,+","0",",,0,31,+","22.9",",,0,11,","67.9",",,,0","0",",,,0","",""
"USC00112145","1950-09","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","10",",0","7",",0","3",",0","0",",0","0",",0","","","","","1","","","","19500930","+,,0","19500930","+,,0","1","","19500920",",,0","","","0",",,0,30,+","0",",,0,30,+","64.3",",,0,20,","183.1",",,,0","0",",,,0","",""
"USC00112145","1950-10","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","4",",0","4",",0","1",",0","0",",0","0",",0","","","","","1","","","","19501031","+,,0","19501031","+,,0","","","19501009",",,0","","","0",",,0,31,+","0",",,0,31,+","42.9",",,0,09,","70.0",",,,0","0",",,,0","",""
"USC00112145","1950-11","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","9",",0","8",",0","1",",0","2","1,0","0",",0","","","","","","","","","19501126","+,1,0","19501126",",,0","","","19501120",",,0","","","25","1,,0,26,+","20",",,0,26,","45.7",",,0,20,","97.2",",,,0","35",",,,0","",""
"USC00112145","1950-12","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","9",",0","5",",0","0",",0","23","1,0","4","1,0","","","","","","","","","19501204","+,1,0","19501206",",1,0","","","19501207",",,0","","","127","1,,0,04,+","51","1,,0,06,","13.0",",,0,07,","39.6",",,,0","194","1,,,0","",""
"USC00112145","1951-01","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","7",",0","7",",0","0",",0","4",",0","3",",0","","","","","3","","","","19510129","+,,0","19510128","+,,0","","","19510103",",,0","","","25",",,0,29,+","25",",,0,28,+","15.7",",,0,03,","44.6",",,,0","75",",,,0","",""
"USC00112145","1951-02","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","10",",0","6",",0","1",",0","10",",0","3",",0","","","","","1","","","","19510202",",,0","19510201",",,0","","","19510221",",,0","","","102",",,0,02,","76",",,0,01,","40.6",",,0,21,","112.9",",,,0","152",",,,0","",""
"USC00112145","1951-03","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","13",",0","8",",0","0",",0","6",",0","3",",0","","","","","","","","","19510314",",,0","19510314","+,,0","","","19510311",",,0","","","102",",,0,14,","51",",,0,14,+","13.7",",,0,11,","62.5",",,,0","168",",,,0","",""
"USC00112145","1951-04","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","14",",0","11",",0","0",",0","0",",0","0",",0","","","","","","","","","19510412",",,0","19510417","+,,0","","","19510408",",,0","","","0",",T,0,12,","0",",T,0,17,+","18.8",",,0,08,","88.8",",,,0","0",",T,,0","",""
"USC00112145","1951-05","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","12",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","19510531","+,,0","19510531","+,,0","","","19510511",",,0","","","0",",,0,31,+","0",",,0,31,+","35.6",",,0,11,","98.2",",,,0","0",",,,0","",""
"USC00112145","1951-06","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","10",",0","8",",0","1",",0","0",",0","0",",0","","","","","","","","","19510630","+,,0","19510630","+,,0","","","19510628",",,0","","","0",",,0,30,+","0",",,0,30,+","36.8",",,0,28,","102.2",",,,0","0",",,,0","",""
"USC00112145","1951-07","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","6",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","19510731","+,,0","19510731","+,,0","","","19510709",",,0","","","0",",,0,31,+","0",",,0,31,+","107.4",",,0,09,","179.0",",,,0","0",",,,0","",""
"USC00112145","1951-08","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","5",",0","4",",0","1",",0","0",",0","0",",0","","","","","","","","","19510831","+,,0","19510831","+,,0","","","19510830",",,0","","","0",",,0,31,+","0",",,0,31,+","48.3",",,0,30,","98.9",",,,0","0",",,,0","",""
"USC00112145","1951-09","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","7",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","19510930","+,,0","19510930","+,,0","","","19510913",",,0","","","0",",,0,30,+","0",",,0,30,+","22.9",",,0,13,","49.3",",,,0","0",",,,0","",""
"USC00112145","1951-10","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","4",",0","3",",0","1",",0","0",",0","0",",0","","","","","","","","","19511031","+,,0","19511031","+,,0","","","19511024",",,0","","","0",",,0,31,+","0",",,0,31,+","40.6",",,0,24,","69.4",",,,0","0",",,,0","",""
"USC00112145","1951-11","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","6",",0","5",",0","1",",0","6",",0","3",",0","","","","","","","","","19511107",",,0","19511107",",,0","","","19511107",",,0","","","178",",,0,07,","109",",,0,07,","30.5",",,0,07,","71.4",",,,0","198",",,,0","",""
"USC00112145","1951-12","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","10",",0","5",",0","0",",0","17",",0","3",",0","","","","","","","","","19511219","+,,0","19511218",",,0","","","19511225",",,0","","","203",",,0,19,+","102",",,0,18,","21.6",",,0,25,","64.5",",,,0","237",",,,0","",""
"USC00112145","1952-01","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","4",",0","3",",0","1",",0","6",",0","1",",0","","","","","","","","","19520104","+,,0","19520103",",,0","","","19520127",",,0","","","51",",,0,04,+","51",",,0,03,","27.9",",,0,27,","54.8",",,,0","51",",,,0","",""
"USC00112145","1952-02","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","7",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","19520229","+,,0","19520229","+,,0","","","19520204",",,0","","","0",",T,0,29,+","0",",T,0,29,+","15.5",",,0,04,","30.8",",,,0","0",",T,,0","",""
"USC00112145","1952-03","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","9",",0","5",",0","0",",0","3","2,0","1",",0","","","","","","","","","19520301",",2,0","19520301",",,0","","","19520319",",,0","","","152","2,,0,01,","152",",,0,01,","24.6",",,0,19,","72.7",",,,0","152",",,,0","",""
"USC00112145","1952-04","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","12",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","19520405",",,0","19520406","+,,0","","","19520405",",,0","","","0",",T,0,05,","0",",T,0,06,+","26.9",",,0,05,","100.9",",,,0","0",",T,,0","",""
"USC00112145","1952-05","40.1019","-87.5961","163.4","DANVILLE SEWAGE PLANT, IL US","12",",0","8",",0","2",",0","0",",0","0",",0","","","","","","","","","19520531","+,,0","19520531","+,,0","","","19520525",",,0","","","0",",,0,31,+","0",",,0,31,+","43.9",",,0,25,","136.2",",,,0","0",",,,0","",""
