"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00405560","1927-09","36.266667","-86.683333","152.4","MADISON, TN US","","","","","8",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","19270928",",,6","","","","","","","18.3",",,6,28,","","","","","","","43.5",",,,6","","","","","","","","","",""
"USC00405560","1927-10","36.266667","-86.683333","152.4","MADISON, TN US","","","","","5",",6","4",",6","2",",6","","","","","","","","","","","","","","","","","","","19271007",",,6","","","","","","","35.3",",,6,07,","","","","","","","81.3",",,,6","","","","","","","","","",""
"USC00405560","1927-11","36.266667","-86.683333","152.4","MADISON, TN US","","","","","15",",6","9",",6","2",",6","0",",6","","","","","","","","","","","","","","","19271117",",,6","19271116",",,6","","","","","0",",T,6,17,","39.9",",,6,16,","","","","","","","136.9",",,,6","0",",T,,6","","","","","","","",""
"USC00405560","1927-12","36.266667","-86.683333","152.4","MADISON, TN US","","","","","13",",6","7",",6","0",",6","0",",6","","","","","","","","","","","","","","","19271231","+,,6","19271230",",,6","","","","","0",",T,6,31,+","20.6",",,6,30,","","","","","","","92.7",",,,6","0",",T,,6","","","","","","","",""
"USC00405560","1928-01","36.266667","-86.683333","152.4","MADISON, TN US","","","","","10",",6","5",",6","1",",6","0",",6","","","","","","","","","","","","","","","19280127","+,,6","19280124",",,6","","","","","0",",T,6,27,+","27.4",",,6,24,","","","","","","","71.5",",,,6","0",",T,,6","","","","","","","",""
"USC00405560","1928-02","36.266667","-86.683333","152.4","MADISON, TN US","","","","","11",",6","5",",6","1",",6","0",",6","","","","","","","","","","","","","","","19280218",",,6","19280207",",,6","","","","","20",",,6,18,","33.8",",,6,07,","","","","","","","84.8",",,,6","20",",,,6","","","","","","","",""
"USC00405560","1928-03","36.266667","-86.683333","152.4","MADISON, TN US","","","","","13",",6","8",",6","0",",6","1",",6","","","","","","","","","","","","","","","19280317",",,6","19280316",",,6","","","","","51",",,6,17,","24.4",",,6,16,","","","","","","","98.4",",,,6","51",",,,6","","","","","","","",""
"USC00405560","1928-04","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","19280414",",,6","","","","","","","23.9",",,6,14,","","","","","","","95.0",",,,6","","","","","","","","","",""
"USC00405560","1928-05","36.266667","-86.683333","152.4","MADISON, TN US","","","","","11",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","19280519",",,6","","","","","","","41.1",",,6,19,","","","","","","","94.7",",,,6","","","","","","","","","",""
"USC00405560","1928-06","36.266667","-86.683333","152.4","MADISON, TN US","","","","","20",",6","11",",6","2",",6","","","","","","","","","","","","","","","","","","","19280629",",,6","","","","","","","106.7",",,6,29,","","","","","","","296.0",",,,6","","","","","","","","","",""
"USC00405560","1928-07","36.266667","-86.683333","152.4","MADISON, TN US","","","","","11",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","19280723",",,6","","","","","","","46.7",",,6,23,","","","","","","","85.9",",,,6","","","","","","","","","",""
"USC00405560","1928-08","36.266667","-86.683333","152.4","MADISON, TN US","","","","","13",",6","10",",6","1",",6","","","","","","","","","","","","","","","","","","","19280831",",,6","","","","","","","66.3",",,6,31,","","","","","","","140.8",",,,6","","","","","","","","","",""
"USC00405560","1928-09","36.266667","-86.683333","152.4","MADISON, TN US","","","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","19280901",",,6","","","","","","","18.8",",,6,01,","","","","","","","27.2",",,,6","","","","","","","","","",""
"USC00405560","1928-10","36.266667","-86.683333","152.4","MADISON, TN US","","","","","13",",6","6",",6","3",",6","","","","","","","","","","","","","","","","","","","19281017",",,6","","","","","","","94.7",",,6,17,","","","","","","","225.1",",,,6","","","","","","","","","",""
"USC00405560","1928-11","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","","","19281118",",,6","","","","","","","21.6",",,6,18,","","","","","","","79.0",",,,6","","","","","","","","","",""
"USC00405560","1928-12","36.266667","-86.683333","152.4","MADISON, TN US","","","","","7",",6","5",",6","0",",6","0",",6","","","","","","","","","","","","","","","19281208",",,6","19281217",",,6","","","","","0",",T,6,08,","23.6",",,6,17,","","","","","","","43.5",",,,6","0",",T,,6","","","","","","","",""
"USC00405560","1929-01","36.266667","-86.683333","152.4","MADISON, TN US","","","","","16",",6","11",",6","0",",6","0",",6","","","","","","","","","","","","","","","19290125","+,,6","19290118",",,6","","","","","0",",T,6,25,+","23.9",",,6,18,","","","","","","","99.9",",,,6","0",",T,,6","","","","","","","",""
"USC00405560","1929-02","36.266667","-86.683333","152.4","MADISON, TN US","","","","","13",",6","10",",6","1",",6","","","","","","","","","","","","","","","","","","","19290221",",,6","","","","","","","31.5",",,6,21,","","","","","","","115.7",",,,6","","","","","","","","","",""
"USC00405560","1929-03","36.266667","-86.683333","152.4","MADISON, TN US","","","","","14",",6","8",",6","4",",6","1",",6","","","","","","","","","","","","","","","19290305",",,6","19290323",",,6","","","","","36",",,6,05,","49.0",",,6,23,","","","","","","","186.9",",,,6","36",",,,6","","","","","","","",""
"USC00405560","1929-04","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","19290428",",,6","","","","","","","35.6",",,6,28,","","","","","","","106.3",",,,6","","","","","","","","","",""
"USC00405560","1929-06","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","19290614",",,6","","","","","","","23.4",",,6,14,","","","","","","","99.0",",,,6","","","","","","","","","",""
"USC00405560","1929-08","36.266667","-86.683333","152.4","MADISON, TN US","","","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","19290811",",,6","","","","","","","3.8",",,6,11,","","","","","","","11.2",",,,6","","","","","","","","","",""
"USC00405560","1929-09","36.266667","-86.683333","152.4","MADISON, TN US","","","","","9",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","19290913",",,6","","","","","","","37.6",",,6,13,","","","","","","","91.1",",,,6","","","","","","","","","",""
"USC00405560","1929-11","36.266667","-86.683333","152.4","MADISON, TN US","","","","","15","1,6","9","1,6","3","1,6","1",",6","","","","","","","","","","","","","","","19291122",",,6","19291102",",1,6","","","","","127",",,6,22,","48.0","1,,6,02,","","","","","","","178.5","1,,,6","127",",,,6","","","","","","","",""
"USC00405560","1929-12","36.266667","-86.683333","152.4","MADISON, TN US","","","","","10",",6","8",",6","1",",6","3",",6","","","","","","","","","","","","","","","19291222",",,6","19291215",",,6","","","","","102",",,6,22,","43.4",",,6,15,","","","","","","","107.1",",,,6","199",",,,6","","","","","","","",""
"USC00405560","1930-01","36.266667","-86.683333","152.4","MADISON, TN US","","","","","14","1,6","7","1,6","1","1,6","1",",6","","","","","","","","","","","","","","","19300123",",,6","19300108",",1,6","","","","","25",",,6,23,","28.4","1,,6,08,","","","","","","","128.4","1,,,6","48",",,,6","","","","","","","",""
"USC00405560","1930-02","36.266667","-86.683333","152.4","MADISON, TN US","","","","","","","","","","","0",",6","","","","","","","","","","","","","","","19300215",",,6","","","","","","","0",",T,6,15,","","","","","","","","","","","0",",T,,6","","","","","","","",""
"USC00405560","1930-03","36.266667","-86.683333","152.4","MADISON, TN US","","","","","13",",6","7",",6","1",",6","0",",6","","","","","","","","","","","","","","","19300326",",,6","19300318",",,6","","","","","20",",,6,26,","55.1",",,6,18,","","","","","","","130.8",",,,6","20",",,,6","","","","","","","",""
"USC00405560","1930-05","36.266667","-86.683333","152.4","MADISON, TN US","","","","","14",",6","10",",6","1",",6","","","","","","","","","","","","","","","","","","","19300518",",,6","","","","","","","72.1",",,6,18,","","","","","","","188.0",",,,6","","","","","","","","","",""
"USC00405560","1930-06","36.266667","-86.683333","152.4","MADISON, TN US","","","","","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","19300606",",,6","","","","","","","13.0",",,6,06,","","","","","","","38.1",",,,6","","","","","","","","","",""
"USC00405560","1930-07","36.266667","-86.683333","152.4","MADISON, TN US","","","","","6",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","19300713",",,6","","","","","","","15.7",",,6,13,","","","","","","","35.7",",,,6","","","","","","","","","",""
"USC00405560","1930-08","36.266667","-86.683333","152.4","MADISON, TN US","","","","","8",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","19300815",",,6","","","","","","","42.7",",,6,15,","","","","","","","108.8",",,,6","","","","","","","","","",""
"USC00405560","1930-09","36.266667","-86.683333","152.4","MADISON, TN US","","","","","5",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","19300911",",,6","","","","","","","59.4",",,6,11,","","","","","","","102.3",",,,6","","","","","","","","","",""
"USC00405560","1930-10","36.266667","-86.683333","152.4","MADISON, TN US","","","","","8",",6","4",",6","0",",6","0",",6","","","","","","","","","","","","","","","19301031",",,6","19301008",",,6","","","","","0",",T,6,31,","23.4",",,6,08,","","","","","","","58.7",",,,6","0",",T,,6","","","","","","","",""
"USC00405560","1930-11","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","19301110",",,6","","","","","","","42.7",",,6,10,","","","","","","","93.2",",,,6","","","","","","","","","",""
"USC00405560","1930-12","36.266667","-86.683333","152.4","MADISON, TN US","","","","","7",",6","5",",6","0",",6","2",",6","","","","","","","","","","","","","","","19301217",",,6","19301226",",,6","","","","","51",",,6,17,","23.4",",,6,26,","","","","","","","66.6",",,,6","76",",,,6","","","","","","","",""
"USC00405560","1931-01","36.266667","-86.683333","152.4","MADISON, TN US","","","","","9",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","19310114",",,6","19310105",",,6","","","","","13",",,6,14,","15.2",",,6,05,","","","","","","","39.1",",,,6","13",",,,6","","","","","","","",""
"USC00405560","1931-02","36.266667","-86.683333","152.4","MADISON, TN US","","","","","9",",6","8",",6","1",",6","0",",6","","","","","","","","","","","","","","","19310210","+,,6","19310228",",,6","","","","","0",",T,6,10,+","25.9",",,6,28,","","","","","","","138.4",",,,6","0",",T,,6","","","","","","","",""
"USC00405560","1931-03","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","8",",6","1",",6","0",",6","","","","","","","","","","","","","","","19310309","+,,6","19310327",",,6","","","","","0",",T,6,09,+","28.4",",,6,27,","","","","","","","102.6",",,,6","0",",T,,6","","","","","","","",""
"USC00405560","1931-04","36.266667","-86.683333","152.4","MADISON, TN US","","","","","9",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","19310421",",,6","","","","","","","25.9",",,6,21,","","","","","","","68.6",",,,6","","","","","","","","","",""
"USC00405560","1931-05","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","19310501",",,6","","","","","","","11.9",",,6,01,","","","","","","","49.5",",,,6","","","","","","","","","",""
"USC00405560","1931-06","36.266667","-86.683333","152.4","MADISON, TN US","","","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","19310624",",,6","","","","","","","15.7",",,6,24,","","","","","","","23.4",",,,6","","","","","","","","","",""
"USC00405560","1931-07","36.266667","-86.683333","152.4","MADISON, TN US","","","","","10",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","19310719",",,6","","","","","","","51.8",",,6,19,","","","","","","","120.2",",,,6","","","","","","","","","",""
"USC00405560","1931-08","36.266667","-86.683333","152.4","MADISON, TN US","","","","","11",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","19310804",",,6","","","","","","","26.9",",,6,04,","","","","","","","80.8",",,,6","","","","","","","","","",""
"USC00405560","1931-09","36.266667","-86.683333","152.4","MADISON, TN US","","","","","6",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","19310912",",,6","","","","","","","6.6",",,6,12,","","","","","","","27.4",",,,6","","","","","","","","","",""
"USC00405560","1931-10","36.266667","-86.683333","152.4","MADISON, TN US","","","","","6",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","19311028",",,6","","","","","","","29.5",",,6,28,","","","","","","","51.6",",,,6","","","","","","","","","",""
"USC00405560","1931-11","36.266667","-86.683333","152.4","MADISON, TN US","","","","","11",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","19311118",",,6","","","","","","","31.5",",,6,18,","","","","","","","99.2",",,,6","","","","","","","","","",""
"USC00405560","1931-12","36.266667","-86.683333","152.4","MADISON, TN US","","","","","16",",6","14",",6","2",",6","","","","","","","","","","","","","","","","","","","19311208",",,6","","","","","","","33.0",",,6,08,","","","","","","","182.5",",,,6","","","","","","","","","",""
"USC00405560","1932-01","36.266667","-86.683333","152.4","MADISON, TN US","","","","","16",",6","12",",6","2",",6","","","","","","","","","","","","","","","","","","","19320123",",,6","","","","","","","58.9",",,6,23,","","","","","","","227.1",",,,6","","","","","","","","","",""
"USC00405560","1932-02","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","10",",6","2",",6","","","","","","","","","","","","","","","","","","","19320203",",,6","","","","","","","32.0",",,6,03,","","","","","","","143.8",",,,6","","","","","","","","","",""
"USC00405560","1932-03","36.266667","-86.683333","152.4","MADISON, TN US","","","","","10",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","","","19320327",",,6","","","","","","","35.1",",,6,27,","","","","","","","140.1",",,,6","","","","","","","","","",""
"USC00405560","1932-04","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","10",",6","3",",6","","","","","","","","","","","","","","","","","","","19320430",",,6","","","","","","","48.3",",,6,30,","","","","","","","207.1",",,,6","","","","","","","","","",""
"USC00405560","1932-05","36.266667","-86.683333","152.4","MADISON, TN US","","","","","6",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","19320508",",,6","","","","","","","27.7",",,6,08,","","","","","","","80.2",",,,6","","","","","","","","","",""
"USC00405560","1932-06","36.266667","-86.683333","152.4","MADISON, TN US","","","","","13",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","19320615",",,6","","","","","","","35.1",",,6,15,","","","","","","","94.6",",,,6","","","","","","","","","",""
"USC00405560","1932-08","36.266667","-86.683333","152.4","MADISON, TN US","","","","","9",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","19320816",",,6","","","","","","","19.8",",,6,16,","","","","","","","78.8",",,,6","","","","","","","","","",""
"USC00405560","1932-09","36.266667","-86.683333","152.4","MADISON, TN US","","","","","9",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","19320925",",,6","","","","","","","50.8",",,6,25,","","","","","","","139.7",",,,6","","","","","","","","","",""
"USC00405560","1932-10","36.266667","-86.683333","152.4","MADISON, TN US","","","","","7",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","19321016",",,6","","","","","","","55.1",",,6,16,","","","","","","","131.8",",,,6","","","","","","","","","",""
"USC00405560","1932-11","36.266667","-86.683333","152.4","MADISON, TN US","","","","","9",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","19321118",",,6","","","","","","","15.5",",,6,18,","","","","","","","58.2",",,,6","","","","","","","","","",""
"USC00405560","1932-12","36.266667","-86.683333","152.4","MADISON, TN US","","","","","17",",6","7",",6","2",",6","1",",6","","","","","","","","","","","","","","","19321217",",,6","19321231",",,6","","","","","25",",,6,17,","39.6",",,6,31,","","","","","","","120.5",",,,6","25",",,,6","","","","","","","",""
"USC00405560","1933-01","36.266667","-86.683333","152.4","MADISON, TN US","","","","","14",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","19330121",",,6","","","","","","","59.2",",,6,21,","","","","","","","131.4",",,,6","","","","","","","","","",""
"USC00405560","1933-02","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","8",",6","2",",6","1",",6","","","","","","","","","","","","","","","19330211",",,6","19330219",",,6","","","","","46",",,6,11,","51.3",",,6,19,","","","","","","","167.1",",,,6","59",",,,6","","","","","","","",""
"USC00405560","1933-03","36.266667","-86.683333","152.4","MADISON, TN US","","","","","","","","","","","0",",6","","","","","","","","","","","","","","","19330321","+,,6","","","","","","","0",",T,6,21,+","","","","","","","","","","","0",",T,,6","","","","","","","",""
"USC00405560","1933-04","36.266667","-86.683333","152.4","MADISON, TN US","","","","","14",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","","","19330415",",,6","","","","","","","37.8",",,6,15,","","","","","","","99.8",",,,6","","","","","","","","","",""
"USC00405560","1933-05","36.266667","-86.683333","152.4","MADISON, TN US","","","","","13",",6","12",",6","3",",6","","","","","","","","","","","","","","","","","","","19330505",",,6","","","","","","","71.6",",,6,05,","","","","","","","245.7",",,,6","","","","","","","","","",""
"USC00405560","1933-06","36.266667","-86.683333","152.4","MADISON, TN US","","","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","19330622",",,6","","","","","","","19.3",",,6,22,","","","","","","","43.2",",,,6","","","","","","","","","",""
"USC00405560","1933-07","36.266667","-86.683333","152.4","MADISON, TN US","","","","","13",",6","10",",6","2",",6","","","","","","","","","","","","","","","","","","","19330726",",,6","","","","","","","38.6",",,6,26,","","","","","","","149.1",",,,6","","","","","","","","","",""
"USC00405560","1933-08","36.266667","-86.683333","152.4","MADISON, TN US","","","","","10",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","19330803",",,6","","","","","","","51.3",",,6,03,","","","","","","","109.9",",,,6","","","","","","","","","",""
"USC00405560","1933-09","36.266667","-86.683333","152.4","MADISON, TN US","","","","","8",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","19330903",",,6","","","","","","","91.9",",,6,03,","","","","","","","152.1",",,,6","","","","","","","","","",""
"USC00405560","1933-10","36.266667","-86.683333","152.4","MADISON, TN US","","","","","7",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","19331022",",,6","","","","","","","37.1",",,6,22,","","","","","","","54.8",",,,6","","","","","","","","","",""
"USC00405560","1933-11","36.266667","-86.683333","152.4","MADISON, TN US","","","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","19331105",",,6","","","","","","","19.8",",,6,05,","","","","","","","36.7",",,,6","","","","","","","","","",""
"USC00405560","1933-12","36.266667","-86.683333","152.4","MADISON, TN US","","","","","14",",6","9",",6","3",",6","","","","","","","","","","","","","","","","","","","19331206",",,6","","","","","","","36.8",",,6,06,","","","","","","","166.5",",,,6","","","","","","","","","",""
"USC00405560","1934-01","36.266667","-86.683333","152.4","MADISON, TN US","","","","","10",",6","5",",6","1",",6","0",",6","","","","","","","","","","","","","","","19340116",",,6","19340106",",,6","","","","","0",",T,6,16,","27.7",",,6,06,","","","","","","","84.9",",,,6","0",",T,,6","","","","","","","",""
"USC00405560","1934-02","36.266667","-86.683333","152.4","MADISON, TN US","","","","","8",",6","6",",6","1",",6","2",",6","","","","","","","","","","","","","","","19340224",",,6","19340225",",,6","","","","","64",",,6,24,","39.9",",,6,25,","","","","","","","78.3",",,,6","115",",,,6","","","","","","","",""
"USC00405560","1934-03","36.266667","-86.683333","152.4","MADISON, TN US","","","","","","","","","","","0","2,6","","","","","","","","","","","","","","","19340327","+,2,6","","","","","","","0","2,T,6,27,+","","","","","","","","","","","0","2,T,,6","","","","","","","",""
"USC00405560","1934-04","36.266667","-86.683333","152.4","MADISON, TN US","","","","","8",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","19340419",",,6","","","","","","","20.3",",,6,19,","","","","","","","47.8",",,,6","","","","","","","","","",""
"USC00405560","1934-05","36.266667","-86.683333","152.4","MADISON, TN US","","","","","6",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","19340514",",,6","","","","","","","33.5",",,6,14,","","","","","","","61.0",",,,6","","","","","","","","","",""
"USC00405560","1934-10","36.266667","-86.683333","152.4","MADISON, TN US","","","","","6",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","19341010",",,6","","","","","","","16.8",",,6,10,","","","","","","","34.1",",,,6","","","","","","","","","",""
"USC00405560","1934-11","36.266667","-86.683333","152.4","MADISON, TN US","","","","","11",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","19341101",",,6","","","","","","","21.3",",,6,01,","","","","","","","72.3",",,,6","","","","","","","","","",""
"USC00405560","1934-12","36.266667","-86.683333","152.4","MADISON, TN US","","","","","","","","","","","0",",6","","","","","","","","","","","","","","","19341219","+,,6","","","","","","","0",",T,6,19,+","","","","","","","","","","","0",",T,,6","","","","","","","",""
"USC00405560","1935-01","36.266667","-86.683333","152.4","MADISON, TN US","","","","","14",",6","9",",6","2",",6","2",",6","","","","","","","","","","","","","","","19350122",",,6","19350120",",,6","","","","","102",",,6,22,","86.1",",,6,20,","","","","","","","213.7",",,,6","178",",,,6","","","","","","","",""
"USC00405560","1935-02","36.266667","-86.683333","152.4","MADISON, TN US","","","","","10",",6","7",",6","0",",6","0",",6","","","","","","","","","","","","","","","19350226",",,6","19350209",",,6","","","","","13",",,6,26,","24.1",",,6,09,","","","","","","","95.3",",,,6","13",",,,6","","","","","","","",""
"USC00405560","1935-03","36.266667","-86.683333","152.4","MADISON, TN US","","","","","14",",6","10",",6","2",",6","","","","","","","","","","","","","","","","","","","19350312",",,6","","","","","","","54.1",",,6,12,","","","","","","","174.3",",,,6","","","","","","","","","",""
"USC00405560","1935-04","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","19350411",",,6","","","","","","","28.4",",,6,11,","","","","","","","86.1",",,,6","","","","","","","","","",""
"USC00405560","1935-05","36.266667","-86.683333","152.4","MADISON, TN US","","","","","13",",6","10",",6","0",",6","","","","","","","","","","","","","","","","","","","19350505",",,6","","","","","","","18.0",",,6,05,","","","","","","","129.6",",,,6","","","","","","","","","",""
"USC00405560","1935-06","36.266667","-86.683333","152.4","MADISON, TN US","","","","","16",",6","10",",6","0",",6","","","","","","","","","","","","","","","","","","","19350603",",,6","","","","","","","19.1",",,6,03,","","","","","","","81.0",",,,6","","","","","","","","","",""
"USC00405560","1935-09","36.266667","-86.683333","152.4","MADISON, TN US","","","","","6",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","19350903",",,6","","","","","","","38.1",",,6,03,","","","","","","","58.6",",,,6","","","","","","","","","",""
"USC00405560","1935-10","36.266667","-86.683333","152.4","MADISON, TN US","","","","","9","2,6","3","2,6","1","2,6","","","","","","","","","","","","","","","","","","","19351028",",2,6","","","","","","","26.2","2,,6,28,","","","","","","","48.5","2,,,6","","","","","","","","","",""
"USC00405560","1935-11","36.266667","-86.683333","152.4","MADISON, TN US","","","","","14",",6","7",",6","0",",6","0",",6","","","","","","","","","","","","","","","19351129",",,6","19351110",",,6","","","","","0",",T,6,29,","17.5",",,6,10,","","","","","","","74.2",",,,6","0",",T,,6","","","","","","","",""
"USC00405560","1935-12","36.266667","-86.683333","152.4","MADISON, TN US","","","","","9",",6","5",",6","0",",6","2",",6","","","","","","","","","","","","","","","19351222",",,6","19351229",",,6","","","","","69",",,6,22,","9.1",",,6,29,","","","","","","","39.0",",,,6","115",",,,6","","","","","","","",""
"USC00405560","1936-01","36.266667","-86.683333","152.4","MADISON, TN US","","","","","10",",6","7",",6","1",",6","2",",6","","","","","","","","","","","","","","","19360119",",,6","19360102",",,6","","","","","185",",,6,19,","28.2",",,6,02,","","","","","","","94.0",",,,6","215",",,,6","","","","","","","",""
"USC00405560","1936-02","36.266667","-86.683333","152.4","MADISON, TN US","","","","","13",",6","8",",6","0",",6","1",",6","","","","","","","","","","","","","","","19360202",",,6","19360226","+,,6","","","","","91",",,6,02,","9.9",",,6,26,+","","","","","","","56.3",",,,6","122",",,,6","","","","","","","",""
"USC00405560","1936-04","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","19360403","+,,6","19360409",",,6","","","","","0",",T,6,03,+","46.5",",,6,09,","","","","","","","92.8",",,,6","0",",T,,6","","","","","","","",""
"USC00405560","1936-05","36.266667","-86.683333","152.4","MADISON, TN US","","","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","19360512",",,6","","","","","","","21.3",",,6,12,","","","","","","","26.7",",,,6","","","","","","","","","",""
"USC00405560","1936-06","36.266667","-86.683333","152.4","MADISON, TN US","","","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","19360622",",,6","","","","","","","2.8",",,6,22,","","","","","","","3.1",",,,6","","","","","","","","","",""
"USC00405560","1936-08","36.266667","-86.683333","152.4","MADISON, TN US","","","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","19360810",",,6","","","","","","","8.4",",,6,10,","","","","","","","21.9",",,,6","","","","","","","","","",""
"USC00405560","1936-09","36.266667","-86.683333","152.4","MADISON, TN US","","","","","7",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","19360902",",,6","","","","","","","17.0",",,6,02,","","","","","","","48.0",",,,6","","","","","","","","","",""
"USC00405560","1936-10","36.266667","-86.683333","152.4","MADISON, TN US","","","","","8",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","19361016",",,6","","","","","","","30.5",",,6,16,","","","","","","","84.8",",,,6","","","","","","","","","",""
"USC00405560","1936-11","36.266667","-86.683333","152.4","MADISON, TN US","","","","","6",",6","2",",6","2",",6","2",",6","","","","","","","","","","","","","","","19361126",",,6","19361104",",,6","","","","","36",",,6,26,","52.3",",,6,04,","","","","","","","110.2",",,,6","79",",,,6","","","","","","","",""
"USC00405560","1936-12","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","10",",6","1",",6","0",",6","","","","","","","","","","","","","","","19361219",",,6","19361206",",,6","","","","","0",",T,6,19,","37.6",",,6,06,","","","","","","","130.4",",,,6","0",",T,,6","","","","","","","",""
"USC00405560","1937-01","36.266667","-86.683333","152.4","MADISON, TN US","","","","","20",",6","19",",6","4",",6","","","","","","","","","","","","","","","","","","","19370117",",,6","","","","","","","67.6",",,6,17,","","","","","","","425.1",",,,6","","","","","","","","","",""
"USC00405560","1937-02","36.266667","-86.683333","152.4","MADISON, TN US","","","","","12",",6","7",",6","0",",6","1",",6","","","","","","","","","","","","","","","19370227",",,6","19370209",",,6","","","","","64",",,6,27,","9.7",",,6,09,","","","","","","","50.7",",,,6","80",",,,6","","","","","","","",""
"USC00405560","1937-03","36.266667","-86.683333","152.4","MADISON, TN US","","","","","8","1,6","6","1,6","0","1,6","0",",6","","","","","","","","","","","","","","","19370315",",,6","19370319",",1,6","","","","","23",",,6,15,","13.7","1,,6,19,","","","","","","","49.6","1,,,6","23",",,,6","","","","","","","",""
