"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"NOE00134815","1960-08","59.6031","8.7131","162.0","HJARTDAL, NO","0",",","19600831","+,,E","0",",,E,31,+"
"NOE00134815","1960-09","59.6031","8.7131","162.0","HJARTDAL, NO","0",",","19600930","+,,E","0",",,E,30,+"
"NOE00134815","1960-10","59.6031","8.7131","162.0","HJARTDAL, NO","0",",","19601031","+,,E","0",",,E,31,+"
"NOE00134815","1960-11","59.6031","8.7131","162.0","HJARTDAL, NO","29",",","19601124","+,,E","420",",,E,24,+"
"NOE00134815","1960-12","59.6031","8.7131","162.0","HJARTDAL, NO","31",",","19601226","+,,E","400",",,E,26,+"
"NOE00134815","1961-01","59.6031","8.7131","162.0","HJARTDAL, NO","31",",","19610106",",,E","930",",,E,06,"
"NOE00134815","1961-02","59.6031","8.7131","162.0","HJARTDAL, NO","28",",","19610207",",,E","890",",,E,07,"
"NOE00134815","1961-03","59.6031","8.7131","162.0","HJARTDAL, NO","10",",","19610301",",,E","570",",,E,01,"
"NOE00134815","1961-04","59.6031","8.7131","162.0","HJARTDAL, NO","2",",","19610406",",,E","60",",,E,06,"
"NOE00134815","1961-05","59.6031","8.7131","162.0","HJARTDAL, NO","0",",","19610531","+,,E","0",",,E,31,+"
"NOE00134815","1961-06","59.6031","8.7131","162.0","HJARTDAL, NO","0",",","19610630","+,,E","0",",,E,30,+"
"NOE00134815","1961-07","59.6031","8.7131","162.0","HJARTDAL, NO","0",",","19610731","+,,E","0",",,E,31,+"
"NOE00134815","1961-08","59.6031","8.7131","162.0","HJARTDAL, NO","0",",","19610831","+,,E","0",",,E,31,+"
"NOE00134815","1961-09","59.6031","8.7131","162.0","HJARTDAL, NO","0",",","19610930","+,,E","0",",,E,30,+"
"NOE00134815","1961-10","59.6031","8.7131","162.0","HJARTDAL, NO","0",",","19611031","+,,E","0",",,E,31,+"
"NOE00134815","1961-11","59.6031","8.7131","162.0","HJARTDAL, NO","1",",","19611108",",,E","30",",,E,08,"
"NOE00134815","1961-12","59.6031","8.7131","162.0","HJARTDAL, NO","31",",","19611231",",,E","530",",,E,31,"
"NOE00134815","1962-01","59.6031","8.7131","162.0","HJARTDAL, NO","31",",","19620123",",,E","560",",,E,23,"
"NOE00134815","1962-02","59.6031","8.7131","162.0","HJARTDAL, NO","28",",","19620207","+,,E","560",",,E,07,+"
"NOE00134815","1962-03","59.6031","8.7131","162.0","HJARTDAL, NO","31",",","19620331",",,E","780",",,E,31,"
"NOE00134815","1962-04","59.6031","8.7131","162.0","HJARTDAL, NO","21",",","19620401",",,E","690",",,E,01,"
"NOE00134815","1962-05","59.6031","8.7131","162.0","HJARTDAL, NO","0",",","19620531","+,,E","0",",,E,31,+"
"NOE00134815","1962-06","59.6031","8.7131","162.0","HJARTDAL, NO","0",",","19620630","+,,E","0",",,E,30,+"
"NOE00134815","1962-07","59.6031","8.7131","162.0","HJARTDAL, NO","0",",","19620731","+,,E","0",",,E,31,+"
"NOE00134815","1962-08","59.6031","8.7131","162.0","HJARTDAL, NO","0",",","19620831","+,,E","0",",,E,31,+"
"NOE00134815","1962-09","59.6031","8.7131","162.0","HJARTDAL, NO","0",",","19620930","+,,E","0",",,E,30,+"
"NOE00134815","1962-10","59.6031","8.7131","162.0","HJARTDAL, NO","0",",","19621030",",,E","20",",,E,30,"
"NOE00134815","1962-11","59.6031","8.7131","162.0","HJARTDAL, NO","13",",","19621122",",,E","380",",,E,22,"
"NOE00134815","1962-12","59.6031","8.7131","162.0","HJARTDAL, NO","31",",","19621219",",,E","620",",,E,19,"
"NOE00134815","1963-01","59.6031","8.7131","162.0","HJARTDAL, NO","31",",","19630105",",,E","460",",,E,05,"
