"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00422864","1957-12","40.92964","-109.39691","1924.8","FLAMING GORGE, UT US","","","0.0",",0","1",",0","0",",0","0",",0","","","","","4",",0","30",",0","2",",0","0",",0","0",",0","","","19571231","+,,0","","","","","19571217",",,0","19571208",",,0","-21.7",",0,31,+","","","","","0.5",",,0,17,","12.2",",0,08,","","","","","661.5",",0","","","","","0.5",",,,0","","","-3.01",",0","4.99",",,,0","-11.01",",,,0","",""
"USC00422864","1958-01","40.92964","-109.39691","1924.8","FLAMING GORGE, UT US","0.0","0","0.0",",0","1",",0","1",",0","0",",0","","","1",",0","12",",0","31",",0","12",",0","0",",0","0",",0","","","19580120",",,0","","","19580118",",,0","19580118",",,0","19580130",",,0","-30.6",",0,20,","","","203",",,0,18,","10.2",",,0,18,","8.9",",0,30,","","","","","802.1",",0","","","","","10.2",",,,0","203",",,,0","-7.54",",0","1.52",",,,0","-16.60",",,,0","",""
"USC00422864","1958-02","40.92964","-109.39691","1924.8","FLAMING GORGE, UT US","0.0","0","0.0",",0","2",",0","2",",0","0",",0","","","2",",0","0",",0","27",",0","2",",0","0",",0","0",",0","","","19580201",",,0","","","19580213",",,0","19580225",",,0","19580223","+,,0","-15.0",",0,01,","","","64",",,0,13,","5.3",",,0,25,","13.9",",0,23,+","","","","","520.0",",0","","","","","8.3",",,,0","120",",,,0","-0.24",",0","6.15",",,,0","-6.63",",,,0","",""
"USC00422864","1958-03","40.92964","-109.39691","1924.8","FLAMING GORGE, UT US","0.0","0","0.0",",0","7",",0","5",",0","0",",0","","","3",",0","0",",0","29",",0","7",",0","0",",0","0",",0","","","19580305",",,0","","","19580331",",,0","19580331",",,0","19580322","+,,0","-16.7",",0,05,","","","152",",,0,31,","6.6",",,0,31,","11.1",",0,22,+","","","","","603.6",",0","","","","","19.9",",,,0","248",",,,0","-1.14",",0","4.41",",,,0","-6.68",",,,0","",""
"USC00422864","1958-04","40.92964","-109.39691","1924.8","FLAMING GORGE, UT US","0.0","0","0.0","1,0","3","2,0","0","2,0","0","2,0","","","1",",0","0","1,0","23","1,0","0",",0","1",",0","0",",0","","","19580426","+,1,0","","","19580404",",,0","19580404",",2,0","19580417",",,0","-8.3","1,0,26,+","","","51",",,0,04,","1.8","2,,0,04,","22.2",",0,17,","","","","","414.2",",0","","","","","4.4",",a,,0","77",",,,0","3.95","1,0","10.65",",,,0","-2.74","1,,,0","",""
"USC00422864","1958-05","40.92964","-109.39691","1924.8","FLAMING GORGE, UT US","0.0","0","0.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","20",",0","0",",0","","","19580501",",,0","19580531","+,,0","19580531","+,,0","19580514",",,0","19580528","+,,0","-3.9",",0,01,","0",",,0,31,+","0",",,0,31,+","12.7",",,0,14,","29.4",",0,28,+","","","","","177.2",",0","","","","","20.6",",,,0","0",",,,0","12.62",",0","21.86",",,,0","3.37",",,,0","",""
"USC00422864","1958-06","40.92964","-109.39691","1924.8","FLAMING GORGE, UT US","20.7","0","20.7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","19580612",",,0","19580630","+,,0","19580630","+,,0","19580607",",,0","19580627",",,0","1.7",",0,12,","0",",,0,30,+","0",",,0,30,+","13.5",",,0,07,","33.9",",0,27,","262.1","2,,,0","","","55.4",",0","","","","","16.8",",,,0","0",",,,0","17.18",",0","27.11",",,,0","7.25",",,,0","2824","3,,,0"
"USC00422864","1958-07","40.92964","-109.39691","1924.8","FLAMING GORGE, UT US","","","","","7",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19580731","+,,0","19580731","+,,0","19580731","+,,0","","","","","0",",,0,31,+","0",",,0,31,+","3.3",",,0,31,+","","","235.2","3,,,0","","","","","","","","","12.5",",,,0","0",",,,0","","","","","","","2293","4,,,0"
"USC00422864","1958-08","40.92964","-109.39691","1924.8","FLAMING GORGE, UT US","","","60.5",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","19580830",",,0","19580831","+,,0","19580831","+,,0","19580809",",,0","19580812","+,,0","4.4",",0,30,","0",",,0,31,+","0",",,0,31,+","4.6",",,0,09,","34.4",",0,12,+","197.7","4,,,0","","","12.0",",0","","","","","16.5",",,,0","0",",,,0","19.90",",0","30.02",",,,0","9.78",",,,0","1968",",,,0"
"USC00422864","1958-09","40.92964","-109.39691","1924.8","FLAMING GORGE, UT US","","","8.7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","27",",0","0",",0","","","19580924",",,0","19580930","+,,0","19580930","+,,0","19580905",",,0","19580902",",,0","-5.6",",0,24,","0",",,0,30,+","0",",,0,30,+","9.7",",,0,05,","31.7",",0,02,","172.1",",,,0","","","110.6",",0","","","","","20.7",",,,0","0",",,,0","14.94",",0","25.42",",,,0","4.45",",,,0","2475",",,,0"
