"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00405956","1993-10","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","1030.0","0","30.0",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","20",",0","0",",0","","","19931031",",,0","19931031","+,,0","19931031","+,,0","","","19931019",",,0","19931007",",,0","-0.6",",0,31,","0",",,0,31,+","0",",,0,31,+","21.6",",,0,19,","30.0",",0,07,","92.8",",,,0","133.8","0","  20.6",",,,0,3,2","","","113.8",",0","  27.2",",,,0,3,2","","","   4.4",",,,0,3,2","","","   8.3",",,,0,3,2","","","  14.4",",,,0,3,2","","","  21.6",",,,0,3,2","","","69.8",",,,0","0",",,,0","15.63",",0","21.94",",,,0","9.33",",,,0","1868",",,,0"
"USC00405956","1993-11","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","1033.3","0","3.3","1,0","11",",0","6",",0","2",",0","0",",0","0",",0","0","1,0","14","1,0","0",",0","3",",0","0",",0","","","19931108",",1,0","19931130","+,,0","19931130","+,,0","","","19931117",",,0","19931115",",,0","-7.2","1,0,08,","0",",,0,30,+","0",",,0,30,+","58.9",",,0,17,","25.0",",0,15,","","","420.3","0","  15.6","1,,,0,3,1","  16.1",",,,0,3,2","286.5",",0","  21.1","1,,,0,3,1","  20.0",",,,0,3,2","   0.6","1,,,0,3,1","   2.2",",,,0,3,2","   7.8","1,,,0,3,1","   7.2",",,,0,3,2","   6.3","1,,,0,3,1","   7.1",",,,0,3,2","  13.5","1,,,0,3,1","  12.6",",,,0,3,2","139.2",",,,0","0",",,,0","8.42","1,0","14.25",",,,0","2.60","1,,,0","",""
"USC00405956","1993-12","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","1033.3","0","0.0","1,0","11",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","16","1,0","0",",0","0",",0","0",",0","","","19931225","+,1,0","19931231","+,,0","19931223",",,0","","","19931204",",,0","19931202",",,0","-7.2","1,0,25,+","0",",,0,31,+","0",",T,0,23,","69.9",",,0,04,","19.4",",0,02,","","","803.3","0","   9.4","1,,,0,3,1","   9.4","1,,,0,3,2","383.0",",0","  15.6","1,,,0,3,1","  14.4","1,,,0,3,2","   0.0","1,,,0,3,1","  -1.1","1,,,0,3,2","   3.3","1,,,0,3,1","   1.7","1,,,0,3,2","   3.4","1,,,0,3,1","   3.9","1,,,0,3,2","   9.1","1,,,0,3,1","   8.4","1,,,0,3,2","139.4",",,,0","0",",T,,0","5.60","1,0","10.75",",,,0","0.46","1,,,0","",""
"USC00405956","1994-01","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","0.0","0","0.0",",0","12",",0","7",",0","3",",0","0","1,0","0","1,0","0",",0","21",",0","4",",0","0",",0","0",",0","","","19940120","+,,0","19940131","+,1,0","19940120",",1,0","","","19940128",",,0","19940107",",,0","-13.9",",0,20,+","0","1,,0,31,+","0","1,T,0,20,","46.7",",,0,28,","17.8",",0,07,","","","1316.2","0","   9.4","4,,,0,3,1","   9.4","3,,,0,3,2","512.9",",0","  12.8","3,,,0,3,1","  12.8","3,,,0,3,2","  -6.7","4,,,0,3,1","  -3.9","3,,,0,3,2","  -0.6","3,,,0,3,1","  -0.6","3,,,0,3,2","   1.5","4,,,0,3,1","   2.1","3,,,0,3,2","   5.4","3,,,0,3,1","   5.3","3,,,0,3,2","151.4",",,,0","0","1,T,,0","1.79",",0","6.46",",,,0","-2.88",",,,0","",""
"USC00405956","1994-02","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","1.1","0","1.1","3,0","5","3,0","4","3,0","1","3,0","0","3,0","1","3,0","0","2,0","18","2,0","1","1,0","3","1,0","0","1,0","","","19940202",",2,0","19940228","+,3,0","19940210",",3,0","","","19940223",",3,0","19940220","+,1,0","-8.9","2,0,02,","0","3,,0,28,+","36","3,,0,10,","48.5","3,,0,23,","22.8","1,0,20,+","","","1625.1","0","  11.7","3,,,0,3,1","  12.2",",,,0,3,2","308.9","1,0","  15.6","3,,,0,3,1","  15.6",",,,0,3,2","   0.0","3,,,0,3,1","  -1.1",",,,0,3,2","   1.1","3,,,0,3,1","   2.8",",,,0,3,2","   4.0","3,,,0,3,1","   4.2",",,,0,3,2","   8.3","3,,,0,3,1","   9.5",",,,0,3,2","82.5","3,,,0","36","3,,,0","5.84","3,0","11.88","1,,,0","-0.20","2,,,0","",""
"USC00405956","1994-03","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","3.9","0","2.8",",0","10",",0","7",",0","3",",0","0",",0","0",",0","0",",0","7",",0","0",",0","13",",0","0",",0","","","19940331","+,,0","19940331","+,,0","19940331","+,,0","","","19940325",",,0","19940320","+,,0","-2.2",",0,31,+","0",",,0,31,+","0",",,0,31,+","47.0",",,0,25,","26.1",",0,20,+","","","1866.8","0","  14.4",",,,0,3,2","","","241.7",",0","  21.1",",,,0,3,2","","","   1.1",",,,0,3,2","","","   5.0",",,,0,3,2","","","   7.3",",,,0,3,2","","","  14.8",",,,0,3,2","","","182.5",",,,0","0",",,,0","10.63",",0","17.64",",,,0","3.61",",,,0","",""
"USC00405956","1994-04","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","55.2","0","51.3",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","24",",0","0",",0","","","19940401",",,0","19940430","+,,0","19940430","+,,0","","","19940406",",,0","19940428",",,0","-1.7",",0,01,","0",",,0,30,+","0",",,0,30,+","32.8",",,0,06,","31.1",",0,28,","156.2","3,,,0","1949.7","0","  20.6",",,,0,3,1","  20.6",",,,0,3,2","82.9",",0","  29.4",",,,0,3,1","  27.2",",,,0,3,2","   5.6",",,,0,3,1","   4.4",",,,0,3,2","  12.8",",,,0,3,1","  12.8",",,,0,3,2","  13.2",",,,0,3,1","  13.4",",,,0,3,2","  22.8",",,,0,3,1","  22.1",",,,0,3,2","94.9",",,,0","0",",,,0","17.28",",0","24.26",",,,0","10.30",",,,0","2757",",,,0"
"USC00405956","1994-05","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","104.3","0","49.1",",0","10",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","19940502",",,0","19940531","+,,0","19940531","+,,0","","","19940526",",,0","19940524",",,0","4.4",",0,02,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,26,","30.6",",0,24,","179.8","1,,,0","1986.9","0","  22.2",",,,0,3,1","  22.2",",,,0,3,2","37.2",",0","  33.9",",,,0,3,1","  31.1",",,,0,3,2","  10.0",",,,0,3,1","  11.7",",,,0,3,2","  17.8",",,,0,3,1","  17.2",",,,0,3,2","  17.0",",,,0,3,1","  17.3",",,,0,3,2","  27.3",",,,0,3,1","  25.8",",,,0,3,2","117.6",",,,0","0",",,,0","18.72",",0","25.02",",,,0","12.42",",,,0","2241",",,,0"
"USC00405956","1994-06","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","352.0","0","247.7",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","","","19940601",",,0","19940630","+,,0","19940630","+,,0","","","19940607",",,0","19940622",",,0","18.3",",0,01,","0",",,0,30,+","0",",,0,30,+","63.5",",,0,07,","34.4",",0,22,","177.2","3,,,0","1986.9","0","  27.8",",,,0,3,1","  27.8",",,,0,3,2","0.0",",0","  39.4",",,,0,3,1","  37.2",",,,0,3,2","  21.1",",,,0,3,1","  20.6",",,,0,3,2","  28.3",",,,0,3,1","  27.8",",,,0,3,2","  24.6",",,,0,3,1","  24.4",",,,0,3,2","  34.4",",,,0,3,1","  32.7",",,,0,3,2","146.0",",,,0","0",",,,0","26.59",",0","31.85",",,,0","21.33",",,,0","1339","3,,,0"
"USC00405956","1994-07","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","594.7","0","242.7",",0","16",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","19940730","+,,0","19940731","+,,0","19940731","+,,0","","","19940707",",,0","19940708","+,,0","16.1",",0,30,+","0",",,0,31,+","0",",,0,31,+","38.1",",,0,07,","34.4",",0,08,+","165.1","3,,,0","0.0","0","  27.2",",,,0,3,2","","","0.0",",0","  36.1",",,,0,3,2","","","  21.7",",,,0,3,2","","","  25.6",",,,0,3,2","","","  24.9",",,,0,3,2","","","  32.0",",,,0,3,2","","","166.7",",,,0","0",",,,0","26.16",",0","31.01",",,,0","21.31",",,,0","1721",",,,0"
"USC00405956","1994-08","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","798.8","0","204.1",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","19940806",",,0","19940831","+,,0","19940831","+,,0","","","19940821",",,0","19940814","+,,0","13.9",",0,06,","0",",,0,31,+","0",",,0,31,+","21.1",",,0,21,","34.4",",0,14,+","177.5","1,,,0","0.0","0","  26.1","3,,,0,3,1","  26.7",",,,0,3,2","0.0",",0","  37.2","3,,,0,3,1","  36.1",",,,0,3,2","  19.4","3,,,0,3,1","  20.6",",,,0,3,2","  27.2","3,,,0,3,1","  27.8",",,,0,3,2","  23.2","3,,,0,3,1","  24.0",",,,0,3,2","  33.3","3,,,0,3,1","  33.0",",,,0,3,2","36.6",",,,0","0",",,,0","24.92",",0","31.03",",,,0","18.80",",,,0","1432",",,,0"
"USC00405956","1994-09","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","897.0","0","98.2",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","","","19940927",",,0","19940930","+,,0","19940930","+,,0","","","19940906",",,0","19940914","+,,0","7.2",",0,27,","0",",,0,30,+","0",",,0,30,+","22.1",",,0,06,","32.8",",0,14,+","140.9","1,,,0","13.8","0","  24.4","1,,,0,3,1","  25.6","1,,,0,3,2","13.8",",0","  33.3","1,,,0,3,1","  32.8","1,,,0,3,2","  12.8","1,,,0,3,1","  13.9","1,,,0,3,2","  19.4","1,,,0,3,1","  20.6","1,,,0,3,2","  18.9","1,,,0,3,1","  20.6","1,,,0,3,2","  28.8","1,,,0,3,1","  28.7","1,,,0,3,2","43.6",",,,0","0",",,,0","21.15",",0","28.28",",,,0","14.01",",,,0","1599",",,,0"
"USC00405956","1994-10","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","922.9","0","25.9","1,0","6",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","20",",0","0",",0","","","19941027","+,1,0","19941031","+,,0","19941031","+,,0","","","19941009",",,0","19941001",",,0","1.1","1,0,27,+","0",",,0,31,+","0",",,0,31,+","18.0",",,0,09,","31.7",",0,01,","92.1",",,,0","96.6","0","  20.6",",,,0,3,2","","","82.8",",0","  28.3",",,,0,3,2","","","   9.4",",,,0,3,2","","","  15.0",",,,0,3,2","","","  15.3",",,,0,3,2","","","  21.2",",,,0,3,2","","","66.0",",,,0","0",",,,0","16.58","1,0","22.72",",,,0","10.45","1,,,0","1772",",,,0"
"USC00405956","1994-11","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","931.5","0","8.6","2,0","8",",0","6",",0","2",",0","0",",0","0",",0","0","1,0","3","1,0","0","1,0","15","1,0","0","1,0","","","19941124",",1,0","19941130","+,,0","19941130","+,,0","","","19941128",",,0","19941104",",1,0","-2.2","1,0,24,","0",",,0,30,+","0",",,0,30,+","43.9",",,0,28,","26.7","1,0,04,","","","248.2","0","  15.0",",,,0,3,2","","","151.6","1,0","  21.7","3,,,0,3,1","  20.0",",,,0,3,2","   3.9",",,,0,3,2","","","   9.4","3,,,0,3,1","   8.3",",,,0,3,2","  10.3",",,,0,3,2","","","  16.5","3,,,0,3,1","  14.9",",,,0,3,2","108.7",",,,0","0",",,,0","13.20","2,0","18.86","1,,,0","7.55","1,,,0","",""
"USC00405956","1994-12","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","931.5","0","0.0","1,0","12",",0","7",",0","2",",0","0",",0","0",",0","0","1,0","13","1,0","0",",0","0",",0","0",",0","","","19941212",",1,0","19941231","+,,0","19941231","+,,0","","","19941222",",,0","19941209","+,,0","-5.6","1,0,12,","0",",,0,31,+","0",",,0,31,+","56.1",",,0,22,","17.2",",0,09,+","","","586.0","0","  12.2",",,,3,3,2","","","337.8",",0","  14.4",",,,3,3,2","","","  -3.9",",,,3,3,2","","","   0.0",",,,3,3,2","","","   4.2",",,,3,3,2","","","   7.6",",,,3,3,2","","","136.2",",,,0","0",",,,0","7.13","1,0","11.76",",,,0","2.49","1,,,0","",""
"USC00405956","1995-01","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","1.9","0","1.9",",0","14",",0","6",",0","2",",0","0",",0","0",",0","0",",0","17",",0","1",",0","2",",0","0",",0","","","19950105",",,0","19950131","+,,0","19950131","+,,0","","","19950119",",,0","19950113","+,,0","-11.7",",0,05,","0",",,0,31,+","0",",,0,31,+","51.8",",,0,19,","22.2",",0,13,+","","","1009.3","0","  13.3","3,,,0,3,1","","","423.3",",0","  17.2","3,,,0,3,1","","","  -1.7","3,,,0,3,1","","","   1.7","3,,,0,3,1","","","   2.7","3,,,0,3,1","","","   8.2","3,,,0,3,1","","","115.2",",,,0","0",",,,0","4.74",",0","9.68",",,,0","-0.20",",,,0","",""
"USC00405956","1995-02","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","1.9","0","0.0",",0","7",",0","5",",0","0",",0","0","2,0","1",",0","0",",0","16",",0","2",",0","2",",0","0",",0","","","19950213","+,,0","19950228","+,2,0","19950207",",,0","","","19950215",",,0","19950203",",,0","-8.9",",0,13,+","0","2,,0,28,+","51",",,0,07,","15.0",",,0,15,","22.8",",0,03,","","","1371.3","0","   9.4","1,,,0,3,1","  12.2","1,,,0,3,2","362.0",",0","  16.1","1,,,0,3,1","  17.2","1,,,0,3,2","  -1.1","1,,,0,3,1","   0.6","1,,,0,3,2","   1.1","1,,,0,3,1","   3.9","1,,,0,3,2","   2.3","1,,,0,3,1","   5.9","1,,,0,3,2","   9.6","1,,,0,3,1","  11.3","1,,,0,3,2","44.3",",,,0","51",",,,0","5.41",",0","11.43",",,,0","-0.62",",,,0","",""
"USC00405956","1995-03","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","9.7","0","7.8",",0","7",",0","6",",0","0",",0","0","2,0","1",",0","0",",0","8",",0","0",",0","15",",0","0",",0","","","19950310","+,,0","19950331","+,2,0","19950303",",,0","","","19950308",",,0","19950320",",,0","-3.9",",0,10,+","0","2,,0,31,+","25",",,0,03,","18.5",",,0,08,","27.2",",0,20,","","","1568.5","0","  15.6",",,,0,3,1","  16.7",",,,0,3,2","197.2",",0","  26.7",",,,0,3,1","  26.7",",,,0,3,2","   1.1",",,,0,3,1","   4.4",",,,0,3,2","   6.7",",,,0,3,1","   8.9",",,,0,3,2","   7.9",",,,0,3,1","  11.5",",,,0,3,2","  18.2",",,,0,3,1","  19.1",",,,0,3,2","59.9",",,,0","25",",,,0","12.22",",0","18.75",",,,0","5.70",",,,0","",""
"USC00405956","1995-04","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","32.5","0","22.8","2,0","9",",0","6",",0","1",",0","0",",0","0",",0","0","2,0","2","2,0","0",",0","18",",0","0",",0","","","19950402","+,2,0","19950430","+,,0","19950430","+,,0","","","19950420",",,0","19950411",",,0","-0.6","2,0,02,+","0",",,0,30,+","0",",,0,30,+","26.2",",,0,20,","31.1",",0,11,","143.9","2,,,0","1663.0","0","  19.4",",,,0,3,1","  22.2",",,,0,3,2","94.5",",0","  31.1",",,,0,3,1","  30.0",",,,0,3,2","   7.2",",,,0,3,1","  11.1",",,,0,3,2","  15.6",",,,0,3,1","  18.3",",,,0,3,2","  12.3",",,,0,3,1","  16.3",",,,0,3,2","  24.9",",,,0,3,1","  24.9",",,,0,3,2","93.8",",,,0","0",",,,0","16.01","2,0","22.93",",,,0","9.09","2,,,0","2608",",,,0"
"USC00405956","1995-05","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","147.3","0","114.8",",0","10",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","3",",0","","","19950502",",,0","19950531","+,,0","19950531","+,,0","","","19950518",",,0","19950517","+,,0","7.2",",0,02,","0",",,0,31,+","0",",,0,31,+","27.7",",,0,18,","32.2",",0,17,+","162.0","2,,,0","1692.7","0","  23.9",",,,0,3,1","  25.0",",,,0,3,2","29.7",",0","  36.1",",,,0,3,1","  33.9",",,,0,3,2","  10.6",",,,0,3,1","  14.4",",,,0,3,2","  18.3",",,,0,3,1","  20.0",",,,0,3,2","  17.7",",,,0,3,1","  20.6",",,,0,3,2","  28.2",",,,0,3,1","  28.2",",,,0,3,2","108.3",",,,0","0",",,,0","21.08",",0","26.56",",,,0","15.59",",,,0","2649",",,,0"
"USC00405956","1995-06","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","322.3","0","175.0",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","","","19950614",",,0","19950630","+,,0","19950630","+,,0","","","19950601",",,0","19950610",",,0","12.8",",0,14,","0",",,0,30,+","0",",,0,30,+","15.0",",,0,01,","33.9",",0,10,","163.4","2,,,0","1692.7","0","  25.0",",,,0,3,1","","","0.0",",0","  37.8",",,,0,3,1","","","  17.8",",,,0,3,1","","","  28.3",",,,0,3,1","","","  21.7",",,,0,3,1","","","  34.2",",,,0,3,1","","","52.0",",,,0","0",",,,0","24.17",",0","29.78",",,,0","18.55",",,,0","1767",",,,0"
"USC00405956","1995-07","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","566.8","0","244.5","1,0","13",",0","9",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","21",",0","","","19950702",",1,0","19950731","+,,0","19950731","+,,0","","","19950723",",,0","19950714",",,0","15.6","1,0,02,","0",",,0,31,+","0",",,0,31,+","84.6",",,0,23,","36.7",",0,14,","","","0.0","0","  28.9",",,,0,3,2","","","0.0",",0","  36.7",",,,0,3,2","","","  21.1",",,,0,3,2","","","  23.3",",,,0,3,2","","","  25.3",",,,0,3,2","","","  31.9",",,,0,3,2","","","218.6",",,,0","0",",,,0","26.42","1,0","32.26",",,,0","20.57","1,,,0","1903",",,,0"
"USC00405956","1995-08","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","867.7","0","300.9",",0","5",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","19950825","+,,0","19950831","+,,0","19950831","+,,0","","","19950805",",,0","19950820","+,,0","20.0",",0,25,+","0",",,0,31,+","0",",,0,31,+","105.7",",,0,05,","36.1",",0,20,+","196.6","2,,,0","0.0","0","  31.1",",,,0,3,2","","","0.0",",0","  40.0",",,,0,3,2","","","  25.6",",,,0,3,2","","","  29.4",",,,0,3,2","","","  28.1",",,,0,3,2","","","  34.4",",,,0,3,2","","","125.7",",,,0","0",",,,0","28.04",",0","33.44",",,,0","22.64",",,,0","1924",",,,0"
"USC00405956","1995-09","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","976.5","0","108.8",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","4",",0","","","19950924","+,,0","19950930","+,,0","19950930","+,,0","","","19950916",",,0","19950901",",,0","6.7",",0,24,+","0",",,0,30,+","0",",,0,30,+","10.4",",,0,16,","35.6",",0,01,","134.8",",,,0","17.5","0","  27.8",",,,0,3,2","","","17.5",",0","  35.6",",,,0,3,2","","","  15.6",",,,0,3,2","","","  24.4",",,,0,3,2","","","  22.1",",,,0,3,2","","","  29.2",",,,0,3,2","","","24.3",",,,0","0",",,,0","21.38",",0","27.91",",,,0","14.84",",,,0","1743",",,,0"
"USC00405956","1995-10","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","1002.9","0","26.4","1,0","6",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","24",",0","0",",0","","","19951026","+,1,0","19951031","+,,0","19951031","+,,0","","","19951028","+,,0","19951001",",,0","1.1","1,0,26,+","0",",,0,31,+","0",",,0,31,+","11.4",",,0,28,+","30.0",",0,01,","118.8",",,,0","89.1","0","  23.9",",,,0,3,2","","","71.6",",0","  29.4",",,,0,3,2","","","   9.4",",,,0,3,2","","","  15.0",",,,0,3,2","","","  16.2",",,,0,3,2","","","  23.7",",,,0,3,2","","","34.0",",,,0","0",",,,0","16.74","1,0","24.35",",,,0","9.14","1,,,0","1912",",,,0"
"USC00405956","1995-11","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","1003.8","0","0.9","1,0","10",",0","7",",0","2",",0","0","3,0","0","2,0","0","1,0","14","1,0","0",",0","5",",0","0",",0","","","19951112",",1,0","19951105",",3,0","19951105",",2,0","","","19951102",",,0","19951103",",,0","-3.3","1,0,12,","0","3,T,0,05,","0","2,T,0,05,","59.4",",,0,02,","24.4",",0,03,","","","397.5","0","  16.7","1,,,0,3,2","","","308.4",",0","  20.0","1,,,0,3,2","","","   3.3","1,,,0,3,2","","","   6.7","1,,,0,3,2","","","   6.9","1,,,0,3,2","","","  12.3","1,,,0,3,2","","","159.0",",,,0","0","2,T,,0","7.68","1,0","14.22",",,,0","1.15","1,,,0","",""
"USC00405956","1995-12","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","1003.8","0","0.0","3,0","10",",0","6",",0","1",",0","0",",0","0","1,0","0","2,0","16","2,0","3","1,0","3","1,0","0","1,0","","","19951211","+,2,0","19951231","+,,0","19951231","+,1,0","","","19951231",",,0","19951204","+,1,0","-11.7","2,0,11,+","0",",,0,31,+","0","1,,0,31,+","42.2",",,0,31,","21.7","1,0,04,+","","","782.0","0","","","","","384.5","1,0","","","","","","","","","","","","","","","","","","","","","110.3",",,,0","0","1,,,0","4.73","3,0","10.00","1,,,0","-0.54","2,,,0","",""
"USC00405956","1996-01","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   8.9","1,,,0,3,2","","","","","  13.3","2,,,0,3,2","","","  -1.1","1,,,0,3,2","","","   1.1","2,,,0,3,2","","","   2.4","1,,,0,3,2","","","   6.4","2,,,0,3,2","","","","","","","","","","","","","",""
"USC00405956","1996-02","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","","","2.2","2,0","5",",0","3",",0","1",",0","0","1,0","0","1,0","0",",0","15",",0","4","2,0","4","2,0","0","2,0","","","19960205",",,0","19960229","+,1,0","19960216",",1,0","","","19960220",",,0","19960228","+,2,0","-16.1",",0,05,","0","1,,0,29,+","0","1,T,0,16,","43.4",",,0,20,","24.4","2,0,28,+","","","","","  13.3","4,,,0,3,2","","","359.8","2,0","  17.2","2,,,0,3,2","","","  -3.9","4,,,0,3,2","","","  -1.7","2,,,0,3,2","","","   3.4","4,,,0,3,2","","","   7.3","2,,,0,3,2","","","69.8",",,,0","0","1,T,,0","5.30","2,0","11.31","2,,,0","-0.71",",,,0","",""
"USC00405956","1996-03","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","","","0.0","1,0","9",",0","6",",0","1",",0","0","1,0","0","1,0","0","1,0","17","1,0","2",",0","6",",0","0",",0","","","19960310","+,1,0","19960331","+,1,0","19960331","+,1,0","","","19960325",",,0","19960307",",,0","-10.0","1,0,10,+","0","1,,0,31,+","0","1,,0,31,+","43.7",",,0,25,","23.3",",0,07,","","","","","  11.7","2,,,0,3,2","","","344.8",",0","  16.1","2,,,0,3,2","","","  -1.1","2,,,0,3,2","","","   3.3","2,,,0,3,2","","","   4.8","2,,,0,3,2","","","  11.0","2,,,0,3,2","","","103.0",",,,0","0","1,,,0","6.96","1,0","13.05",",,,0","0.88","1,,,0","",""
"USC00405956","1996-04","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","19960430","+,,0","19960430","+,,0","","","19960430","+,,0","","","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","","","134.0","2,,,0","","","  17.8",",,,0,3,2","","","","","  24.4",",,,0,3,2","","","   5.0",",,,0,3,2","","","   9.4",",,,0,3,2","","","  10.9",",,,0,3,2","","","  17.9",",,,0,3,2","","","0.0",",,,0","0",",,,0","","","","","","","3016",",,,0"
"USC00405956","1996-05","35.12975","-89.80376","91.4","MEMPHIS WEATHER FORECAST OFFICE, TN US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175.4","4,,,0","","","  25.6","1,,,0,3,2","","","","","  33.3","1,,,0,3,2","","","  10.0","1,,,0,3,2","","","  17.2","1,,,0,3,2","","","  19.8","1,,,0,3,2","","","  26.4","1,,,0,3,2","","","","","","","","","","","","","2640",",,,0"
